en,pt-BR
Nathair's Mischief,Travessura de Nathair
Create Bonfire,Criar Fogueira
Deals an additional [1] and increases distance pulled or pushed by [2] per level.,Causa [1] adicional e aumenta a distância puxada ou empurrada em [2] por nível.
Targets still take half damage and aren't pulled or pushed.,Os alvos ainda recebem metade do dano e não são puxados ou empurrados.
Targets still take half damage and aren't slowed.,Os alvos ainda recebem metade do dano e não são desacelerados.
Targets still take half damage and aren't pulled.,Os alvos ainda recebem metade do dano e não são puxados.
Affects an additional two arrows per level.,Afeta duas flechas adicionais por nível.
Dawn,Aurora
Not a Dunamancy Wizard,Não é um Mago de Dunamancia
"<LSTag Type=""Image"" Info=""SoftWarning""/> Must be a Dunamancy Wizard to use this cantrip.","<LSTag Type=""Image"" Info=""SoftWarning""/> Deve ser um Mago de Dunamancia para usar este truque."
"Imbue a creature's weapon with holy power, turning it into a <LSTag Type=""Status"" Tooltip=""HOLY_WEAPON"">Holy Weapon</LSTag>.","Imbuir a arma de uma criatura com poder sagrado, transformando-a em uma <LSTag Type=""Status"" Tooltip=""HOLY_WEAPON"">Arma Sagrada</LSTag>."
"Emit a burst of radiance from your <LSTag Type=""Status"" Tooltip=""HOLY_WEAPON"">Holy Weapon</LSTag>, causing hostile creatures to become <LSTag Type=""Status"" Tooltip=""BLINDED"">Blinded</LSTag> and ending the spell.","Emita uma explosão de radiação de sua <LSTag Type=""Status"" Tooltip=""HOLY_WEAPON"">Arma Sagrada</LSTag>, fazendo com que criaturas hostis fiquem <LSTag Type=""Status"" Tooltip=""BLINDED"">Cegas</LSTag> e encerrando o feitiço."
"Targets still take half damage and aren't <LSTag Type=""Status"" Tooltip=""BLINDED"">Blinded</LSTag>.","Os alvos ainda recebem metade do dano e não estão <LSTag Type=""Status"" Tooltip=""BLINDED"">Blinded</LSTag>."
Absorb Elements,Absorver Elementos
"Capture incoming energy, lessening its effect on you and storing it for your next melee attack.","Capture a energia que chega, reduzindo seu efeito sobre você e armazenando-a para seu próximo ataque corpo a corpo."
"Before being hit, you gain resistance to Acid, Cold, Fire, Lightning or Thunder damage. The first melee attack made next turn also deals 1d6 of the triggering damage type.","Antes de ser atingido, você ganha resistência a dano de Ácido, Frio, Fogo, Raio ou Trovão. O primeiro ataque corpo a corpo realizado no próximo turno também causa 1d6 do tipo de dano que acionou."
Melee attacks deal an additional [1] of the triggering damage type every level.,Ataques corpo a corpo causam [1] a mais do tipo de dano que desencadeou a cada nível.
Absorb Elements: Fire,Absorver Elementos: Fogo
"<LSTag Tooltip=""Resistant"">Resistant</LSTag> to Fire damage.","<LSTag Tooltip=""Resistant"">Resistente</LSTag> a dano de Fogo."
Absorb Elements: Acid,Absorver Elementos: Ácido
"<LSTag Tooltip=""Resistant"">Resistant</LSTag> to Acid damage.","<LSTag Tooltip=""Resistant"">Resistente</LSTag> a dano de Ácido."
Absorb Elements: Cold,Absorver Elementos: Frio
"<LSTag Tooltip=""Resistant"">Resistant</LSTag> to Cold damage.","<LSTag Tooltip=""Resistant"">Resistente</LSTag> a dano de Frio."
Absorb Elements: Lightning,Absorver Elementos: Raio
"<LSTag Tooltip=""Resistant"">Resistant</LSTag> to Lightning damage.","<LSTag Tooltip=""Resistant"">Resistente</LSTag> a dano de Relâmpago."
Absorb Elements: Thunder,Absorver Elementos: Trovão
"<LSTag Tooltip=""Resistant"">Resistant</LSTag> to Thunder damage.","<LSTag Tooltip=""Resistant"">Resistente</LSTag> a dano de Trovão."
Deal [1] with next melee attack.,Causar [1] de dano no próximo ataque corpo a corpo.
Absorb Elements,Absorver Elementos
"When you get hit with Acid, Cold, Fire, Lightning or Thunder damage, you can use your reaction to gain resistance to the triggering damage type.","Quando você recebe dano de Ácido, Frio, Fogo, Relâmpago ou Trovão, pode usar sua reação para ganhar resistência ao tipo de dano que ativou."
Beast Bond,Vínculo Bestial
"Establish a telepathic link with a friendly beast or one charmed by you. The beast gains <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> against creatures within [1] of you.","Estabeleça uma ligação telepática com uma besta amigável ou uma que esteja encantada por você. A besta ganha <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> contra criaturas a até [1] de você."
"Telepathically linked to spellcaster and has <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> against creatures within [1] of them. Creature and the spellcaster have <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> and <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag> that would include one another.","Ligado telepaticamente ao conjurador e tem <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> contra criaturas a até [1] de distância. A criatura e o conjurador têm <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> e <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> que incluam um ao outro."
Catapult,Catapulta
Obsolete Catapult,Catapulta Obsoleta
Replace spell or remove it from hotbar.,Substitua a magia ou remova-a da barra de atalhos.
Retrieve an object on the ground that weighs up to [1] lbs and launch it at a creature.,Recupere um objeto no chão que pese até [1] lbs e lance-o em uma criatura.
Catapult: Launch ,Catapulta: Lançar
Launch a previously chosen object at a creature.,Lance um objeto escolhido anteriormente em uma criatura.
Prepared to be catapulted at a creature.,Preparado para ser catapultado em uma criatura.
Cause Fear,Causar Medo
"Awaken the sense of mortality in a creature, <LSTag Type=""Status"" Tooltip=""FRIGHTENED"">Frightening</LSTag> it.","Desperte o senso de mortalidade em uma criatura, <LSTag Type=""Status"" Tooltip=""FRIGHTENED"">Amedrontando</LSTag>-a."
"Creature repeats the <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag> at the end of its turns.","A criatura repete os <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> no final de seus turnos."
Ceremony,Cerimônia
"Perform one of several religious ceremonies: Bless Water, Coming of Age or Dedication.","Realize uma das várias cerimônias religiosas: Abençoar Água, Rito de Maioridade ou Dedicação."
Ceremony: Bless Water,Cerimônia: Abençoar Água
"Touch a container of water in a creature's inventory, transforming it to become <LSTag Type=""Status"" Tooltip=""BLESS_WATER"">Holy Water</LSTag>.","Toque em um recipiente de água no inventário de uma criatura, transformando-o em <LSTag Type=""Status"" Tooltip=""BLESS_WATER"">Água Benta</LSTag>."
Ceremony: Coming of Age,Cerimônia: Maioridade
"Touch a creature, granting it a +[1] bonus to <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","Toque uma criatura, concedendo a ela um bônus de +[1] em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
"<LSTag Type=""Image"" Info=""SoftWarning""/> A creature completing this ceremony may never again benefit from the same ceremony.",Uma criatura que completar esta cerimônia nunca mais poderá se beneficiar da mesma cerimônia.
Ceremony: Dedication,Cerimônia: Dedicação
"Touch a creature, granting it a +[1] bonus to <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>.","Toque uma criatura, concedendo a ela um bônus de +[1] em <LSTag Tooltip=""SavingThrow"">Jogadas de Salvamento</LSTag>."
"<LSTag Type=""Image"" Info=""SoftWarning""/> This spell requires and removes 25 gold when cast.",Este feitiço requer e remove 25 de ouro ao ser lançado.
Blessed Water,Água Abençoada
Coming of Age,A Maioridade
"[1] added to <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","[1] adicionado a <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
Dedication,Dedicação
"[1] added to <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>.","[1] adicionado a <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag>."
Earth Tremor,Tremor da Terra
"Cause a tremor in the ground becomes <LSTag Type=""Status"" Tooltip=""DIFFICULT_TERRAIN"">Difficult Terrain</LSTag> and affects nearby creatures, possibly knocking them <LSTag Type=""Status"" Tooltip=""PRONE"">Prone</LSTag>.","Causa um tremor no chão que se torna <LSTag Type=""Status"" Tooltip=""DIFFICULT_TERRAIN"">Terreno Difícil</LSTag> e afeta criaturas próximas, possivelmente as derrubando <LSTag Type=""Status"" Tooltip=""PRONE"">Prostradas</LSTag>."
Chaos Bolt,Raio do Caos
"Hurl a mass of chaotic energy that randomly deals [1], [2], [3], [4], [5], [6], [7] or [8].","Lance uma massa de energia caótica que causa dano aleatório de [1], [2], [3], [4], [5], [6], [7] ou [8]."
"After casting this spell, you roll a d8. On a roll of 1, you automatically target an additional creature within [1] of the original target with another mass of chaotic energy.","Após lançar este feitiço, você rola um d8. Em um resultado de 1, você automaticamente mira em uma criatura adicional dentro de [1] do alvo original com outra massa de energia caótica."
Chaos Bolt: Additional,Raio do Caos: Adicional
Targeted by Chaos Bolt and cannot be targeted by it again.,Alvo do Caos e não pode ser alvo dele novamente.
Detect Evil and Good,Detectar o Mal e o Bem
"Detect the presence of aberrations, celestials, elementals, feys, fiends and undead in the area, preventing them from <LSTag Type=""Status"" Tooltip=""SNEAKING"">Hiding</LSTag> or becoming <LSTag Type=""Status"" Tooltip=""INVISIBLE"">Invisible</LSTag>.","Detecta a presença de aberrações, celestiais, elementais, fadas, demônios e mortos-vivos na área, impedindo-os de <LSTag Type=""Status"" Tooltip=""SNEAKING"">Se esconder</LSTag> ou se tornarem <LSTag Type=""Status"" Tooltip=""INVISIBLE"">Invisíveis</LSTag>."
"Character can detect aberration, celestial, elemental, fey, fiend, and undead and prevent them from <LSTag Type=""Status"" Tooltip=""SNEAKING"">Hiding</LSTag> or becoming <LSTag Type=""Status"" Tooltip=""INVISIBLE"">Invisible</LSTag>.","O personagem pode detectar aberrações, celestiais, elementais, fey, demônios e mortos-vivos e impedi-los de <LSTag Type=""Status"" Tooltip=""SNEAKING"">Se esconder</LSTag> ou se tornar <LSTag Type=""Status"" Tooltip=""INVISIBLE"">Invisível</LSTag>."
Creature is an aberration.,A criatura é uma aberração.
Creature is a celestial.,A criatura é um celestial.
Creature is an elemental.,A criatura é um elemental.
Creature is a fey.,A criatura é um fey.
Creature is a fiend.,A criatura é um demônio.
Creature is undead.,A criatura é morta-viva.
Detect Magic,Detectar Magia
"Sense the presence of magic in the area. You can fully focus on a creature possessing the ability to cast spells, preventing it from becoming <LSTag Type=""Status"" Tooltip=""SNEAKING"">Hidden</LSTag> or <LSTag Type=""Status"" Tooltip=""INVISIBLE"">Invisible</LSTag> while its magic can be detected.","Sinta a presença de magia na área. Você pode se concentrar totalmente em uma criatura que possui a habilidade de lançar feitiços, impedindo-a de se tornar <LSTag Type=""Status"" Tooltip=""SNEAKING"">Escondida</LSTag> ou <LSTag Type=""Status"" Tooltip=""INVISIBLE"">Invisível</LSTag> enquanto sua magia puder ser detectada."
Detect creatures with the ability to cast spells within [1].,Detectar criaturas com a habilidade de lançar feitiços dentro de [1].
Detected Magic,Magia Detectada
Creature has the ability to use magic to cast spells.,A criatura tem a habilidade de usar magia para lançar feitiços.
"Creature cannot become <LSTag Type=""Status"" Tooltip=""SNEAKING"">Hidden</LSTag> or <LSTag Type=""Status"" Tooltip=""INVISIBLE"">Invisible</LSTag> while its magic is being detected.","A criatura não pode se tornar <LSTag Type=""Status"" Tooltip=""SNEAKING"">Oculta</LSTag> ou <LSTag Type=""Status"" Tooltip=""INVISIBLE"">Invisível</LSTag> enquanto sua magia estiver sendo detectada."
Frost Fingers,Dedos de Gelo
Freezing cold blasts from your fingertips and freezes liquids in the area.,Rajadas de frio congelante saem de suas pontas dos dedos e congelam líquidos na área.
Gift of Alacrity,Dom do Aceleramento
"Touch an allied creature, granting it a +[1] bonus to its Initiative <LSTag Tooltip=""AbilityCheck"">Checks</LSTag>.","Toque uma criatura aliada, concedendo a ela um bônus de +[1] na sua Iniciativa <LSTag Tooltip=""AbilityCheck"">Testes</LSTag>."
"[1] added to Initiative <LSTag Tooltip=""AbilityCheck"">Checks</LSTag>.","[1] adicionado à Iniciativa <LSTag Tooltip=""AbilityCheck"">Verificações</LSTag>."
"Can't be <LSTag Type=""Status"" Tooltip=""FRIGHTENED"">Frightened</LSTag>. Receive [1] per turn.","Não pode ser <LSTag Type=""Status"" Tooltip=""FRIGHTENED"">Amedrontado</LSTag>. Receba [1] por turno."
Magnify Gravity,Aumentar Gravidade
"Gravity in a [1] sphere centered on a chosen point increases momentarily, potentially halving the <LSTag Tooltip=""MovementSpeed"">Movement Speed</LSTag> of creatures in the area.","A gravidade em uma [1] esfera centrada em um ponto escolhido aumenta momentaneamente, potencialmente reduzindo pela metade a <LSTag Tooltip=""MovementSpeed"">Movement Speed</LSTag> das criaturas na área."
"<LSTag Tooltip=""MovementSpeed"">Movement Speed</LSTag> halved.","<LSTag Tooltip=""MovementSpeed"">Velocidade de Movimento</LSTag> reduzida pela metade."
Wrathful Smite: Dispel,Golpe Irado: Dissipar
Steel your resolve against the Wrathful Smite effect.,Fortaleça sua determinação contra o efeito de Golpe Irado.
Snare,Armadilha
"Create a [1] magical trap on the ground. It is triggered when a Small or larger creature moves near it, causing them to possibly fall <LSTag Type=""Status"" Tooltip=""PRONE"">Prone</LSTag> and become <LSTag Type=""Status"" Tooltip=""RESTRAINED"">Restrained</LSTag>.","Crie uma [1] armadilha mágica no chão. Ela é ativada quando uma criatura Pequena ou maior se aproxima, fazendo com que ela possa cair <LSTag Type=""Status"" Tooltip=""PRONE"">Prone</LSTag> e ficar <LSTag Type=""Status"" Tooltip=""RESTRAINED"">Restrained</LSTag>."
"<LSTag Type=""Status"" Tooltip=""RESTRAINED"">Restrained</LSTag> creatures make Dexterity <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag> with <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag> at the end of their turns, ending the effect on a success. Another creature can use its action to end the effect as well.","<LSTag Type=""Status"" Tooltip=""RESTRAINED"">Imobilizado</LSTag> criaturas fazem testes de Destreza <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> com <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag> no final de seus turnos, encerrando o efeito em um sucesso. Outra criatura pode usar sua ação para encerrar o efeito também."
Caustic Brew,Brew Cáustico
"A stream of acid emanates from you in the line, possibly covering creatures in the area in acid.","Um jato de ácido emana de você em linha, possivelmente cobrindo criaturas na área com ácido."
Creatures covered in acid take [1] at the start of their turns.,Criaturas cobertas de ácido recebem [1] no início de seus turnos.
Acid Removal,Remoção de Ácido
Remove acid that covers the target.,Remova o ácido que cobre o alvo.
Deals [1] per turn.,Causa [1] por turno.
Unseen Servant,Serviço Invisível
"Create an invisible, mindless, shapeless, medium force that performs simple tasks at your command.","Crie uma força invisível, sem mente, sem forma, de tamanho médio que execute tarefas simples sob seu comando."
Zephyr Strike,Golpe do Zéfiro
"Move like the wind, allowing you to avoid provoking <LSTag Tooltip=""OpportunityAttack"">Opportunity Attacks</LSTag>.","Mova-se como o vento, permitindo que você evite provocar <LSTag Tooltip=""OpportunityAttack"">Ataques de Oportunidade</LSTag>."
"Until the spell ends, you have <LSTag Tooltip=""Advantage"">Advantage</LSTag> on the next weapon <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag> which deals an additional [1]. Hit or miss, you gain an additional [2] of <LSTag Tooltip=""MovementSpeed"">Movement Speed</LSTag> until the end of your turn.","Até o final da magia, você tem <LSTag Tooltip=""Advantage"">Vantagem</LSTag> na próxima <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> com a arma que causa [1] adicional. Acertando ou errando, você ganha [2] adicionais de <LSTag Tooltip=""MovementSpeed"">Velocidade de Movimento</LSTag> até o final do seu turno."
"Cannot provoke <LSTag Tooltip=""OpportunityAttack"">Opportunity Attacks</LSTag>.","Não pode provocar <LSTag Tooltip=""OpportunityAttack"">Ataques de Oportunidade</LSTag>."
"Gained [1] <LSTag Tooltip=""MovementSpeed"">Movement Speed</LSTag>.","Ganhou [1] <LSTag Tooltip=""MovementSpeed"">Velocidade de Movimento</LSTag>."
Booming Blade,Lâmina Estrondante
Booming Blade: Sneak Attack,Lâmina Trovejante: Ataque Furtivo
Booming Blade: Divine Strike (Radiant),Lâmina Retumbante: Golpe Divino (Radiante)
Booming Blade: Divine Strike (Cold),Lâmina Retumbante: Golpe Divino (Frio)
Booming Blade: Divine Strike (Fire),Lâmina Trovejante: Golpe Divino (Fogo)
Booming Blade: Divine Strike (Lightning),Lâmina Ruidosa: Golpe Divino (Relâmpago)
Booming Blade: Divine Strike (Thunder),Golpe Estrondoso: Golpe Divino (Trovão)
Booming Blade: Divine Strike (Poison),Lâmina Estrondosa: Golpe Divino (Veneno)
Booming Blade: Divine Strike (Weapon),Lâmina Estrondosa: Golpe Divino (Arma)
"Strike a target with a melee weapon, surrounding them in a booming energy that detonates and deals [1] if it willingly moves.","Acertar um alvo com uma arma corpo a corpo, cercando-o com uma energia estrondosa que detona e causa [1] se ele se mover voluntariamente."
Takes [1] if moving willingly.,Toma [1] se mover voluntariamente.
Control Flames,Controlar Chamas
Choose a fire surface and expand its radius or extinguish an object or fire surface's flames.,Escolha uma superfície em chamas e expanda seu raio ou extinga as chamas de um objeto ou superfície em chamas.
Control Flames: Expand,Controlar Chamas: Expandir
Expand the radius of a fire surface by [1].,Expanda o raio de uma superfície de fogo em [1].
Control Flames: Extinguish,Controlar Chamas: Extinguir
Extinguish the flames of a fire surface or the flames of an object.,Extinguir as chamas de uma superfície em chamas ou as chamas de um objeto.
Control Flames: Resistance,Controlar Chamas: Resistência
"Grant a creature <LSTag Tooltip=""Resistance"">Resistance</LSTag> against Fire damage.","Concede a uma criatura <LSTag Tooltip=""Resistance"">Resistência</LSTag> contra dano de Fogo."
"<LSTag Type=""Status"" Tooltip=""RESISTANCE"">Resistant</LSTag> to Fire damage.","<LSTag Type=""Status"" Tooltip=""RESISTANCE"">Resistente</LSTag> a dano de Fogo."
Create Bonfire,Criar Fogueira
Create a bonfire that burns creatures in the bonfire’s space when casting this spell or when the creature starts or ends its turn in the space.,Crie uma fogueira que queima criaturas no espaço da fogueira ao lançar este feitiço ou quando a criatura começa ou termina seu turno nesse espaço.
Bonfire,Fogueira
Deal [1] per turn.,Causa [1] de dano por turno.
Druidcraft,Druidismo
"Create harmless sensory effects that grants you <LSTag Tooltip=""Advantage"">Advantage</LSTag> on Intimidation <LSTag Tooltip=""AbilityCheck"">Checks</LSTag> or instantly snuff out or light a source of fire on a object.","Crie efeitos sensoriais inofensivos que lhe concedem <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em testes de Intimidação <LSTag Tooltip=""AbilityCheck"">Checks</LSTag> ou apague instantaneamente ou acenda uma fonte de fogo em um objeto."
"Create harmless sensory effects that grants you <LSTag Tooltip=""Advantage"">Advantage</LSTag> on Intimidation <LSTag Tooltip=""AbilityCheck"">Checks</LSTag>.","Crie efeitos sensoriais inofensivos que lhe concedem <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em Intimidação <LSTag Tooltip=""AbilityCheck"">Testes</LSTag>."
Instantly snuff out or light a source of fire on an object or a fire surface.,Apague instantaneamente ou acenda uma fonte de fogo em um objeto ou superfície em chamas.
"Has <LSTag Tooltip=""Advantage"">Advantage</LSTag> on Intimidation <LSTag Tooltip=""AbilityCheck"">Checks</LSTag>.","Tem <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em Intimidação <LSTag Tooltip=""AbilityCheck"">Testes</LSTag>."
Frostbite,Congelamento
"Cause a numbing frost to form on a creature, possibly imposing <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag> on their next <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag>.","Causa uma geada paralisante a se formar em uma criatura, possivelmente impondo <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag> em sua próxima <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag>."
"Has <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag> on next <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag>.","Tem <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag> na próxima <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag>."
Green-Flame Blade,Lâmina de Chama Verde
Green-Flame Blade: Sneak Attack,Lâmina de Chama Verde: Ataque Furtivo
Green-Flame Blade: Divine Strike (Radiant),Lâmina de Chama Verde: Golpe Divino (Radiante)
Green-Flame Blade: Divine Strike (Cold),Lâmina de Chama Verde: Golpe Divino (Frio)
Green-Flame Blade: Divine Strike (Fire),Lâmina de Chama Verde: Golpe Divino (Fogo)
Green-Flame Blade: Divine Strike (Lightning),Lâmina de Chama Verde: Golpe Divino (Relâmpago)
Green-Flame Blade: Divine Strike (Thunder),Lâmina de Chama Verde: Golpe Divino (Trovão)
Green-Flame Blade: Divine Strike (Poison),Lâmina de Chama Verde: Golpe Divino (Veneno)
Green-Flame Blade: Divine Strike (Weapon),Lâmina de Chama Verde: Golpe Divino (Arma)
"Strike a target with a melee weapon, allowing fire to leap from your target to strike a second nearby foe within [1] of them, dealing [2].","Acertar um alvo com uma arma corpo a corpo, permitindo que o fogo salte do seu alvo para atingir um segundo inimigo próximo a [1] dele, causando [2]."
Can shoot fire towards a nearby creature.,Pode disparar fogo em direção a uma criatura próxima.
Can be targeted by Green-Flame Blade's leaping fire.,Pode ser alvo da chama saltitante da Lâmina de Chama Verde.
Green-Flame,Chama Verde
Green-flame leaps from your weapon to strike a nearby foe.,Chama verde salta da sua arma para atingir um inimigo próximo.
Gust,Rajada
"Seize air and compel it to possibly push a creature up to [1] away from you, an object [2] away from you or clear clouds in a [3] area.","Conduza o ar e obrigue-o a possivelmente empurrar uma criatura até [1] para longe de você, um objeto [2] para longe de você ou limpar nuvens em uma área [3]."
Gust: Creature,Rajada: Criatura
Seize air and compel it to possibly push a creature up to [1] away from you.,Agarre o ar e obrigue-o a possivelmente empurrar uma criatura até [1] para longe de você.
"<LSTag Type=""Image"" Info=""SoftWarning""/> A creature can't be pushed if it is greater than medium in size.",Uma criatura não pode ser empurrada se for maior que o tamanho médio.
Gust: Object,Rajada: Objeto
Seize air and compel it to possibly push an weighing up to 5 pounds [2] away from you.,Capture o ar e compelido a empurrar um peso de até 5 libras [2] para longe de você.
"<LSTag Type=""Image"" Info=""SoftWarning""/> The object cannot weigh more than 5 pounds.","<LSTag Type=""Image"" Info=""SoftWarning""/> O objeto não pode pesar mais do que 5 libras."
Gust: Distraction,Rajada: Distração
Seize air and create a gust of wind that distracts non-hostile creatures nearby.,Capture o ar e crie uma rajada de vento que distrai criaturas não hostis nas proximidades.
Lightning Lure,Atrair Relâmpago
Create a lash of lightning energy that strikes at a creature and possibly pulls them [1] towards you.,Crie um golpe de energia relâmpago que atinge uma criatura e possivelmente a puxa [1] em sua direção.
Magic Stone,Pedra Mágica
Has pebble(s) imbued with magic.,Tem seixos imbuídos com magia.
"Touch three pebbles and imbue them with magic, allowing you or an ally to make a ranged spell attack with them by throwing the pebbles.","Toque em três seixos e imbuia-os com magia, permitindo que você ou um aliado faça um ataque mágico à distância com eles ao arremessar os seixos."
Magic Stone: Hurl,Pedra Mágica: Arremessar
Throw one of the magic imbued pebbles.,Jogue uma das pedras imbuídas de magia.
"Deals additional damage equal to the spellcaster's <LSTag Tooltip=""SpellcastingAbilityModifier"">Spellcasting Ability Modifier</LSTag>.","Causa dano adicional igual ao <LSTag Tooltip=""SpellcastingAbilityModifier"">Modificador de Habilidade de Magia</LSTag> do conjurador."
The number of Magic Stones you possess.,O número de Pedras Mágicas que você possui.
Magic Stones,Pedras Mágicas
Caster's Spellcasting Ability Modifier,Modificador de Habilidade de Magia do Conjurador
Spellcasting Ability Modifier,Modificador de Habilidade de Magia
Proficiency Bonus,Bônus de Proficiência
A stone imbued with magic.,Uma pedra imbuída de magia.
Mind Sliver,Fenda Mental
"Drive a disorienting spike of psychic energy into the mind of a creature, possibly imposing a -[1] penalty to its next Saving Throw.","Imponha um pico desorientador de energia psíquica na mente de uma criatura, possivelmente impondo uma penalidade de -[1] na sua próxima Jogada de Salvamento."
"Next <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag> reduced by [1].","Próximo <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag> reduzido em [1]."
Mold Earth: Create,Moldar Terra: Criar
"Create a [1] mud surface that becomes <LSTag Type=""Status"" Tooltip=""DIFFICULT_TERRAIN"">Difficult Terrain</LSTag>.","Crie uma [1] superfície de lama que se torna <LSTag Type=""Status"" Tooltip=""DIFFICULT_TERRAIN"">Terreno Difícil</LSTag>."
Mold Earth: Destroy,Moldar Terra: Destruir
