en,pt-BR
"Has <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag> and <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag> using Wisdom.<br><br>Each turn pass a DC 20 Wisdom <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag> or take [1].","Tem <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag> e <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> usando Sabedoria.<br><br>A cada turno, passe em um <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag> de Sabedoria CD 20 ou sofra [1]."
Coming of Age,A Maioridade
"Gains a +[1] bonus to <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","Ganha um bônus de +[1] em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
Dedication,Dedicação
"Gains a +[1] bonus to <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>.","Ganha um bônus de +[1] em <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag>."
Coming of Age,A Maioridade
"Grants the target a +[1] bonus to <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","Concede ao alvo um bônus de +[1] em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
Dedication,Dedicação
"Grants the target a +[1] bonus to <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>.","Concede ao alvo um bônus de +[1] em <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag>."
Funeral Rite,Ritual Funerário
Perform funeral rites for a corpse.,Realize rituais fúnebres para um cadáver.
Wedding Vows,Votos de Casamento
"Bless the wedding vows between two people: increase their <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag> by 2 while they have allies within [1] who aren't Incapacitated.","Abençoe os votos de casamento entre duas pessoas: aumente sua <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag> em 2 enquanto tiverem aliados dentro de [1] que não estejam Incapacitados."
Wedding Vows,Votos de Casamento
"Happily Married!<br><br>Increases <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag> by 2 if one of its allies within [1] isn't Incapacitated.","Felizes Casados!<br><br>Aumenta a <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag> em 2 se um de seus aliados dentro de [1] não estiver Incapacitado."
Wedding Vows,Votos de Casamento
"Happily Married!<br><br>Increases <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag> by 2 if one of its allies within [1] isn't Incapacitated.","Felizes Casados!<br><br>Aumenta a <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag> em 2 se um de seus aliados dentro de [1] não estiver Incapacitado."
Chaos Bolt,Raio do Caos
Gain the ability to hurl a chaotic bolt infused with a random damage type which can inflict other effects.,Ganhe a habilidade de lançar um projétil caótico infundido com um tipo de dano aleatório que pode causar outros efeitos.
Chaos Bolt: Acid,Raio do Caos: Ácido
Can cast Chaos Bolt: Acid.,Pode lançar Raio Caótico: Ácido.
Chaos Bolt Burn,Raio Caótico Queimado
Cannot be targeted by another Chaos Bolt.,Não pode ser alvo de outro Caos de Raio.
Chaos Bolt: Acid,Raio do Caos: Ácido
"Hurl a chaotic bolt of caustic energy. Creates an <LSTag Type=""Status"" Tooltip=""ACID"">Acid</LSTag> surface on impact. ","Lance um projétil caótico de energia cáustica. Cria uma superfície de <LSTag Type=""Status"" Tooltip=""ACID"">Ácido</LSTag> ao impactar."
Chaos Bolt: Cold,Raio do Caos: Frio
Chaos Bolt: Fire,Raio Caótico: Fogo
Can cast Chaos Bolt: Cold.,Pode lançar Caos de Raio: Frio.
Can cast Chaos Bolt: Fire.,Pode lançar Raio Caótico: Fogo.
Can cast Chaos Bolt: Force.,Pode lançar Raio Caótico: Força.
Chaos Bolt: Force,Raio Caótico: Força
Chaos Bolt: Cold,Raio do Caos: Frio
Chaos Bolt: Fire,Raio Caótico: Fogo
Chaos Bolt: Force,Raio Caótico: Força
Can cast Chaos Bolt: Lightning.,Pode lançar Raio de Caos: Relâmpago.
Chaos Bolt: Lightning,Raio Caótico: Relâmpago
Can cast Chaos Bolt: Poison.,Pode lançar Caos de Raiva: Veneno.
Chaos Bolt: Poison,Raio do Caos: Veneno
Can cast Chaos Bolt: Psychic.,Pode lançar Caos de Raiva: Psíquico.
Chaos Bolt: Psychic,Raio do Caos: Psíquico
Can cast Chaos Bolt: Thunder.,Pode lançar Raio Caótico: Trovão.
Chaos Bolt: Thunder,Raio Caótico: Trovão
Chaos Bolt: Force,Raio Caótico: Força
Chaos Bolt: Lightning,Raio Caótico: Relâmpago
Chaos Bolt: Poison,Raio do Caos: Veneno
Chaos Bolt: Psychic,Raio do Caos: Psíquico
Chaos Bolt: Thunder,Raio Caótico: Trovão
There is a 1.5% chance to cast another Chaos Bolt for free. ,"Há 1,5% de chance de lançar outro Caos de Raiva gratuitamente."
"Hurl a chaotic bolt of fiery energy. Creates a <LSTag Type=""Status"" Tooltip=""BURNING"">Burning</LSTag> surface on impact. ","Lance um projétil caótico de energia flamejante. Cria uma superfície <LSTag Type=""Status"" Tooltip=""BURNING"">Queimando</LSTag> ao impactar."
"Hurl a chaotic bolt of freezing energy. Creates a frosty surface to knock creatures <LSTag Type=""Status"" Tooltip=""PRONE"">Prone</LSTag>. ","Lance um projétil caótico de energia congelante. Cria uma superfície gelada para derrubar criaturas <LSTag Type=""Status"" Tooltip=""PRONE"">Derrubadas</LSTag>."
Hurl a chaotic bolt of forceful energy. Possibly pushes the target back [1].,Lance um projétil caótico de energia poderosa. Possivelmente empurra o alvo para trás [1].
Hurl a chaotic bolt of lightning energy. Creates an electrified surface on impact.,Lance um projétil caótico de energia elétrica. Cria uma superfície eletrificada ao impactar.
"Hurl a chaotic bolt of poisonous energy. Creates a bubbling surface to <LSTag Type=""Status"" Tooltip=""POISONED"">Poison</LSTag> creatures. ","Lance um raio caótico de energia venenosa. Cria uma superfície borbulhante para <LSTag Type=""Status"" Tooltip=""POISONED"">Venenar</LSTag> criaturas."
"Hurl a chaotic bolt of psychic energy. Possibly <LSTag Type=""Status"" Tooltip=""FRIGHTENED"">Frightens</LSTag> the target: they'll have <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag> on <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag> and <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> and they cannot move.","Lance um projétil caótico de energia psíquica. Possivelmente <LSTag Type=""Status"" Tooltip=""FRIGHTENED"">Amedronta</LSTag> o alvo: ele terá <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag> e <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> e não poderá se mover."
Hurl a chaotic bolt of thunderous energy.,Lance um projétil caótico de energia trovejante.
Chaos Bolt: Acid,Raio do Caos: Ácido
Can cast Chaos Bolt: Acid.,Pode lançar Raio Caótico: Ácido.
Chaos Bolt: Cold,Raio do Caos: Frio
Can cast Chaos Bolt: Cold.,Pode lançar Caos de Raio: Frio.
Can cast Chaos Bolt: Fire.,Pode lançar Raio Caótico: Fogo.
Chaos Bolt: Fire,Raio Caótico: Fogo
Can cast Chaos Bolt: Force.,Pode lançar Raio Caótico: Força.
Chaos Bolt: Force,Raio Caótico: Força
Can cast Chaos Bolt: Lightning.,Pode lançar Raio de Caos: Relâmpago.
Chaos Bolt: Lightning,Raio Caótico: Relâmpago
Can cast Chaos Bolt: Poison.,Pode lançar Caos de Raiva: Veneno.
Chaos Bolt: Poison,Raio do Caos: Veneno
Can cast Chaos Bolt: Psychic.,Pode lançar Caos de Raiva: Psíquico.
Chaos Bolt: Psychic,Raio do Caos: Psíquico
Can cast Chaos Bolt: Thunder.,Pode lançar Raio Caótico: Trovão.
Chaos Bolt: Thunder,Raio Caótico: Trovão
Chaos Bolt: Cold,Raio do Caos: Frio
"Hurl a chaotic bolt of freezing energy. Creates a frosty surface to knock creatures <LSTag Type=""Status"" Tooltip=""PRONE"">Prone</LSTag>. ","Lance um projétil caótico de energia congelante. Cria uma superfície gelada para derrubar criaturas <LSTag Type=""Status"" Tooltip=""PRONE"">Derrubadas</LSTag>."
Chaos Bolt: Fire,Raio Caótico: Fogo
"Hurl a chaotic bolt of fiery energy. Creates a <LSTag Type=""Status"" Tooltip=""BURNING"">Burning</LSTag> surface on impact. ","Lance um projétil caótico de energia flamejante. Cria uma superfície <LSTag Type=""Status"" Tooltip=""BURNING"">Queimando</LSTag> ao impactar."
Chaos Bolt: Force,Raio Caótico: Força
Hurl a chaotic bolt of forceful energy. Possibly pushes the target back [1].,Lance um projétil caótico de energia poderosa. Possivelmente empurra o alvo para trás [1].
Chaos Bolt: Lightning,Raio Caótico: Relâmpago
Hurl a chaotic bolt of lightning energy. Creates an electrified surface on impact.,Lance um projétil caótico de energia elétrica. Cria uma superfície eletrificada ao impactar.
Chaos Bolt: Poison,Raio do Caos: Veneno
"Hurl a chaotic bolt of poisonous energy. Creates a bubbling surface to <LSTag Type=""Status"" Tooltip=""POISONED"">Poison</LSTag> creatures. ","Lance um raio caótico de energia venenosa. Cria uma superfície borbulhante para <LSTag Type=""Status"" Tooltip=""POISONED"">Venenar</LSTag> criaturas."
Chaos Bolt: Poison,Raio do Caos: Veneno
"Hurl a chaotic bolt of poisonous energy. Creates a bubbling surface to <LSTag Type=""Status"" Tooltip=""POISONED"">Poison</LSTag> creatures. ","Lance um raio caótico de energia venenosa. Cria uma superfície borbulhante para <LSTag Type=""Status"" Tooltip=""POISONED"">Venenar</LSTag> criaturas."
Chaos Bolt: Psychic,Raio do Caos: Psíquico
"Hurl a chaotic bolt of psychic energy. Possibly <LSTag Type=""Status"" Tooltip=""FRIGHTENED"">Frightens</LSTag> the target: they'll have <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag> on <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag> and <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> and they cannot move.","Lance um projétil caótico de energia psíquica. Possivelmente <LSTag Type=""Status"" Tooltip=""FRIGHTENED"">Amedronta</LSTag> o alvo: ele terá <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag> e <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> e não poderá se mover."
Chaos Bolt: Thunder,Raio Caótico: Trovão
Hurl a chaotic bolt of thunderous energy.,Lance um projétil caótico de energia trovejante.
Venomous Barbs,Espinhos Venenosos
Venomous Barbs,Espinhos Venenosos
