en,pt-BR
"Conjure a gale in the shape of a fist which crashes into targets, forcing them back by [1] should they fail a Strength based <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag>.","Conjure um vendaval na forma de um punho que colide com os alvos, forçando-os para trás em [1] caso falhem em um <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag> baseado em Força."
Ice Block,Bloqueio de Gelo
"Conjure a climbable block of ice which you can use to traverse your surroundings and gain <LSTag Tooltip=""HighGroundRules"">High Ground</LSTag>.","Conjurar um bloco de gelo escalável que você pode usar para atravessar seu entorno e ganhar <LSTag Tooltip=""HighGroundRules"">Terreno Elevado</LSTag>."
Water Whip,Chicote de Água
"Conjure a current of water with which to pull a target toward you by [1] should they fail a Strength based <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag>.","Conjure uma corrente de água para puxar um alvo em sua direção por [1] caso falhe em um <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag> baseado em Força."
Martial Elements,Elementos Marciais
"When dealing damage with a Spell or <LSTag Tooltip=""Cantrip"">Cantrip</LSTag>, infuse your spirit with the same element for the rest of your turn. Dealing further damage while infused will deal additional elemental damage equal to your <LSTag Tooltip=""AbilityModifier"">Wisdom Modifier</LSTag>.","Ao causar dano com um Feitiço ou um <LSTag Tooltip=""Cantrip"">Truque</LSTag>, infunda seu espírito com o mesmo elemento pelo resto do seu turno. Causar dano adicional enquanto estiver infundido causará dano elemental adicional igual ao seu <LSTag Tooltip=""AbilityModifier"">Modificador de Sabedoria</LSTag>."
Martial Elements: Bludgeoning,Elementos Marciais: Contusão
Affected creature deals an additional +[1] Bludgeoning damage until the beginning of their next turn.,A criatura afetada causa +[1] de dano de Contusão adicional até o início de seu próximo turno.
Martial Elements: Slashing,Elementos Marciais: Cortante
Affected creature deals an additional +[1] Slashing damage until the beginning of their next turn.,A criatura afetada causa +[1] de dano Cortante adicional até o início de seu próximo turno.
Martial Elements: Piercing,Elementos Marciais: Perfurante
Affected creature deals an additional +[1] Piercing damage until the beginning of their next turn.,A criatura afetada causa +[1] de dano Perfurante adicional até o início de seu próximo turno.
Martial Elements: Acid,Elementos Marciais: Ácido
Affected creature deals an additional +[1] Acid damage until the beginning of their next turn.,A criatura afetada causa +[1] de dano de Ácido adicional até o início de seu próximo turno.
Martial Elements: Cold,Elementos Marciais: Frio
Affected creature deals an additional +[1] Cold damage until the beginning of their next turn.,A criatura afetada causa +[1] de dano Frio adicional até o início de seu próximo turno.
Martial Elements: Fire,Elementos Marciais: Fogo
Affected creature deals an additional +[1] Fire damage until the beginning of their next turn.,A criatura afetada causa +[1] de dano Fogo adicional até o início de seu próximo turno.
Martial Elements: Force,Elementos Marciais: Força
Affected creature deals an additional +[1] Force damage until the beginning of their next turn.,A criatura afetada causa +[1] de dano de Força adicional até o início de seu próximo turno.
Martial Elements: Lightning,Elementos Marciais: Raio
Affected creature deals an additional +[1] Lightning damage until the beginning of their next turn.,A criatura afetada causa +[1] de dano de Relâmpago adicional até o início de seu próximo turno.
Martial Elements: Necrotic,Elementos Marciais: Necromântico
Affected creature deals an additional +[1] Necrotic damage until the beginning of their next turn.,A criatura afetada causa +[1] de dano Necrótico adicional até o início de seu próximo turno.
Martial Elements: Poison,Elementos Marciais: Veneno
Affected creature deals an additional +[1] Poison damage until the beginning of their next turn.,A criatura afetada causa +[1] de dano de Veneno adicional até o início de seu próximo turno.
Martial Elements: Psychic,Elementos Marciais: Psíquico
Affected creature deals an additional +[1] Psychic damage until the beginning of their next turn.,A criatura afetada causa +[1] de dano Psíquico adicional até o início de seu próximo turno.
Martial Elements: Radiant,Elementos Marciais: Radiante
Affected creature deals an additional +[1] Radiant damage until the beginning of their next turn.,A criatura afetada causa +[1] de dano Radiante adicional até o início de seu próximo turno.
Martial Elements: Thunder,Elementos Marciais: Trovão
Affected creature deals an additional +[1] Thunder damage until the beginning of their next turn.,A criatura afetada causa +[1] de dano de Trovão adicional até o início de seu próximo turno.
Elemental Overdrive,Sobrecarga Elemental
"Spells cast with <LSTag Type=""ActionResource"" Tooltip=""KiPoint"">Ki Points</LSTag> make their <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> with <LSTag Tooltip=""Advantage"">Advantage</LSTag>.","Feitiços lançados com <LSTag Type=""ActionResource"" Tooltip=""KiPoint"">Pontos de Ki</LSTag> realizam suas <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> com <LSTag Tooltip=""Advantage"">Vantagem</LSTag>."
Elemental Recovery,Recuperação Elemental
"Upon a successful killing blow with a Spell cast with <LSTag Type=""ActionResource"" Tooltip=""KiPoint"">Ki Points</LSTag>, restore one point of Ki. This effect can trigger once per turn.","Ao desferir um golpe mortal com um Feitiço lançado com <LSTag Type=""ActionResource"" Tooltip=""KiPoint"">Pontos de Ki</LSTag>, restaure um ponto de Ki. Este efeito pode ser ativado uma vez por turno."
Protective Casting,Lançamento Protetor
"When you use <LSTag Type=""ActionResource"" Tooltip=""KiPoint"">Ki Points</LSTag> to cast a damage dealing Spell, gain <LSTag Tooltip=""Resistant"">Resistance</LSTag> to that type of damage until the beginning of your next turn.","Ao usar <LSTag Type=""ActionResource"" Tooltip=""KiPoint"">Pontos de Ki</LSTag> para lançar um feitiço que causa dano, ganhe <LSTag Tooltip=""Resistant"">Resistência</LSTag> a esse tipo de dano até o início do seu próximo turno."
Protective Casting: Bludgeoning,Conjuração Protetora: Contusão
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Bludgeoning damage until the beginning of their next turn.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> a dano de Contusão até o início de seu próximo turno."
Protective Casting: Slashing,Lançamento Protetor: Cortante
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Slashing damage until the beginning of their next turn.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> contra dano Cortante até o início de seu próximo turno."
Protective Casting: Piercing,Lançamento Protetor: Perfurante
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Piercing damage until the beginning of their next turn.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> a dano Cortante até o início de seu próximo turno."
Protective Casting: Acid,Lançamento Protetor: Ácido
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Acid damage until the beginning of their next turn.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> contra dano de Ácido até o início de seu próximo turno."
Protective Casting: Cold,Conjuração Protetora: Frio
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Cold damage until the beginning of their next turn.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> ao dano de Frio até o início de seu próximo turno."
Protective Casting: Fire,Lançamento Protetor: Fogo
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Fire damage until the beginning of their next turn.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> contra dano de Fogo até o início de seu próximo turno."
Protective Casting: Force,"Ganhe <LSTag Type=""Spell"" Tooltip=""Shout_ProtectiveCasting_Force"">Conjuração Protetora: Força</LSTag>."
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Force damage until the beginning of their next turn.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> contra dano de Força até o início de seu próximo turno."
Protective Casting: Lighting,Conjuração Protetora: Raio
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Lightning damage until the beginning of their next turn.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> a dano de Relâmpago até o início de seu próximo turno."
Protective Casting: Necrotic,Lançamento Protetor: Necrótico
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Necrotic damage until the beginning of their next turn.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> contra dano Necrótico até o início de seu próximo turno."
Protective Casting: Poison,Conjuração Protetora: Veneno
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Poison damage until the beginning of their next turn.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> contra dano de Veneno até o início de seu próximo turno."
Protective Casting: Psychic,Lançamento Protetor
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Psychic damage until the beginning of their next turn.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> contra dano Psíquico até o início de seu próximo turno."
Protective Casting: Radiant,Lançamento Protetor: Radiante
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Radiant damage until the beginning of their next turn.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> contra dano Radiante até o início de seu próximo turno."
Protective Casting: Thunder,Lançamento Protetor: Trovão
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Thunder damage until the beginning of their next turn.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> a dano de Trovão até o início de seu próximo turno."
Flurry of Blows: Topple,"Ganhe <LSTag Type=""Spell"" Tooltip=""Target_Topple_Flurry"">Flurry of Blows: Derrubar</LSTag>."
"Deliver two lightning fast blows and possibly knock your target <LSTag Type=""Status"" Tooltip=""PRONE"">Prone</LSTag>.","Desferir dois golpes rápidos e possivelmente derrubar seu alvo <LSTag Type=""Status"" Tooltip=""PRONE"">Prone</LSTag>."
Flurry of Blows: Stagger,Rajada de Golpes: Atordoar
"Deliver two lightning fast blows and possibly <LSTag Type=""Status"" Tooltip=""DAZED"">Daze</LSTag> your target.","Desferir dois golpes rápidos como um raio e possivelmente <LSTag Type=""Status"" Tooltip=""DAZED"">Atordoar</LSTag> seu alvo."
Flurry of Blows: Push,Rajada de Golpes: Empurrar
Deliver two lightning fast blows and possibly push your target [1] away.,Desferir dois golpes rápidos como relâmpago e possivelmente empurrar seu alvo [1] para longe.
Weaponized Fists,Punhos Armados
"While you have a weapon equipped in your main-hand, your primary attacks become <LSTag Type=""Spell"" Tooltip=""Target_UnarmedAttack"">Unarmed Strikes</LSTag>. This can be toggled at any time.","Enquanto você estiver com uma arma equipada na mão principal, seus ataques primários se tornam <LSTag Type=""Spell"" Tooltip=""Target_UnarmedAttack"">Golpes Desarmados</LSTag>. Isso pode ser ativado a qualquer momento."
Stunning Strike (Armed),Golpe Atordoante (Armado)
Stunning Strike (Unarmed),Golpe Atordoante (Desarmado)
"Deliver a debilitating blow to your target, possibly <LSTag Type=""Status"" Tooltip=""STUNNED"">Stunning</LSTag> them.","Desferir um golpe debilitante em seu alvo, possivelmente <LSTag Type=""Status"" Tooltip=""STUNNED"">Atordoando</LSTag>-o."
Manifestation of Self,Manifestação do Eu
"The natural attunement you hold over your Mind, Body, and Soul strengthens your unarmed abilities. Depending on which paradigm you choose to attune to, you deal additional Psychic, Necrotic, or Radiant damage. These can be toggled at any time.","A sintonia natural que você possui sobre sua Mente, Corpo e Alma fortalece suas habilidades desarmadas. Dependendo do paradigma que você escolher sintonizar, você causará dano adicional Psíquico, Necrótico ou Radiante. Esses efeitos podem ser ativados a qualquer momento."
Manifestation of Mind,Manifestação da Mente
Your hands interrupt the flow of Ki to your enemies' minds. Your unarmed attacks deal an additional [1].,Suas mãos interrompem o fluxo de Ki para a mente de seus inimigos. Seus ataques desarmados causam [1] a mais.
Manifestation of Body,Manifestação do Corpo
Your hands sap the Ki from your enemies' bodies. Your unarmed attacks deal an additional [1].,Suas mãos drenam o Ki dos corpos de seus inimigos. Seus ataques desarmados causam um dano adicional de [1].
Manifestation of Soul,Manifestação da Alma
Your hands become infused with Ki drawn in from outside your body. Your unarmed attacks deal an additional [1].,Suas mãos ficam imbuídas com Ki extraído de fora do seu corpo. Seus ataques desarmados causam um dano adicional de [1].
Ki Resonation: Punch (Action),Ressonância de Ki: Soco (Ação)
Ki Resonation: Punch (Bonus Action),Ressonância Ki: Soco (Ação Bônus)
"Hit a creature with your bare fists, forcing the Ki in your targets body to <LSTag Type=""Status"" Tooltip=""KI_RESONATION"">Resonate</LSTag> with yours.","Acertar uma criatura com seus punhos nus, forçando o Ki no corpo do seu alvo a <LSTag Type=""Status"" Tooltip=""KI_RESONATION"">Ressoar</LSTag> com o seu."
"You can then force the Ki to explode with <LSTag Type=""Spell"" Tooltip=""Target_KiResonation_Blast"">Ki Resonation: Erupt</LSTag>.","Você pode então forçar o Ki a explodir com <LSTag Type=""Spell"" Tooltip=""Target_KiResonation_Blast"">Ressonância do Ki: Erução</LSTag>."
Ki Resonation: Erupt,Ressonância de Ki: Erução
"Detonate the Ki of a creature <LSTag Type=""Status"" Tooltip=""KI_RESONATION"">Resonating</LSTag> with you, damaging the creature along with all enemies within [1] of it.","Detone o Ki de uma criatura <LSTag Type=""Status"" Tooltip=""KI_RESONATION"">Ressonante</LSTag> com você, causando dano à criatura e a todos os inimigos dentro de [1] dela."
Ki Resonation,Ressonância Ki
"The Ki within the affected creature is resonating with a nearby Monk. The Monk can use <LSTag Type=""Spell"" Tooltip=""Target_KiResonation_Blast"">Ki Resonation: Erupt</LSTag> to make it explode.","O Ki dentro da criatura afetada está ressoando com um Monge próximo. O Monge pode usar <LSTag Type=""Spell"" Tooltip=""Target_KiResonation_Blast"">Ressonância de Ki: Erução</LSTag> para fazê-la explodir."
Danse Macabre,Dança Macabra
"Once per turn, killing an enemy will restore one of your <LSTag Tooltip=""Action"">Actions</LSTag> and <LSTag Type=""ActionResource"" Tooltip=""BonusActionPoint"">Bonus Actions</LSTag>.","Uma vez por turno, matar um inimigo restaurará uma de suas <LSTag Tooltip=""Action"">Ações</LSTag> e <LSTag Type=""ActionResource"" Tooltip=""BonusActionPoint"">Ações Bônus</LSTag>."
Way of the Shadow Arts,Caminho das Artes Sombrias
"Teleport directly to a nearby shadow and gain <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> until the end of your turn.","Teleporte diretamente para uma sombra próxima e ganhe <LSTag Tooltip=""Advantage"">Vantagem</LSTag> nas <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> até o final do seu turno."
"While <LSTag Type=""Spell"" Tooltip=""HIDING"">Hidden</LSTag>, this action does not cost a <LSTag Type=""ActionResource"" Tooltip=""KiPoint"">Ki Point</LSTag>.","Enquanto <LSTag Type=""Spell"" Tooltip=""HIDING"">Escondido</LSTag>, esta ação não custa um <LSTag Type=""ActionResource"" Tooltip=""KiPoint"">Ponto de Ki</LSTag>."
Shadow Step,Passo Sombrio
"Affected creature has <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag>."
Void Stalker,Caçador do Vazio
"At the beginning of each of your turns, you automatically make an attempt to <LSTag Type=""Spell"" Tooltip=""HIDING"">Hide</LSTag>. Additionally, you can see normally in darkness, both magical and non-magical, to a distance of [1].","No início de cada um dos seus turnos, você automaticamente faz uma tentativa de <LSTag Type=""Spell"" Tooltip=""HIDING"">Esconder-se</LSTag>. Além disso, você pode ver normalmente na escuridão, tanto mágica quanto não mágica, a uma distância de [1]."
"Wrap yourself and nearby allies in shadows to become <LSTag Type=""Status"" Tooltip=""CLOAK_OF_SHADOWS_MONK"">Invisible</LSTag>. Allies in unobscured areas will remain visible.","Envolva-se e seus aliados próximos em sombras para se tornar <LSTag Type=""Status"" Tooltip=""CLOAK_OF_SHADOWS_MONK"">Invisível</LSTag>. Aliados em áreas não obstruídas permanecerão visíveis."
Cloak of Shadows,Capa das Sombras
Enemies within [1] of you have their peripheral vision severely reduced.,Inimigos a até [1] de você têm sua visão periférica severamente reduzida.
Affected creature is severely reducing nearby enemies' peripheral vision.,A criatura afetada está reduzindo severamente a visão periférica dos inimigos próximos.
Fade to Black,Desvanecer para o Preto
Affected creature has had it's peripheral vision severely reduced.,A criatura afetada teve sua visão periférica severamente reduzida.
Shadow Strike,Golpe das Sombras
"Teleport to an enemy from a <LSTag Type=""HIDING"" Tooltip="""">Hidden</LSTag> position, striking them with the psychic ferocity of the shadows themselves. ","Teleporte-se para um inimigo de uma <LSTag Type=""HIDING"" Tooltip="""">Escondido</LSTag> posição, atingindo-o com a ferocidade psíquica das próprias sombras."
"Upon a successful killing blow with this action, you will remain Hidden.","Após um golpe mortal bem-sucedido com esta ação, você permanecerá Oculto."
Silent Strikes,Golpes Silenciosos
"Dealing damage to another creature has a chance to <LSTag Type=""Status"" Tooltip=""SILENCED"">Silence</LSTag> them for one turn.","Causar dano a outra criatura tem uma chance de <LSTag Type=""Status"" Tooltip=""SILENCED"">Silence</LSTag> por um turno."
Ki Masteries,Domínios do Ki
"Feel the breadth of your experiences circulating within you.<br>Within every storm, serenity harmoniously waits for its moment.","Sinta a amplitude de suas experiências circulando dentro de você.<br>Dentro de cada tempestade, a serenidade espera harmoniosamente por seu momento."
"When an enemy fails to damage you with a <LSTag Tooltip=""MeleeWeaponAttack"">Melee Weapon Attack</LSTag>, use your <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reaction</LSTag> and a <LSTag Type=""ActionResource"" Tooltip=""KiPoint"">Ki Point</LSTag> in order to retaliate with <LSTag Type=""Spell"" Tooltip=""Target_FlurryOfBlows"">Flurry of Blows</LSTag>.","Quando um inimigo falha em te causar dano com um <LSTag Tooltip=""MeleeWeaponAttack"">Ataque Corpo a Corpo</LSTag>, use sua <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">reação</LSTag> e um <LSTag Type=""ActionResource"" Tooltip=""KiPoint"">Ponto de Ki</LSTag> para retaliar com <LSTag Type=""Spell"" Tooltip=""Target_FlurryOfBlows"">Rajada de Golpes</LSTag>."
Counterflow,Fluxo Contrário
"When an enemy fails to damage you with a <LSTag Tooltip=""MeleeWeaponAttack"">Melee Weapon Attack</LSTag>, retaliate with <LSTag Type=""Spell"" Tooltip=""Target_FlurryOfBlows"">Flurry of Blows</LSTag>.","Quando um inimigo falha em causar dano a você com um <LSTag Tooltip=""MeleeWeaponAttack"">Ataque com Arma Corpo a Corpo</LSTag>, retalie com <LSTag Type=""Spell"" Tooltip=""Target_FlurryOfBlows"">Rajada de Golpes</LSTag>."
Critical Flow,Fluxo Crítico
"When you successfully roll a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag>, restore one of your <LSTag Type=""ActionResource"" Tooltip=""KiPoint"">Ki Points</LSTag>. This effect can trigger once per turn.","Ao rolar com sucesso um <LSTag Tooltip=""CriticalHit"">Acerto Crítico</LSTag>, restaure uma de suas <LSTag Type=""ActionResource"" Tooltip=""KiPoint"">Pontos de Ki</LSTag>. Este efeito pode ser ativado uma vez por turno."
"On any successful <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag>, gain a +1 bonus to your <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag> until you successfully avoid an attack. This effect can stack and will reset at the beginning of each of your turns.","Em qualquer <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> bem-sucedida, ganhe um bônus de +1 na sua <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag> até que você evite com sucesso um ataque. Esse efeito pode se acumular e será reiniciado no início de cada um dos seus turnos."
Dance of Flowing Water,Dança das Águas Fluentes
"Affected creature will avoid damage more easily. Their <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag> increases by 1 for each stack of Dance of Flowing Water. This effect will reset at the beginning of each of their turns.","A criatura afetada evitará danos com mais facilidade. Sua <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag> aumenta em 1 para cada pilha de Dança das Águas Fluentes. Esse efeito será reiniciado no início de cada um de seus turnos."
Deflective Missiles,Mísseis Defensivos
"When a <LSTag Tooltip=""RangedWeaponAttack"">Ranged Weapon Attack</LSTag> is made against you, use your <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reaction</LSTag> to reduce the damage by -1d12 plus your <LSTag Tooltip=""AbilityModifier"">Dexterity Modifier</LSTag> and your levels in Monk. If reduced to zero, you may use a <LSTag Type=""ActionResource"" Tooltip=""KiPoint"">Ki Point</LSTag> in order to throw the projectile back at your aggressor.","Quando uma <LSTag Tooltip=""RangedWeaponAttack"">Rolagem de Ataque à Distância</LSTag> é feita contra você, use sua <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reação</LSTag> para reduzir o dano em -1d12 mais seu <LSTag Tooltip=""AbilityModifier"">Modificador de Destreza</LSTag> e seus níveis em Monge. Se reduzido a zero, você pode usar um <LSTag Type=""ActionResource"" Tooltip=""KiPoint"">Ponto de Ki</LSTag> para devolver o projétil ao seu agressor."
Deflective Reflex,Reflexo Defensivo
"When a <LSTag Tooltip=""RangedWeaponAttack"">Ranged Weapon Attack</LSTag> is made against you, reduce the damage by -1d12 plus your <LSTag Tooltip=""AbilityModifier"">Dexterity Modifier</LSTag> and your levels in Monk.","Quando um <LSTag Tooltip=""RangedWeaponAttack"">Ataque com Arma à Distância</LSTag> é feito contra você, reduza o dano em -1d12 mais seu <LSTag Tooltip=""AbilityModifier"">Modificador de Destreza</LSTag> e seus níveis em Monge."
Deflective Redux,Redução Defensiva
"When <LSTag Type=""Passive"" Tooltip=""Interrupt_DeflectMissiles"">Deflective Reflex</LSTag> has reduced the damage of a <LSTag Tooltip=""RangedWeaponAttack"">Ranged Weapon Attack</LSTag> to zero, throw the projectile back at your aggressor.","Quando <LSTag Type=""Passive"" Tooltip=""Interrupt_DeflectMissiles"">Reflexo Defensivo</LSTag> reduziu o dano de um <LSTag Tooltip=""RangedWeaponAttack"">Ataque com Arma à Distância</LSTag> a zero, arremesse o projétil de volta ao seu agressor."
Dexterous Ward,"Poderes ágeis preenchem esta criatura com vigor sobrenatural, concedendo a ela resistências a dano de armas físicas e psíquico."
"When a spell or effect would deal half damage on a successful <LSTag Tooltip=""Dexterity"">Dexterity</LSTag> based <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag>, it deals no damage if you succeed, and only half damage if you fail.","Quando um feitiço ou efeito causaria metade do dano em um <LSTag Tooltip=""Dexterity"">Teste de Resistência</LSTag> baseado em Destreza bem-sucedido, ele causa nenhum dano se você tiver sucesso, e apenas metade do dano se você falhar."
"When a creature fails an <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag> against you, gain a +1 bonus to Attack Rolls during your next turn. This effect can stack and will reset at the end of each of your turns.","Quando uma criatura falha em uma <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> contra você, ganhe um bônus de +1 nas Rolagens de Ataque durante seu próximo turno. Esse efeito pode se acumular e será reiniciado ao final de cada um dos seus turnos."
Fist of Crushing Rock,Punho da Rocha Destrutiva
"Affected creature will land <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> more easily. The number required is reduced by 1 for each stack of Fist of Crushing Rock. This effect will reset at the end of each of their turns.","A criatura afetada realizará <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> mais facilmente. O número necessário é reduzido em 1 para cada pilha de Punho de Rocha Esmagadora. Esse efeito será reiniciado no final de cada um de seus turnos."
