en,pt-BR
"As your pact deepens, so too does the strength of your familiars. Your <LSTag Type=""Spell"" Tooltip=""Target_PactOfTheChain_Imp"">Imp</LSTag> has learned to cast <LSTag Type=""Spell"" Tooltip=""Target_Darkness"">Darkness</LSTag> and your <LSTag Type=""Spell"" Tooltip=""Target_PactOfTheChain_Quasit"">Quasit</LSTag> has learned to cast <LSTag Type=""Spell"" Tooltip=""Target_MistyStep"">Misty Step</LSTag>. These spells may be cast once per combat encounter and their effectiveness scales to your level.","À medida que seu pacto se aprofunda, a força de seus familiares também aumenta. Seu <LSTag Type=""Spell"" Tooltip=""Target_PactOfTheChain_Imp"">Imp</LSTag> aprendeu a lançar <LSTag Type=""Spell"" Tooltip=""Target_Darkness"">Escuridão</LSTag> e seu <LSTag Type=""Spell"" Tooltip=""Target_PactOfTheChain_Quasit"">Quasit</LSTag> aprendeu a lançar <LSTag Type=""Spell"" Tooltip=""Target_MistyStep"">Passo Nebuloso</LSTag>. Esses feitiços podem ser lançados uma vez por encontro de combate e sua eficácia escala com seu nível."
Fiendish Frenzy,Frenesi Demoníaco
"Your <LSTag Type=""Spell"" Tooltip=""Target_PactOfTheChain_Imp"">Imp</LSTag> and <LSTag Type=""Spell"" Tooltip=""Target_PactOfTheChain_Quasit"">Quasit</LSTag> roll two additional damage die when attacking with their <LSTag Tooltip=""Cantrip"">Cantrip</LSTag>. Additionally, they have gained the <LSTag Type=""Passive"" Tooltip=""ExtraAttack_2"">Improved Extra Attack</LSTag> passive. Upon each instance of damage, your summons will potentially inflict either <LSTag Type=""Status"" Tooltip=""ELDRITCH_STRIKE"">Eldritch Inertia</LSTag> or a <LSTag Type=""Status"" Tooltip=""CURSEOFHELLFIRE"">Curse of Hellfire</LSTag> for three turns. This can be toggled at any time.","Seu <LSTag Type=""Spell"" Tooltip=""Target_PactOfTheChain_Imp"">Imp</LSTag> e <LSTag Type=""Spell"" Tooltip=""Target_PactOfTheChain_Quasit"">Quasit</LSTag> rolam dois dados de dano adicionais ao atacar com seu <LSTag Tooltip=""Cantrip"">Truque</LSTag>. Além disso, eles ganharam a habilidade passiva <LSTag Type=""Passive"" Tooltip=""ExtraAttack_2"">Ataque Extra Aprimorado</LSTag>. Em cada instância de dano, suas invocações poderão potencialmente infligir <LSTag Type=""Status"" Tooltip=""ELDRITCH_STRIKE"">Inércia Eldritch</LSTag> ou uma <LSTag Type=""Status"" Tooltip=""CURSEOFHELLFIRE"">Maldição do Fogo do Inferno</LSTag> por três turnos. Isso pode ser ativado a qualquer momento."
Summoned Hellfire,Fogo Infernal Invocado
"When dealing damage, you potentially inflict a <LSTag Type=""Status"" Tooltip=""CURSEOFHELLFIRE"">Curse of Hellfire</LSTag> on your target for three turns. This can be toggled at any time.","Ao causar dano, você potencialmente inflige uma <LSTag Type=""Status"" Tooltip=""CURSEOFHELLFIRE"">Curse of Hellfire</LSTag> em seu alvo por três turnos. Isso pode ser ativado a qualquer momento."
Fiendish Growth III,Crescimento Demoníaco III
"As your pact deepens, so too does the strength of your familiars. Your <LSTag Type=""Spell"" Tooltip=""Target_PactOfTheChain_Imp"">Imp</LSTag> has learned to cast <LSTag Type=""Spell"" Tooltip=""Projectile_ScorchingRay"">Scorching Ray</LSTag> and your <LSTag Type=""Spell"" Tooltip=""Target_PactOfTheChain_Quasit"">Quasit</LSTag> has learned to cast <LSTag Type=""Spell"" Tooltip=""Target_InflictWounds"">Inflict Wounds</LSTag>. These spells may be cast once per combat encounter and their effectiveness scales to your level.","À medida que seu pacto se aprofunda, também aumenta a força de seus familiares. Seu <LSTag Type=""Spell"" Tooltip=""Target_PactOfTheChain_Imp"">Imp</LSTag> aprendeu a lançar <LSTag Type=""Spell"" Tooltip=""Projectile_ScorchingRay"">Raio Escaldante</LSTag> e seu <LSTag Type=""Spell"" Tooltip=""Target_PactOfTheChain_Quasit"">Quasit</LSTag> aprendeu a lançar <LSTag Type=""Spell"" Tooltip=""Target_InflictWounds"">Causar Ferimentos</LSTag>. Esses feitiços podem ser lançados uma vez por encontro de combate e sua eficácia escala com seu nível."
"Magically bolstered due to the nature of the pact this familiar's Warlock made, this Spell does not require a <LSTag Tooltip=""SpellSlot"">Spell Slot</LSTag>, but may only be cast once per combat.","Magicamente fortalecido devido à natureza do pacto que este familiar fez com o Warlock, este Feitiço não requer um <LSTag Tooltip=""SpellSlot"">Espaço de Feitiço</LSTag>, mas pode ser lançado apenas uma vez por combate."
Pact Magic: Scorching Ray,Magia do Pacto: Raio Escaldante
Pact Magic: Arms of Hadar,Magia de Pacto: Braços de Hadar
Pact Magic: Darkness,Magia do Pacto: Escuridão
Pact Magic: Misty Step,Magia de Pacto: Passo Nebuloso
Pact Magic: Fireball,Magia do Pacto: Bola de Fogo
Pact Magic: Inflict Wounds,Magia de Pacto: Infligir Feridas
"You pledged something unthinkable to an unspeakably ancient entity - which in return furnished you with power, raw and tangible.","Você prometeu algo impensável a uma entidade indescritivelmente antiga - que em troca lhe forneceu poder, bruto e tangível."
Pact of the Blade,Pacto da Lâmina
"Gain the ability to <LSTag Type=""Spell"" Tooltip=""Shout_PactOfTheBlade_Bind"">Bind</LSTag> your equipped weapon, wreathing it in hellfire upon killing other creatures.","Ganhe a habilidade de <LSTag Type=""Spell"" Tooltip=""Shout_PactOfTheBlade_Bind"">Vincular</LSTag> sua arma equipada, envolvendo-a em fogo do inferno ao matar outras criaturas."
"Your melee or ranged weapons become magical, utilizing your <LSTag Tooltip=""SpellcastingAbilityModifier"">Spellcasting Ability</LSTag> for <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> and damage.<br><br>When multi-classing, your Spellcasting Ability is tied to the last class that you have added to your character.<br><br>Upon killing another creature or landing a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag> with your Pact Weapon, the weapon become wreathed in flame for three turns, dealing an additional [1].","Suas armas corpo a corpo ou à distância se tornam mágicas, utilizando sua <LSTag Tooltip=""SpellcastingAbilityModifier"">Habilidade de Magia</LSTag> para <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> e dano.<br><br>Ao multiclassar, sua Habilidade de Magia está ligada à última classe que você adicionou ao seu personagem.<br><br>Ao matar outra criatura ou causar um <LSTag Tooltip=""CriticalHit"">Acerto Crítico</LSTag> com sua Arma de Pacto, a arma se envolverá em chamas por três turnos, causando [1] a mais."
Pact Weapon (Melee),Arma do Pacto (Corpo a Corpo)
"Your melee weapons become magical, utilizing your <LSTag Tooltip=""SpellcastingAbilityModifier"">Spellcasting Ability</LSTag> for <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> and damage.<br><br>When multi-classing, your Spellcasting Ability is tied to the last class that you have added to your character.<br><br>Upon killing another creature or landing a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag> with your Pact Weapon, the weapon become wreathed in flame for three turns, dealing an additional [1].","Suas armas corpo a corpo se tornam mágicas, utilizando seu <LSTag Tooltip=""SpellcastingAbilityModifier"">Modificador de Habilidade de Magia</LSTag> para <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> e dano.<br><br>Ao multiclassar, sua Habilidade de Magia está ligada à última classe que você adicionou ao seu personagem.<br><br>Ao matar outra criatura ou causar um <LSTag Tooltip=""CriticalHit"">Golpe Crítico</LSTag> com sua Arma de Pacto, a arma se envolve em chamas por três turnos, causando [1] a mais."
Pact Weapon (Ranged),Arma de Pacto (À Distância)
"Your ranged weapons become magical, utilizing your <LSTag Tooltip=""SpellcastingAbilityModifier"">Spellcasting Ability</LSTag> for <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> and damage.<br><br>When multi-classing, your Spellcasting Ability is tied to the last class that you have added to your character.<br><br>Upon killing another creature or landing a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag> with your Pact Weapon, the weapon become wreathed in flame for three turns, dealing an additional [1].","Suas armas de longo alcance se tornam mágicas, utilizando sua <LSTag Tooltip=""SpellcastingAbilityModifier"">Habilidade de Magia</LSTag> para <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> e dano.<br><br>Ao multiclassar, sua Habilidade de Magia está ligada à última classe que você adicionou ao seu personagem.<br><br>Ao matar outra criatura ou realizar um <LSTag Tooltip=""CriticalHit"">Acerto Crítico</LSTag> com sua Arma do Pacto, a arma se envolve em chamas por três turnos, causando [1] a mais."
Pact Weapon,Arma do Pacto
"Affected weapon has become magical, utilizing its owners <LSTag Tooltip=""SpellcastingAbilityModifier"">Spellcasting Ability</LSTag> for <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> and damage.<br><br>When multi-classing, your Spellcasting Ability is tied to the last class that you have added to your character.<br><br>Upon killing another creature or landing a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag>, this weapon will become wreathed in flame for three turns, dealing an additional [1].","A arma afetada se tornou mágica, utilizando a <LSTag Tooltip=""SpellcastingAbilityModifier"">Habilidade de Magia</LSTag> de seu proprietário para <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> e dano.<br><br>Ao multiclassar, sua Habilidade de Magia está atrelada à última classe que você adicionou ao seu personagem.<br><br>Ao matar outra criatura ou desferir um <LSTag Tooltip=""CriticalHit"">Acerto Crítico</LSTag>, esta arma ficará envolta em chamas por três turnos, causando um adicional de [1]."
Hellfire,Fogo Infernal
"This creatures bound weapons have become wreathed in flame, and now deal an additional [1].","As armas amarradas dessas criaturas se tornaram envoltas em chamas, e agora causam um dano adicional de [1]."
Dark One's Blessing,Bênção do Ser das Trevas
"Once per turn, upon landing a killing blow, your patron will grant you [1].","Uma vez por turno, ao desferir um golpe mortal, seu patrono lhe concederá [1]."
Entropic Resonation,Ressonância Entropica
"When an aggressor fails an <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag> against you, they receive <LSTag Type=""Status"" Tooltip=""ENTROPIC_WARD"">Entropy</LSTag>. Upon landing a killing blow against a target with Entropy, all other targets within [1] must succeed a <LSTag Tooltip=""Wisdom"">Wisdom</LSTag> based <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag>, or become <LSTag Type=""Status"" Tooltip=""FRIGHTENED"">Frightened</LSTag>.","Quando um agressor falha em uma <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> contra você, ele recebe <LSTag Type=""Status"" Tooltip=""ENTROPIC_WARD"">Entropia</LSTag>. Ao desferir um golpe mortal contra um alvo com Entropia, todos os outros alvos dentro de [1] devem ter sucesso em um <LSTag Tooltip=""Wisdom"">Teste de Sabedoria</LSTag> baseado em <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag>, ou se tornar <LSTag Type=""Status"" Tooltip=""FRIGHTENED"">Amedrontado</LSTag>."
Entropy,Entropia
"If killed by a Warlock possessing the Entropic Resonation passive, all enemies within [1] must succeed a Wisdom based <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag> or become <LSTag Type=""Status"" Tooltip=""FRIGHTENED"">Frightened</LSTag>.","Se morto por um Feiticeiro possuindo a passiva Ressonância Entropica, todos os inimigos dentro de [1] devem ter sucesso em um <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag> baseado em Sabedoria ou se tornar <LSTag Type=""Status"" Tooltip=""FRIGHTENED"">Amedrontado</LSTag>."
"Gain the ability to choose a damage type and become <LSTag Tooltip=""Resistant"">Resistant</LSTag> to it. You can pick a new damage type once per <LSTag Tooltip=""ShortRest"">Short Rest</LSTag>.","Ganhe a habilidade de escolher um tipo de dano e se tornar <LSTag Tooltip=""Resistant"">Resistente</LSTag> a ele. Você pode escolher um novo tipo de dano uma vez por <LSTag Tooltip=""ShortRest"">Descanso Curto</LSTag>."
You can only have [1] type of Resistance at a time. ,Você pode ter apenas [1] tipo de Resistência por vez.
Eldritch Resilience: Radiant,Resiliência Eldritch: Radiante
Eldritch Resilience: Lightning,Resiliência Eldritch: Raio
Eldritch Resilience: Bludgeoning,Resiliência Eldritch: Contusão
Eldritch Resilience: Necrotic,Resiliência Eldritch: Necrótica
Eldritch Resilience: Slashing,Resiliência Eldritch: Cortante
Eldritch Resilience: Thunder,Resiliência Eldritch: Trovão
Eldritch Resilience: Fire,Resiliência Eldritch: Fogo
Eldritch Resilience: Psychic,Resiliência Eldritch: Psíquica
Eldritch Resilience: Acid,Resiliência Eldritch: Ácido
Eldritch Resilience: Cold,Resiliência Eldritch: Frio
Eldritch Resilience: Piercing,Resiliência Eldritch: Perfurante
Eldritch Resilience: Poison,Resiliência Eldritch: Veneno
Eldritch Resilience: Force,Resiliência Eldritch: Força
Eldritch Resilience,Resiliência Eldritch
Eldritch Boons,Bênçãos Eldritch
"Pacts forged in deepest secrecies beget chaotic, eldritch power.<br>Contracts satiated will provide new forms of strength. ",Pactos forjados em segredos profundos geram poder caótico e eldritch.<br>Contratos saciados fornecerão novas formas de força.
Bane of the Pact,Maldição do Pacto
"Dealing damage with your <LSTag Type=""Spell"" Tooltip=""Projectile_EldritchBlast"">Eldritch Blast</LSTag> applies <LSTag Type=""Status"" Tooltip=""BANE"">Bane</LSTag> to your target for three turns. This can be toggled at any time.","Causar dano com seu <LSTag Type=""Spell"" Tooltip=""Projectile_EldritchBlast"">Explosão Eldritch</LSTag> aplica <LSTag Type=""Status"" Tooltip=""BANE"">Maldição</LSTag> ao seu alvo por três turnos. Isso pode ser ativado a qualquer momento."
Binding Transposition,Transposição Aprisionadora
"When you make a successful <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag> against a creature that is Large or smaller with your <LSTag Type=""Spell"" Tooltip=""Projectile_EldritchBlast"">Eldritch Blast</LSTag>, immediately swap places with them. If your Eldritch Blast has been split into multiple beams, you swap places with the first creature you target. This can be toggled at any time.","Quando você faz uma <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> bem-sucedida contra uma criatura que é Grande ou menor com seu <LSTag Type=""Spell"" Tooltip=""Projectile_EldritchBlast"">Explosão Eldritch</LSTag>, imediatamente troque de lugar com ela. Se sua Explosão Eldritch foi dividida em múltiplos feixes, você troca de lugar com a primeira criatura que você mira. Isso pode ser ativado ou desativado a qualquer momento."
Bound Compulsion,Compulsão Vinculada
"Once per turn, upon landing a killing blow or <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag>, all enemies within [1] must succeed a Wisdom based <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag> or become <LSTag Type=""Status"" Tooltip=""COMPELLED_DUEL"">Compelled</LSTag> to duel you on their next turn.","Uma vez por turno, ao desferir um golpe mortal ou um <LSTag Tooltip=""CriticalHit"">Golpe Crítico</LSTag>, todos os inimigos a até [1] devem ter sucesso em um <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag> baseado em Sabedoria ou se tornar <LSTag Type=""Status"" Tooltip=""COMPELLED_DUEL"">Forçados</LSTag> a duelá-lo em seu próximo turno."
"Gain the ability to use your <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reaction</LSTag> after casting a Spell in order to become <LSTag Tooltip=""Resistant"">Resistant</LSTag> to all damage for one turn.","Ganhe a habilidade de usar sua <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">reação</LSTag> após lançar um feitiço para se tornar <LSTag Tooltip=""Resistant"">Resistente</LSTag> a todo dano por um turno."
"When you cast a Spell, you may expend your <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reaction</LSTag> in order to gain <LSTag Tooltip=""Resistant"">Resistance</LSTag> to all damage until your next turn.","Ao conjurar um feitiço, você pode gastar sua <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">reação</LSTag> para ganhar <LSTag Tooltip=""Resistant"">Resistência</LSTag> a todo dano até o seu próximo turno."
Bound Elements,Elementos Vinculados
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to all damage until the start of its next turn.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> a todo dano até o início de seu próximo turno."
