en,pt-BR
"Gain a +8 bonus to Initiative and you cannot be <LSTag Type=""Status"" Tooltip=""SURPRISED"">Surprised</LSTag>. Upon entering combat, you immediately <LSTag Type=""Spell"" Tooltip=""Shout_Dash"">Dash</LSTag> and <LSTag Type=""Spell"" Tooltip=""Shout_Disengage"">Disengage</LSTag>.","Ganhe um bônus de +8 em Iniciativa e você não pode ser <LSTag Type=""Status"" Tooltip=""SURPRISED"">Surpreendido</LSTag>. Ao entrar em combate, você imediatamente <LSTag Type=""Spell"" Tooltip=""Shout_Dash"">Correr</LSTag> e <LSTag Type=""Spell"" Tooltip=""Shout_Disengage"">Desengajar</LSTag>."
Athleticism,Atletismo
"Your <LSTag Type=""Spell"" Tooltip=""Projectile_Jump"">Jump</LSTag> distance is doubled and no longer requires <LSTag Tooltip=""MovementSpeed"">Movement Speed</LSTag>.","A distância do seu <LSTag Type=""Spell"" Tooltip=""Projectile_Jump"">Salto</LSTag> é dobrada e não requer mais <LSTag Tooltip=""MovementSpeed"">Velocidade de Movimento</LSTag>."
Charger,Atacante
"Gain the ability to charge toward nearby enemies as a free action once per turn, <LSTag Type=""Spell"" Tooltip=""Rush_Charger_Attack>Attacking</LSTag> or <LSTag Type=""Spell"" Tooltip=""Rush_Charger_Push"">Shoving</LSTag> them in the process.","Ganhe a habilidade de avançar em direção a inimigos próximos como uma ação livre uma vez por turno, <LSTag Type=""Spell"" Tooltip=""Rush_Charger_Attack"">Atacando</LSTag> ou <LSTag Type=""Spell"" Tooltip=""Rush_Charger_Push"">Empurrando</LSTag>-os no processo."
Charger: Attack,Charger: Ataque
"Charge into nearby enemies, making an <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag> against the first you come in contact with.","Cargue contra os inimigos próximos, fazendo uma <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> contra o primeiro com quem entrar em contato."
Charger: Shove,Agarre: Empurrar
"Charge into nearby enemies, <LSTag Type=""Spell"" Tooltip=""Target_Shove"">Shoving</LSTag> the first you come in contact with.","Cargue contra inimigos próximos, <LSTag Type=""Spell"" Tooltip=""Target_Shove"">Empurrando</LSTag> o primeiro com quem você entrar em contato."
Class Specialist: Barbarian,Especialista em Classe: Bárbaro
Select two passives from the Barbarian passives list.,Selecione duas passivas da lista de passivas do Bárbaro.
Class Specialist: Bard,Especialista de Classe: Bardo
Select two passives from the Bard passives list.,Escolha duas passivas da lista de passivas do Bardo.
Class Specialist: Cleric,Especialista de Classe: Clérigo
Select two passives from the Cleric passives list.,Selecione duas passivas da lista de passivas do Clérigo.
Class Specialist: Druid,Especialista em Classe: Druida
Select two passives from the Druid passives list.,Selecione duas passivas da lista de passivas do Druida.
Class Specialist: Fighter,Especialista em Classe: Guerreiro
Select two passives from the Fighter passives list.,Selecione duas passivas da lista de passivas do Guerreiro.
Class Specialist: Monk,Especialista de Classe: Monge
Select two passives from the Monk passives list.,Selecione duas passivas da lista de passivas do Monge.
Class Specialist: Paladin,Especialista de Classe: Paladino
Select two passives from the Paladin passives list.,Selecione duas passivas da lista de passivas do Paladino.
Class Specialist: Ranger,Especialista de Classe: Patrulheiro
Select two passives from the Ranger passives list.,Selecione duas passivas da lista de passivas do Patrulheiro.
Class Specialist: Rogue,Especialista em Classe: Ladino
Select two passives from the Rogue passives list.,Selecione duas passivas da lista de passivas do Ladrão.
Class Specialist: Sorcerer,Especialista em Classe: Feiticeiro
Select two passives from the Sorcerer passives list.,Selecione duas passivas da lista de passivas do Feiticeiro.
Class Specialist: Warlock,Especialista: Morte-mago
Select two passives from the Warlock passives list.,"Vínculo Encadeado

Toque do Inferno"
Class Specialist: Wizard,Especialista em Classe: Mago
Select two passives from the Wizard passives list.,Selecione duas passivas da lista de passivas do Mago.
Composed,Composto
"Upon any successful <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag>, you recover +1d4 <LSTag Tooltip=""HitPoints"">Hit Points</LSTag>.","Após qualquer <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> bem-sucedida, você recupera +1d4 <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag>."
Defensive Duellist,Duelo Defensivo
"When attacked while wielding a weapon you are <LSTag Tooltip=""Proficiency"">Proficient</LSTag> with, add your <LSTag Tooltip=""ProficiencyBonus"">Proficiency Bonus</LSTag> to your <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag>.","Quando atacado enquanto empunha uma arma com a qual você é <LSTag Tooltip=""Proficiency"">Proficiente</LSTag>, adicione seu <LSTag Tooltip=""ProficiencyBonus"">Bônus de Proficiência</LSTag> à sua <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag>."
"While dual-wielding, gain the ability to make an off-hand attack as a <LSTag Type=""ActionResource"" Tooltip=""BonusActionPoint"">Bonus Action</LSTag> with either your <LSTag Type=""Spell"" Tooltip=""Target_OffhandAttack_Actual"">Melee</LSTag> or <LSTag Type=""Spell"" Tooltip=""Projectile_OffhandAttack_Actual"">Ranged</LSTag> weapon.<br><br>In addition, you gain three <LSTag Type=""ActionResource"" Tooltip=""DualWield"">Duellist Charges</LSTag> per <LSTag Tooltip=""ShortRest"">Short Rest</LSTag>. These charges can be spent to gain <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag>, or to force enemies to attack you with <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag>. Once per turn, landing a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag> or killing blow will restore one Duellist Charge.","Enquanto empunha duas armas, ganhe a habilidade de fazer um ataque com a mão secundária como uma <LSTag Type=""ActionResource"" Tooltip=""BonusActionPoint"">Ação Bônus</LSTag> com sua <LSTag Type=""Spell"" Tooltip=""Target_OffhandAttack_Actual"">arma corpo a corpo</LSTag> ou <LSTag Type=""Spell"" Tooltip=""Projectile_OffhandAttack_Actual"">arma à distância</LSTag>.<br><br>Além disso, você ganha três <LSTag Type=""ActionResource"" Tooltip=""DualWield"">Cargas de Duelista</LSTag> por <LSTag Tooltip=""ShortRest"">Descanso Curto</LSTag>. Essas cargas podem ser gastas para ganhar <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag>, ou para forçar inimigos a atacá-lo com <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag>. Uma vez por turno, ao conseguir um <LSTag Tooltip=""CriticalHit"">Acerto Crítico</LSTag> ou um golpe mortal, uma Carga de Duelista será restaurada."
Duellist's Instinct,Instinto do Duelista
"Gain <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag>, and force enemies to attack you with <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag>.<br><br>Once per turn, the first time you deal or take damage will consume one <LSTag Type=""ActionResource"" Tooltip=""DualWield"">Duellist Charge</LSTag>. You may restore one Duellist Charge per turn by landing a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag> or killing blow.","Ganhe <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag>, e force inimigos a atacá-lo com <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag>.<br><br>Uma vez por turno, a primeira vez que você causar ou receber dano consumirá uma <LSTag Type=""ActionResource"" Tooltip=""DualWield"">Carga de Duelista</LSTag>. Você pode restaurar uma Carga de Duelista por turno ao conseguir um <LSTag Tooltip=""CriticalHit"">Golpe Crítico</LSTag> ou um golpe fatal."
"Spells you cast and Conditions you apply have their <LSTag Tooltip=""DifficultyClass"">Difficulty Class</LSTag> increased by 1. You may further increase this number by consuming <LSTag Type=""ActionResource"" Tooltip=""Dunesis"">Dunesis Charges</LSTag>. Upon casting a Spell, you generate one additional Dunesis Charge, up to a maximum of three.","Feitiços que você lança e Condições que você aplica têm sua <LSTag Tooltip=""DifficultyClass"">Classe de Dificuldade</LSTag> aumentada em 1. Você pode aumentar ainda mais esse número consumindo <LSTag Type=""ActionResource"" Tooltip=""Dunesis"">Cargas de Dunesis</LSTag>. Ao lançar um Feitiço, você gera uma Carga de Dunesis adicional, até um máximo de três."
Dunesis Charge,Carga de Dunesis
"The amount of charges you may consume in order to increase the <LSTag Tooltip=""DifficultyClass"">Difficulty Class</LSTag> of the next Spell you cast or Condition that you apply. Upon casting a Spell, you generate one additional Dunesis Charge, up to a maximum of three.","A quantidade de cargas que você pode consumir para aumentar a <LSTag Tooltip=""DifficultyClass"">Classe de Dificuldade</LSTag> do próximo Feitiço que você lança ou Condição que você aplica. Ao lançar um Feitiço, você gera uma Carga de Dunesis adicional, até um máximo de três."
Dunesis,Dunesis
"Consume <LSTag Type=""ActionResource"" Tooltip=""Dunesis"">Dunesis Charges</LSTag> in order to increase the <LSTag Tooltip=""DifficultyClass"">Difficulty Class</LSTag> of Spell you cast or Condition that you apply.","Consuma <LSTag Type=""ActionResource"" Tooltip=""Dunesis"">Cargas de Dunesis</LSTag> para aumentar a <LSTag Tooltip=""DifficultyClass"">Classe de Dificuldade</LSTag> da magia que você conjura ou da condição que você aplica."
"Consume one <LSTag Type=""ActionResource"" Tooltip=""Dunesis"">Dunesis Charge</LSTag> in order to increase the <LSTag Tooltip=""DifficultyClass"">Difficulty Class</LSTag> of Spells and Conditions by one until the end of your turn.","Gaste uma <LSTag Type=""ActionResource"" Tooltip=""Dunesis"">Carga de Dunesis</LSTag> para aumentar a <LSTag Tooltip=""DifficultyClass"">Classe de Dificuldade</LSTag> de Feitiços e Condições em um até o final do seu turno."
Lesser Dunesis Charge,Carga de Dunesis Menor
"Affected creature has increased the <LSTag Tooltip=""DifficultyClass"">Difficulty Class</LSTag> of the next Spell they cast or Condition that they apply by one.","A criatura afetada aumentou a <LSTag Tooltip=""DifficultyClass"">Classe de Dificuldade</LSTag> do próximo Feitiço que ela lançar ou Condição que aplicar em um."
"Consume two <LSTag Type=""ActionResource"" Tooltip=""Dunesis"">Dunesis Charges</LSTag> in order to increase the <LSTag Tooltip=""DifficultyClass"">Difficulty Class</LSTag> of Spells and Conditions by two until the end of your turn.","Gaste duas <LSTag Type=""ActionResource"" Tooltip=""Dunesis"">Cargas de Dunesis</LSTag> para aumentar a <LSTag Tooltip=""DifficultyClass"">Classe de Dificuldade</LSTag> de Feitiços e Condições em dois até o final do seu turno."
Moderate Dunesis Charge,Carga de Dunesis Moderada
"Affected creature has increased the <LSTag Tooltip=""DifficultyClass"">Difficulty Class</LSTag> of the next Spell they cast or Condition that they apply by two.","A criatura afetada aumentou a <LSTag Tooltip=""DifficultyClass"">Classe de Dificuldade</LSTag> do próximo Feitiço que ela conjurar ou Condição que aplicar em dois."
"Consume three <LSTag Type=""ActionResource"" Tooltip=""Dunesis"">Dunesis Charges</LSTag> in order to increase the <LSTag Tooltip=""DifficultyClass"">Difficulty Class</LSTag> of Spells and Conditions by three until the end of your turn.","Gaste três <LSTag Type=""ActionResource"" Tooltip=""Dunesis"">Cargas de Dunesis</LSTag> para aumentar a <LSTag Tooltip=""DifficultyClass"">Classe de Dificuldade</LSTag> de Feitiços e Condições em três até o final do seu turno."
Greater Dunesis Charge,Carga de Dunesis Maior
"Affected creature has increased the <LSTag Tooltip=""DifficultyClass"">Difficulty Class</LSTag> of the next Spell they cast or Condition that they apply by three.","A criatura afetada aumentou a <LSTag Tooltip=""DifficultyClass"">Classe de Dificuldade</LSTag> do próximo Feitiço que ela lançar ou Condição que ela aplicar em três."
Durable,Durável
"Upon taking damage, become <LSTag Tooltip=""Resistant"">Resistant</LSTag> to that damage type until you take damage of another type. Additionally, upon taking a <LSTag Tooltip=""ShortRest"">Short Rest</LSTag>, your <LSTag Tooltip=""HitPoints"">Hit Points</LSTag> are fully recovered.","Ao receber dano, torne-se <LSTag Tooltip=""Resistant"">Resistente</LSTag> a esse tipo de dano até receber dano de outro tipo. Além disso, ao fazer um <LSTag Tooltip=""ShortRest"">Descanso Curto</LSTag>, seus <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag> são totalmente recuperados."
Durable: Bludgeoning Resistance,Durável: Resistência à Contusão
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Bludgeoning damage.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> a dano de Contusão."
Durable: Slashing Resistance,Durável: Resistência a Cortes
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Slashing damage.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> contra dano Cortante."
Durable: Piercing Resistance,Durável: Resistência a Perfuração
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Piercing damage.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> a dano Cortante."
Durable: Acid Resistance,Durável: Resistência ao Ácido
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Acid damage.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> contra dano de Ácido."
Durable: Cold Resistance,Durável: Resistência ao Frio
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Cold damage.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> ao dano de Frio."
Durable: Fire Resistance,Durável: Resistência ao Fogo
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Fire damage.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> contra dano de Fogo."
Durable: Force Resistance,Durável: Resistência a Força
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Force damage.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> contra dano de Força."
Durable: Lightning Resistance,Durável: Resistência a Raio
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Lightning damage.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> a dano de Relâmpago."
Durable: Necrotic Resistance,Durável: Resistência Necrótica
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Necrotic damage.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> contra dano Necrótico."
Durable: Poison Resistance,Durável: Resistência a Veneno
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Poison damage.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> contra dano de Veneno."
Durable: Psychic Resistance,Durável: Resistência Psíquica
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Psychic damage.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> contra dano Psíquico."
Durable: Radiant Resistance,Durável: Resistência Radiante
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Radiant damage.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> contra dano Radiante."
Durable: Thunder Resistance,Durável: Resistência ao Trovão
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Thunder damage.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> a dano de Trovão."
Elemental Adept,Adept Elemental
"Spells you cast and attacks you make ignore <LSTag Tooltip=""Resistant"">Resistances</LSTag> to two elemental damage types of your choice. When you deal damage with Spells of your chosen types, you deal an additional +1d4 damage of that same type.","Os Feitiços que você lança e os ataques que você realiza ignoram <LSTag Tooltip=""Resistant"">Resistências</LSTag> a dois tipos de dano elemental de sua escolha. Quando você causa dano com Feitiços dos tipos escolhidos, você causa um adicional de +1d4 de dano desse mesmo tipo."
Elemental Adept: Acid,Aprimoramento Elemental: Ácido
"Spells you cast and attacks you make ignore <LSTag Tooltip=""Resistant"">Resistances</LSTag> to Acid damage. In addition, when you deal Acid damage, you deal an additional +1d4 damage. ","Os feitiços que você conjura e os ataques que você realiza ignoram <LSTag Tooltip=""Resistant"">Resistências</LSTag> a dano de Ácido. Além disso, quando você causa dano de Ácido, você causa um adicional de +1d4 de dano."
Elemental Adept: Cold,Aprimoramento Elemental: Frio
"Spells you cast and attacks you make ignore <LSTag Tooltip=""Resistant"">Resistances</LSTag> to Cold damage. In addition, when you deal Cold damage, you deal an additional +1d4 damage. ","Os feitiços que você conjura e os ataques que você realiza ignoram <LSTag Tooltip=""Resistant"">Resistências</LSTag> a dano de Frio. Além disso, quando você causa dano de Frio, você causa um adicional de +1d4 de dano."
Elemental Adept: Fire,Aprimoramento Elemental: Fogo
"Spells you cast and attacks you make ignore <LSTag Tooltip=""Resistant"">Resistances</LSTag> to Fire damage. In addition, when you deal Fire damage, you deal an additional +1d4 damage. ","Os feitiços que você conjura e os ataques que você realiza ignoram <LSTag Tooltip=""Resistant"">Resistências</LSTag> a dano de Fogo. Além disso, quando você causa dano de Fogo, você causa um adicional de +1d4 de dano."
Elemental Adept: Force,Adeptos Elementais: Força
"Spells you cast and attacks you make ignore <LSTag Tooltip=""Resistant"">Resistances</LSTag> to Force damage. In addition, when you deal Force damage, you deal an additional +1d4 damage. ","Os feitiços que você lança e os ataques que você faz ignoram <LSTag Tooltip=""Resistant"">Resistências</LSTag> a dano de Força. Além disso, quando você causa dano de Força, você causa um adicional de +1d4 de dano."
Elemental Adept: Lightning,Adeptos Elementais: Raio
"Spells you cast and attacks you make ignore <LSTag Tooltip=""Resistant"">Resistances</LSTag> to Lightning damage. In addition, when you deal Lightning damage, you deal an additional +1d4 damage. ","Os feitiços que você conjura e os ataques que você realiza ignoram as <LSTag Tooltip=""Resistant"">Resistências</LSTag> a dano de Relâmpago. Além disso, ao causar dano de Relâmpago, você causa +1d4 de dano adicional."
Elemental Adept: Necrotic,Aprimoramento Elemental: Necromântico
"Spells you cast and attacks you make ignore <LSTag Tooltip=""Resistant"">Resistances</LSTag> to Necrotic damage. In addition, when you deal Necrotic damage, you deal an additional +1d4 damage. ","Os feitiços que você conjura e os ataques que você realiza ignoram <LSTag Tooltip=""Resistant"">Resistências</LSTag> a dano Necrótico. Além disso, quando você causa dano Necrótico, você causa um adicional de +1d4 de dano."
Elemental Adept: Poison,Perito Elemental: Veneno
"Spells you cast and attacks you make ignore <LSTag Tooltip=""Resistant"">Resistances</LSTag> to Poison damage. In addition, when you deal Poison damage, you deal an additional +1d4 damage. ","Os feitiços que você conjura e os ataques que você realiza ignoram <LSTag Tooltip=""Resistant"">Resistências</LSTag> a dano de Veneno. Além disso, quando você causa dano de Veneno, você causa um adicional de +1d4 de dano."
Elemental Adept: Psychic,Aprimorado Elemental: Psíquico
"Spells you cast and attacks you make ignore <LSTag Tooltip=""Resistant"">Resistances</LSTag> to Psychic damage. In addition, when you deal Psychic damage, you deal an additional +1d4 damage. ","Os feitiços que você conjura e os ataques que você realiza ignoram <LSTag Tooltip=""Resistant"">Resistências</LSTag> a dano Psíquico. Além disso, quando você causa dano Psíquico, você causa um adicional de +1d4 de dano."
Elemental Adept: Radiant,Aprimorado Elemental: Radiante
"Spells you cast and attacks you make ignore <LSTag Tooltip=""Resistant"">Resistances</LSTag> to Radiant damage. In addition, when you deal Radiant damage, you deal an additional +1d4 damage. ","Os feitiços que você conjura e os ataques que você realiza ignoram <LSTag Tooltip=""Resistant"">Resistências</LSTag> a dano Radiante. Além disso, quando você causar dano Radiante, você causa um adicional de +1d4 de dano."
Elemental Adept: Thunder,Aprimoramento Elemental: Trovão
"Spells you cast and attacks you make ignore <LSTag Tooltip=""Resistant"">Resistances</LSTag> to Thunder damage. In addition, when you deal Thunder damage, you deal an additional +1d4 damage. ","Os feitiços que você conjura e os ataques que você realiza ignoram <LSTag Tooltip=""Resistant"">Resistências</LSTag> a dano de Trovão. Além disso, quando você causar dano de Trovão, você causa um adicional de +1d4 de dano."
Greater Impact,Impacto Maior
"When you land a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag> or kill a target with a <LSTag Tooltip=""MeleeWeaponAttack"">Melee Weapon Attack</LSTag>, you can make another attack as a <LSTag Type=""ActionResource"" Tooltip=""BonusActionPoint"">Bonus Action</LSTag>.<br><br>Additionally, <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> with melee weapons do not benefit from your <LSTag Tooltip=""ProficiencyBonus"">Proficiency Bonus</LSTag>. However, the bonus is added twice when rolling for damage. This secondary effect can be toggled at any time.","Quando você acerta um <LSTag Tooltip=""CriticalHit"">Golpe Crítico</LSTag> ou mata um alvo com um <LSTag Tooltip=""MeleeWeaponAttack"">Ataque com Arma Corpo a Corpo</LSTag>, você pode fazer outro ataque como uma <LSTag Type=""ActionResource"" Tooltip=""BonusActionPoint"">Ação Bônus</LSTag>.<br><br>Além disso, <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> com armas corpo a corpo não se beneficiam do seu <LSTag Tooltip=""ProficiencyBonus"">Bônus de Proficiência</LSTag>. No entanto, o bônus é adicionado duas vezes ao rolar para dano. Esse efeito secundário pode ser ativado a qualquer momento."
"Entity may make another attack as a <LSTag Type=""ActionResource"" Tooltip=""BonusActionPoint"">Bonus Action</LSTag>.","A entidade pode fazer outro ataque como uma <LSTag Type=""ActionResource"" Tooltip=""BonusActionPoint"">Ação Bônus</LSTag>."
Greater Impact: Bonus Attack,Impacto Maior: Ataque Bônus
"Make another attack as a <LSTag Type=""ActionResource"" Tooltip=""BonusActionPoint"">Bonus Action</LSTag>.","Faça outro ataque como uma <LSTag Type=""ActionResource"" Tooltip=""BonusActionPoint"">Ação Bônus</LSTag>."
Greater Impact: All In,Impacto Maior: Tudo ou Nada
"While this passive is toggled on, <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> with melee weapons do not benefit from your <LSTag Tooltip=""ProficiencyBonus"">Proficiency Bonus</LSTag>. However, the bonus is added twice when rolling for damage.","Enquanto este passivo estiver ativado, as <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> com armas corpo a corpo não se beneficiam do seu <LSTag Tooltip=""ProficiencyBonus"">Bônus de Proficiência</LSTag>. No entanto, o bônus é adicionado duas vezes ao rolar para dano."
Intrinsic Bulwark,Baluarte Intrínseco
"Reduce all damage taken by by an amount equal to your <LSTag Tooltip=""ProficiencyBonus"">Proficiency Bonus</LSTag>. If using a Shield, this passive will not stack with <LSTag Type=""Passive"" Tooltip=""PartialParry"">Deflection</LSTag>.","Reduza todo o dano recebido por um valor igual ao seu <LSTag Tooltip=""ProficiencyBonus"">Bônus de Proficiência</LSTag>. Se estiver usando um Escudo, esta habilidade passiva não se acumulará com <LSTag Type=""Passive"" Tooltip=""PartialParry"">Deflexão</LSTag>."
Lucky,Sorte
"Any time that you roll a 4 or less on an <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag>, <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag>, <LSTag Tooltip=""AbilityCheck"">Ability Check</LSTag>, or <LSTag Tooltip=""SkillCheck"">Skill Check</LSTag>, the result is immediately rerolled.","Sempre que você rolar um 4 ou menos em uma <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag>, <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag>, <LSTag Tooltip=""AbilityCheck"">Teste de Habilidade</LSTag> ou <LSTag Tooltip=""SkillCheck"">Teste de Perícia</LSTag>, o resultado é imediatamente rerolado."
"When a caster casts a Spell, you can use your <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reaction</LSTag> to make a weapon based <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag> against them.<br><br>Enemies you hit immediately lose <LSTag Tooltip=""Concentration"">Concentration</LSTag> on any Spells they were maintaining.","Quando um conjurador lança um feitiço, você pode usar sua <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">reação</LSTag> para fazer uma <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> baseada em arma contra ele.<br><br>Inimigos que você atingir imediatamente perdem <LSTag Tooltip=""Concentration"">Concentração</LSTag> em qualquer feitiço que estavam mantendo."
Mage Slayer,Caçador de Magos
"When a caster casts a Spell, make a <LSTag Tooltip=""MeleeWeaponAttack"">Melee Weapon Attack</LSTag> against them.","Quando um conjurador lança um Feitiço, faça um <LSTag Tooltip=""MeleeWeaponAttack"">Ataque com Arma Corpo a Corpo</LSTag> contra ele."
Mage Slayer (Ranged),Caçador de Magos (À Distância)
