en,pt-BR
"Once per combat encounter, upon dropping to 50% of your total <LSTag Tooltip=""HitPoints"">Hit Points</LSTag>, you restore [1] Hit Points at the end of your turn. The amount of dice rolled is equal to your <LSTag Tooltip=""ProficiencyBonus"">Proficiency Bonus</LSTag>.","Uma vez por encontro de combate, ao cair para 50% dos seus <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag> totais, você restaura [1] Pontos de Vida no final do seu turno. A quantidade de dados rolados é igual ao seu <LSTag Tooltip=""ProficiencyBonus"">Bônus de Proficiência</LSTag>."
Second Wind,Segundo Vento
"Affected creature will restore [1] <LSTag Tooltip=""HitPoints"">Hit Points</LSTag> at the end of their turn.","A criatura afetada restaurará [1] <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag> no final de seu turno."
Strategist,Estratégista
"The <LSTag Tooltip=""DifficultyClass"">Difficulty Class</LSTag> of Spells and Conditions you apply increases by 1 and scales with your levels in Fighter. This bonus is increased to 2 at level five, and 3 at level nine.","A <LSTag Tooltip=""DifficultyClass"">Classe de Dificuldade</LSTag> de Feitiços e Condições que você aplica aumenta em 1 e escala com seus níveis em Guerreiro. Esse bônus aumenta para 2 no nível cinco e 3 no nível nove."
Action Surge,Impulso de Ação
"Once per <LSTag Tooltip=""ShortRest"">Short Rest</LSTag>, gain an additional <LSTag Tooltip=""Action"">Action</LSTag>.","Uma vez por <LSTag Tooltip=""ShortRest"">Descanso Curto</LSTag>, ganhe uma <LSTag Tooltip=""Action"">ação</LSTag> adicional."
"You approach the complex problems posed by combat with one distinctly effective solution - you will take anything they can throw at you, and protect your allies while doing so.",Você aborda os complexos problemas impostos pelo combate com uma solução claramente eficaz - você suportará qualquer coisa que eles possam lançar em você e protegerá seus aliados enquanto faz isso.
Challenger,Desafiador
"When damaging a target, you have a chance to <LSTag Type=""Status"" Tooltip=""CHALLENGERS_CALL"">Challenge</LSTag> them. This can be toggled at any time.","Ao causar dano a um alvo, você tem a chance de <LSTag Type=""Status"" Tooltip=""CHALLENGERS_CALL"">Challenge</LSTag> ele. Isso pode ser ativado a qualquer momento."
"Once per combat encounter, upon dropping to 50% of your total <LSTag Tooltip=""HitPoints"">Hit Points</LSTag>, you restore [1] Hit Points at the end of your turn. The amount of dice rolled is equal to your <LSTag Tooltip=""ProficiencyBonus"">Proficiency Bonus</LSTag>. In addition to this, you gain <LSTag Type=""Spell"" Tooltip=""Shout_SecondWind"">Champion's Windstorm</LSTag>.","Uma vez por encontro de combate, ao cair para 50% dos seus <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag> totais, você restaura [1] Pontos de Vida no final do seu turno. A quantidade de dados rolados é igual ao seu <LSTag Tooltip=""ProficiencyBonus"">Bônus de Proficiência</LSTag>. Além disso, você ganha <LSTag Type=""Spell"" Tooltip=""Shout_SecondWind"">Tempestade do Campeão</LSTag>."
Champion's Windstorm,Tempestade do Campeão
"Once per combat encounter, restore [1] <LSTag Tooltip=""HitPoints"">Hit Points</LSTag>. The amount of dice rolled is equal to your <LSTag Tooltip=""ProficiencyBonus"">Proficiency Bonus</LSTag>.","Uma vez por encontro de combate, restaure [1] <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag>. A quantidade de dados rolados é igual ao seu <LSTag Tooltip=""ProficiencyBonus"">Bônus de Proficiência</LSTag>."
"Attempt to <LSTag Type=""Status"" Tooltip=""CHALLENGERS_CALL"">Challenge</LSTag> a nearby enemy, as well as any additional enemies within [1] of them.","Tente <LSTag Type=""Status"" Tooltip=""CHALLENGERS_CALL"">Desafiar</LSTag> um inimigo próximo, assim como quaisquer inimigos adicionais dentro de [1] deles."
"Gain <LSTag Tooltip=""Resistant"">Resistance</LSTag> to all forms of physical damage. However, enemies will have <LSTag Tooltip=""Advantage"">Advantage</LSTag> when making <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> against you. This effect can be toggled at any time.","Ganhe <LSTag Tooltip=""Resistant"">Resistência</LSTag> a todas as formas de dano físico. No entanto, os inimigos terão <LSTag Tooltip=""Advantage"">Vantagem</LSTag> ao fazer <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> contra você. Esse efeito pode ser ativado ou desativado a qualquer momento."
Challenger's Presence,Presença do Desafiante
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to all forms of physical damage. However, enemies have <LSTag Tooltip=""Advantage"">Advantage</LSTag> when making <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> against them.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> a todas as formas de dano físico. No entanto, os inimigos têm <LSTag Tooltip=""Advantage"">Vantagem</LSTag> ao fazer <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> contra ela."
"Once per combat encounter, gain an additional <LSTag Tooltip=""Action"">Action</LSTag>.","Uma vez por encontro de combate, ganhe uma <LSTag Tooltip=""Action"">Ação</LSTag> adicional."
Champion's Surge,Impulso do Campeão
"Gain an additional <LSTag Tooltip=""Action"">Action</LSTag>.","Ganhe uma <LSTag Tooltip=""Action"">Ação</LSTag> adicional."
Champion's Indomitability,Indomabilidade do Campeão
"Whenever you fail a <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag>, you can roll again, using the new result instead. In addition to this, add your <LSTag Tooltip=""ProficiencyBonus"">Proficiency Bonus</LSTag> to all <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>.","Sempre que você falhar em um <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag>, você pode rolar novamente, usando o novo resultado em vez disso. Além disso, adicione seu <LSTag Tooltip=""ProficiencyBonus"">Bônus de Proficiência</LSTag> a todos os <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag>."
"As a paragon of tactical superiority, you employ a wide array of combat techniques to dominate every fight.","Como um paradigma de superioridade tática, você emprega uma ampla gama de técnicas de combate para dominar cada luta."
Cooldown - Frontier: Backbreaker,Tempo de Recarga - Fronteira: Quebra-costelas
"Affected creature will be able to use <LSTag Type=""Spell"" Tooltip=""Target_PostureBreaker_Frontier"">Frontier: Backbreaker</LSTag> again upon the expiration of this status.","A criatura afetada poderá usar <LSTag Type=""Spell"" Tooltip=""Target_PostureBreaker_Frontier"">Fronteira: Quebra Costelas</LSTag> novamente ao expirar este status."
Cooldown - Frontier: Brace (Melee),Tempo de Recarga - Fronteira: Preparar (Corpo a Corpo)
"Affected creature will be able to use <LSTag Type=""Spell"" Tooltip=""Shout_Steady_Frontier"">Frontier: Brace (Melee)</LSTag> again upon the expiration of this status.","A criatura afetada poderá usar <LSTag Type=""Spell"" Tooltip=""Shout_Steady_Frontier"">Fronteira: Preparar (Corpo a Corpo)</LSTag> novamente ao expirar este status."
Cooldown - Frontier: Cleave,Recarga - Fronteira: Corte
"Affected creature will be able to use <LSTag Type=""Spell"" Tooltip=""Zone_Cleave_Frontier"">Frontier: Cleave</LSTag> again upon the expiration of this status.","A criatura afetada poderá usar <LSTag Type=""Spell"" Tooltip=""Zone_Cleave_Frontier"">Fronteira: Cortar</LSTag> novamente ao expirar este status."
Cooldown - Frontier: Concussive Smash,Recarga - Fronteira: Golpe Concussivo
"Affected creature will be able to use <LSTag Type=""Spell"" Tooltip=""Target_ConcussiveSmash_Frontier"">Frontier: Concussive Smash</LSTag> again upon the expiration of this status.","A criatura afetada poderá usar <LSTag Type=""Spell"" Tooltip=""Target_ConcussiveSmash_Frontier"">Fronteira: Golpe Concusivo</LSTag> novamente após a expiração deste status."
Cooldown - Frontier: Disarming Strike,Recarga - Fronteira: Golpe Desarmante
"Affected creature will be able to use <LSTag Type=""Spell"" Tooltip=""Target_CripplingStrike_Frontier"">Frontier: Disarming Strike</LSTag> again upon the expiration of this status.","A criatura afetada poderá usar <LSTag Type=""Spell"" Tooltip=""Target_CripplingStrike_Frontier"">Fronteira: Golpe Desarmante</LSTag> novamente ao expirar este status."
Cooldown - Frontier: Flourish,Tempo de Recarga - Fronteira: Floreio
"Affected creature will be able to use <LSTag Type=""Spell"" Tooltip=""Target_DisarmingStrike_Frontier"">Frontier: Flourish</LSTag> again upon the expiration of this status.","A criatura afetada poderá usar <LSTag Type=""Spell"" Tooltip=""Target_DisarmingStrike_Frontier"">Fronteira: Flourish</LSTag> novamente ao expirar este status."
Cooldown - Frontier: Heartstopper,Tempo de Recarga - Fronteira: Parada do Coração
"Affected creature will be able to use <LSTag Type=""Spell"" Tooltip=""Target_OpeningAttack_Frontier"">Frontier: Heartstopper</LSTag> again upon the expiration of this status.","A criatura afetada poderá usar <LSTag Type=""Spell"" Tooltip=""Target_OpeningAttack_Frontier"">Fronteira: Parada do Coração</LSTag> novamente ao expirar este status."
Cooldown - Frontier: Lacerate,Recarga - Fronteira: Lacerar
"Affected creature will be able to use <LSTag Type=""Spell"" Tooltip=""Target_HeartStopper_Frontier"">Frontier: Lacerate</LSTag> again upon the expiration of this status.","A criatura afetada poderá usar <LSTag Type=""Spell"" Tooltip=""Target_HeartStopper_Frontier"">Fronteira: Lacerar</LSTag> novamente ao expirar este status."
Cooldown - Frontier: Maiming Strike,Tempo de Recarga - Fronteira: Golpe Desfigurante
"Affected creature will be able to use <LSTag Type=""Spell"" Tooltip=""Target_Slash_New_Frontier"">Frontier: Maiming Strike</LSTag> again upon the expiration of this status.","A criatura afetada poderá usar <LSTag Type=""Spell"" Tooltip=""Target_Slash_New_Frontier"">Fronteira: Golpe Mutilador</LSTag> novamente após a expiração deste status."
Cooldown - Frontier: Piercing Strike,Recarga - Fronteira: Golpe Perfurante
"Affected creature will be able to use <LSTag Type=""Spell"" Tooltip=""Target_PiercingThrust_Frontier"">Frontier: Piercing Strike</LSTag> again upon the expiration of this status.","A criatura afetada poderá usar <LSTag Type=""Spell"" Tooltip=""Target_PiercingThrust_Frontier"">Fronteira: Golpe Perfurante</LSTag> novamente ao expirar este status."
Cooldown - Frontier: Pommel Strike,Recarga - Fronteira: Golpe de Punho
"Affected creature will be able to use <LSTag Type=""Spell"" Tooltip=""Target_PommelStrike_Frontier"">Frontier: Pommel Strike</LSTag> again upon the expiration of this status.","A criatura afetada poderá usar <LSTag Type=""Spell"" Tooltip=""Target_PommelStrike_Frontier"">Fronteira: Golpe de Punho</LSTag> novamente ao expirar este status."
Cooldown - Frontier: Prepare,Tempo de Recarga - Fronteira: Preparar
"Affected creature will be able to use <LSTag Type=""Spell"" Tooltip=""Shout_FullSwing_Frontier"">Frontier: Prepare</LSTag> again upon the expiration of this status.","A criatura afetada poderá usar <LSTag Type=""Spell"" Tooltip=""Shout_FullSwing_Frontier"">Fronteira: Preparar</LSTag> novamente ao expirar este status."
Cooldown - Frontier: Rush Attack,Tempo de Recarga - Fronteira: Ataque Apressado
"Affected creature will be able to use <LSTag Type=""Spell"" Tooltip=""Rush_SpringAttack_Frontier"">Frontier: Rush Attack</LSTag> again upon the expiration of this status.","A criatura afetada poderá usar <LSTag Type=""Spell"" Tooltip=""Rush_SpringAttack_Frontier"">Fronteira: Ataque Rápido</LSTag> novamente ao expirar este status."
Cooldown - Frontier: Overwhelm,Recarga - Fronteira: Sobrecarregar
"Affected creature will be able to use <LSTag Type=""Interrupt"" Tooltip=""Interrupt_Overwhelm_Frontier"">Frontier: Overwhelm</LSTag> again upon the expiration of this status.","A criatura afetada poderá usar <LSTag Type=""Interrupt"" Tooltip=""Interrupt_Overwhelm_Frontier"">Fronteira: Sobrecarregar</LSTag> novamente após a expiração deste status."
Cooldown - Frontier: Topple,Recarga - Fronteira: Derrubar
"Affected creature will be able to use <LSTag Type=""Spell"" Tooltip=""Target_Topple_Frontier"">Frontier: Topple</LSTag> again upon the expiration of this status.","A criatura afetada poderá usar <LSTag Type=""Spell"" Tooltip=""Target_Topple_Frontier"">Fronteira: Derrubar</LSTag> novamente após a expiração deste status."
Cooldown - Frontier: Weakening Strike,Recarga - Fronteira: Golpe Enfraquecedor
"Affected creature will be able to use <LSTag Type=""Spell"" Tooltip=""Target_HinderingSmash_Frontier"">Frontier: Weakening Strike</LSTag> again upon the expiration of this status.","A criatura afetada poderá usar <LSTag Type=""Spell"" Tooltip=""Target_HinderingSmash_Frontier"">Frente: Golpe Enfraquecedor</LSTag> novamente ao expirar este status."
Cooldown - Frontier: Brace (Ranged),Recarga - Fronteira: Preparar (À Distância)
"Affected creature will be able to use <LSTag Type=""Spell"" Tooltip=""Shout_SteadyRanged_Frontier"">Frontier: Brace (Ranged)</LSTag> again upon the expiration of this status.","A criatura afetada poderá usar <LSTag Type=""Spell"" Tooltip=""Shout_SteadyRanged_Frontier"">Fronteira: Preparar (À Distância)</LSTag> novamente após a expiração deste status."
Cooldown - Frontier: Hamstring Shot,Recarga - Fronteira: Tiro na Coxa
"Affected creature will be able to use <LSTag Type=""Spell"" Tooltip=""Projectile_HamstringShot_Frontier"">Frontier: Hamstring Shot</LSTag> again upon the expiration of this status.","A criatura afetada poderá usar <LSTag Type=""Spell"" Tooltip=""Projectile_HamstringShot_Frontier"">Frente: Tiro na Tendão</LSTag> novamente ao expirar este status."
Cooldown - Frontier: Mobile Shot,Tempo de Recarga - Fronteira: Tiro Móvel
"Affected creature will be able to use <LSTag Type=""Spell"" Tooltip=""Projectile_MobileShooting_Frontier"">Frontier: Mobile Shot</LSTag> again upon the expiration of this status.","A criatura afetada poderá usar <LSTag Type=""Spell"" Tooltip=""Projectile_MobileShooting_Frontier"">Frente: Tiro Móvel</LSTag> novamente ao expirar este status."
Cooldown - Frontier: Piercing Shot,Tempo de Recarga - Fronteira: Tiro Perfurante
"Affected creature will be able to use <LSTag Type=""Spell"" Tooltip=""Projectile_PiercingShot_Frontier"">Frontier: Piercing Shot</LSTag> again upon the expiration of this status.","A criatura afetada poderá usar <LSTag Type=""Spell"" Tooltip=""Projectile_PiercingShot_Frontier"">Fronteira: Tiro Perfurante</LSTag> novamente ao expirar este status."
Combat Techniques,Técnicas de Combate
Choose mastery of several weapon techniques.,Escolha a maestria em várias técnicas de armas.
Frontier: Backbreaker,Fronteira: Quebra-costelas
"Gain <LSTag Type=""Spell"" Tooltip=""Target_PostureBreaker_Frontier"">Frontier: Backbreaker</LSTag>.","Ganhe <LSTag Type=""Spell"" Tooltip=""Target_PostureBreaker_Frontier"">Fronteira: Quebra Costelas</LSTag>."
Frontier: Brace (Melee),Fronteira: Brace (Corpo a Corpo)
"Gain <LSTag Type=""Spell"" Tooltip=""Shout_Steady_Frontier"">Frontier: Brace (Melee)</LSTag>.","Ganhe <LSTag Type=""Spell"" Tooltip=""Shout_Steady_Frontier"">Fronteira: Preparar (Corpo a Corpo)</LSTag>."
Frontier: Cleave,Fronteira: Corte
"Gain <LSTag Type=""Spell"" Tooltip=""Zone_Cleave_Frontier"">Frontier: Cleave</LSTag>.","Ganhe <LSTag Type=""Spell"" Tooltip=""Zone_Cleave_Frontier"">Fronteira: Corte</LSTag>."
Frontier: Concussive Smash,Fronteira: Golpe Concussivo
"Gain <LSTag Type=""Spell"" Tooltip=""Target_ConcussiveSmash_Frontier"">Frontier: Concussive Smash</LSTag>.","Ganhe <LSTag Type=""Spell"" Tooltip=""Target_ConcussiveSmash_Frontier"">Fronteira: Golpe Concusivo</LSTag>."
Frontier: Disarming Strike,Fronteira: Golpe Desarmante
"Gain <LSTag Type=""Spell"" Tooltip=""Target_DisarmingStrike_Frontier"">Frontier: Disarming Strike</LSTag>.","Ganhe <LSTag Type=""Spell"" Tooltip=""Target_DisarmingStrike_Frontier"">Frontier: Disarming Strike</LSTag>."
Frontier: Flourish,Fronteira: Floreio
"Gain <LSTag Type=""Spell"" Tooltip=""Target_OpeningAttack_Frontier"">Frontier: Flourish</LSTag>.","Ganhe <LSTag Type=""Spell"" Tooltip=""Target_OpeningAttack_Frontier"">Fronteira: Flourish</LSTag>."
Frontier: Heartstopper,Fronteira: Parada Cardíaca
"Gain <LSTag Type=""Spell"" Tooltip=""Target_HeartStopper_Frontier"">Frontier: Heartstopper</LSTag>.","Ganhe <LSTag Type=""Spell"" Tooltip=""Target_HeartStopper_Frontier"">Frontier: Heartstopper</LSTag>."
Frontier: Lacerate,Fronteira: Lacerar
"Gain <LSTag Type=""Spell"" Tooltip=""Target_Slash_New_Frontier"">Frontier: Lacerate</LSTag>.","Ganhe <LSTag Type=""Spell"" Tooltip=""Target_Slash_New_Frontier"">Fronteira: Lacerar</LSTag>."
Frontier: Maiming Strike,Golpe Desmembrador
"Gain <LSTag Type=""Spell"" Tooltip=""Target_CripplingStrike_Frontier"">Frontier: Maiming Strike</LSTag>.","Ganhe <LSTag Type=""Spell"" Tooltip=""Target_CripplingStrike_Frontier"">Frontier: Maiming Strike</LSTag>."
Frontier: Piercing Strike,Fronteira: Golpe Perfurante
"Gain <LSTag Type=""Spell"" Tooltip=""Target_PiercingThrust_Frontier"">Frontier: Piercing Strike</LSTag>.","Ganhe <LSTag Type=""Spell"" Tooltip=""Target_PiercingThrust_Frontier"">Frontier: Piercing Strike</LSTag>."
Frontier: Pommel Strike,Fronteira: Golpe de Punho
"Gain <LSTag Type=""Spell"" Tooltip=""Target_PommelStrike_Frontier"">Frontier: Pommel Strike</LSTag>.","Ganhe <LSTag Type=""Spell"" Tooltip=""Target_PommelStrike_Frontier"">Frontier: Pommel Strike</LSTag>."
Frontier: Prepare,Fronteira: Preparar
"Gain <LSTag Type=""Spell"" Tooltip=""Shout_FullSwing_Frontier"">Frontier: Prepare</LSTag>.","Ganhe <LSTag Type=""Spell"" Tooltip=""Shout_FullSwing_Frontier"">Fronteira: Preparar</LSTag>."
Frontier: Rush Attack,Fronteira: Ataque Apressado
"Gain <LSTag Type=""Spell"" Tooltip=""Rush_SpringAttack_Frontier"">Frontier: Rush Attack</LSTag>.","Ganhe <LSTag Type=""Spell"" Tooltip=""Rush_SpringAttack_Frontier"">Fronteira: Ataque Apressado</LSTag>."
"Gain <LSTag Type=""Passive"" Tooltip=""FrontierOverwhelm_Description"">Frontier: Overwhelm</LSTag>.","Ganhe <LSTag Type=""Passive"" Tooltip=""FrontierOverwhelm_Description"">Fronteira: Sobrecarregar</LSTag>."
Frontier: Overwhelm,Fronteira: Sobrecarregar
"When wielding a <LSTag Tooltip=""TwoHanded"">Two-Handed Weapon</LSTag> and making a <LSTag Tooltip=""MeleeWeaponAttack"">Melee Weapon Attack</LSTag>, deal additional damage to your target equal to your <LSTag Tooltip=""ProficiencyBonus"">Proficiency Bonus</LSTag> multiplied by two whenever you miss.","Ao empunhar uma <LSTag Tooltip=""TwoHanded"">Arma de Duas Mãos</LSTag> e fazer um <LSTag Tooltip=""MeleeWeaponAttack"">Ataque com Arma Corpo a Corpo</LSTag>, cause dano adicional ao seu alvo igual ao seu <LSTag Tooltip=""ProficiencyBonus"">Bônus de Proficiência</LSTag> multiplicado por dois sempre que você errar."
Frontier: Topple,Fronteira: Derrubar
"Gain <LSTag Type=""Spell"" Tooltip=""Target_Topple_Frontier"">Frontier: Topple</LSTag>.","Ganhe <LSTag Type=""Spell"" Tooltip=""Target_Topple_Frontier"">Fronteira: Derrubar</LSTag>."
Frontier: Weakening Strike,Fronteira: Golpe Enfraquecedor
"Gain <LSTag Type=""Spell"" Tooltip=""Target_HinderingSmash_Frontier"">Frontier: Weakening Strike</LSTag>.","Ganhe <LSTag Type=""Spell"" Tooltip=""Target_HinderingSmash_Frontier"">Frontier: Weakening Strike</LSTag>."
Frontier: Brace (Ranged),Fronteira: Brace (À Distância)
"Gain <LSTag Type=""Spell"" Tooltip=""Shout_SteadyRanged_Frontier"">Frontier: Brace (Ranged)</LSTag>.","Ganhe <LSTag Type=""Spell"" Tooltip=""Shout_SteadyRanged_Frontier"">Fronteira: Preparar (À Distância)</LSTag>."
Frontier: Hamstring Shot,Fronteira: Tiro na Tendão
"Gain <LSTag Type=""Spell"" Tooltip=""Projectile_HamstringShot_Frontier"">Frontier: Hamstring Shot</LSTag>.","Ganhe <LSTag Type=""Spell"" Tooltip=""Projectile_HamstringShot_Frontier"">Fronteira: Tiro na Tendão</LSTag>."
Frontier: Mobile Shot,Frente: Tiro Móvel
"Gain <LSTag Type=""Spell"" Tooltip=""Projectile_MobileShooting_Frontier"">Frontier: Mobile Shot</LSTag>.","Ganhe <LSTag Type=""Spell"" Tooltip=""Projectile_MobileShooting_Frontier"">Fronteira: Tiro Móvel</LSTag>."
Frontier: Piercing Shot,Fronteira: Tiro Perfurante
"Gain <LSTag Type=""Spell"" Tooltip=""Projectile_PiercingShot_Frontier"">Frontier: Piercing Shot</LSTag>.","Ganhar <LSTag Type=""Spell"" Tooltip=""Projectile_PiercingShot_Frontier"">Fronteira: Tiro Perfurante</LSTag>."
Frontier Recovery,Recuperação da Fronteira
"Rather than being restored on a <LSTag Tooltip=""ShortRest"">Short Rest</LSTag>, your Combat Techniques are on individual cooldowns. Currently, your Combat Techniques refresh once every three turns.","Em vez de serem restauradas em um <LSTag Tooltip=""ShortRest"">Descanso Curto</LSTag>, suas Técnicas de Combate estão em tempos de recarga individuais. Atualmente, suas Técnicas de Combate se renovam uma vez a cada três turnos."
Critical Breakthrough,Ruptura Crítica
"Upon landing a killing blow or <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag>, all of your Combat Techniques are immediately refreshed.","Ao desferir um golpe mortal ou um <LSTag Tooltip=""CriticalHit"">Acerto Crítico</LSTag>, todas as suas Técnicas de Combate são imediatamente recarregadas."
Improved Frontier Recovery,Recuperação Aprimorada da Fronteira
"Rather than being restored on a <LSTag Tooltip=""ShortRest"">Short Rest</LSTag>, your Combat Techniques are on individual cooldowns. Currently, your Combat Techniques refresh once every two turns.","Em vez de serem restauradas em um <LSTag Tooltip=""ShortRest"">Descanso Curto</LSTag>, suas Técnicas de Combate estão em cooldowns individuais. Atualmente, suas Técnicas de Combate se renovam uma vez a cada dois turnos."
"When damaging a creature with one of your Combat Techniques, you may spend a <LSTag Type=""ActionResource"" Tooltip=""SuperiorityDie"">Superiority Dice</LSTag> in order to increase the damage dealt.","Ao causar dano a uma criatura com uma de suas Técnicas de Combate, você pode gastar um <LSTag Type=""ActionResource"" Tooltip=""SuperiorityDie"">Dado de Superioridade</LSTag> para aumentar o dano causado."
Steadfast Onslaught,Ofensiva Firme
Deal an extra [1] damage to a creature when damaging them with one of your Combat Techniques.,Causar um dano extra de [1] a uma criatura ao danificá-la com uma de suas Técnicas de Combate.
Mastered Frontier Recovery,Recuperação de Fronteira Dominada
"Rather than being restored on a <LSTag Tooltip=""ShortRest"">Short Rest</LSTag>, your Combat Techniques are on individual cooldowns. Your Combat Techniques refresh every turn.","Em vez de serem restauradas em um <LSTag Tooltip=""ShortRest"">Descanso Curto</LSTag>, suas Técnicas de Combate estão em cooldowns individuais. Suas Técnicas de Combate se renovam a cada turno."
Frontier Advantage,Vantagem Fronteiriça
"When making an <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> with one of your Combat Techniques, you roll with <LSTag Tooltip=""Advantage"">Advantage</LSTag>.","Ao fazer uma <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> com uma de suas Técnicas de Combate, você rola com <LSTag Tooltip=""Advantage"">Vantagem</LSTag>."
Call of the Old One,Chamado do Antigo
"When making a <LSTag Tooltip=""MeleeWeaponAttack"">Melee Weapon Attack</LSTag>, deal additional damage equal to your <LSTag Tooltip=""AbilityModifier"">Charisma Modifier</LSTag>.","Ao fazer um <LSTag Tooltip=""MeleeWeaponAttack"">Ataque com Arma Corpo a Corpo</LSTag>, cause dano adicional igual ao seu <LSTag Tooltip=""AbilityModifier"">Modificador de Carisma</LSTag>."
"After using a manoeuvre, gain <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""Concentration"">Concentration</LSTag> based <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag> for three turns.","Após usar uma manobra, ganhe <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""Concentration"">Concentração</LSTag> em <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> por três turnos."
From Beyond,Do Além
"Affected creature has <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""Concentration"">Concentration</LSTag> based <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""Concentration"">Concentração</LSTag> baseada em <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag>."
Ex Oblivione,Ex Oblivione
"Activating <LSTag Type=""Spell"" Tooltip=""Shout_ActionSurge"">Action Surge</LSTag> restores your <LSTag Tooltip=""WarlockSpellSlot"">Warlock Spell Slots</LSTag>.","Ativar <LSTag Type=""Spell"" Tooltip=""Shout_ActionSurge"">Aceleração de Ação</LSTag> restaura seus <LSTag Tooltip=""WarlockSpellSlot"">Slots de Feitiço de Bruxo</LSTag>."
