en,pt-BR
"Affected creature can cast a weakened version of <LSTag Type=""Spell"" Tooltip=""Target_CallLightning_LightningBolt_6"">Call Lightning</LSTag> without expending a <LSTag Tooltip=""SpellSlot"">Spell Slot</LSTag>.","A criatura afetada pode lançar uma versão enfraquecida de <LSTag Type=""Spell"" Tooltip=""Target_CallLightning_LightningBolt_6"">Invocar Relâmpago</LSTag> sem gastar um <LSTag Tooltip=""SpellSlot"">Espaço de Feitiço</LSTag>."
Calmed,Acalmado
"Affected creature cannot experience any form of charm, confusion, domination, fear, intoxication, or rage.","A criatura afetada não pode experimentar qualquer forma de encanto, confusão, dominação, medo, intoxicação ou fúria."
Caustic Brine,Bruma Cáustica
Charmed,Encantado
"Affected creature cannot attack the Spellcaster who placed the charm upon them until damaged. The Spellcaster has <LSTag Tooltip=""Advantage"">Advantage</LSTag> on Charisma based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag> when in dialogue with the affected creature.","A criatura afetada não pode atacar o conjurador que lançou o encantamento sobre ela até ser danificada. O conjurador tem <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""Charisma"">Testes de Carisma</LSTag> baseados em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag> ao dialogar com a criatura afetada."
Chest Trauma,Trauma Torácico
"Affected creature loses one <LSTag Tooltip=""Action"">Action</LSTag> on their next turn.<br><br>Removed by healing.","A criatura afetada perde uma <LSTag Tooltip=""Action"">Ação</LSTag> em seu próximo turno.<br><br>Removido por cura."
Chilled,Congelado
"Affected creature has become <LSTag Tooltip=""Vulnerable"">Vulnerable</LSTag> to Cold damage and <LSTag Tooltip=""Resistant"">Resistant</LSTag> to Fire damage.","A criatura afetada se tornou <LSTag Tooltip=""Vulnerable"">Vulnerável</LSTag> a dano de Frio e <LSTag Tooltip=""Resistant"">Resistente</LSTag> a dano de Fogo."
Affected creature may only move towards the Spellcaster who applied this condition. They must use the shortest route possible.,A criatura afetada só pode se mover em direção ao conjurador que aplicou essa condição. Ela deve usar o caminho mais curto possível.
Affected creature must drop their weapon to the ground.,A criatura afetada deve soltar sua arma no chão.
"Affected creature has <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag> on Strength and Dexterity based <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>. Attacks within [1] of the affected creature have <LSTag Tooltip=""Advantage"">Advantage</LSTag> when targeting it.<br><br>A Groveling creature will spend half of its <LSTag Tooltip=""MovementSpeed"">Movement Speed</LSTag> to stand up, immediately removing this status.","A criatura afetada tem <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag> em Testes de Resistência baseados em Força e Destreza. Ataques a até [1] da criatura afetada têm <LSTag Tooltip=""Advantage"">Vantagem</LSTag> ao mirarem nela.<br><br>Uma criatura se arrastando gastará metade de sua <LSTag Tooltip=""MovementSpeed"">Velocidade de Movimento</LSTag> para se levantar, removendo imediatamente este status."
Bone Chilled,Gélido até os Ossos
"Affected creature cannot regain <LSTag Tooltip=""HitPoints"">Hit Points</LSTag>. <br><br>If Undead, this creature also sufferes from <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag> on <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag>.","A criatura afetada não pode recuperar <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag>. <br><br>Se for Morto-Vivo, essa criatura também sofre <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag> em <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag>."
"While remaining in the noxious cloud, this creature is permanently <LSTag Type=""Status"" Tooltip=""POISONED"">Poisoned</LSTag>.","Enquanto permanecer na nuvem nociva, esta criatura está permanentemente <LSTag Type=""Status"" Tooltip=""POISONED"">Envenenada</LSTag>."
"Creatures who remain in the cloud are <LSTag Type=""Status"" Tooltip=""POISONED"">Poisoned</LSTag>. The cloud also heavily obscures what's in it.","Criaturas que permanecem na nuvem estão <LSTag Type=""Status"" Tooltip=""POISONED"">Envenenadas</LSTag>. A nuvem também obscurece fortemente o que está dentro dela."
"This creature has <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag> on <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> when not attacking the entity who compelled them.","Esta criatura tem <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag> em <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> quando não ataca a entidade que a compeliu."
Confused,Confuso
"Affected creature is too confused to act and may skip their turn. At the beginning of each of their turns, and upon taking damage, they can attempt to shake off their Confusion with a Wisdom based <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag>.","A criatura afetada está tão confusa que pode pular seu turno. No início de cada um de seus turnos, e ao sofrer dano, ela pode tentar se livrar de sua Confusão com um teste de Sabedoria <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag>."
Crippled,Aleijado
"Affected creature has lost all <LSTag Tooltip=""MovementSpeed"">Movement Speed</LSTag> and Dexterity based <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag> are rolled with <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag>.<br><br>Removed by healing.","A criatura afetada perdeu toda a <LSTag Tooltip=""MovementSpeed"">velocidade de movimento</LSTag> e os <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> baseados em Destreza são rolados com <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag>.<br><br>Removido por cura."
"Affected creature has been instilled with a magical sense of madness. It will attack the nearest creature, other than the Spellcaster who applied the condition. Upon taking damage, the creature will attempt to come to their senses.","A criatura afetada foi impregnada com um senso mágico de loucura. Ela atacará a criatura mais próxima, exceto o conjurador que aplicou a condição. Ao sofrer dano, a criatura tentará recuperar a sanidade."
Dancing Lights,Luzes Dançantes
Illuminates a [1] radius.,Ilumina um raio de [1].
Darkvision,Visão no Escuro
Affected creature can see in the dark out to a range of [1].,A criatura afetada pode ver no escuro a uma distância de [1].
Dash,Correr
"Affected creatures <LSTag Tooltip=""MovementSpeed"">Movement Speed</LSTag> is doubled.","Criaturas afetadas têm sua <LSTag Tooltip=""MovementSpeed"">Velocidade de Movimento</LSTag> dobrada."
"Affected creature or object is shining with the light of the sun, dispelling natural darkness within a [1] radius.","A criatura ou objeto afetado brilha com a luz do sol, dissipando a escuridão natural em um raio de [1]."
Dazed,Atordoado
"Affected creature has <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag> on Wisdom based <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>, cannot take <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reactions</LSTag>, and loses their Dexterity bonus to their <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag>.<br><br>Removed if <LSTag Type=""Spell"" Tooltip=""Target_Help"">Helped</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Desvantagem"">Desvantagem</LSTag> em <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> baseados em Sabedoria, não pode realizar <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reações</LSTag>, e perde seu bônus de Destreza para sua <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag>.<br><br>Removido se <LSTag Type=""Spell"" Tooltip=""Target_Help"">Ajudado</LSTag>."
Dead,Morto
Affected creature has died.,A criatura afetada morreu.
Death Wish,Desejo da Morte
"Affected creature carries a powder keg. Upon dying, it will explode.","A criatura afetada carrega um barril de pólvora. Ao morrer, ele irá explodir."
Affected creature can read the thoughts of other creatures while conversing with them.,A criatura afetada pode ler os pensamentos de outras criaturas enquanto conversa com elas.
Difficult Terrain,Terreno Difícil
"Moving through Difficult Terrain consumes twice as much of your <LSTag Tooltip=""MovementSpeed"">Movement Speed</LSTag>.","Mover-se através de Terreno Difícil consome o dobro da sua <LSTag Tooltip=""MovementSpeed"">Velocidade de Movimento</LSTag>."
Disarmed,"<LSTag Type=""Status"" Tooltip=""DISARMED"">Desarmado</LSTag>"
Affected creature has dropped their weapon to the ground.,A criatura afetada deixou sua arma cair no chão.
Disengage,Desengajar
"Affected creature will not provoke <LSTag Tooltip=""OpportunityAttack"">Opportunity Attacks</LSTag>.","A criatura afetada não provocará <LSTag Tooltip=""OpportunityAttack"">Opportunity Attacks</LSTag>."
Affected creatures appearance has been magically altered.,A aparência das criaturas afetadas foi magicamente alterada.
Dispel Evil and Good,Dispensar o Mal e o Bem
"Aberrations, celestials, elementals, fey, fiends and undead roll with <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag> when making <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> against this creature. Additionally, it can <LSTag Type=""Spell"" Tooltip=""Target_DispelEvilAndGood_BreakEnchantment"">Break Enchantments</LSTag> that <LSTag Type=""Status"" Tooltip=""CHARMED"">Charm</LSTag>, <LSTag Type=""Status"" Tooltip=""FRIGHTENED"">Frighten</LSTag>, or <LSTag Type=""Status"" Tooltip=""LOW_GHOST_POSSESSED"">Possess</LSTag> its allies. ","Aberrações, celestiais, elementais, fey, fiends e criaturas não-mortas rolam com <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag> ao fazer <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> contra esta criatura. Além disso, ela pode <LSTag Type=""Spell"" Tooltip=""Target_DispelEvilAndGood_BreakEnchantment"">Quebrar Encantamentos</LSTag> que <LSTag Type=""Status"" Tooltip=""CHARMED"">Encantam</LSTag>, <LSTag Type=""Status"" Tooltip=""FRIGHTENED"">Amedrontam</LSTag>, ou <LSTag Type=""Status"" Tooltip=""LOW_GHOST_POSSESSED"">Possuem</LSTag> seus aliados."
Distracted,Distrair
"Affected creature is no longer paying any attention to their surroundings. <br><br>The distractor's allies have <LSTag Tooltip=""Advantage"">Advantage</LSTag> on their next <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag> against the this creature.","A criatura afetada não está mais prestando atenção ao seu entorno. <br><br>Os aliados do distraidor têm <LSTag Tooltip=""Advantage"">Vantagem</LSTag> na sua próxima <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> contra esta criatura."
Distressed Vision,Visão Angustiada
"The owlbear has sustained serious damage to its eye. It has <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag> on Perception based <LSTag Tooltip=""SkillCheck"">Skill Checks</LSTag>.","O urso coruja sofreu danos graves em seu olho. Ele tem <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag> em Percepção baseada em <LSTag Tooltip=""SkillCheck"">Testes de Habilidade</LSTag>."
Divine Favour,Favor Divino
Dominated,Dominada
"Affected creature will follow and fight alongside the Spellcaster who dominated them.<br><br>If damaged by the caster or their allies, the dominated creature will break free from the caster's control.","A criatura afetada seguirá e lutará ao lado do conjurador que a dominou.<br><br>Se for danificada pelo conjurador ou seus aliados, a criatura dominada se libertará do controle do conjurador."
Downed,Derrubado
"You have fallen Unconscious and must begin making <LSTag Tooltip=""SavingThrow"">Death Saving Throws</LSTag> to survive. Upon three successful Saving Throws, you will stabilize. Upon three failures, you will die.

Aggressors have <LSTag Tooltip=""Advantage"">Advantage</LSTag> when attacking Downed targets. Being damaged while Downed will expediate your death. 

Upon regaining <LSTag Tooltip=""HitPoints"">Hit Points</LSTag>, this condition is removed. If an ally chooses to <LSTag Type=""Spell"" Tooltip=""Target_Help"">Help</LSTag> you, you will regain 1 Hit Point.","Você caiu Inconsciente e deve começar a fazer <LSTag Tooltip=""SavingThrow"">Testes de Morte</LSTag> para sobreviver. Após três Testes de Morte bem-sucedidos, você se estabiliza. Após três falhas, você morrerá.

Agressões têm <LSTag Tooltip=""Advantage"">Vantagem</LSTag> ao atacar alvos Caídos. Ser danificado enquanto Caído acelerará sua morte.

Ao recuperar <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag>, essa condição é removida. Se um aliado optar por <LSTag Type=""Spell"" Tooltip=""Target_Help"">Ajudar</LSTag> você, você recuperará 1 Ponto de Vida."
Inebriated,Tonto
"Affected creature has a +2 bonus when making unarmed <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag>, but <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag> on Dexterity based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag> and <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>. Upon missing an attack, the affected creature will lose their <LSTag Type=""Status"" Tooltip=""OFF_BALANCED"">Balance</LSTag> for three turns.<br><br>When the effecs of innebriation have worn off, the affected creature will feel <LSTag Type=""Status"" Tooltip=""TIPSY"">Tipsy</LSTag> for three turns.","A criatura afetada tem um bônus de +2 ao fazer <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> desarmadas, mas <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag> baseados em Destreza e <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag>. Ao errar um ataque, a criatura afetada perderá seu <LSTag Type=""Status"" Tooltip=""OFF_BALANCED"">Equilíbrio</LSTag> por três turnos.<br><br>Quando os efeitos da embriaguez tiverem passado, a criatura afetada se sentirá <LSTag Type=""Status"" Tooltip=""TIPSY"">Tonto</LSTag> por três turnos."
Electrocuted,Eletrocutado
Affected weapon deals an additional [1].,A arma afetada causa [1] a mais.
"Affected creature has <LSTag Tooltip=""Advantage"">Advantage</LSTag> on Strength based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag> baseados em Força."
"Affected creature has <LSTag Tooltip=""Advantage"">Advantage</LSTag> on Dexterity based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""Dexterity"">Testes de Destreza</LSTag> baseados em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
"Affected creature has <LSTag Tooltip=""Advantage"">Advantage</LSTag> on Constitution based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag> baseados em Constituição."
"Affected creature has <LSTag Tooltip=""Advantage"">Advantage</LSTag> on Intelligence based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag> baseados em Inteligência."
"Affected creature has <LSTag Tooltip=""Advantage"">Advantage</LSTag> on Wisdom based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em Testes de Habilidade baseados em Sabedoria."
"Affected creature has <LSTag Tooltip=""Advantage"">Advantage</LSTag> on Charisma based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""Charisma"">Carisma</LSTag> baseado em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
Enlarged,Aumentado
"Affected creature has grown in size. Their unarmed and weapon attacks deal an additional +[1] damage, and they roll with <LSTag Tooltip=""Advantage"">Advantage</LSTag> on Strength based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag> and <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>. Their <LSTag Tooltip=""CarryWeight"">Carrying Capacity</LSTag> is also doubled.","A criatura afetada cresceu de tamanho. Seus ataques desarmados e com armas causam um adicional de +[1] dano, e ela rola com <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""Strength"">Força</LSTag> baseados em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag> e <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag>. Sua <LSTag Tooltip=""CarryWeight"">Capacidade de Carga</LSTag> também é dobrada."
Entangled,Enredado
Affected creature is longer in control of itself.,A criatura afetada não está mais no controle de si mesma.
Enthralled,Cativado
Affected creatures peripheral vision is severely reduced.,A visão periférica da criatura afetada foi severamente reduzida.
Enwebbed,Enredado
"Difficult terrain which causes <LSTag Tooltip=""MovementSpeed"">Movement Speed</LSTag> to be halved. Creatures moving through may become <LSTag Type=""Status"" Tooltip=""WEB"">Enwebbed</LSTag>. This surface is flammable.","Terreno difícil que reduz a <LSTag Tooltip=""MovementSpeed"">Movimentação</LSTag> pela metade. Criaturas que se movem por aqui podem ficar <LSTag Type=""Status"" Tooltip=""WEB"">Enredadas</LSTag>. Esta superfície é inflamável."
"Affected creature may <LSTag Type=""Spell"" Tooltip=""Shout_Dash"">Dash</LSTag> as a <LSTag Type=""ActionResource"" Tooltip=""BonusActionPoint"">Bonus Action</LSTag>.","A criatura afetada pode <LSTag Type=""Spell"" Tooltip=""Shout_Dash"">Correr</LSTag> como uma <LSTag Type=""ActionResource"" Tooltip=""BonusActionPoint"">Ação Bônus</LSTag>."
Exposing Bite,Mordida Exposta
"Affected creature is distracted. The next attack made against the creature from within [1] is guaranteed to be a <LSTag Tooltip=""CriticalHit"">Critical Hits</LSTag>.","A criatura está distraída. O próximo ataque feito contra a criatura de dentro de [1] é garantido para ser um <LSTag Tooltip=""CriticalHit"">Acerto Crítico</LSTag>."
"Affected creature is sheds a dim light, keeping them visible at all times. <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> made against this creature are rolled with <LSTag Tooltip=""Advantage"">Advantage</LSTag>.","A criatura afetada emite uma luz fraca, mantendo-a visível o tempo todo. <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> feitas contra esta criatura são roladas com <LSTag Tooltip=""Advantage"">Vantagem</LSTag>."
