en,pt-BR
"You may harvest souls of the dead and bind them in a soulshield for protection or invoke the spirits' wrath against your enemies. You can command the souls of the dead to surround you in a protective <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_Soulshield"">Shield of Souls</LSTag>, initially adding +[1] to your <LSTag Tooltip=""ArmorClass"">Armor Class</LSTag> until <LSTag Tooltip=""LongRest"">Long Rest</LSTag>.<br><br>You may bind additional spirits to your soulshield with <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_HarvestSoul"">Commit Corpse</LSTag>. Each <LSTag Type=""Status"" Tooltip=""DREADOVERLORD_HARVESTED_SOUL"">Captured Soul</LSTag> provides an additional +[2] to Armor Class.<br><br>You may command the captured soul to do your bidding in combat. As long as you have a <LSTag Type=""Status"" Tooltip=""DREADOVERLORD_HARVESTED_SOUL"">Captured Soul</LSTag> available, you may invoke the spirit to <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_Spook"">Spook</LSTag> your enemies, protect an ally through a ghostly <LSTag Type=""Spell"" Tooltip=""Target_DreadOverlord_Apparition"">Apparition</LSTag>, or will the vengeful <LSTag Type=""Spell"" Tooltip=""Projectile_DreadOverlord_SoulSpear"">Phantasm</LSTag> to strike your enemies.<br><br>Harvesting souls beyond the current capacity of your soulshield overcharges it deflecting all weapon and projectiles for a short time. It will also result in an <LSTag Type=""Status"" Tooltip=""DREADOVERLORD_HARVESTED_SOUL_MAX"">Empowered Soulshield</LSTag> granting additional effects to your spirit invocations.","Você pode colher almas dos mortos e vinculá-las em um <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_Soulshield"">Escudo de Almas</LSTag> para proteção ou invocar a ira dos espíritos contra seus inimigos. Você pode comandar as almas dos mortos para cercá-lo em um <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_Soulshield"">Escudo de Almas</LSTag> protetor, inicialmente adicionando +[1] à sua <LSTag Tooltip=""ArmorClass"">Classe de Armadura</LSTag> até <LSTag Tooltip=""LongRest"">Descanso Longo</LSTag>.<br><br>Você pode vincular espíritos adicionais ao seu escudo de almas com <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_HarvestSoul"">Comprometer Cadáver</LSTag>. Cada <LSTag Type=""Status"" Tooltip=""DREADOVERLORD_HARVESTED_SOUL"">Alma Capturada</LSTag> fornece um adicional de +[2] à Classe de Armadura.<br><br>Você pode comandar a alma capturada para fazer sua vontade em combate. Enquanto você tiver uma <LSTag Type=""Status"" Tooltip=""DREADOVERLORD_HARVESTED_SOUL"">Alma Capturada</LSTag> disponível, você pode invocar o espírito para <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_Spook"">Assustar</LSTag> seus inimigos, proteger um aliado através de uma <LSTag Type=""Spell"" Tooltip=""Target_DreadOverlord_Apparition"">Aparição</LSTag> espectral, ou fazer com que o vingativo <LSTag Type=""Spell"" Tooltip=""Projectile_DreadOverlord_SoulSpear"">Fantasma</LSTag> ataque seus inimigos.<br><br>Colher almas além da capacidade atual do seu escudo de almas sobrecarrega-o, desviando todas as armas e projéteis por um curto período. Isso também resultará em um <LSTag Type=""Status"" Tooltip=""DREADOVERLORD_HARVESTED_SOUL_MAX"">Escudo de Almas Potencializado</LSTag> que concede efeitos adicionais às suas invocações de espírito."
Invoker of Spirits: Improved Soul Harvest,Invocador de Espíritos: Colheita de Alma Aprimorada
"You may harvest souls of the dead and bind them in an improved soulshield for protection or invoke the spirits' wrath against your enemies. You can command the souls of the dead to surround you in a protective <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_Soulshield"">Shield of Souls</LSTag>, initially adding +[1] to your <LSTag Tooltip=""ArmorClass"">Armor Class</LSTag> until <LSTag Tooltip=""LongRest"">Long Rest</LSTag>.<br><br>You may bind additional spirits to your soulshield from corpses with <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_HarvestSoul"">Commit Corpse</LSTag> or <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_HarvestSoul_Reap"">Reap the Dead</LSTag>. Each <LSTag Type=""Status"" Tooltip=""DREADOVERLORD_HARVESTED_SOUL"">Captured Soul</LSTag> provides an additional +[2] to Armor Class.<br><br>Your command of the souls of the dead has grown in power: you may invoke the spirits with improved versions of <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_Spook_Improved"">Spook</LSTag>, <LSTag Type=""Spell"" Tooltip=""Target_DreadOverlord_Apparition_Improved"">Apparition</LSTag>, and <LSTag Type=""Spell"" Tooltip=""Projectile_DreadOverlord_SoulSpear_Improved"">Phantasm</LSTag>. You may also invoke the spirits to <LSTag Type=""Spell"" Tooltip=""Target_DreadOverlord_Haunt"">Haunt</LSTag> an enemy or enlist a <LSTag Type=""Spell"" Tooltip=""Zone_DreadOverlord_Poltergeist"">Poltergeist</LSTag> to push enemies away.<br><br>Harvesting souls beyond the current capacity of your soulshield overcharges it deflecting all spell and weapon projectiles for a short time. It will also result in an <LSTag Type=""Status"" Tooltip=""DREADOVERLORD_HARVESTED_SOUL_MAX"">Empowered Soulshield</LSTag> granting additional effects to your spirit invocations.","Você pode colher almas dos mortos e vinculá-las em um <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_Soulshield"">Escudo de Almas</LSTag> aprimorado para proteção ou invocar a ira dos espíritos contra seus inimigos. Você pode comandar as almas dos mortos para cercá-lo em um <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_Soulshield"">Escudo de Almas</LSTag> protetor, inicialmente adicionando +[1] à sua <LSTag Tooltip=""ArmorClass"">Classe de Armadura</LSTag> até o próximo <LSTag Tooltip=""LongRest"">Descanso Longo</LSTag>.<br><br>Você pode vincular espíritos adicionais ao seu escudo de almas a partir de cadáveres com <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_HarvestSoul"">Comprometer Cadáver</LSTag> ou <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_HarvestSoul_Reap"">Ceifar os Mortos</LSTag>. Cada <LSTag Type=""Status"" Tooltip=""DREADOVERLORD_HARVESTED_SOUL"">Alma Capturada</LSTag> fornece um adicional de +[2] à Classe de Armadura.<br><br>Seu comando sobre as almas dos mortos cresceu em poder: você pode invocar os espíritos com versões aprimoradas de <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_Spook_Improved"">Assustar</LSTag>, <LSTag Type=""Spell"" Tooltip=""Target_DreadOverlord_Apparition_Improved"">Aparição</LSTag> e <LSTag Type=""Spell"" Tooltip=""Projectile_DreadOverlord_SoulSpear_Improved"">Fantasma</LSTag>. Você também pode invocar os espíritos para <LSTag Type=""Spell"" Tooltip=""Target_DreadOverlord_Haunt"">Assombrar</LSTag> um inimigo ou convocar um <LSTag Type=""Spell"" Tooltip=""Zone_DreadOverlord_Poltergeist"">Poltergeist</LSTag> para empurrar inimigos para longe.<br><br>Colher almas além da capacidade atual do seu escudo de almas sobrecarrega-o, desviando todos os projéteis de feitiços e armas por um curto período. Isso também resultará em um <LSTag Type=""Status"" Tooltip=""DREADOVERLORD_HARVESTED_SOUL_MAX"">Escudo de Almas Potencializado</LSTag> que concede efeitos adicionais às suas invocações espirituais."
Invoker of Spirits: Greater Soul Harvest,Invocador de Espíritos: Grande Colheita de Almas
"You may harvest souls of the dead and bind them in a greater soulshield for protection or invoke the spirits' wrath against your enemies. You can command the souls of the dead to surround you in a protective <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_Soulshield"">Shield of Souls</LSTag>, initially adding +[1] to your <LSTag Tooltip=""ArmorClass"">Armor Class</LSTag> until <LSTag Tooltip=""LongRest"">Long Rest</LSTag>.<br><br>You may bind additional spirits to your soulshield from corpses with <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_HarvestSoul"">Commit Corpse</LSTag> or <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_HarvestSoul_Reap"">Reap the Dead</LSTag>, or rip the souls of nearly dead enemies with <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_HarvestSoul_Dying"">Reap the Dying</LSTag>. Each <LSTag Type=""Status"" Tooltip=""DREADOVERLORD_HARVESTED_SOUL"">Captured Soul</LSTag> provides an additional +[2] to Armor Class.<br><br>Invoke the spirits with greater <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_Spook_Greater"">Spook</LSTag>, <LSTag Type=""Spell"" Tooltip=""Target_DreadOverlord_Apparition_Greater"">Apparition</LSTag>, <LSTag Type=""Spell"" Tooltip=""Projectile_DreadOverlord_SoulSpear_Greater"">Phantasm</LSTag>, <LSTag Type=""Spell"" Tooltip=""Target_DreadOverlord_Haunt_Greater"">Haunt</LSTag>, and <LSTag Type=""Spell"" Tooltip=""Zone_DreadOverlord_Poltergeist_Greater"">Poltergeist</LSTag>.<br><br>Harvesting souls beyond the current capacity of your soulshield overcharges it deflecting all spell and weapon projectiles for a short time. It will also result in an <LSTag Type=""Status"" Tooltip=""DREADOVERLORD_HARVESTED_SOUL_MAX"">Empowered Soulshield</LSTag> granting additional effects to your spirit invocations.","Você pode colher almas dos mortos e vinculá-las em um <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_Soulshield"">Escudo de Almas</LSTag> maior para proteção ou invocar a ira dos espíritos contra seus inimigos. Você pode comandar as almas dos mortos para cercá-lo em um <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_Soulshield"">Escudo de Almas</LSTag> protetor, inicialmente adicionando +[1] à sua <LSTag Tooltip=""ArmorClass"">Classe de Armadura</LSTag> até <LSTag Tooltip=""LongRest"">Um Descanso Longo</LSTag>.<br><br>Você pode vincular espíritos adicionais ao seu escudo de almas a partir de cadáveres com <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_HarvestSoul"">Comprometer Cadáver</LSTag> ou <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_HarvestSoul_Reap"">Ceifar os Mortos</LSTag>, ou arrancar as almas de inimigos quase mortos com <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_HarvestSoul_Dying"">Ceifar os Moribundos</LSTag>. Cada <LSTag Type=""Status"" Tooltip=""DREADOVERLORD_HARVESTED_SOUL"">Alma Capturada</LSTag> fornece um adicional de +[2] à Classe de Armadura.<br><br>Invoque os espíritos com <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_Spook_Greater"">Assustar</LSTag>, <LSTag Type=""Spell"" Tooltip=""Target_DreadOverlord_Apparition_Greater"">Aparição</LSTag>, <LSTag Type=""Spell"" Tooltip=""Projectile_DreadOverlord_SoulSpear_Greater"">Fantasma</LSTag>, <LSTag Type=""Spell"" Tooltip=""Target_DreadOverlord_Haunt_Greater"">Assombração</LSTag>, e <LSTag Type=""Spell"" Tooltip=""Zone_DreadOverlord_Poltergeist_Greater"">Poltergeist</LSTag>.<br><br>Colher almas além da capacidade atual do seu escudo de almas sobrecarrega-o, desviando todos os projéteis de feitiços e armas por um curto período. Isso também resultará em um <LSTag Type=""Status"" Tooltip=""DREADOVERLORD_HARVESTED_SOUL_MAX"">Escudo de Almas Potencializado</LSTag>, concedendo efeitos adicionais às suas invocações espirituais."
Souls of the Dead,Almas dos Mortos
"You are surrounded by a swirling vortex of lost and phantom spirits screaming in terror as you bind them to your <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_Soulshield"">soulshield</LSTag>.","Você está cercado por um vórtice giratório de espíritos perdidos e fantasmas gritando em terror enquanto os vincula ao seu <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_Soulshield"">escudo da alma</LSTag>."
"Toggle off to silence the <LSTag Type=""Status"" Tooltip=""DREADOVERLORD_SOULSHIELD_EFFECT"">Screaming Spirits</LSTag>.","Desative para silenciar os <LSTag Type=""Status"" Tooltip=""DREADOVERLORD_SOULSHIELD_EFFECT"">Espíritos Gritantes</LSTag>."
Pact of Eternal Life,Pacto da Vida Eterna
"Gain the power of life and death by imbuing yourself with the abilities of the undead - of vampires, wraiths, and banshees - through an unholy <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_ShroudDeAeternusVitae"">Shroud of Eternal Life</LSTag>.","Ganhe o poder da vida e da morte imbuindo-se com as habilidades dos mortos-vivos - de vampiros, espectros e banshees - através de um <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_ShroudDeAeternusVitae"">Manto da Vida Eterna</LSTag> profano."
"The dark tendrils emanating from your <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_ShroudDeAeternusVitae"">Shroud de Aeternus Vitae</LSTag> are attuned to the life around you. You may activate this dark empathy to increase the vampiric shroud's range and share half of the vitality it drains with nearby allies. Once the effect ends, your shroud will take some time to refresh.","Os tentáculos sombrios que emanam de seu <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_ShroudDeAeternusVitae"">Shroud de Aeternus Vitae</LSTag> estão sintonizados com a vida ao seu redor. Você pode ativar essa empatia sombria para aumentar o alcance do manto vampírico e compartilhar metade da vitalidade que ele drena com aliados próximos. Uma vez que o efeito termine, seu manto levará algum tempo para se recarregar."
Hide Shroud,Esconder: Manto
Retract the dark tendrils emanating from your vampiric shroud.,Retrate os tentáculos sombrios que emanam de seu manto vampírico.
"<LSTag Type=""Image"" Info=""SoftWarning""/> Turns off visual effects while out of combat.","<LSTag Type=""Image"" Info=""SoftWarning""/> Desativa os efeitos visuais enquanto fora de combate."
Summoner of the Damned,Invocador dos Condenados
Summoner of the Damned: Create Undead,Invocador dos Condenados: Criar Morto-Vivo
"You know the spell <LSTag Type=""Spell"" Tooltip=""Target_AnimateDead"">Animate Dead</LSTag> which you may cast at-will.","Você conhece o feitiço <LSTag Type=""Spell"" Tooltip=""Target_AnimateDead"">Animar Mortos</LSTag> que pode lançar à vontade."
"You may now raise Ghouls and Flying Ghouls with the spell <LSTag Type=""Spell"" Tooltip=""Target_AnimateDead"">Animate Dead</LSTag> which you continue to cast at-will.","Agora você pode ressuscitar Ghouls e Ghouls Voadores com o feitiço <LSTag Type=""Spell"" Tooltip=""Target_AnimateDead"">Animar Mortos</LSTag>, que você continua a lançar à vontade."
Summoner of the Damned: Ghouls and Flying Ghouls,Invocador dos Condenados: Ghouls e Ghouls Voadores
"You gain the power to create <LSTag Type=""Passive"" Tooltip=""DreadOverlord_ImmuneToControlUndead"">Greater Undead</LSTag> such as a <LSTag Type=""Spell"" Tooltip=""Target_DreadOverlord_Animate_SkeletalMage"">Skeletal Warlock</LSTag> without expending a <LSTag Tooltip=""WarlockSpellSlot"">Warlock Spell Slot</LSTag> once per <LSTag Tooltip=""LongRest"">Long Rest</LSTag>.<br><br>You may summon each type of <LSTag Type=""Passive"" Tooltip=""DreadOverlord_ImmuneToControlUndead"">Greater Undead</LSTag> in addition to a minor undead from the spell <LSTag Type=""Spell"" Tooltip=""Target_AnimateDead"">Animate Dead</LSTag>.","Você ganha o poder de criar <LSTag Type=""Passive"" Tooltip=""DreadOverlord_ImmuneToControlUndead"">Mortos-Vivos Superiores</LSTag> como um <LSTag Type=""Spell"" Tooltip=""Target_DreadOverlord_Animate_SkeletalMage"">Mestre Esquelético</LSTag> sem gastar um <LSTag Tooltip=""WarlockSpellSlot"">Slot de Feitiço de Bruxo</LSTag> uma vez por <LSTag Tooltip=""LongRest"">Descanso Longo</LSTag>.<br><br>Você pode invocar cada tipo de <LSTag Type=""Passive"" Tooltip=""DreadOverlord_ImmuneToControlUndead"">Morto-Vivo Superior</LSTag> além de um morto-vivo menor do feitiço <LSTag Type=""Spell"" Tooltip=""Target_AnimateDead"">Animar Mortos</LSTag>."
"Your power to command the <LSTag Type=""Passive"" Tooltip=""DreadOverlord_ImmuneToControlUndead"">Greater Undead</LSTag> grows. You can now raise a terrifying <LSTag Type=""Spell"" Tooltip=""Target_DreadOverlord_Animate_SkeletalGiant"">Skeletal Giant</LSTag> without expending a <LSTag Tooltip=""WarlockSpellSlot"">Warlock Spell Slot</LSTag> once per <LSTag Tooltip=""LongRest"">Long Rest</LSTag>.<br><br>You may summon each type of <LSTag Type=""Passive"" Tooltip=""DreadOverlord_ImmuneToControlUndead"">Greater Undead</LSTag> in addition to a minor undead from the spell <LSTag Type=""Spell"" Tooltip=""Target_AnimateDead"">Animate Dead</LSTag>.","Seu poder de comandar os <LSTag Type=""Passive"" Tooltip=""DreadOverlord_ImmuneToControlUndead"">Mortos-Vivos Superiores</LSTag> cresce. Agora você pode ressuscitar um aterrorizante <LSTag Type=""Spell"" Tooltip=""Target_DreadOverlord_Animate_SkeletalGiant"">Gigante Esquelético</LSTag> sem gastar um <LSTag Tooltip=""WarlockSpellSlot"">Slot de Feitiço de Bruxo</LSTag> uma vez por <LSTag Tooltip=""LongRest"">Descanso Longo</LSTag>.<br><br>Você pode invocar cada tipo de <LSTag Type=""Passive"" Tooltip=""DreadOverlord_ImmuneToControlUndead"">Morto-Vivo Superior</LSTag> além de um morto-vivo menor do feitiço <LSTag Type=""Spell"" Tooltip=""Target_AnimateDead"">Animar Mortos</LSTag>."
"Your power to command the <LSTag Type=""Passive"" Tooltip=""DreadOverlord_ImmuneToControlUndead"">Greater Undead</LSTag> grows. You may command a nightmarish <LSTag Type=""Spell"" Tooltip=""Target_DreadOverlord_SummonHungeringDarkness"">Spectral Horror</LSTag> without expending a <LSTag Tooltip=""WarlockSpellSlot"">Warlock Spell Slot</LSTag> once per <LSTag Tooltip=""LongRest"">Long Rest</LSTag>. You also know the spell <LSTag Type=""Spell"" Tooltip=""Target_CreateUndead"">Create Undead</LSTag>, allowing you to raise a fearsome mummy at-will. This does not count towards spells gained from the Mystic Arcanum feature.","Seu poder para comandar os <LSTag Type=""Passive"" Tooltip=""DreadOverlord_ImmuneToControlUndead"">Mortos-Vivos Maiores</LSTag> cresce. Você pode comandar um <LSTag Type=""Spell"" Tooltip=""Target_DreadOverlord_SummonHungeringDarkness"">Horror Espectral</LSTag> de pesadelo sem gastar um <LSTag Tooltip=""WarlockSpellSlot"">Espaço de Feitiço de Bruxo</LSTag> uma vez por <LSTag Tooltip=""LongRest"">Descanso Longo</LSTag>. Você também conhece o feitiço <LSTag Type=""Spell"" Tooltip=""Target_CreateUndead"">Criar Morto-Vivo</LSTag>, permitindo que você levante uma múmia temível à vontade. Isso não conta para os feitiços ganhos pela característica Arcanum Místico."
"This powerful <LSTag Type=""Passive"" Tooltip=""Undead"">undead</LSTag> is <LSTag Tooltip=""Immune"">Immune</LSTag> from the effects of <LSTag Type=""Spell"" Tooltip=""Target_ControlUndead"">Control Undead</LSTag> and has <LSTag Type=""Passive"" Tooltip=""TurnResistance"">Turn Undead</LSTag> and <LSTag Type=""Passive"" Tooltip=""MagicResistance"">Magic</LSTag> <LSTag Tooltip=""Resistant"">resistances</LSTag>.","Este poderoso <LSTag Type=""Passive"" Tooltip=""Undead"">morto-vivo</LSTag> é <LSTag Tooltip=""Immune"">Imune</LSTag> aos efeitos de <LSTag Type=""Spell"" Tooltip=""Target_ControlUndead"">Controlar Mortos-Vivos</LSTag> e possui <LSTag Type=""Passive"" Tooltip=""TurnResistance"">Resistência a Expulsão de Mortos-Vivos</LSTag> e <LSTag Type=""Passive"" Tooltip=""MagicResistance"">Resistência Mágica</LSTag> <LSTag Tooltip=""Resistant"">resistências</LSTag>."
"This <LSTag Type=""Passive"" Tooltip=""DreadOverlord_ImmuneToControlUndead"">Greater Undead</LSTag> strikes with phenomenal power! It knocks nearby creatures <LSTag Type=""Status"" Tooltip=""PRONE"">Prone</LSTag> every time it lands a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag> or a killing blow.","Este <LSTag Type=""Passive"" Tooltip=""DreadOverlord_ImmuneToControlUndead"">Maior Morto-Vivo</LSTag> ataca com um poder fenomenal! Ele derruba criaturas próximas <LSTag Type=""Status"" Tooltip=""PRONE"">Prostradas</LSTag> toda vez que consegue um <LSTag Tooltip=""CriticalHit"">Acerto Crítico</LSTag> ou um golpe mortal."
Eternal Servitude,Servidão Eterna
"In return for its service after death, this <LSTag Type=""Passive"" Tooltip=""DreadOverlord_ImmuneToControlUndead"">Greater Undead</LSTag> has access to Pact Magic from the necromancer's patron, allowing it to cast spells. It has two Level 2 <LSTag Tooltip=""WarlockSpellSlot"">Warlock Spell Slots</LSTag> which recharges after every <LSTag Tooltip=""ShortRest"">Short Rest</LSTag>.","Em troca de seu serviço após a morte, este <LSTag Type=""Passive"" Tooltip=""DreadOverlord_ImmuneToControlUndead"">Maior Morto-Vivo</LSTag> tem acesso à Magia do Pacto do patrono do necromante, permitindo que ele conjure feitiços. Ele possui dois <LSTag Tooltip=""WarlockSpellSlot"">Slots de Feitiço de Bruxo</LSTag> de Nível 2 que recarregam após cada <LSTag Tooltip=""ShortRest"">Descanso Curto</LSTag>."
Unholy Vigor: Resistance to Necrotic Damage,Vigor Profano: Resistência a Dano Necrótico
"Your <LSTag Type=""Passive"" Tooltip=""DreadOverlord_UnholyVigor"">Unholy Vigor</LSTag> makes you <LSTag Tooltip=""Resistant"">Resistant</LSTag> to Necrotic damage.","Seu <LSTag Type=""Passive"" Tooltip=""DreadOverlord_UnholyVigor"">Vigor Profano</LSTag> faz com que você fique <LSTag Tooltip=""Resistant"">Resistente</LSTag> a dano Necrótico."
"You are <LSTag Tooltip=""Resistant"">Resistant</LSTag> to[1].<br><br>Imbuing your weapon with <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_NecroticBlade"">Necrotic Armaments</LSTag> fills you Unholy Vigor, making you <LSTag Tooltip=""Immune"">Immune</LSTag> to[1] for a short time.","Você é <LSTag Tooltip=""Resistant"">Resistente</LSTag> a [1].<br><br>Imbuir sua arma com <LSTag Type=""Spell"" Tooltip=""Shout_DreadOverlord_NecroticBlade"">Armas Necróticas</LSTag> o preenche com Vigor Profano, tornando-o <LSTag Tooltip=""Immune"">Imune</LSTag> a [1] por um curto período."
Necrotic Armaments,Armas Necromânticas
"Ignite your weapon with the Undying Emperor's dark fire for a short time, dealing an additional [1]. Your imbued weapon cannot be disarmed by enemies. Flails, maces, scimitars, and sickles wielded offhand are also ignited.","Acenda sua arma com o fogo sombrio do Imperador Imortal por um curto período, causando um adicional de [1]. Sua arma imbuída não pode ser desarmada por inimigos. Flails, maças, cimitaras e foices empunhadas na mão secundária também são acesas."
"Summon lost souls from the grave and form them into a protective shield around you. Binding additional souls to your soulshield confer increased protection and unlocks the ability to invoke the spirits to do your bidding, whether for good or for malintent.","Convoque almas perdidas do túmulo e forme-as em um escudo protetor ao seu redor. Vincular almas adicionais ao seu escudo de almas confere proteção aumentada e desbloqueia a habilidade de invocar os espíritos para fazer sua vontade, seja para o bem ou para o mal."
