en,pt-BR
"Upon failing an <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag>, you may spend your <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reaction</LSTag> in order to turn it into a success.","Ao falhar em uma <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag>, você pode gastar sua <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">reação</LSTag> para transformá-la em um sucesso."
Gloomstalker's Deceit,Engano do Caçador das Sombras
"Upon failing an <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag>, turn it into a success.","Ao falhar em uma <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag>, transforme-a em um sucesso."
Dread Fletched,Fletchada do Medo
"When rolling a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag> against a target, you may also cause them to become <LSTag Type=""Status"" Tooltip=""FEARED"">Terrified</LSTag> for one turn.","Ao rolar um <LSTag Tooltip=""CriticalHit"">Acerto Crítico</LSTag> contra um alvo, você pode também fazê-lo ficar <LSTag Type=""Status"" Tooltip=""FEARED"">Aterrorizado</LSTag> por um turno."
Gloomstalker's Cruelty,Crueldade do Caçador das Sombras
"<LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> made against a <LSTag Type=""Status"" Tooltip=""FEARED"">Terrified</LSTag> target will always roll as a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag>.","<LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> feitas contra um alvo <LSTag Type=""Status"" Tooltip=""FEARED"">Aterrorizado</LSTag> sempre rolarão como um <LSTag Tooltip=""CriticalHit"">Acerto Crítico</LSTag>."
"On the first turn of combat, every successful <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag> will be rolled as a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag>.","No primeiro turno de combate, toda <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> bem-sucedida será considerada um <LSTag Tooltip=""CriticalHit"">Acerto Crítico</LSTag>."
Dread Ambusher,Emboscador do Medo
"Affected creature will roll every successful <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag> as a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag>.","A criatura afetada rolará todas as <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> bem-sucedidas como um <LSTag Tooltip=""CriticalHit"">Acerto Crítico</LSTag>."
Nevermore,Nunca Mais
You will not provoke attacks of opportunity. ,Você não provocará ataques de oportunidade.
Netherese Plumes,Plumas Netherese
"Create a pocket of darkness, <LSTag Type=""Status"" Tooltip=""BLINDED"">Blinding</LSTag> all who enter.","Crie um pocket de escuridão, <LSTag Type=""Status"" Tooltip=""BLINDED"">Cegando</LSTag> todos que entrarem."
Disengage,Desengajar
"Damage dealt by your Ranger Companion is rolled with <LSTag Tooltip=""Advantage"">Advantage</LSTag>. However, <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> made against them are rolled with Advantage as well. This can be toggled at any time.","O dano causado pelo seu Companheiro Ranger é rolado com <LSTag Tooltip=""Advantage"">Vantagem</LSTag>. No entanto, <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> feitas contra eles também são roladas com Vantagem. Isso pode ser ativado ou desativado a qualquer momento."
Spear of the Wildfront,Lança da Fronteira Selvagem
"Affected creature has <LSTag Tooltip=""Advantage"">Advantage</LSTag> when rolling for damage. However, enemies also have Advantage when making <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> against it.","A criatura afetada tem <LSTag Tooltip=""Advantage"">Vantagem</LSTag> ao rolar para dano. No entanto, os inimigos também têm Vantagem ao fazer <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> contra ela."
"When you or your Ranger Companion <LSTag Type=""Spell"" Tooltip=""Shout_Dash"">Dash</LSTag> or <LSTag Type=""Spell"" Tooltip=""Shout_Disengage"">Disengage</LSTag>, the other will do so as well. Your Ranger Companion must be within [1] of you to receive this effect.","Quando você ou seu Companheiro Ranger <LSTag Type=""Spell"" Tooltip=""Shout_Dash"">Correr</LSTag> ou <LSTag Type=""Spell"" Tooltip=""Shout_Disengage"">Desengajar</LSTag>, o outro também o fará. Seu Companheiro Ranger deve estar dentro de [1] de você para receber esse efeito."
Beastial Expertise,Especialização Bestial
"Affected creature will <LSTag Type=""Spell"" Tooltip=""Shout_Dash"">Dash</LSTag> and <LSTag Type=""Spell"" Tooltip=""Shout_Disengage"">Disengage</LSTag> alongside its summoning Ranger while remaining within [1] of them.","A criatura afetada irá <LSTag Type=""Spell"" Tooltip=""Shout_Dash"">Correr</LSTag> e <LSTag Type=""Spell"" Tooltip=""Shout_Disengage"">Desengajar</LSTag> ao lado de seu Ranger invocador enquanto permanecer dentro de [1] dele."
Your Ranger Companions may make an additional free attack each turn.,Seus Companheiros Ranger podem fazer um ataque adicional gratuito a cada turno.
Beastial Fury,Fúria Bestial
Affected creature may make an additional free attack each turn.,A criatura afetada pode fazer um ataque adicional gratuito a cada turno.
Fleetfoot Companionship,Companheirismo Ágil
"Gain the ability to use a <LSTag Tooltip=""Bonus_Action"">Bonus Action</LSTag> to force another creature to <LSTag Type=""Spell"" Tooltip=""Shout_Dash"">Dash</LSTag> or <LSTag Type=""Spell"" Tooltip=""Shout_Disengage"">Disengage</LSTag>.","Ganhe a habilidade de usar uma <LSTag Tooltip=""Bonus_Action"">Ação Bônus</LSTag> para forçar outra criatura a <LSTag Type=""Spell"" Tooltip=""Shout_Dash"">Correr</LSTag> ou <LSTag Type=""Spell"" Tooltip=""Shout_Disengage"">Desengajar</LSTag>."
Fleetfoot Companionship: Dash,Companheirismo Ágil: Correr
"Force another creature to <LSTag Type=""Status"" Tooltip=""DASH"">Dash</LSTag>.","Force outra criatura a <LSTag Type=""Status"" Tooltip=""DASH"">Dash</LSTag>."
Fleetfoot Companionship: Disengage,Companheirismo Ágil: Desengajar
"Force another creature to <LSTag Type=""Status"" Tooltip=""DISENGAGE"">Disengage</LSTag>.","Force outra criatura a <LSTag Type=""Status"" Tooltip=""DISENGAGE"">Desengajar</LSTag>."
"When dealing damage, your Ranger Companions ignore all forms of physical <LSTag Tooltip=""Resistant"">Resistances</LSTag>.","Ao causar dano, seus Companheiros Ranger ignoram todas as <LSTag Tooltip=""Resistant"">Resistências</LSTag> a dano físico."
Beastial Sight,Visão Bestial
"Affected creature ignores all forms of physical <LSTag Tooltip=""Resistant"">Resistances</LSTag>.","A criatura afetada ignora todas as formas de <LSTag Tooltip=""Resistant"">Resistências</LSTag> físicas."
"While within [1] of your Ranger Companion, you both gain a +1d4 bonus to <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> and <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>.","Enquanto estiver a [1] do seu Companheiro Ranger, vocês dois ganham um bônus de +1d4 em <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> e <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag>."
"Affected creature is providing their summoning Ranger with a +1d4 bonus to <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> and <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag> while remaining within [1] of them.","A criatura afetada está fornecendo ao seu Ranger convocador um bônus de +1d4 em <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> e <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> enquanto permanecer dentro de [1] deles."
Woodland Synergy,Sinergia da Floresta
"Affected creature has a +1d4 bonus to <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> and <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag> while remaining within [1] of their Ranger Companion.","A criatura afetada tem um bônus de +1d4 em <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> e <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> enquanto permanecer dentro de [1] de seu Companheiro Ranger."
Beastial Bonds,Vínculos Bestiais
Affected creature is benefiting from one or more passives provided by its summoning Ranger.,A criatura afetada está se beneficiando de um ou mais passivos fornecidos pelo seu Patrulheiro convocador.
Frontier Accolades,"Ganhe <LSTag Type=""Spell"" Tooltip=""Zone_Accolades_Frontier"">Fronteira: Condecorações</LSTag>."
Your skills lay bare an expanse of improvement.<br>Expertise which has thrived uncontested upon an untamed fringe.,Suas habilidades revelam uma vasta área de melhoria.<br>Especialização que prosperou sem contestação em uma borda indomada.
"Select from a variety of special arrows. These arrows are fired using your <LSTag Type=""ActionResource"" Tooltip=""NaturalRecoveryPoint"">Natural Focus</LSTag>.","Selecione entre uma variedade de flechas especiais. Essas flechas são disparadas usando seu <LSTag Type=""ActionResource"" Tooltip=""NaturalRecoveryPoint"">Foco Natural</LSTag>."
Ambush Breaker,Quebra-Ambush
"Gain a +4 bonus to your Initiative. You can no longer be <LSTag Type=""Status"" Tooltip=""SURPRISED"">Surprised</LSTag>.","Ganhe um bônus de +4 na sua Iniciativa. Você não pode mais ser <LSTag Type=""Status"" Tooltip=""SURPRISED"">Surprised</LSTag>."
Archer,Arqueiro
"Gain a +2 bonus to <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> made with <LSTag Tooltip=""RangedWeaponAttack"">Ranged Weapon Attacks</LSTag>.","Ganhe um bônus de +2 em <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> feitas com <LSTag Tooltip=""RangedWeaponAttack"">Ataques à Distância</LSTag>."
Beastial Foresight,Previsão Bestial
"While not combat, you may summon your Ranger Companion without consuming charges of <LSTag Type=""ActionResource"" Tooltip=""NaturalRecoveryPoint"">Natural Focus</LSTag>.","Enquanto não estiver em combate, você pode convocar seu Companheiro Ranger sem consumir cargas de <LSTag Type=""ActionResource"" Tooltip=""NaturalRecoveryPoint"">Foco Natural</LSTag>."
"Your Ranger Companions receive a +2 bonus to <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag>.","Seus Companheiros Ranger recebem um bônus de +2 em <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag>."
Beastbond's Precision,Precisão do Vínculo Bestial
"Affected creature has a +2 bonus to <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag>.","A criatura afetada tem um bônus de +2 em <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag>."
"Your Ranger Companion becomes <LSTag Tooltip=""Resistant"">Resistant</LSTag> to all forms of physical damage.","Seu Companheiro Ranger fica <LSTag Tooltip=""Resistant"">Resistente</LSTag> a todas as formas de dano físico."
Blood Bond,Vínculo de Sangue
"Affected creature has become <LSTag Tooltip=""Resistant"">Resistant</LSTag> to all forms of physical damage.","A criatura afetada se tornou <LSTag Tooltip=""Resistant"">Resistente</LSTag> a todas as formas de dano físico."
Close Quarters Shooter,Atirador em Combate Corpo a Corpo
"While <LSTag Type=""Status"" Tooltip=""FLANKED"">Threatened</LSTag> by one enemy, you will not receive <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag> on ranged attacks when attacking them, and all <LSTag Tooltip=""RangedWeaponAttack"">Ranged Weapon Attacks</LSTag> roll their damage with <LSTag Tooltip=""Advantage"">Advantage</LSTag> for as long as you remain Threatened. If Threatened by two or more enemies, standard rules will apply to your accuracy.","Enquanto <LSTag Type=""Status"" Tooltip=""FLANKED"">Ameaçado</LSTag> por um inimigo, você não receberá <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag> em ataques à distância ao atacá-lo, e todos os <LSTag Tooltip=""RangedWeaponAttack"">Ataques com Armas à Distância</LSTag> rolam seu dano com <LSTag Tooltip=""Advantage"">Vantagem</LSTag> enquanto você permanecer Ameaçado. Se Ameaçado por dois ou mais inimigos, as regras padrão se aplicarão à sua precisão."
Escapist,Fugido
"You no longer provoke <LSTag Tooltip=""OpportunityAttack"">Opportunity Attacks</LSTag>.","Você não provoca mais <LSTag Tooltip=""OpportunityAttack"">Ataques de Oportunidade</LSTag>."
Hidden Inventory,Inventário Oculto
"Once per turn, upon landing a killing blow or <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag>, restore one charge of your <LSTag Type=""ActionResource"" Tooltip=""NaturalRecoveryPoint"">Natural Focus</LSTag>.","Uma vez por turno, ao desferir um <LSTag Tooltip=""CriticalHit"">Acerto Crítico</LSTag> ou um golpe fatal, restaure uma carga do seu <LSTag Type=""ActionResource"" Tooltip=""NaturalRecoveryPoint"">Foco Natural</LSTag>."
Marksman's Edge,Aperfeiçoamento do Atirador
"When you deal damage with a weapon, you have a chance to leave the target <LSTag Type=""Status"" Tooltip=""BLEEDING"">Bleeding</LSTag>.","Ao causar dano com uma arma, você tem a chance de deixar o alvo <LSTag Type=""Status"" Tooltip=""BLEEDING"">Bleeding</LSTag>."
Marksman's Snare,Armadilha do Atirador
"When you deal damage with a weapon, you have a chance to leave the target <LSTag Type=""Status"" Tooltip=""HAMSTRING"">Hamstrung</LSTag>.","Ao causar dano com uma arma, você tem a chance de deixar o alvo <LSTag Type=""Status"" Tooltip=""HAMSTRING"">Hamstrung</LSTag>."
"When an enemy attacks you, they have <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag> on any additional <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> against you until the start of their next turn.","Quando um inimigo ataca você, ele tem <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag> em qualquer <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> adicional contra você até o início de seu próximo turno."
Multi-Attack Defence,Defesa de Ataque Múltiplo
"Affected creature has <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag> on all <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> made against the attacked Ranger who possesses this passive.","A criatura afetada tem <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag> em todas as <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> feitas contra o Ranger atacado que possui essa passiva."
Natural Huntsman,Caçador Natural
"Making an <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag> gives you a +2 bonus to additional Attack Rolls for the rest of your turn. This effect can stack.","Fazer uma <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> concede a você um bônus de +2 a Rolagens de Ataque adicionais pelo resto do seu turno. Esse efeito pode se acumular."
Natural Opportunity,Oportunidade Natural
"Gain an additional <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reaction</LSTag>.","Ganhe uma <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">reação</LSTag> adicional."
Pathfinder,Caminho do Guerreiro
"Your <LSTag Tooltip=""MovementSpeed"">Movement Speed</LSTag> is increased by [1] for both you and your Ranger Companion.","Sua <LSTag Tooltip=""MovementSpeed"">Velocidade de Movimento</LSTag> é aumentada em [1] tanto para você quanto para seu Companheiro Ranger."
"Your Ranger Companions receive a +2 bonus to their <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag>.","Seus Companheiros Ranger recebem um bônus de +2 em sua <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag>."
Protective Bond,Vínculo Protetor
"Affected creature has a +2 bonus to their <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag>.","A criatura afetada tem um bônus de +2 em sua <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag>."
"Upon missing an attack, gain <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> for the rest of your turn.","Ao errar um ataque, ganhe <LSTag Tooltip=""Advantage"">Vantagem</LSTag> nas <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> pelo restante do seu turno."
Rangers Refusal,Recusa do Ranger
"Affected creature has <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> until the end of their turn.","A criatura afetada tem <LSTag Tooltip=""Advantage"">Vantagem</LSTag> nas <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> até o final de seu turno."
Superior Technique,Técnica Superior
"When dealing damage, you ignore Piercing <LSTag Tooltip=""Resistant"">Resistance</LSTag>.","Ao causar dano, você ignora todas as <LSTag Tooltip=""Resistant"">Resistências</LSTag> a dano Perfurante."
Sure Shot,Tiro Certeiro
"The number needed to land a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag> while making a <LSTag Tooltip=""RangedWeaponAttack"">Ranged Weapon Attack</LSTag> is reduced by 1.","O número necessário para desferir um <LSTag Tooltip=""CriticalHit"">Acerto Crítico</LSTag> ao realizar uma <LSTag Tooltip=""RangedWeaponAttack"">Ataque à Distância</LSTag> é reduzido em 1."
Two-Weapon Fighting,Luta com Duas Armas
"<LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> and damage rolls made with your off-hand weapon are rolled with <LSTag Tooltip=""Advantage"">Advantage</LSTag>.","As <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> e rolagens de dano feitas com sua arma na mão secundária são roladas com <LSTag Tooltip=""Advantage"">Vantagem</LSTag>."
