en,pt-BR
Arrow of Darkness,Flecha da Escuridão
Fire an arrow which spreads magical darkness on impact.,Dispare uma flecha que espalha escuridão mágica ao impacto.
Arrow of Dragon Slaying,Flecha de Extermínio de Dragão
ire an arrow which rolls an additional damage die against Dragons.,Dispare uma flecha que rola um dado de dano adicional contra Dragões.
Arrow of Elemental Slaying,Flecha de Extermínio Elemental
Fire an arrow which rolls an additional damage die against Elementals.,Dispare uma flecha que rola um dado de dano adicional contra Elementais.
Arrow of Fey Slaying,"Ganhe a habilidade de disparar uma <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfFeySlaying"">Flecha de Morte Fada</LSTag>."
Fire an arrow which rolls an additional damage die against Fey.,Dispare uma flecha que rola um dado de dano adicional contra Fadas.
Arrow of Fiend Slaying,Flecha de Extermínio de Fiend
Fire an arrow which rolls an additional damage die against Fiends.,Dispare uma flecha que rola um dado de dano adicional contra Fiends.
Arrow of Fire,Flecha de Fogo
Fire an arrow which erupts in scorching fire that deals an additional [2].,"Dispare uma flecha que irrompe em chamas escaldantes, causando um adicional de [2]."
Arrow of Giant Slaying,"Ganhe a habilidade de disparar uma <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfGiantSlaying"">Flecha de Aniquilação de Gigantes</LSTag>."
Fire an arrow which rolls an additional damage die against Giants.,Dispare uma flecha que rola um dado de dano adicional contra Gigantes.
Arrow of Humanoid Slaying,Flecha de Extermínio de Humanoides
Fire an arrow which rolls an additional damage die against Humanoids.,Dispare uma flecha que rola um dado de dano adicional contra Humanoides.
Arrow of Ice,Seta de Gelo
Fire an arrow which shatters into ice that deals an additional [2].,"Dispare uma flecha que se despedaça em gelo, causando um adicional de [2]."
Arrow of Ilmater,Flecha de Ilmater
"Fire an arrow which ravages your target, preventing them from regaining <LSTag Tooltip=""HitPoints"">Hit Points</LSTag>.","Dispare uma flecha que devasta seu alvo, impedindo-o de recuperar <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag>."
Arrow of Lightning,Flecha de Relâmpago
Fire an arrow which explodes in a bolt of lightning that deals an additional [2].,"Dispare uma flecha que explode em um raio de relâmpago, causando um dano adicional de [2]."
Arrow of Many Targets,Flecha de Muitos Alvos
Fire an arrow that can hit up to two targets if they are within [1] of each other.,Dispare uma flecha que pode atingir até dois alvos se estiverem a [1] de distância um do outro.
Arrow of Monstrosity Slaying,Flecha de Extermínio de Monstruosidade
Fire an arrow which rolls an additional damage die against Monstrosities.,Dispare uma flecha que rola um dado de dano adicional contra Monstruosidades.
Arrow of Ooze Slaying,"Ganhe a habilidade de disparar uma <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfOozeSlaying"">Flecha de Extermínio de Lodo</LSTag>."
Fire an arrow which rolls an additional damage die against Oozes.,Dispare uma flecha que rola um dado de dano adicional contra Lamas.
Arrow of Piercing,Flecha Perfurante
Fire an arrow which deals half damage to creatures directly behind your initial target.,Dispare uma flecha que causa metade do dano a criaturas diretamente atrás de seu alvo inicial.
Arrow of Plant Slaying,Flecha de Extermínio de Plantas
Fire an arrow which rolls an additional damage die against Plants.,Dispare uma flecha que rola um dado de dano adicional contra Plantas.
Arrow of Roaring Thunder,Flecha do Trovão Rugidor
"Fire an arrow which explodes on impact, pushing targets back [1].","Dispare uma flecha que explode ao impactar, empurrando os alvos para trás em [1]."
Arrow of Salving,"Ganhe a habilidade de disparar uma <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfSalving"">Flecha de Salvação</LSTag>."
"Fire an arrow which cures your target of <LSTag Type=""Status"" Tooltip=""POISONED"">Poison</LSTag>, <LSTag Type=""Status"" Tooltip=""PARALYZED"">Paralysis</LSTag> or <LSTag Type=""Status"" Tooltip=""BLINDED"">Blindness</LSTag>.","Dispare uma flecha que cura seu alvo de <LSTag Type=""Status"" Tooltip=""POISONED"">Veneno</LSTag>, <LSTag Type=""Status"" Tooltip=""PARALYZED"">Paralisia</LSTag> ou <LSTag Type=""Status"" Tooltip=""BLINDED"">Cegueira</LSTag>."
Arrow of Transposition,"Ganhe a habilidade de disparar uma <LSTag Type=""Spell"" Tooltip=""Projectile_ArrowOfTransposition"">Flecha de Transposição</LSTag>."
Fire an arrow which teleports you to wherever it lands.,Dispare uma flecha que o teletransporta para onde ela aterrissa.
Arrow of Undead Slaying,Flecha de Extermínio de Mortos-Vivos
Fire an arrow which rolls an additional damage die against Undead.,Dispare uma flecha que rola um dado de dano adicional contra Mortos-vivos.
Acid Vial,Frasco de Ácido
"Hurl an acid vial that explodes on impact, coating the the ground and all creatures in <LSTag Type=""Status"" Tooltip=""ACID"">Acid</LSTag>.","Lance um frasco de ácido que explode ao impacto, cobrindo o chão e todas as criaturas em <LSTag Type=""Status"" Tooltip=""ACID"">Ácido</LSTag>."
Alchemist's Fire,Fogo do Alquimista
"Hurl a flask of liquid fire that explodes on impact, <LSTag Type=""Status"" Tooltip=""BURNING"">Burning</LSTag> the ground and all creatures.","Lance uma garrafa de fogo líquido que explode ao impacto, <LSTag Type=""Status"" Tooltip=""BURNING"">Burning</LSTag> o chão e todas as criaturas."
Brilliant Retort,Resposta Brilhante
"Hurl a bomb that explodes on impact, capable of breaking down barriers and releasing a harsh soundwave that <LSTag Type=""Status"" Tooltip=""SILENCED"">Silences</LSTag> all creatures.","Lance uma bomba que explode ao impacto, capaz de derrubar barreiras e liberar uma onda sonora intensa que <LSTag Type=""Status"" Tooltip=""SILENCED"">Silences</LSTag> todas as criaturas."
"All the bang and the boom of the original, but with an extra surprise.","Todo o barulho e a explosão do original, mas com uma surpresa extra."
Concussion Grenade,Granada Concussiva
"Hurl a bomb that explodes on impact, <LSTag Type=""Status"" Tooltip=""DAZED"">Dazing</LSTag> nearby creatures.","Lance uma bomba que explode ao impacto, <LSTag Type=""Status"" Tooltip=""DAZED"">Atordoando</LSTag> criaturas próximas."
"Deals damage to nearby creatures and objects, knocking them back.","Causa dano a criaturas e objetos próximos, empurrando-os para trás."
Hag's Orb of Flame,Orbe de Chamas da Bruxa
"Hurl an orb of slime that explodes on impact, magically <LSTag Type=""Status"" Tooltip=""BURNING"">Burning</LSTag> the ground and all creatures. These flames will never expire on their own.","Lance uma esfera de lodo que explode ao impacto, <LSTag Type=""Status"" Tooltip=""BURNING"">Queimando</LSTag> magicamente o chão e todas as criaturas. Essas chamas nunca se extinguirão por conta própria."
Hag's Orb of Poison,Orbe Venenoso da Bruxa
"Hurl an orb of slime that explodes on impact, creating a cloud that magically <LSTag Type=""Status"" Tooltip=""POISONED"">Poisons</LSTag> all creatures. This poison will never expire on its own.","Lance uma esfera de lodo que explode ao impacto, criando uma nuvem que <LSTag Type=""Status"" Tooltip=""POISONED"">Envenena</LSTag> todas as criaturas. Este veneno nunca expirará por conta própria."
Flashblinder,Cegador Rápido
"Fling a Flashblinder bomb that <LSTag Type=""Status"" Tooltip=""BLINDED"">Blinds</LSTag> creatures. If the targeted creature is a Steel Watcher, it becomes <LSTag Type=""Status"" Tooltip=""STUNNED"">Stunned</LSTag>, and suffers a -1d4 penalty to <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag>.","Lance uma bomba Flashblinder que <LSTag Type=""Status"" Tooltip=""BLINDED"">Cega</LSTag> criaturas. Se a criatura alvo for um Observador de Aço, ela se torna <LSTag Type=""Status"" Tooltip=""STUNNED"">Atordoada</LSTag> e sofre uma penalidade de -1d4 em <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag>."
Malfunctioning,Malfuncionando
"The affected Steel Watcher is <LSTag Type=""Status"" Tooltip=""STUNNED"">Stunned</LSTag>.","O Steel Watcher afetado está <LSTag Type=""Status"" Tooltip=""STUNNED"">Atordoado</LSTag>."
Damaged Optics,Óptica Danificada
"Affected Steel Watcher is experiencing optical distortions, causing its vision to become impaired. It receives a -[1] penalty to <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag>.","O Steel Watcher afetado está experimentando distorções ópticas, fazendo com que sua visão fique prejudicada. Ele recebe uma penalidade de -[1] em <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag>."
Fungal Bamboozler,Enganador Fúngico
"Lob this vaporous decoction to potentially <LSTag Type=""Status"" Tooltip=""TIMMASK_SPORES"">Befuddle</LSTag> nearby foes.","Lance esta decocção vaporosa para potencialmente <LSTag Type=""Status"" Tooltip=""TIMMASK_SPORES"">Desorientar</LSTag> inimigos próximos."
Befuddled,Confuso
Affected creature can't control its actions and wanders around without direction.,A criatura afetada não consegue controlar suas ações e vagueia sem direção.
"Creatures within this surface may become <LSTag Type=""Status"" Tooltip=""TIMMASK_SPORES"">Befuddled</LSTag>.","Criaturas dentro desta superfície podem ficar <LSTag Type=""Status"" Tooltip=""TIMMASK_SPORES"">Confusas</LSTag>."
Haste Spore Flask,Frasco de Espora Aceleradora
"Lob this vaporous decoction to <LSTag Type=""Status"" Tooltip=""HASTE"">Hasten</LSTag> nearby creatures.","Lance esta decocção vaporosa para <LSTag Type=""Status"" Tooltip=""HASTE"">Acelerar</LSTag> criaturas próximas."
"Thousands of white spores buzz against the glass, impatient to be released.","Milhares de esporos brancos zumbem contra o vidro, impacientes para serem liberados."
"Creatures within this surface will become <LSTag Type=""Status"" Tooltip=""HASTE"">Hastened</LSTag>.","Criaturas dentro desta superfície se tornarão <LSTag Type=""Status"" Tooltip=""HASTE"">Hastened</LSTag>."
"Affected creature has an additional <LSTag Tooltip=""Action"">Action</LSTag>. They will not become <LSTag Type=""Status"" Tooltip=""HASTE_LETHARGY"">Lethargic</LSTag> upon the removal of this status.","A criatura afetada tem uma <LSTag Tooltip=""Action"">Ação</LSTag> adicional. Ela não se tornará <LSTag Type=""Status"" Tooltip=""HASTE_LETHARGY"">Lethárgica</LSTag> ao ter esse status removido."
Oil Flask,Frasco de Óleo
"Hurl an flask of flammable oil, coating the the ground on impact.","Lance um frasco de óleo inflamável, cobrindo o chão ao impacto."
"The shrapnel inside this will explode on impact, potentially causing all nearby creatures to <LSTag Type=""Status"" Tooltip=""BLEEDING"">Bleed</LSTag>.","A fragmentação dentro disso irá explodir ao impacto, potencialmente fazendo com que todas as criaturas próximas <LSTag Type=""Status"" Tooltip=""BLEEDING"">Bleed</LSTag>."
Overwhelm,Sobrecarregar
"When wielding a <LSTag Tooltip=""TwoHanded"">Two-Handed Weapon</LSTag> and making a <LSTag Tooltip=""MeleeWeaponAttack"">Melee Weapon Attack</LSTag>, deal additional damage to your target equal to your <LSTag Tooltip=""ProficiencyBonus"">Proficiency Bonus</LSTag> multiplied by two. This additional damage is still dealt even when you miss.","Ao empunhar uma <LSTag Tooltip=""TwoHanded"">Arma de Duas Mãos</LSTag> e fazer um <LSTag Tooltip=""MeleeWeaponAttack"">Ataque com Arma Corpo a Corpo</LSTag>, cause dano adicional ao seu alvo igual ao seu <LSTag Tooltip=""ProficiencyBonus"">Bônus de Proficiência</LSTag> multiplicado por dois. Esse dano adicional ainda é causado mesmo quando você erra."
Natural Fit,Ajuste Natural
"This armour allows you to add the entirety of your <LSTag Tooltip=""AbilityModifier"">Dexterity Modifier</LSTag> to your <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag>.","Esta armadura permite que você adicione a totalidade do seu <LSTag Tooltip=""AbilityModifier"">Modificador de Destreza</LSTag> à sua <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag>."
Heavy Handed,Mão Pesada
"Wielding a shield causes you to roll all Dexterity based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag> with <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag>.","Empunhar um escudo faz com que você realize todas as <LSTag Tooltip=""AbilityCheck"">Rolagens de Habilidade</LSTag> baseadas em Destreza com <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag>."
Heavy Frame,Estrutura Pesada
"Wearing heavy armour causes you to roll all Dexterity based <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag> with <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag>.","Usar armadura pesada faz com que você role todos os <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> baseados em Destreza com <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag>."
Dolor Amarus,Dor Amarga
"Once per turn, when you land a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag> with a weapon or unarmed attack, it deals an additional [1] damage.","Uma vez por turno, quando você acerta um <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag> com um ataque de arma ou ataque desarmado, ele causa [1] dano adicional."
Vicious Critical,Lembrança Viciosa
"When you land a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag> with a weapon or unarmed attack, you roll your damage with <LSTag Tooltip=""Advantage"">Advantage</LSTag>.","Ao conseguir um <LSTag Tooltip=""CriticalHit"">Acerto Crítico</LSTag> com uma arma ou ataque desarmado, você rola seu dano com <LSTag Tooltip=""Advantage"">Vantagem</LSTag>."
Death's Promise,Promessa da Morte
"When this weapon misses its target, the target is afflicted with <LSTag Type=""Status"" Tooltip=""BLEEDING"">Bleeding</LSTag> for three turns.","Quando esta arma erra o alvo, o alvo é afetado por <LSTag Type=""Status"" Tooltip=""BLEEDING"">Bleeding</LSTag> por três turnos."
Death's Reminder,Lembrete da Morte
"When attacking with <LSTag Tooltip=""Advantage"">Advantage</LSTag>, inflict <LSTag Type=""Status"" Tooltip=""BLEEDING"">Bleeding</LSTag> for three turns.","Ao atacar com <LSTag Tooltip=""Advantage"">Vantagem</LSTag>, inflija <LSTag Type=""Status"" Tooltip=""BLEEDING"">Sangramento</LSTag> por três turnos."
Dextrous Shielding,Escudo Ágil
This armor may benefit from your Dexterity in its entirety.,Esta armadura pode se beneficiar totalmente da sua Destreza.
Springstep,Passo Primaveril
"You are able to <LSTag Type=""Spell"" Tooltip=""Projectile_Jump"">Jump</LSTag> twice as far.","Você pode <LSTag Type=""Spell"" Tooltip=""Projectile_Jump"">Pular</LSTag> o dobro da distância."
Break and Slay,Quebrar e Matar
"When a nearby caster casts a Spell, you may use your <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reaction</LSTag> to make a <LSTag Tooltip=""MeleeWeaponAttack"">Melee Weapon Attack</LSTag> against them.","Quando um conjurador próximo lança um feitiço, você pode usar sua <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">reação</LSTag> para fazer um <LSTag Tooltip=""MeleeWeaponAttack"">Ataque Corpo a Corpo</LSTag> contra ele."
Serrated Acidity,Acidez Serrilhada
"When dealing damage with a weapon to a target coated in <LSTag Type=""Status"" Tooltip=""ACID"">Acid</LSTag>, deal an additional [1].","Ao causar dano com uma arma a um alvo coberto em <LSTag Type=""Status"" Tooltip=""ACID"">Acid</LSTag>, cause [1] de dano adicional."
Arcane Vehemence,Veemência Arcana
"Upon landing a killing blow with this weapon, immediately regain a Level 1 <LSTag Tooltip=""SpellSlot"">Spell Slot</LSTag>.","Ao desferir um golpe mortal com esta arma, recupere imediatamente um <LSTag Tooltip=""SpellSlot"">Espaço de Feitiço</LSTag> de Nível 1."
Unhampered Resistance,Resistência Desimpedida
"While the wielder is not wearing armour, they receive a +[1] bonus to their <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag>.","Enquanto o portador não estiver usando armadura, ele recebe um bônus de +[1] em sua <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag>."
Blessed Mercy,Misericórdia Abençoada
"When you heal a creature, it gains a +[1] bonus to <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> and <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag> for [2] turn.","Quando você cura uma criatura, ela ganha um bônus de +[1] em <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> e <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> por [2] turno."
Shapeshifter's Boon,Benção do Transformador
"While Wildshaped or when disguising yourself, gain a +[1] bonus to all <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag>.","Enquanto estiver em forma selvagem ou ao se disfarçar, ganhe um bônus de +[1] a todas as <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag>."
Mark of the Shifter,Marca do Transformador
"Creature has a +[1] bonus to all <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag>.","A criatura tem um bônus de +[1] em todas as <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag>."
Spider Step,Passo Aranha
"You gain status immunity to being Enwebbed and your <LSTag Tooltip=""MovementSpeed"">Movement Speed</LSTag> is not affected by web surfaces.","Você ganha imunidade a status de estar <LSTag Type=""Status"" Tooltip=""ENWEBBED"">Enredado</LSTag> e sua <LSTag Tooltip=""MovementSpeed"">Velocidade de Movimento</LSTag> não é afetada por superfícies de teia."
Argument Solved,Argumento Resolvido
"When dealing damage with this weapon, potentially <LSTag Type=""Status"" Tooltip=""SILENCED"">Silence</LSTag> your target.","Ao causar dano com esta arma, potencialmente <LSTag Type=""Status"" Tooltip=""SILENCED"">Silence</LSTag> seu alvo."
Running Jump,Salto Corrido
"Once per turn, if the wearer <LSTag Type=""Spell"" Tooltip=""Shout_Dash"">Dashes</LSTag>, they also <LSTag Type=""Spell"" Tooltip=""Shout_Disengage"">Disengage</LSTag>.","Uma vez por turno, se o portador <LSTag Type=""Spell"" Tooltip=""Shout_Dash"">Correr</LSTag>, ele também <LSTag Type=""Spell"" Tooltip=""Shout_Disengage"">Desengajar</LSTag>."
Frantic Urgency,Urgência Frenética
"During combat, when the wearer starts their turn with 50% <LSTag Tooltip=""HitPoints"">Hit Points</LSTag> or less, they gain three stacks of <LSTag Type=""Status"" Tooltip=""MAG_MOMENTUM"">Momentum</LSTag>.","Durante o combate, quando o portador começa seu turno com 50% de <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag> ou menos, ele ganha três pilhas de <LSTag Type=""Status"" Tooltip=""MAG_MOMENTUM"">Momentum</LSTag>."
Become the Bulwark,Torne-se o Baluarte
"You gain a +[1] bonus to <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag> as long as you are not wearing armour.","Você ganha um bônus de +[1] em sua <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag> enquanto não estiver usando armadura."
Warding Hands,Mãos Protetoras
"When you use one of your <LSTag Type=""ActionResource"" Tooltip=""ChannelOath"">Channel Oath</LSTag> Spells, you gain <LSTag Type=""Status"" Tooltip=""HEROISM"">Heroism</LSTag> for three turns.","Quando você usar um dos seus Feitiços de <LSTag Type=""ActionResource"" Tooltip=""ChannelOath"">Canalizar Juramento</LSTag>, você ganha <LSTag Type=""Status"" Tooltip=""HEROISM"">Heroísmo</LSTag> por três turnos."
Nimble Attack,Ataque Ágil
"When the wielder hits an enemy with this weapon, they gain one stack of <LSTag Type=""Status"" Tooltip=""MAG_MOMENTUM"">Momentum</LSTag>.","Quando o portador acerta um inimigo com esta arma, ele ganha uma pilha de <LSTag Type=""Status"" Tooltip=""MAG_MOMENTUM"">Momentum</LSTag>."
Yeenoghu's Gift,Presente de Yeenoghu
Hitting an enemy with this weapon heals the wielder for [1].,Acertar um inimigo com esta arma cura o portador em [1].
Electric Blood,Sangue Elétrico
"When the wielder deals damage using this weapon, they gain [1] <LSTag Type=""Status"" Tooltip=""MAG_CHARGED_LIGHTNING"">Lightning Charge</LSTag>.","Ao causar dano com esta arma, o portador ganha [1] <LSTag Type=""Status"" Tooltip=""MAG_CHARGED_LIGHTNING"">Lightning Charge</LSTag>."
Quick Play,Jogo Rápido
"At the start of combat, the wearer gains three stacks of <LSTag Type=""Status"" Tooltip=""MAG_MOMENTUM"">Momentum</LSTag>.","No início do combate, o portador ganha três pilhas de <LSTag Type=""Status"" Tooltip=""MAG_MOMENTUM"">Momentum</LSTag>."
Shockwave,Onda de Choque
"When the wielder makes an <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag> with this weapon, they deal an additional [1] in a [2] radius. This can be toggled at any time.","Quando o portador faz uma <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> com esta arma, eles causam [1] a mais em um raio de [2]. Isso pode ser ativado a qualquer momento."
Heavy Hitter,Golpe Pesado
Your weapon hits hard enough to send your target flying backward by [1].,Sua arma atinge com força suficiente para enviar seu alvo voando para trás por [1].
Moonlit Hue,Matiz da Luz da Lua
"This object shines with a glowing light in a radius of [1], causing it to deal an additional [2].","Este objeto brilha com uma luz radiante em um raio de [1], fazendo com que cause um dano adicional de [2]."
"When healed below 25% of your total <LSTag Tooltip=""HitPoints"">Hit Points</LSTag>, regain the maximum amount of Hit Points possible.","Ao ser curado abaixo de 25% de seus <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag> totais, recupere a quantidade máxima de Pontos de Vida possível."
Titan Weapon,Arma Titânica
"This weapon deals additional damage equal to your <LSTag Tooltip=""AbilityModifier"">Strength Modifier</LSTag>, if positive. You also add your Strength Modifier to all <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> made with this weapon.","Esta arma causa dano adicional igual ao seu <LSTag Tooltip=""AbilityModifier"">Modificador de Força</LSTag>, se for positivo. Você também adiciona seu Modificador de Força a todas as <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> feitas com esta arma."
"The wearers summoned creatures have <LSTag Tooltip=""Resistant"">Resistance</LSTag> to all damage.","As criaturas convocadas pelos portadores têm <LSTag Tooltip=""Resistant"">Resistência</LSTag> a todo dano."
Demonspirit Aura,Aura do Espírito Demoníaco
"Affected creatures summons have <LSTag Tooltip=""Resistant"">Resistance</LSTag> to all damage.","As criaturas afetadas têm <LSTag Tooltip=""Resistant"">Resistência</LSTag> a todo dano."
Murderous Sight,Visão Assassina
"Gain the ability to see in the dark, both magical and non-magical, up to [1]. In addition, you gain a +[2] bonus to Initiative rolls.","Ganhe a habilidade de ver no escuro, tanto mágico quanto não mágico, até [1]. Além disso, você ganha um bônus de +[2] nas rolagens de Iniciativa."
Stab Happy,Feliz com a Facada
Aura Of Murder,Aura de Assassinato
"Landing a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag> causes your target to become <LSTag Tooltip=""Vulnerable"">Vulnerable</LSTag> to Piercing damage until the start of their next turn.","Desferir um <LSTag Tooltip=""CriticalHit"">Acerto Crítico</LSTag> faz com que seu alvo fique <LSTag Tooltip=""Vulnerable"">Vulnerável</LSTag> a dano Cortante até o início do próximo turno dele."
"Wrap a shadow rope around a Humanoid creature's throat to start <LSTag Type=""Status"" Tooltip=""MAG_GARROTE_TARGET"">Garrotting</LSTag> it.","Enrole uma corda de sombra em torno do pescoço de uma criatura humanoide para começar a <LSTag Type=""Status"" Tooltip=""MAG_GARROTE_TARGET"">Estrangular</LSTag> ela."
"Affected creature is being strangled by a garrotte. It is <LSTag Type=""Status"" Tooltip=""SILENCED"">Silenced</LSTag> and takes [1] per turn. If the entity and the garrotter move more than [2] apart, this condition ends.","A criatura afetada está sendo estrangulada por um garrote. Ela está <LSTag Type=""Status"" Tooltip=""SILENCED"">Silenced</LSTag> e recebe [1] por turno. Se a entidade e o estrangulador se moverem mais de [2] de distância, essa condição termina."
Vigilant Defender,Defensor Vigilante
"When an enemy makes an <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag> against a nearby ally, you may use your <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reaction</LSTag> to attack them.","Quando um inimigo faz uma <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> contra um aliado próximo, você pode usar sua <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">reação</LSTag> para atacá-lo."
Edge of Terror,Borda do Terror
"Each strike inflicts a malevolent chill upon a target, preventing it from regaining <LSTag Tooltip=""HitPoints"">Hit Points</LSTag>. An Undead target will also receive <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag> on <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag>.","Cada golpe inflige um frio maligno sobre um alvo, impedindo-o de recuperar <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag>. Um alvo Morto-Vivo também receberá <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag> em <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag>."
Necrosis,Necrose
An arcane air that chills the soul.,Um ar arcano que gela a alma.
Monsterslayer,Caçador de Monstros
This weapon deals an additional +[1] damage against monstrosity type foes.,Esta arma causa um dano adicional de +[1] contra inimigos do tipo monstruosidade.
Rupturing,Ruptura
"Dealing damage with this weapon causes your target to become <LSTag Type=""Status"" Tooltip=""BARBED_ARROW"">Ruptured</LSTag> for three turns.","Causar dano com esta arma faz com que seu alvo se torne <LSTag Type=""Status"" Tooltip=""BARBED_ARROW"">Ruptured</LSTag> por três turnos."
Willing Whip,Chicote Voluntário
Dealing damage with this weapon deals an additional [1] to all creatures within [2] of the wielder.,Causar dano com esta arma causa +[1] a todas as criaturas a até [2] do portador.
Xyanyde's Fire,Fogo de Xyanyde
"Once per turn, you encase a target in <LSTag Type=""Status"" Tooltip=""FAERIE_FIRE"">Faerie Fire</LSTag> for [1] turns if you miss an attack against it.","Uma vez por turno, você envolve um alvo em <LSTag Type=""Status"" Tooltip=""FAERIE_FIRE"">Faerie Fire</LSTag> por [1] turnos se você errar um ataque contra ele."
Focused Stride,Passo Focado
