en,pt-BR
"Gain <LSTag Type=""Spell"" Tooltip=""CTarget_Smite_Blinding"">Blinding Smite</LSTag>.","Ganhe <LSTag Type=""Spell"" Tooltip=""CTarget_Smite_Blinding"">Golpe Cegante</LSTag>."
Blinding Smite,Golpe Cegante
"Evoke a heavenly flare and possibly <LSTag Type=""Status"" Tooltip=""BLINDING_SMITE_BLINDED"">Blind</LSTag> your target.","Evocar um clarão celestial e possivelmente <LSTag Type=""Status"" Tooltip=""BLINDING_SMITE_BLINDED"">Cegar</LSTag> seu alvo."
"Gain <LSTag Type=""Spell"" Tooltip=""CTarget_Smite_Branding"">Branding Smite</LSTag>.","Ganhe <LSTag Type=""Spell"" Tooltip=""CTarget_Smite_Branding"">Golpe de Marca</LSTag>."
"Force your target to erupt in a divine glow, possibly preventing it from turning <LSTag Type=""Status"" Tooltip=""INVISIBLE"">Invisible</LSTag>.","Force seu alvo a eclodir em um brilho divino, possivelmente impedindo-o de se tornar <LSTag Type=""Status"" Tooltip=""INVISIBLE"">Invisível</LSTag>."
Branding Smite,Golpe de Marca
"Affected creature sheds light in a [1] radius, preventing it from becoming <LSTag Type=""Status"" Tooltip=""INVISIBLE"">Invisible</LSTag>.","A criatura afetada emite luz em um raio de [1], impedindo-a de se tornar <LSTag Type=""Status"" Tooltip=""INVISIBLE"">Invisível</LSTag>."
"Gain <LSTag Type=""Spell"" Tooltip=""CTarget_Smite_Searing"">Searing Smite</LSTag>.","Ganhe <LSTag Type=""Spell"" Tooltip=""CTarget_Smite_Searing"">Searing Smite</LSTag>."
"Engulf your target in divine flame, possibly <LSTag Type=""Status"" Tooltip=""SEARING_SMITE"">Searing</LSTag> them.","Engula seu alvo em chamas divinas, possivelmente <LSTag Type=""Status"" Tooltip=""SEARING_SMITE"">Cauterizando</LSTag>-o."
Searing Smite,Golpe Ardente
Affected creature takes [1] every turn.,A criatura afetada recebe [1] a cada turno.
"Gain <LSTag Type=""Spell"" Tooltip=""CTarget_StaggeringSmite"">Staggering Smite</LSTag>.","Ganhe <LSTag Type=""Spell"" Tooltip=""CTarget_StaggeringSmite"">Golpe Atordoante</LSTag>."
"Shatter your targets resolve, potentially <LSTag Type=""Status"" Tooltip=""STAGGERING_SMITE"">Staggering</LSTag> them.","Quebre a determinação de seus alvos, potencialmente <LSTag Type=""Status"" Tooltip=""STAGGERING_SMITE"">Atordoando</LSTag>-os."
Staggering Smite,Golpe Atordoante
"Affected creature has <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag> on <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> and <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>, and can't take <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reactions</LSTag>.","A criatura afetada tem <LSTag Tooltip=""Desvantagem"">Desvantagem</LSTag> em <LSTag Tooltip=""Teste de Habilidade"">Testes de Habilidade</LSTag> e <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag>, e não pode realizar <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reações</LSTag>."
"Gain <LSTag Type=""Spell"" Tooltip=""CTarget_Smite_Thunderous"">Thunderous Smite</LSTag>.","Ganhe <LSTag Type=""Spell"" Tooltip=""CTarget_Smite_Thunderous"">Golpe Trovejante</LSTag>."
Thunderous Smite,Golpe Trovejante
"Push your target to the brink, possibly forcing them back by [1] and knocking them <LSTag Type=""Status"" Tooltip=""PRONE"">Prone</LSTag>.","Empurre seu alvo até o limite, possivelmente forçando-o para trás em [1] e derrubando-o <LSTag Type=""Status"" Tooltip=""PRONE"">Prone</LSTag>."
"Gain <LSTag Type=""Spell"" Tooltip=""CTarget_Smite_Wrathful"">Wrathful Smite</LSTag>.","Ganhe <LSTag Type=""Spell"" Tooltip=""CTarget_Smite_Wrathful"">Golpe Irado</LSTag>."
Wrathful Smite,Golpe Irado
"Destroy your targets confidence, potentially <LSTag Type=""Status"" Tooltip=""FRIGHTENED"">Frightening</LSTag> them.","Destrua a confiança de seu alvo, potencialmente <LSTag Type=""Status"" Tooltip=""FRIGHTENED"">Amedrontando</LSTag>-o."
You fight on the side of light in the cosmic struggle against darkness to preserve the sanctity of life and the beauty of nature.<br><br>Breaking your oath will result in grave consequences.,Você luta ao lado da luz na luta cósmica contra a escuridão para preservar a santidade da vida e a beleza da natureza.<br><br>Quebrar seu juramento resultará em graves consequências.
"Committed to preserving life, you fight on the side of the light in the cosmic struggle against darkness.<br><br>Breaking your oath will result in grave consequences.","Comprometido em preservar a vida, você luta ao lado da luz na luta cósmica contra a escuridão.<br><br>Quebrar seu juramento resultará em graves consequências."
"Oath of the Ancients paladins abide by the following tenets:<br><br>Kindle the Light. Through acts of kindness, enkindle the light of hope in the bleakest hollows of despair.<br><br>Shelter the Light. Where love blooms, stand against the devilry that would snip its stem.<br><br>Preserve Your Own Light. Delight in culture and small joys to preserve the light in your own heart.<br><br>Breaking your oath will result in grave consequences.","Os paladinos do Juramento dos Antigos seguem os seguintes preceitos:<br><br>Acenda a Luz. Através de atos de bondade, acenda a luz da esperança nos mais sombrios abismos do desespero.<br><br>Proteja a Luz. Onde o amor floresce, resista à malícia que tentaria cortar seu caule.<br><br>Preserve Sua Própria Luz. Delicie-se com a cultura e pequenas alegrias para preservar a luz em seu próprio coração.<br><br>Quebrar seu juramento resultará em graves consequências."
Ancient Judgement,Julgamento Antigo
"When making an <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> or dealing damage to a Fey type creature, roll with <LSTag Tooltip=""Advantage"">Advantage</LSTag>. Once per turn, upon landing a killing blow on a Fey, restore one <LSTag Type=""ActionResource"" Tooltip=""WarPriestActionPoint"">Crusaders Smite</LSTag> charge.","Ao fazer uma <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> ou causar dano a uma criatura do tipo Fey, role com <LSTag Tooltip=""Advantage"">Vantagem</LSTag>. Uma vez por turno, ao desferir um golpe mortal em um Fey, restaure uma carga de <LSTag Type=""ActionResource"" Tooltip=""WarPriestActionPoint"">Golpe do Cruzado</LSTag>."
Heal yourself and all allies within [1] for [2]. Regain another [2] when the status ends.,Cure-se e todos os aliados dentro de [1] por [2]. Recupere mais [2] quando o status terminar.
Heal yourself and all allies within [1] for [2].,Cure a si mesmo e todos os aliados dentro de [1] por [2].
Healing Radiance,Radiação Curativa
"Affected creature will automatically cast <LSTag Type=""Spell"" Tooltip=""Shout_HealingRadiance"">Healing Radiance</LSTag> again when this status expires.","A criatura afetada lançará automaticamente <LSTag Type=""Spell"" Tooltip=""Shout_HealingRadiance"">Radiação Curativa</LSTag> novamente ao expirar este status."
"<LSTag Type=""Status"" Tooltip=""NATURES_WRATH"">Restrain</LSTag> an enemy. They cannot move. <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> against them have <LSTag Tooltip=""Advantage"">Advantage</LSTag>. They make all Dexterity based <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag> with <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag>.","<LSTag Type=""Status"" Tooltip=""NATURES_WRATH"">Imobilizar</LSTag> um inimigo. Eles não podem se mover. <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> contra eles têm <LSTag Tooltip=""Advantage"">Vantagem</LSTag>. Eles fazem todos os <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> baseados em Destreza com <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag>."
Binding Radiance,Radiação Aprisionadora
Soothing Radiance,Radiação Acalmante
"Your <LSTag Type=""Spell"" Tooltip=""Shout_HealingRadiance"">Healing Radiance</LSTag> removes all forms of Poison and Disease. Targets of <LSTag Type=""Spell"" Tooltip=""Target_NaturesWrath"">Binding Radiance</LSTag> make their <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag> with <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag> when attempting to resist it.","Sua <LSTag Type=""Spell"" Tooltip=""Shout_HealingRadiance"">Radiação Curativa</LSTag> remove todas as formas de Veneno e Doença. Alvos de <LSTag Type=""Spell"" Tooltip=""Target_NaturesWrath"">Radiação Vinculante</LSTag> fazem seus <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> com <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag> ao tentar resistir a isso."
Turn the Faithless,Transformar os Infieis
"<LSTag Type=""Status"" Tooltip=""TURNED"">Turn</LSTag> nearby Fey, potentially dealing significant damage to them in the process. They are forced to flee and cannot come close to you.","<LSTag Type=""Status"" Tooltip=""TURNED"">Virar</LSTag> fadas próximas, potencialmente causando danos significativos a elas no processo. Elas são forçadas a fugir e não podem se aproximar de você."
Extended Oath,Juramento Estendido
"The range of your <LSTag Type=""Spell"" Tooltip=""Shout_HealingRadiance"">Healing Radiance</LSTag> is doubled. Additionally, <LSTag Type=""Spell"" Tooltip=""Target_NaturesWrath"">Binding Radiance</LSTag> may now select up to three targets.","O alcance da sua <LSTag Type=""Spell"" Tooltip=""Shout_HealingRadiance"">Radiação Curativa</LSTag> é dobrado. Além disso, <LSTag Type=""Spell"" Tooltip=""Target_NaturesWrath"">Radiação Vinculante</LSTag> agora pode selecionar até três alvos."
"Emit an aura across [1] which grants both yourself and allies <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>.","Emita uma aura ao redor de [1] que concede a você e aliados <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag>."
"Affected creature is emitting an aura across [1] which grants both this creature and allies <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>.","A criatura afetada está emitindo uma aura em [1] que concede a esta criatura e aliados <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag>."
Aura of Protection,Aura de Proteção
"Has <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag> within [1] of the Paladin responsible for this status.","Tem <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> dentro de [1] do Paladino responsável por este status."
Oathbound Defender,Defensor Juramentado
"Your <LSTag Type=""Spell"" Tooltip=""Shout_HealingRadiance"">Healing Radiance</LSTag> now grants <LSTag Tooltip=""Resistant"">Resistance</LSTag> to all damage until it is recast. When dealing damage to a target affected by your <LSTag Type=""Spell"" Tooltip=""Target_NaturesWrath"">Binding Radiance</LSTag>, all damage dice is rolled with <LSTag Tooltip=""Advantage"">Advantage</LSTag>.","Seu <LSTag Type=""Spell"" Tooltip=""Shout_HealingRadiance"">Radiação Curativa</LSTag> agora concede <LSTag Tooltip=""Resistant"">Resistência</LSTag> a todo dano até que seja recastado. Ao causar dano a um alvo afetado pela sua <LSTag Type=""Spell"" Tooltip=""Target_NaturesWrath"">Radiação Vinculante</LSTag>, todos os dados de dano são rolados com <LSTag Tooltip=""Advantage"">Vantagem</LSTag>."
"Following the ideal of the knight in shining armour, you act with honour and virtue to protect the weak and pursue the greater good.<br><br>Breaking your oath will result in grave consequences.","Seguindo o ideal do cavaleiro de armadura brilhante, você age com honra e virtude para proteger os fracos e buscar o bem maior.<br><br>Quebrar seu juramento resultará em consequências graves."
"Following the ideal of the knight in shining armour, you act with honour and virtue in the pursuit of the greater good.<br><br>Breaking your oath will result in grave consequences.","Seguindo o ideal do cavaleiro de armadura reluzente, você age com honra e virtude na busca do bem maior.<br><br>Quebrar seu juramento resultará em graves consequências."
"Oath of Devotion paladins abide by the following tenets:<br><br>Courage. Stride dauntlessly into action.<br><br>Compassion. Show clemency when prudent, and lend your arm to those in need.<br><br>Duty. Tend your responsibilities, obey just laws, and support those entrusted to your care.<br><br>Breaking your oath will result in grave consequences.","Os paladinos do Juramento de Devoção seguem os seguintes princípios:<br><br>Coragem. Avance destemidamente para a ação.<br><br>Compaixão. Mostre clemência quando prudente e estenda sua mão àqueles que precisam.<br><br>Dever. Cuide de suas responsabilidades, obedeça às leis justas e apoie aqueles que estão sob seus cuidados.<br><br>Quebrar seu juramento resultará em graves consequências."
Divine Judgement,Julgamento Divino
"When making an <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> or dealing damage to a Fiend type creature, roll with <LSTag Tooltip=""Advantage"">Advantage</LSTag>. Once per turn, upon landing a killing blow on a Fiend, restore one <LSTag Type=""ActionResource"" Tooltip=""WarPriestActionPoint"">Crusaders Smite</LSTag> charge.","Ao fazer uma <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> ou causar dano a uma criatura do tipo Fiend, role com <LSTag Tooltip=""Advantage"">Vantagem</LSTag>. Uma vez por turno, ao conseguir um golpe fatal em um Fiend, restaure uma carga de <LSTag Type=""ActionResource"" Tooltip=""WarPriestActionPoint"">Golpe do Cruzado</LSTag>."
"Grant yourself or an ally a vengeful aura which inflicts three stacks of <LSTag Type=""Status"" Tooltip=""MAG_RADIANT_RADIATING_ORB"">Radiating Orb</LSTag> to any other creature who damages them with a melee attack.","Conceda a si mesmo ou a um aliado uma aura vingativa que inflige três pilhas de <LSTag Type=""Status"" Tooltip=""MAG_RADIANT_RADIATING_ORB"">Orbe Radiante</LSTag> a qualquer outra criatura que os danifique com um ataque corpo a corpo."
Holy Rebuke,Repreensão Sagrada
"Affected creature is protected by a vengeful aura. <br><br>Aggressors recieve three stacks of <LSTag Type=""Status"" Tooltip=""MAG_RADIANT_RADIATING_ORB"">Radiating Orb</LSTag> when they damage the creature with a melee attack.","A criatura afetada está protegida por uma aura vingativa. <br><br>Agressores recebem três pilhas de <LSTag Type=""Status"" Tooltip=""MAG_RADIANT_RADIATING_ORB"">Orbe Radiante</LSTag> quando causam dano à criatura com um ataque corpo a corpo."
"Illuminate your weapon with a holy radiance. It will have a higher chance of hitting, and emit a bright light across [1].",Iluminar sua arma com uma radiação sagrada. Ela terá uma chance maior de acertar e emitirá uma luz brilhante em um raio de [1].
Sacred Weapon,Arma Sagrada
"Affected weapon adds its wielders <LSTag Tooltip=""AbilityModifier"">Charisma Modifier</LSTag> to <LSTag Tooltip=""AbilityModifier"">Attack Rolls</LSTag>. It has become magical and emits radiant light across [1].","A arma afetada adiciona o <LSTag Tooltip=""AbilityModifier"">Modificador de Carisma</LSTag> de seu portador às <LSTag Tooltip=""AbilityModifier"">Rolagens de Ataque</LSTag>. Ela se tornou mágica e emite luz radiante em um raio de [1]."
Sacred Oath,Juramento Sagrado
"Select two additional targets when casting  <LSTag Type=""Spell"" Tooltip=""Target_HolyRebuke"">Holy Rebuke</LSTag>. Additionally, dealing damage with your <LSTag Type=""Spell"" Tooltip=""Shout_SacredWeapon"">Sacred Weapon</LSTag> restores your <LSTag Tooltip=""HitPoints"">Hit Points</LSTag>. The value restored is equal to your <LSTag Tooltip=""AbilityModifier"">Charisma Modifier</LSTag>.","Selecione dois alvos adicionais ao lançar <LSTag Type=""Spell"" Tooltip=""Target_HolyRebuke"">Rebuke Sagrado</LSTag>. Além disso, causar dano com sua <LSTag Type=""Spell"" Tooltip=""Shout_SacredWeapon"">Arma Sagrada</LSTag> restaura seus <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag>. O valor restaurado é igual ao seu <LSTag Tooltip=""AbilityModifier"">Modificador de Carisma</LSTag>."
Turn the Unholy,Transformar o Profano
"<LSTag Type=""Status"" Tooltip=""TURNED"">Turn</LSTag> nearby Fiends, potentially dealing significant damage to them in the process. They are forced to flee and cannot come close to you.","<LSTag Type=""Status"" Tooltip=""TURNED"">Virar</LSTag> fiends próximos, potencialmente causando dano significativo a eles no processo. Eles são forçados a fugir e não podem se aproximar de você."
Radiant Reflection,Reflexo Radiante
"When taking damage while <LSTag Type=""Spell"" Tooltip=""Target_HolyRebuke"">Holy Rebuke</LSTag> is active, your aggressor takes [1]. In addition, your <LSTag Type=""Spell"" Tooltip=""Shout_SacredWeapon"">Sacred Weapon</LSTag> now inflicts one stack of <LSTag Type=""Status"" Tooltip=""MAG_RADIANT_RADIATING_ORB"">Radiating Orb</LSTag> when you deal damage.","Ao receber dano enquanto <LSTag Type=""Spell"" Tooltip=""Target_HolyRebuke"">Repreensão Sagrada</LSTag> está ativa, seu agressor recebe [1]. Além disso, sua <LSTag Type=""Spell"" Tooltip=""Shout_SacredWeapon"">Arma Sagrada</LSTag> agora inflige uma pilha de <LSTag Type=""Status"" Tooltip=""MAG_RADIANT_RADIATING_ORB"">Orbe Radiante</LSTag> quando você causa dano."
"Emit an aura across [1] granting <LSTag Type=""Status"" Tooltip=""HEROISM"">Heroism</LSTag> to yourself and allies, as well <LSTag Tooltip=""Immune"">Immunity</LSTag> to all fear based status effects.","Emita uma aura ao redor de [1] concedendo <LSTag Type=""Status"" Tooltip=""HEROISM"">Heroísmo</LSTag> a você e aliados, além de <LSTag Tooltip=""Immune"">Imunidade</LSTag> a todos os efeitos de status baseados em medo."
"Affected creature is emitting an aura across [1] which grants both this creature and allies <LSTag Type=""Status"" Tooltip=""HEROISM"">Heroism</LSTag>, as well as <LSTag Tooltip=""Immune"">Immunity</LSTag> to all fear based status effects.","A criatura afetada está emitindo uma aura ao redor de [1] que concede tanto a esta criatura quanto a aliados <LSTag Type=""Status"" Tooltip=""HEROISM"">Heroísmo</LSTag>, além de <LSTag Tooltip=""Immune"">Imunidade</LSTag> a todos os efeitos de status baseados em medo."
Aura of Courage,Aura de Coragem
"Has <LSTag Type=""Status"" Tooltip=""HEROISM"">Heroism</LSTag> as well as <LSTag Tooltip=""Immune"">Immunity</LSTag> to all fear based status effects while within [1] of the Paladin responsible for this status.","Possui <LSTag Type=""Status"" Tooltip=""HEROISM"">Heroísmo</LSTag> assim como <LSTag Tooltip=""Immune"">Imunidade</LSTag> a todos os efeitos de status baseados em medo enquanto estiver dentro de [1] do Paladino responsável por este status."
Pure Radiance,Radiação Pura
"When making an <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag> against a creature afflicted with stacks of <LSTag Type=""Status"" Tooltip=""MAG_RADIANT_RADIATING_ORB"">Radiating Orb</LSTag>, you roll with <LSTag Tooltip=""Advantage"">Advantage</LSTag> and deal an additional [1].","Ao fazer uma <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> contra uma criatura afetada por pilhas de <LSTag Type=""Status"" Tooltip=""MAG_RADIANT_RADIATING_ORB"">Orbe Radiante</LSTag>, você rola com <LSTag Tooltip=""Advantage"">Vantagem</LSTag> e causa [1] a mais."
You have set aside even your own purity to right wrongs and deliver justice to those who have committed the most grievous sins.<br><br>Breaking your oath will result in grave consequences.,Você deixou de lado até mesmo sua própria pureza para corrigir erros e trazer justiça àqueles que cometeram os pecados mais graves.<br><br>Quebrar seu juramento resultará em consequências graves.
"Oath of Vengeance paladins abide by the following tenets:<br><br>Fight the Greater Evil. Exerting your wisdom, identify the higher morality in any given instance, and fight for it.<br><br>No Mercy for the Wicked. Chasten those who dole out their villainy by wiping their blight from the world forever.<br><br>Breaking your oath will result in grave consequences.","Os paladinos do Juramento de Vingança seguem os seguintes preceitos:<br><br>Lute contra o Mal Maior. Exercendo sua sabedoria, identifique a moralidade superior em qualquer situação e lute por ela.<br><br>Sem Misericórdia para os Ímpios. Castigue aqueles que disseminam sua vilania, apagando sua mancha do mundo para sempre.<br><br>Quebrar seu juramento resultará em graves consequências."
Righteous Judgement,Julgamento Justo
"When making an <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> or dealing damage to a Undead type creature, roll with <LSTag Tooltip=""Advantage"">Advantage</LSTag>. Once per turn, upon landing a killing blow on a Undead, restore one <LSTag Type=""ActionResource"" Tooltip=""WarPriestActionPoint"">Crusaders Smite</LSTag> charge.","Ao fazer uma <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> ou causar dano a uma criatura do tipo Morto-vivo, role com <LSTag Tooltip=""Advantage"">Vantagem</LSTag>. Uma vez por turno, ao desferir um golpe fatal em um Morto-vivo, restaure uma carga de <LSTag Type=""ActionResource"" Tooltip=""WarPriestActionPoint"">Golpe do Cruzado</LSTag>."
"You or an ally's weapon attacks deal an additional [1] and can <LSTag Type=""Status"" Tooltip=""DAZED"">Daze</LSTag> enemies for 1 turn.","Você ou um aliado causam [1] de dano adicional com ataques de arma e podem <LSTag Type=""Status"" Tooltip=""DAZED"">Atordoar</LSTag> inimigos por 1 turno."
Inquisitor's Might,Poder do Inquisidor
"Affected creatures weapon attacks deal an additional [1] and can <LSTag Type=""Status"" Tooltip=""DAZED"">Daze</LSTag> targets for 1 turn.","Os ataques com armas das criaturas afetadas causam [1] de dano adicional e podem <LSTag Type=""Status"" Tooltip=""DAZED"">Atordoar</LSTag> os alvos por 1 turno."
Abjure Enemy,Abjurar Inimigo
"<LSTag Type=""Status"" Tooltip=""FRIGHTENED"">Frighten</LSTag> an enemy.","<LSTag Type=""Status"" Tooltip=""FRIGHTENED"">Amedrontar</LSTag> um inimigo."
Sanctified Commands,Ordens Santificadas
"Once per combat encounter, you may cast <LSTag Type=""Spell"" Tooltip=""Target_AbjureEnemy"">Abjure Enemy</LSTag> or <LSTag Type=""Spell"" Tooltip=""Target_InquisitorsMight"">Inquisitor's Might</LSTag> as a free action. Outside of combat, these actions may be cast for free.","Uma vez por encontro de combate, você pode lançar <LSTag Type=""Spell"" Tooltip=""Target_AbjureEnemy"">Abjurar Inimigo</LSTag> ou <LSTag Type=""Spell"" Tooltip=""Target_InquisitorsMight"">Força do Inquisidor</LSTag> como uma ação gratuita. Fora do combate, essas ações podem ser realizadas gratuitamente."
Turn the Damned,Transformar os Condenados
"<LSTag Type=""Status"" Tooltip=""TURNED"">Turn</LSTag> nearby Undead, potentially dealing significant damage to them in the process. They are forced to flee and cannot come close to you.","<LSTag Type=""Status"" Tooltip=""TURNED"">Virar</LSTag> os mortos-vivos próximos, potencialmente causando danos significativos a eles no processo. Eles são forçados a fugir e não podem se aproximar de você."
Abjure the Weak,Abjurar os Fracos
"When dealing damage to a target affected by <LSTag Type=""Spell"" Tooltip=""Target_AbjureEnemy"">Abjure Enemy</LSTag>, roll your damage dice with <LSTag Tooltip=""Advantage"">Advantage</LSTag>. Additionally, <LSTag Type=""Spell"" Tooltip=""Target_InquisitorsMight"">Inquisitor's Might</LSTag> also grants Advantage on <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag>.","Ao causar dano a um alvo afetado por <LSTag Type=""Spell"" Tooltip=""Target_AbjureEnemy"">Abjurar Inimigo</LSTag>, role seus dados de dano com <LSTag Tooltip=""Advantage"">Vantagem</LSTag>. Além disso, <LSTag Type=""Spell"" Tooltip=""Target_InquisitorsMight"">Força do Inquisidor</LSTag> também concede Vantagem em <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag>."
"Emit an aura across [1] which grants both yourself and allies <LSTag Tooltip=""Resistant"">Resistance</LSTag> to damage from spells.","Emita uma aura em [1] que concede a você e aos aliados <LSTag Tooltip=""Resistant"">Resistência</LSTag> a danos de feitiços."
"Affected creature is emitting an aura across [1] which grants both this creature and allies <LSTag Tooltip=""Resistant"">Resistance</LSTag> to damage from spells.","A criatura afetada está emitindo uma aura em [1] que concede a esta criatura e aliados <LSTag Tooltip=""Resistant"">Resistência</LSTag> contra dano de feitiços."
Aura of Warding,Aura de Proteção
"Has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to damage from spells while within [1] of the Paladin responsible for this status.","Possui <LSTag Tooltip=""Resistant"">Resistência</LSTag> a dano de feitiços enquanto estiver a [1] do Paladino responsável por este status."
I Am Vengeance,Eu Sou a Vingança
"Once per <LSTag Tooltip=""ShortRest"">Short Rest</LSTag>, erupt in radiant fury. Your weapon attacks deal an additional [1] for three turns and all <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> you make are rolled with <LSTag Tooltip=""Advantage"">Advantage</LSTag>.","Uma vez por <LSTag Tooltip=""ShortRest"">Descanso Curto</LSTag>, irrompa em fúria radiante. Seus ataques com armas causam [1] adicional por três turnos e todas as <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> que você fizer são roladas com <LSTag Tooltip=""Advantage"">Vantagem</LSTag>."
