en,pt-BR
Improved Bardic Inspiration,Inspiração Barda Aprimorada
"The bonuses provided from granting allies <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Bardic Inspiration</LSTag> increases to +[1].","Os bônus fornecidos ao conceder aos aliados <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Inspiração Bardica</LSTag> aumentam para +[1]."
Font of Inspiration,Fonte de Inspiração
"Upon entering combat, restore all three charges of your <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Bardic Inspiration</LSTag>.","Ao entrar em combate, restaure todas as três cargas de sua <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Inspiração Barda</LSTag>."
Reliable Talent,Talento Confiável
"When you make an <LSTag Tooltip=""AbilityCheck"">Ability Check</LSTag> with a <LSTag Tooltip=""Skill"">Skill</LSTag> you are <LSTag Tooltip=""Proficiency"">Proficient</LSTag> in, the lowest result you can roll is [1].","Quando você faz um <LSTag Tooltip=""AbilityCheck"">Teste de Habilidade</LSTag> com uma <LSTag Tooltip=""Skill"">Perícia</LSTag> na qual você é <LSTag Tooltip=""Proficiency"">Proficiente</LSTag>, o menor resultado que você pode rolar é [1]."
The Best Kept Secrets,Os Segredos Mais Bem Guardados
"Learn two Spells from the Magical Secrets pool per level, rather than one.<br><br>Upon reaching a state of <LSTag Type=""Status"" Tooltip=""PERFORMATIVE_CHORUS"">Performative Chorus</LSTag>, you may cast a Spell without expending a <LSTag Tooltip=""SpellSlot"">Spell Slot</LSTag> at the cost of one charge of your <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Bardic Inspiration</LSTag>.","Aprenda dois Feitiços da pool de Segredos Mágicos por nível, em vez de um.<br><br>Ao alcançar um estado de <LSTag Type=""Status"" Tooltip=""PERFORMATIVE_CHORUS"">Coro Performático</LSTag>, você pode lançar um Feitiço sem gastar um <LSTag Tooltip=""SpellSlot"">Slot de Feitiço</LSTag> ao custo de uma carga da sua <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Inspiração de Bardo</LSTag>."
Binding Vows,Votos Aprisionadores
"Spells you cast increase their <LSTag Tooltip=""DifficultyClass"">Difficulty Class</LSTag> by one.","Os feitiços que você lança aumentam sua <LSTag Tooltip=""DifficultyClass"">Classe de Dificuldade</LSTag> em um."
"Upon rolling a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag> with a Spell or <LSTag Tooltip=""Cantrip"">Cantrip</LSTag>, your next Spell will not consume a <LSTag Tooltip=""SpellSlot"">Spell Slot</LSTag>.","Ao rolar um <LSTag Tooltip=""CriticalHit"">Acerto Crítico</LSTag> com um Feitiço ou <LSTag Tooltip=""Cantrip"">Truque</LSTag>, seu próximo Feitiço não consumirá um <LSTag Tooltip=""SpellSlot"">slot de feitiço</LSTag>."
Critical Secrets,Segredos Críticos
"Affected creatures next Spell that they cast will not consume a <LSTag Tooltip=""SpellSlot"">Spell Slot</LSTag>.","Criaturas afetadas não consumirã um <LSTag Tooltip=""SpellSlot"">Espaço de Feitiço</LSTag> na próxima magia que lançarem."
Improved Binding Vows,Votos Aprimorados de Aprisionamento
"Spells you cast increase their <LSTag Tooltip=""DifficultyClass"">Difficulty Class</LSTag> by two.","Os feitiços que você conjura aumentam sua <LSTag Tooltip=""DifficultyClass"">Classe de Dificuldade</LSTag> em dois."
Macabre Secrets,Segredos Macabros
"Upon landing a killing blow with a Spell or <LSTag Tooltip=""Cantrip"">Cantrip</LSTag>, restore one charge of your <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Bardic Inspiration</LSTag>. This effect can trigger once per turn.","Ao desferir um golpe mortal com um Feitiço ou um <LSTag Tooltip=""Cantrip"">Truque</LSTag>, restaure uma carga da sua <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Inspiração Bardica</LSTag>. Este efeito pode ser ativado uma vez por turno."
Vow of Safety,Voto de Segurança
"Roll all <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag> with <LSTag Tooltip=""Advantage"">Advantage</LSTag>.","Role todos os <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> com <LSTag Tooltip=""Advantage"">Vantagem</LSTag>."
"Through determination and valor, you have refined your craft. You gain <LSTag Type=""Spell"" Tooltip=""Target_BardicInspiration_Combat"">Refined Bardic Inspiration</LSTag>.<br><br>Upon reaching a state of <LSTag Type=""Status"" Tooltip=""PERFORMATIVE_CHORUS"">Performative Chorus</LSTag>, you may grant Refined Bardic Inspiration to all allies within [1] at the cost of one charge of your <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Bardic Inspiration</LSTag>.","Através de determinação e valor, você aprimorou sua habilidade. Você ganha <LSTag Type=""Spell"" Tooltip=""Target_BardicInspiration_Combat"">Inspiração Barda Aprimorada</LSTag>.<br><br>Ao alcançar um estado de <LSTag Type=""Status"" Tooltip=""PERFORMATIVE_CHORUS"">Coro Performático</LSTag>, você pode conceder Inspiração Barda Aprimorada a todos os aliados dentro de [1] ao custo de uma carga da sua <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Inspiração Barda</LSTag>."
"Inspire an ally to add a +[1] bonus to their next <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag>, <LSTag Tooltip=""AbilityCheck"">Ability Check</LSTag>, <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag>.<br><br>They can also choose to add a +[1] bonus to the damage their next weapon attack deals, or to their <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag> to shield them from an attack.","Inspire um aliado a adicionar um bônus de +[1] à sua próxima <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag>, <LSTag Tooltip=""AbilityCheck"">Teste de Habilidade</LSTag>, <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag>.<br><br>Ele também pode optar por adicionar um bônus de +[1] ao dano do seu próximo ataque com arma, ou à sua <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag> para se proteger de um ataque."
Refined Bardic Inspiration,Inspiração Barda Refinada
"Affected creature can use their <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Bardic Inspiration</LSTag> to add a +[1] bonus to their next <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag>, <LSTag Tooltip=""AbilityCheck"">Ability Check</LSTag>, or <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag>.<br><br>They can also choose to add a +[1] bonus to the damage their next weapon attack deals, or to their <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag> to shield them from an attack.","A criatura afetada pode usar sua <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Inspiração de Bardo</LSTag> para adicionar um bônus de +[1] à sua próxima <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag>, <LSTag Tooltip=""AbilityCheck"">Teste de Habilidade</LSTag> ou <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag>.<br><br>Ela também pode optar por adicionar um bônus de +[1] ao dano que seu próximo ataque com arma causa, ou à sua <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag> para se proteger de um ataque."
Valiant Attack,Ataque Valente
"Add a +[1] bonus to your <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag>.","Adicione um bônus de +[1] à sua <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag>."
Valiant Defence,Defesa Valente
"Add a +[1] bonus to your <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag> or <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag>.","Adicione um bônus de +[1] ao seu <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag> ou <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag>."
Valiant Damage,Dano Valente
Add +[1] bonus to your damage with a weapon attack.,Adicione +[1] de bônus ao seu dano com um ataque de arma.
Valiant Roll,Rolagem Valiant
"Add a +[1] bonus to your next <LSTag Tooltip=""AbilityCheck"">Ability Check</LSTag>.","Adicione um bônus de +[1] ao seu próximo <LSTag Tooltip=""AbilityCheck"">Teste de Habilidade</LSTag>."
"Your <LSTag Type=""Spell"" Tooltip=""Shout_SongOfRest"">Song of Rest</LSTag> has grown into a full blown Song of Valor! Once per <LSTag Tooltip=""LongRest"">Long Rest</LSTag>, provide the benefits of a full Long Rest to yourself and nearby allies.","Sua <LSTag Type=""Spell"" Tooltip=""Shout_SongOfRest"">Canção de Descanso</LSTag> se transformou em uma verdadeira Canção de Valor! Uma vez por <LSTag Tooltip=""LongRest"">Descanso Longo</LSTag>, forneça os benefícios de um Descanso Longo completo para você e aliados próximos."
Song of Valor,Canção do Valor
"Revitalize yourself and nearby allies as though you had taken a <LSTag Tooltip=""LongRest"">Long Rest</LSTag>.","Revitalize-se e os aliados próximos como se você tivesse feito um <LSTag Tooltip=""LongRest"">Descanso Longo</LSTag>."
Valorous Luck,Sorte Valorosa
"Gain a +1d4 bonus to all <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","Ganhe um bônus de +1d4 em todos os <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
"Your Font of Inspiration now overflows with valor! In addition to fully restoring all three charges of your <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Bardic Inspiration</LSTag> at the beginning of combat, you now also restore one charge every three turns for as long as combat persists.","Sua Fonte de Inspiração agora transborda de valor! Além de restaurar completamente as três cargas de sua <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Inspiração do Bardo</LSTag> no início do combate, você agora também restaura uma carga a cada três turnos enquanto o combate persistir."
Font of Valor,Fonte de Valor
"Affected creature will restore one charge of <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Bardic Inspiration</LSTag> when this status expires.","A criatura afetada restaurará uma carga de <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Inspiração Bardica</LSTag> quando este status expirar."
Improved Valorous Luck,Sorte Valorosa Aprimorada
"Gain a +2d4 bonus to all <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","Ganhe um bônus de +2d4 em todos os <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
Reliable Valor,Valor Confiável
"When you make an <LSTag Tooltip=""AbilityCheck"">Ability Check</LSTag> with a <LSTag Tooltip=""Skill"">Skill</LSTag> that you are <LSTag Tooltip=""Proficiency"">Proficient</LSTag> in, the lowest result you can roll is [1].","Quando você faz um <LSTag Tooltip=""AbilityCheck"">Teste de Habilidade</LSTag> com uma <LSTag Tooltip=""Skill"">Perícia</LSTag> na qual você é <LSTag Tooltip=""Proficiency"">Proficiente</LSTag>, o menor resultado que você pode rolar é [1]."
Melodic Steel,Aço Melódico
"Once per turn, upon landing a killing blow, restore one charge of your <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Bardic Inspiration</LSTag>. This effect can trigger once per turn.<br><br>Upon reaching a state of <LSTag Type=""Status"" Tooltip=""PERFORMATIVE_CHORUS"">Performative Chorus</LSTag>, you gain an additional <LSTag Tooltip=""Action"">Action</LSTag> at the cost of one charge of your <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Bardic Inspiration</LSTag>.","Uma vez por turno, ao desferir um golpe mortal, restaure uma carga da sua <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Inspiração Barda</LSTag>. Este efeito pode ser acionado uma vez por turno.<br><br>Ao alcançar um estado de <LSTag Type=""Status"" Tooltip=""PERFORMATIVE_CHORUS"">Coro Performático</LSTag>, você ganha uma <LSTag Tooltip=""Action"">Ação</LSTag> adicional ao custo de uma carga da sua <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Inspiração Barda</LSTag>."
Bardic Flourishes,Floreios Bardicos
Learn two distinct bardic combat techniques.,Aprenda duas técnicas de combate bardo distintas.
Defensive Flourish (Melee),Floreio Defensivo (Corpo a Corpo)
"Quickly strike and assume a defensive stance, increasing your <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag> by +[1] if you hit. ","Ataque rapidamente e assuma uma postura defensiva, aumentando sua <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag> em +[1] se você acertar."
Mobile Flourish (Melee),Floreio Móvel
"Thrust your weapon with enough force to push your target back [1]. Afterwards, you can <LSTag Type=""Spell"" Tooltip=""Target_BladeFlourish_Mobile_FollowUp"">Teleport</LSTag> to the target.","Empurre sua arma com força suficiente para empurrar seu alvo para trás [1]. Depois, você pode <LSTag Type=""Spell"" Tooltip=""Target_BladeFlourish_Mobile_FollowUp"">teleportar</LSTag> para o alvo."
Slashing Flourish (Melee),Floreio Cortante (Corpo a Corpo)
Attack up to two enemies in front of you.,Ataque até dois inimigos à sua frente.
Defensive Flourish (Ranged),Floreio Defensivo (À Distância)
"Quickly fire and assume a defensive stance, increasing your <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag> by +[1] if you hit. ","Dispare rapidamente e assuma uma postura defensiva, aumentando sua <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag> em +[1] se você acertar."
Mobile Flourish (Ranged),Floreio Móvel (À Distância)
"Shoot a target with enough force to push it back [1]. Afterwards, you can <LSTag Type=""Spell"" Tooltip=""Target_BladeFlourish_Mobile_FollowUp"">Teleport</LSTag> to the target.","Dispare em um alvo com força suficiente para empurrá-lo para trás [1]. Depois, você pode <LSTag Type=""Spell"" Tooltip=""Target_BladeFlourish_Mobile_FollowUp"">Teleportar</LSTag> para o alvo."
Slashing Flourish (Ranged),Floreio Cortante (À Distância)
Attack up to two enemies from a distance.,Ataque até dois inimigos à distância.
Defensive Flourish,Floreio Defensivo
"Affected creatures <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag> is increased by +[1].","Criaturas afetadas têm sua <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag> aumentada em +[1]."
Mobile Flourish,Floreio Móvel
"Affected creature can teleport to the target possessing the <LSTag Type=""Status"" Tooltip=""BLADE_FLOURISH_MOBILE_TARGET"">Mobile Flourish (Target)</LSTag> status.","A criatura afetada pode se teletransportar para o alvo que possui o <LSTag Type=""Status"" Tooltip=""BLADE_FLOURISH_MOBILE_TARGET"">Floreio Móvel (Alvo)</LSTag> status."
Mobile Flourish (Target),Floreio Móvel (Alvo)
"Affected creature has been hit by a Bard's Flourish. The Bard can now <LSTag Type=""Spell"" Tooltip=""Target_BladeFlourish_Mobile_FollowUp"">Teleport</LSTag> to this creature.","A criatura afetada foi atingida por um Flourish de Bardo. O Bardo agora pode <LSTag Type=""Spell"" Tooltip=""Target_BladeFlourish_Mobile_FollowUp"">Teleportar</LSTag> para esta criatura."
Rhythmic Empowerments,Aprimoramentos Rítmicos
Songs echo across tavern walls as ovation of your acclaim.<br>A precursor of your tales to come.,Canções ecoam pelas paredes da taverna como uma ovulação do seu reconhecimento.<br>Um precursor das suas histórias que estão por vir.
Melody of Inspirations,Melodia das Inspirações
Affected creature is benefiting from one or more effects due to the performance of a nearby ally.,A criatura afetada está se beneficiando de um ou mais efeitos devido à performance de um aliado próximo.
Melody of Malaise,Melodia do Mal-estar
Affected creature is suffering from one or more adverse effects due to the performance of a nearby enemy.,A criatura afetada está sofrendo um ou mais efeitos adversos devido à atuação de um inimigo próximo.
"While performing in combat, emit an aura across [1] which provides a +2 bonus to allied damage rolls.<br><br>While projecting your <LSTag Type=""Status"" Tooltip=""PERFORMATIVE_VERSE"">Performative Verse</LSTag> or <LSTag Type=""Status"" Tooltip=""PERFORMATIVE_CHORUS"">Performative Chorus</LSTag>, this bonus increases to +3 or +4, respectively.","Enquanto estiver em combate, emita uma aura em um raio de [1] que concede um bônus de +2 nas rolagens de dano dos aliados.<br><br>Enquanto projetar seu <LSTag Type=""Status"" Tooltip=""PERFORMATIVE_VERSE"">Verso Performático</LSTag> ou <LSTag Type=""Status"" Tooltip=""PERFORMATIVE_CHORUS"">Coro Performático</LSTag>, esse bônus aumenta para +3 ou +4, respectivamente."
Aggressive Rhythm,Ritmo Agressivo
"While in the presence of an allied Bard's performance, this creature recieves a +[1] bonus to all damage rolls.","Enquanto estiver na presença da performance de um Bardo aliado, esta criatura recebe um bônus de +[1] em todas as rolagens de dano."
Discerning Insult,Insulto Perspicaz
"Use your <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reaction</LSTag> to reduce the confidence of your target, applying a -1d4 penalty to their <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag>, <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>, or <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>.","Use seu <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reação</LSTag> para reduzir a confiança do seu alvo, aplicando uma penalidade de -1d4 em suas <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag>, <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag> ou <LSTag Tooltip=""SavingThrow"">Testes de Salvamento</LSTag>."
Cutting Words,Palavras Cortantes
"Reduce a targets <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag>, <LSTag Tooltip=""AbilityCheck"">Ability Check</LSTag> or <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag> by -[1].","Reduz a <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag>, <LSTag Tooltip=""AbilityCheck"">Teste de Habilidade</LSTag> ou <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag> de um alvo em -[1]."
"While performing in combat, emit an aura across [1] which reduces enemies <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag> by 1.<br><br>While projecting your <LSTag Type=""Status"" Tooltip=""PERFORMATIVE_VERSE"">Performative Verse</LSTag> or <LSTag Type=""Status"" Tooltip=""PERFORMATIVE_CHORUS"">Performative Chorus</LSTag>, enemy Armour Class is reduced by +2 or +3, respectively.","Enquanto estiver em combate, emita uma aura em um raio de [1] que reduz a <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag> dos inimigos em 1.<br><br>Enquanto projeta seu <LSTag Type=""Status"" Tooltip=""PERFORMATIVE_VERSE"">Verso Performático</LSTag> ou <LSTag Type=""Status"" Tooltip=""PERFORMATIVE_CHORUS"">Coro Performático</LSTag>, a Classe de Armadura dos inimigos é reduzida em +2 ou +3, respectivamente."
Distracting Dissonance,Dissonância Distrativa
"While in the presence of an enemy Bard's performance, this creatures <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag> is decreased by [1].","Enquanto estiver na presença da performance de um Bardo inimigo, a <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag> desta criatura é reduzida em [1]."
Dueling Ditties,Canções de Duelo
"Gain the ability to use charges of your <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Bardic Inspiration</LSTag> to improve your own <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> by +1d4.","Ganhe a habilidade de usar cargas de sua <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Inspiração Barda</LSTag> para melhorar suas próprias <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> em +1d4."
"Targets of your <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Bardic Inspiration</LSTag> recover +1d6 <LSTag Tooltip=""HitPoints"">Hit Points</LSTag> multiplied by your <LSTag Tooltip=""ProficiencyBonus"">Proficiency Bonus</LSTag>.","Os alvos da sua <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Inspiração Bardica</LSTag> recuperam +1d6 <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag> multiplicados pelo seu <LSTag Tooltip=""ProficiencyBonus"">Bônus de Proficiência</LSTag>."
Echoes of Fortitude,Ecos de Fortitude
"Affected creature recoveres +1d6 <LSTag Tooltip=""HitPoints"">Hit Points</LSTag> multiplied by the casters <LSTag Tooltip=""ProficiencyBonus"">Proficiency Bonus</LSTag> due to <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Bardic Inspiration</LSTag>.","A criatura afetada recupera +1d6 <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag> multiplicados pelo <LSTag Tooltip=""ProficiencyBonus"">Bônus de Proficiência</LSTag> do conjurador devido à <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Inspiração Bardica</LSTag>."
Encouraging Momentum,Impulso Encorajador
"Targets of your <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Bardic Inspiration</LSTag> gain <LSTag Type=""Status"" Tooltip=""DASH"">Dash</LSTag> and <LSTag Type=""Status"" Tooltip=""DISENGAGE"">Disengage</LSTag> for one turn.","Os alvos de sua <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Inspiração do Bardo</LSTag> ganham <LSTag Type=""Status"" Tooltip=""DASH"">Corrida</LSTag> e <LSTag Type=""Status"" Tooltip=""DISENGAGE"">Desengajar</LSTag> por um turno."
Engaging Composition,Composição Envolvente
"Targets of your <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Bardic Inspiration</LSTag> may make one additional attack using their <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reaction</LSTag>.","Os alvos da sua <LSTag Type=""ActionResource"" Tooltip=""BardicInspiration"">Inspiração de Bardo</LSTag> podem fazer um ataque adicional usando sua <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">reação</LSTag>."
"While performing in combat, emit an aura across [1] which provides a +1d4 bonus to allied <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.<br><br>While projecting your <LSTag Type=""Status"" Tooltip=""PERFORMATIVE_VERSE"">Performative Verse</LSTag> or <LSTag Type=""Status"" Tooltip=""PERFORMATIVE_CHORUS"">Performative Chorus</LSTag>, this bonus increases to +1d8 or +1d12, respectively.","Enquanto estiver em combate, emita uma aura em um raio de [1] que fornece um bônus de +1d4 aos <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag> aliados.<br><br>Enquanto projetar seu <LSTag Type=""Status"" Tooltip=""PERFORMATIVE_VERSE"">Verso Performático</LSTag> ou <LSTag Type=""Status"" Tooltip=""PERFORMATIVE_CHORUS"">Coro Performático</LSTag>, esse bônus aumenta para +1d8 ou +1d12, respectivamente."
Guiding Performance,Performance Orientadora
"While in the presence of an allied Bard's performance, this creature gains a +[1] bonus to all <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","Enquanto estiver na presença da performance de um Bardo aliado, esta criatura ganha um bônus de +[1] em todos os <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
"While performing in combat, emit an aura across [1] which provides a +1 bonus to allied <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>.<br><br>While projecting your <LSTag Type=""Status"" Tooltip=""PERFORMATIVE_VERSE"">Performative Verse</LSTag> or <LSTag Type=""Status"" Tooltip=""PERFORMATIVE_CHORUS"">Performative Chorus</LSTag>, this bonus increases to +2 or +3, respectively.","Enquanto estiver em combate, emita uma aura em [1] que fornece um bônus de +1 aos <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> aliados.<br><br>Enquanto projeta seu <LSTag Type=""Status"" Tooltip=""PERFORMATIVE_VERSE"">Verso Performático</LSTag> ou <LSTag Type=""Status"" Tooltip=""PERFORMATIVE_CHORUS"">Coro Performático</LSTag>, esse bônus aumenta para +2 ou +3, respectivamente."
Harmonious Aura,Aura Harmoniosa
"While in the presence of an allied Bard's performance, this creature gains a +[1] bonus to all <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>.","Enquanto estiver na presença da performance de um Bardo aliado, esta criatura ganha um bônus de +[1] em todos os <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag>."
"While performing in combat, emit an aura across [1] which reduces enemy <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag> by -1.<br><br>While projecting your <LSTag Type=""Status"" Tooltip=""PERFORMATIVE_VERSE"">Performative Verse</LSTag> or <LSTag Type=""Status"" Tooltip=""PERFORMATIVE_CHORUS"">Performative Chorus</LSTag>, enemy Saving Throws are reduced by -2 or -3, respectively.","Enquanto estiver atuando em combate, emita uma aura em [1] que reduz os <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> inimigos em -1.<br><br>Enquanto projeta seu <LSTag Type=""Status"" Tooltip=""PERFORMATIVE_VERSE"">Verso Performático</LSTag> ou <LSTag Type=""Status"" Tooltip=""PERFORMATIVE_CHORUS"">Coro Performático</LSTag>, os Testes de Resistência inimigos são reduzidos em -2 ou -3, respectivamente."
