en,pt-BR
"Conjure a swarm of tiny Spiders around your target, potentially <LSTag Type=""Status"" Tooltip=""SPIDER_INFESTATION"">Infesting</LSTag> them.","Conjure um enxame de pequenas Aranhas ao redor do seu alvo, potencialmente <LSTag Type=""Status"" Tooltip=""SPIDER_INFESTATION"">Infestando</LSTag>-os."
Spark Surge,Magia de Faísca
"Expel a bolt of lightning from your fingertips at a creature, potentially <LSTag Type=""Status"" Tooltip=""SHOCKED"">Shocking</LSTag> them.","Expulse um raio de relâmpago de suas pontas dos dedos em uma criatura, potencialmente <LSTag Type=""Status"" Tooltip=""SHOCKED"">Chocando</LSTag>-a."
Warpstone,Pedra de Distorção
"Throw a magical stone, immediately warping to wherever it lands.","Lançar uma pedra mágica, teletransportando-se imediatamente para onde ela cair."
Mind Sliver,Fenda Mental
"Deal Psychic damage to a creature, potentially <LSTag Type=""Status"" Tooltip=""MIND_SLIVER"">Fracturing</LSTag> their ability to think clearly, incurring a -1d4 penalty to their next <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag>.","Causa dano Psíquico a uma criatura, potencialmente <LSTag Type=""Status"" Tooltip=""MIND_SLIVER"">Fraturando</LSTag> sua capacidade de pensar claramente, incorrendo em uma penalidade de -1d4 em seu próximo <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag>."
Mind Fracture,Fratura Mental
"Affected creature suffers a -1d4 penalty to their next <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag>.","A criatura afetada sofre uma penalidade de -1d4 em seu próximo <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag>."
"Root yourself to the ground in magically hardened <LSTag Type=""Status"" Tooltip=""MUD_MANTLE"">Mud</LSTag>, perfectly contoured to the shape of your body.","Crave-se ao chão em <LSTag Type=""Status"" Tooltip=""MUD_MANTLE"">Lama</LSTag> magicamente endurecida, perfeitamente moldada ao formato do seu corpo."
Mud Mantle,Manto de Lama
"Affected creature cannot move, and is covered in magically hardened mud, perfectly countoured to the shape of their body. The creatures <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag> increases by 1. Additionally, the creature cannot <LSTag Type=""Status"" Tooltip=""BURNING"">Burn</LSTag>, and they become <LSTag Tooltip=""Resistant"">Resistant</LSTag> to Fire damage.","A criatura afetada não pode se mover e está coberta por lama magicamente endurecida, perfeitamente moldada ao formato de seu corpo. A <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag> da criatura aumenta em 1. Além disso, a criatura não pode <LSTag Type=""Status"" Tooltip=""BURNING"">Queimar</LSTag> e se torna <LSTag Tooltip=""Resistant"">Resistente</LSTag> a dano de Fogo."
"Create a single, illusory duplicate of yourself, forcing the next <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag> made against you to be rolled with <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag>.","Crie uma única duplicata ilusória de si mesmo, forçando a próxima <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> feita contra você a ser rolada com <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag>."
Prestidigitation,Prestidigitação
"Affected creature has created a single, illusory duplicate of themselves, forcing the next <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag> made against them to be rolled with <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag>.","A criatura afetada criou uma única duplicata ilusória de si mesma, forçando a próxima <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> feita contra ela a ser rolada com <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag>."
Primal Savagery,Fúria Primal
"Channel primal magic to cause your fingernails to sharpen, allowing you to rake your claws across a target, potentially <LSTag Type=""Status"" Tooltip=""POISONED"">Poisoning</LSTag> them.","Canalize magia primal para afiar suas unhas, permitindo que você arranhe um alvo com suas garras, potencialmente <LSTag Type=""Status"" Tooltip=""POISONED"">Envenenando</LSTag>-os."
Torrent,Torrent
"Cause a creature to become <LSTag Type=""Status"" Tooltip=""WET"">Wet</LSTag>.","Faça uma criatura ficar <LSTag Type=""Status"" Tooltip=""WET"">Molhada</LSTag>."
Spare the Dying,Salve o Moribundo. Você estabiliza uma criatura que está a 0 pontos de vida.
"Target a <LSTag Tooltip=""Downed"">Downed</LSTag> ally and stabilise them.","Alvo um aliado <LSTag Tooltip=""Downed"">Downed</LSTag> e estabilize-o."
Blade Surge,"Aumenta o dano de sua próxima <LSTag Type=""AttackRoll"">Rolagem de Ataque</LSTag> em 1d6."
"Summon a cyclone of blades around you, damaging any nearby creature that fails a Dexterity based <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag>.","Convoque um ciclone de lâminas ao seu redor, danificando qualquer criatura próxima que falhar em um <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag> baseado em Destreza."
Thunderclap,Estrondo do Trovão
"Unleash a thunderous boom, dealing damage to any nearby creatures.","Liberte um estrondo trovejante, causando dano a qualquer criatura próxima."
Toll the Dead,Tocar os Mortos
"Channel the ringing of a dolorous bell within your palm to fill the air around a creature. If the targeted creature is below half of their total <LSTag Tooltip=""HitPoints"">Hit Points</LSTag>, the creature will take twice as much damage.","Canalize o toque de um sino doloroso em sua palma para preencher o ar ao redor de uma criatura. Se a criatura alvo estiver abaixo da metade dos seus <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag> totais, a criatura sofrerá o dobro de dano."
Word of Radiance,Palavra de Radiação
"Utter a divine word, causing radiant light to erupt around you, dealing double damage to Fey, Fiends and Undead.","Proferir uma palavra divina, fazendo uma luz radiante irromper ao seu redor, causando o dobro de dano a Fey, Fiends e Undead."
Absorb Elements,Absorver Elementos
"Grant a creature <LSTag Tooltip=""Resistant"">Resistance</LSTag> to an element of your choice for three turns.","Conceda a uma criatura <LSTag Tooltip=""Resistant"">Resistência</LSTag> a um elemento de sua escolha por três turnos."
"Grant a creature <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Acid damage.","Concede a uma criatura <LSTag Tooltip=""Resistance"">Resistência</LSTag> contra dano de Ácido."
Absorb Elements (Acid),Absorver Elementos (Ácido)
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Acid damage.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> contra dano de Ácido."
"Grant a creature <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Cold damage.","Concede a uma criatura <LSTag Tooltip=""Resistance"">Resistência</LSTag> contra dano de Frio."
Absorb Elements (Cold),Absorver Elementos (Frio)
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Cold damage.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> ao dano de Frio."
"Grant a creature <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Fire damage.","Concede a uma criatura <LSTag Tooltip=""Resistant"">Resistência</LSTag> contra dano de Fogo."
Absorb Elements (Fire),Absorver Elementos (Fogo)
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Fire damage.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> contra dano de Fogo."
"Grant a creature <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Force damage.","Concede a uma criatura <LSTag Tooltip=""Resistant"">Resistência</LSTag> a Raio."
Absorb Elements (Force),Absorver Elementos (Força)
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Force damage.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> contra dano de Força."
"Grant a creature <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Lightning damage.","Conceda a uma criatura <LSTag Tooltip=""Resistant"">Resistência</LSTag> a dano de Relâmpago."
Absorb Elements (Lightning),Absorver Elementos: Raio
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Lightning damage.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> a dano de Relâmpago."
"Grant a creature <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Necrotic damage.","Conceda a uma criatura <LSTag Tooltip=""Resistant"">Resistência</LSTag> a dano Necrótico."
Absorb Elements (Necrotic),Absorver Elementos (Necromântico)
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Necrotic damage.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> contra dano Necrótico."
"Grant a creature <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Poison damage.","Concede a uma criatura <LSTag Tooltip=""Resistant"">Resistência</LSTag> a dano de Veneno."
Absorb Elements (Poison),Absorver Elementos: Veneno
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Poison damage.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> contra dano de Veneno."
"Grant a creature <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Psychic damage.","Concede a uma criatura <LSTag Tooltip=""Resistant"">Resistência</LSTag> a dano Psíquico."
Absorb Elements (Psychic),Absorver Elementos (Psíquico)
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Psychic damage.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> contra dano Psíquico."
"Grant a creature <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Radiant damage.","Conceda a uma criatura <LSTag Tooltip=""Resistant"">Resistência</LSTag> a dano Radiante."
Absorb Elements (Radiant),Absorver Elementos (Radiante)
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Radiant damage.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> contra dano Radiante."
"Grant a creature <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Thunder damage.","Concede a uma criatura <LSTag Tooltip=""Resistant"">Resistência</LSTag> contra dano de Trovão."
Absorb Elements (Thunder),Absorver Elementos: Trovão
"Affected creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Thunder damage.","A criatura afetada tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> a dano de Trovão."
"Touch a non-hostile beast, compelling them to fight for you.","Toque uma besta não hostil, compelindo-a a lutar por você."
Beast Bond,Vínculo Bestial
Affected creature is compelled to fight for the caster who applied this status.,Criatura afetada é compelida a lutar pelo conjurador que aplicou este status.
Other nearby creatures may become hostile upon casting.,Outras criaturas próximas podem se tornar hostis ao lançar.
Cause Fear,Causar Medo
"Instill a sense of dread in a creature, potentially <LSTag Type=""Status"" Tooltip=""FRIGHTENED"">Frightening</LSTag> them.","Instile um senso de pavor em uma criatura, potencialmente <LSTag Type=""Status"" Tooltip=""FRIGHTENED"">Amedrontando</LSTag>-a."
"Grant yourself and all nearby allies a +1d8 bonus to <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","Conceda a si mesmo e a todos os aliados próximos um bônus de +1d8 em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
Guiding Ceremony,Cerimônia Orientadora
"Affected creature has a +1d8 bonus to <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","A criatura afetada recebe um bônus de +1d8 em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
Chaotic Orb,Orbe Caótico
"Hurl an orb of pure, chaotic energy at a creature, forcing them to experience a sudden surge of <LSTag Type=""Passive"" Tooltip=""WildMagic"">Wild Magic</LSTag>.","Lance uma esfera de energia pura e caótica em uma criatura, forçando-a a experimentar uma súbita onda de <LSTag Type=""Passive"" Tooltip=""WildMagic"">Magia Selvagem</LSTag>."
"Detect the presence of Aberrations, Celestials, Elementals, Fey, Fiends and Undead in a [1] area, preventing them from <LSTag Type=""Status"" Tooltip=""SNEAKING"">Hiding</LSTag> or becoming <LSTag Type=""Status"" Tooltip=""INVISIBLE"">Invisible</LSTag>.","Detecta a presença de Aberrações, Celestiais, Elementais, Fadas, Demônios e Mortos-Vivos em uma [1] área, impedindo-os de <LSTag Type=""Status"" Tooltip=""SNEAKING"">Se esconder</LSTag> ou se tornarem <LSTag Type=""Status"" Tooltip=""INVISIBLE"">Invisíveis</LSTag>."
Detect Evil and Good,Detectar o Mal e o Bem
"Affected creature can detect the presence of Aberrations, Celestials, Elementals, Fey, Fiends and Undead in a [1] area, preventing them from <LSTag Type=""Status"" Tooltip=""SNEAKING"">Hiding</LSTag> or becoming <LSTag Type=""Status"" Tooltip=""INVISIBLE"">Invisible</LSTag>.","A criatura afetada pode detectar a presença de Aberrações, Celestiais, Elementais, Fadas, Demônios e Mortos-Vivos em uma [1] área, impedindo-os de <LSTag Type=""Status"" Tooltip=""SNEAKING"">Se esconder</LSTag> ou se tornarem <LSTag Type=""Status"" Tooltip=""INVISIBLE"">Invisíveis</LSTag>."
Detected,Detectado
"Affected creature cannot <LSTag Type=""Status"" Tooltip=""SNEAKING"">Hide</LSTag> or become <LSTag Type=""Status"" Tooltip=""INVISIBLE"">Invisible</LSTag>.","A criatura afetada não pode <LSTag Type=""Status"" Tooltip=""SNEAKING"">Se Esconder</LSTag> ou se tornar <LSTag Type=""Status"" Tooltip=""INVISIBLE"">Invisível</LSTag>."
Increase the radius of detection by [1] per level.,Aumente o raio de detecção em [1] por nível.
"<LSTag Type=""Image"" Info=""TutorialLearnSpell""/> <LSTag Tooltip=""SpellSlot"">Upcast</LSTag>: Increase the radius of detection by [1] per level.","<LSTag Type=""Image"" Info=""TutorialLearnSpell""/> <LSTag Tooltip=""SpellSlot"">Aprimar</LSTag>: Aumenta o raio de detecção em [1] por nível."
"Sense the magical presence of other creatures in a [1] area, <LSTag Type=""Status"" Tooltip=""SILENCED"">Silencing</LSTag> them.","Sinta a presença mágica de outras criaturas em uma [1] área, <LSTag Type=""Status"" Tooltip=""SILENCED"">Silenciando</LSTag>-as."
Dispel Magic,Dissipar Magia
"Affected creature can sense the magical presence of others in a [1] area, <LSTag Type=""Status"" Tooltip=""SILENCED"">Silencing</LSTag> them.","A criatura afetada pode sentir a presença mágica de outros em uma área de [1], <LSTag Type=""Status"" Tooltip=""SILENCED"">Silenciando</LSTag>-os."
Earth Tremor,Tremor da Terra
"Cause a tremor within the ground around you to erupt, creating <LSTag Type=""Status"" Tooltip=""DIFFICULT_TERRAIN"">Difficult Terrain</LSTag> and possibly knocking creatures inside the tremor <LSTag Type=""Status"" Tooltip=""PRONE"">Prone</LSTag>.","Causa um tremor no chão ao seu redor, criando <LSTag Type=""Status"" Tooltip=""DIFFICULT_TERRAIN"">Terreno Difícil</LSTag> e possivelmente derrubando criaturas dentro do tremor <LSTag Type=""Status"" Tooltip=""PRONE"">Prostradas</LSTag>."
Frost Fingers,Dedos de Gelo
"Place your hand upon another creature, applying three stacks of <LSTag Type=""Status"" Tooltip=""MAG_INCREASED_DAMAGE_COLD"">Frostbite</LSTag> if they are <LSTag Type=""Status"" Tooltip=""WET"">Wet</LSTag>.","Coloque sua mão sobre outra criatura, aplicando três pilhas de <LSTag Type=""Status"" Tooltip=""MAG_INCREASED_DAMAGE_COLD"">Congelamento</LSTag> se ela estiver <LSTag Type=""Status"" Tooltip=""WET"">Molhada</LSTag>."
Ensnaring Trap,Armadilha Enredadora
"Place a trap upon the ground. If another creature steps on the trap, they are immediately <LSTag Type=""Status"" Tooltip=""RESTRAINED"">Restrained</LSTag>.","Coloque uma armadilha no chão. Se outra criatura pisar na armadilha, ela será imediatamente <LSTag Type=""Status"" Tooltip=""RESTRAINED"">Restrained</LSTag>."
Snare Trap,Armadilha de Armadilha
Place an additional trap per level.,Coloque uma armadilha adicional por nível.
"<LSTag Type=""Image"" Info=""TutorialLearnSpell""/> <LSTag Tooltip=""SpellSlot"">Upcast</LSTag>: Place an additional trap per level.","<LSTag Type=""Image"" Info=""TutorialLearnSpell""/> <LSTag Tooltip=""SpellSlot"">Aprimorar</LSTag>: Coloque uma armadilha adicional por nível."
Tasha's Caustic Brew,Brew Cáustico de Tasha
"Spew a line of caustic acid, burning everything in your path.","Lance uma linha de ácido cáustico, queimando tudo em seu caminho."
"Summon an <LSTag Type=""Status"" Tooltip=""INVISIBLE"">Invisible</LSTag> servant. They will be ignored by other creatures, and are capable of interacting with the environment around you.","Convoque um <LSTag Type=""Status"" Tooltip=""INVISIBLE"">Invisível</LSTag> servo. Eles serão ignorados por outras criaturas e são capazes de interagir com o ambiente ao seu redor."
Unseen Servant,Serviço Invisível
"Move like the wind, allowing you to avoid provoking <LSTag Tooltip=""OpportunityAttack"">Opportunity Attacks</LSTag>. Until this effect ends, dealing damage to another creature will cause you to swap places with your target.","Mova-se como o vento, permitindo que você evite provocar <LSTag Tooltip=""OpportunityAttack"">Ataques de Oportunidade</LSTag>. Até que esse efeito termine, causar dano a outra criatura fará com que você troque de lugar com seu alvo."
Zephyr Movement,Movimento do Zéfiro
"Affected creature will not provoke <LSTag Tooltip=""OpportunityAttack"">Opportunity Attacks</LSTag>. Until this effect ends, when this creature deals damage to another creature, they swap places with their target.","A criatura afetada não provocará <LSTag Tooltip=""OpportunityAttack"">Opportunity Attacks</LSTag>. Até que este efeito termine, quando esta criatura causar dano a outra criatura, ela trocará de lugar com seu alvo."
Aganazzar's Scorcher,Chama de Aganazzar
"Unleash roaring flames, emanating from you in a line.","Liberte chamas rugidoras, emanando de você em linha."
Borrowed Knowledge,Conhecimento Emprestado
"Draw on knowledge from spirits of the past to grant yourself <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in a <LSTag Tooltip=""Skill"">Skill</LSTag> you lack.","Recorra ao conhecimento dos espíritos do passado para conceder a si mesmo <LSTag Tooltip=""Proficiency"">Proficiente</LSTag> em uma <LSTag Tooltip=""Skill"">Habilidade</LSTag> que você não possui."
"Grant yourself <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Athletics"">Athletics</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","Conceda a si mesmo <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Athletics"">Atletismo</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
"Grant yourself <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Acrobatics"">Acrobatics</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","Conceda a si mesmo <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Acrobatics"">Acrobacias</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
"Grant yourself <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""SleightOfHand"">Sleight of Hand</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","Conceda a si mesmo <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""SleightOfHand"">Furtividade</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
"Grant yourself <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Stealth"">Stealth</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","Conceda a si mesmo <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Stealth"">Furtividade</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
"Grant yourself <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Arcana"">Arcana</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","Conceda a si mesmo <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Arcana"">Arcanismo</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
"Grant yourself <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""History"">History</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","Conceda a si mesmo <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""History"">História</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
"Grant yourself <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Investigation"">Investigation</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","Conceda a si mesmo <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Investigation"">Investigação</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
"Grant yourself <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Nature"">Nature</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","Conceda a si mesmo <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Nature"">Natureza</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
"Grant yourself <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Religion"">Religion</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","Conceda a si mesmo <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Religion"">Religião</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
"Grant yourself <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""AnimalHandling"">Animal Handling</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","Conceda a si mesmo <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""AnimalHandling"">Manipulação de Animais</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
"Grant yourself <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Insight"">Insight</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","Conceda a si mesmo <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Insight"">Intuição</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
"Grant yourself <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Medicine"">Medicine</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","Conceda a si mesmo <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Medicine"">Medicina</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
"Grant yourself <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Perception"">Perception</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","Conceda a si mesmo <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Perception"">Percepção</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
"Grant yourself <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Survival"">Survival</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","Conceda a si mesmo <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Survival"">Sobrevivência</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
"Grant yourself <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Deception"">Deception</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","Conceda a si mesmo <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Deception"">Engano</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
"Grant yourself <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Intimidation"">Intimidation</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","Conceda a si mesmo <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Intimidation"">Intimidação</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
"Grant yourself <LSTag Tooltip=""Proficiency"">Proficiency</LSTag> in <LSTag Tooltip=""Performance"">Performance</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag>.","Conceda a si mesmo <LSTag Tooltip=""Proficiency"">Proficiência</LSTag> em <LSTag Tooltip=""Performance"">Performance</LSTag> em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>."
