en,pt-BR
"You and all allies within [1] of you gain <LSTag Type=""Status"" Tooltip=""GREATER_INVISIBILITY"">Greater Invisibility</LSTag> for three turns.","Você e todos os aliados a até [1] de você ganham <LSTag Type=""Status"" Tooltip=""GREATER_INVISIBILITY"">Invisibilidade Maior</LSTag> por três turnos."
See No Evil,Veja Nenhum Mal
"All enemies within [1] of you gain <LSTag Type=""Status"" Tooltip=""GREATER_INVISIBILITY"">Greater Invisibility</LSTag> for three turns.","Todos os inimigos dentro de [1] de você ganham <LSTag Type=""Status"" Tooltip=""GREATER_INVISIBILITY"">Invisibilidade Maior</LSTag> por três turnos."
Cheesy,Queijo
You and all allies within [1] of you become a block of cheese for three turns.,Você e todos os aliados dentro de [1] de você se tornam um bloco de queijo por três turnos.
Delicious,Delicioso
All enemies within [1] of you become a block of cheese for three turns.,Todos os inimigos dentro de [1] de você se tornam um bloco de queijo por três turnos.
"You and all allies within [1] of you gain <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> for three turns.","Você e todos os aliados dentro de [1] de você ganham <LSTag Tooltip=""Advantage"">Vantagem</LSTag> nas <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> por três turnos."
Press the Advantage,Pressione a Vantagem
"All enemies within [1] of you gain <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> for three turns.","Todos os inimigos dentro de [1] de você ganham <LSTag Tooltip=""Advantage"">Vantagem</LSTag> nas <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> por três turnos."
Retreat!,Retirada!
"Affected creature rolls with <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag>.","A criatura afetada rola com <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag>."
"You and all allies within [1] of you suffer from <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag> on <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> for three turns.","Você e todos os aliados a até [1] de você sofrem <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag> em <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> por três turnos."
Disadvantaged,Desvantagem
"All enemies within [1] of you suffer from <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag> on <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> for three turns.","Todos os inimigos dentro de [1] de você sofrem <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag> em <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> por três turnos."
Advance!,Avance!
"Affected creature rolls with <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag> on <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag>.","A criatura afetada rola com <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag> em <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag>."
"You and all allies within [1] of you gain <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag> for three turns.","Você e todos os aliados dentro de [1] de você ganham <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> por três turnos."
Selective Savior,Salvador Seletivo
"All enemies within [1] of you gain <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag> for three turns.","Todos os inimigos dentro de [1] de você ganham <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> por três turnos."
Indiscriminate Savior,Salvador Indiscriminado
"Affected creature rolls with <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>.","A criatura afetada rola com <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag>."
"You and all allies within [1] of you suffer from <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag> on <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag> for three turns.","Você e todos os aliados dentro de [1] sofrem <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag> em <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> por três turnos."
Traitor,Traidor
"All enemies within [1] of you suffer from <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag> on <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag> for three turns.","Todos os inimigos dentro de [1] de você sofrem <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag> em <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> por três turnos."
Oppressor,Opressor
"Affected creature rolls with <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag> on <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>.","A criatura afetada rola com <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag> em <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag>."
Mass Resistance,Resistência em Massa
"You and all allies within [1] gain <LSTag Tooltip=""Resistant"">Resistance</LSTag> to all damage for three turns.","Você e todos os aliados dentro de [1] ganham <LSTag Tooltip=""Resistant"">Imunidade</LSTag> a todo dano por três turnos."
Mass Vulnerability,Vulnerabilidade em Massa
"You and all allies within [1] become <LSTag Tooltip=""Vulnerable"">Vulnerable</LSTag> to all damage for three turns.","Você e todos os aliados dentro de [1] se tornam <LSTag Tooltip=""Vulnerable"">Vulneráveis</LSTag> a todo dano por três turnos."
Hold It!,Pare com isso!
"All enemies within [1] of you are afflicted with <LSTag Type=""Status"" Tooltip=""HOLD_MONSTER"">Hold Creature</LSTag>.","Todos os inimigos dentro de [1] de você são afligidos com <LSTag Type=""Status"" Tooltip=""HOLD_MONSTER"">Hold Creature</LSTag>."
Freeze Frame,Congelar o Momento
"You and all allies within [1] of you are <LSTag Type=""Status"" Tooltip=""FROZEN"">Frozen</LSTag> solid.","Você e todos os aliados dentro de [1] de você estão <LSTag Type=""Status"" Tooltip=""FROZEN"">Frozen</LSTag> sólidos."
"For the next three turns, dealing damage will send your target flying backward by [1].","Nos próximos três turnos, causar dano enviará seu alvo voando para trás por [1]."
Swing the Bat,Bata com o Bastão
Affected creature will send their targets flying backward by [1] upon dealing damage.,A criatura afetada enviará seus alvos para trás em uma distância de [1] ao causar dano.
"For the next three turns, taking damage will send you flying backward by [1].","Nos próximos três turnos, receber dano o enviará voando para trás por [1]."
Swing and a Miss,Balanço e Erro
Affected creature will be sent flying backward by [1] upon taking damage.,A criatura afetada será lançada para trás por [1] ao sofrer dano.
Well Rested,Bem Descansado
"You and all allies within [1] of you benefit from the effects of a <LSTag Tooltip=""LongRest"">Long Rest</LSTag>.","Você e todos os aliados dentro de [1] de você se beneficiam dos efeitos de um <LSTag Tooltip=""LongRest"">Descanso Longo</LSTag>."
Well Shit,"Bem, droga."
"All enemies within [1] of you benefit from the effects of a <LSTag Tooltip=""LongRest"">Long Rest</LSTag>.","Todos os inimigos dentro de [1] de você se beneficiam dos efeitos de um <LSTag Tooltip=""LongRest"">Descanso Longo</LSTag>."
Allied Inferno,Inferno Aliado
You and all allies within [1] of you erupt in a violent explosion of fire.,Você e todos os aliados dentro de [1] de você explodem em uma violenta explosão de fogo.
Hot Hot Hot!,Quente Quente Quente!
Enemies within [1] of you erupt in a violent explosion of fire.,Inimigos a até [1] de você explodem em uma violenta explosão de fogo.
Granite Grace,Graça Granítica
"You and all allies within [1] of you benefit from the effects of <LSTag Type=""Status"" Tooltip=""STONESKIN"">Stoneskin</LSTag> for three turns.","Você e todos os aliados dentro de [1] de você se beneficiam dos efeitos de <LSTag Type=""Status"" Tooltip=""STONESKIN"">Pele de Pedra</LSTag> por três turnos."
Stone Opposition,Oposição de Pedra
"Enemies within [1] of you benefit from the effects of <LSTag Type=""Status"" Tooltip=""STONESKIN"">Stoneskin</LSTag> for three turns.","Inimigos dentro de [1] de você se beneficiam dos efeitos de <LSTag Type=""Status"" Tooltip=""STONESKIN"">Pele de Pedra</LSTag> por três turnos."
Aetherial Ascent,Ascensão Etérea
"You and all allies within [1] of you benefit can <LSTag Type=""Spell"" Tooltip=""Projectile_Fly"">Fly</LSTag> for three turns.","Você e todos os aliados a até [1] de distância podem <LSTag Type=""Spell"" Tooltip=""Projectile_Fly"">Voar</LSTag> por três turnos."
Skybound Folly,Loucura Celestial
"Enemies within [1] of you can <LSTag Type=""Spell"" Tooltip=""Projectile_Fly"">Fly</LSTag> for three turns.","Inimigos a até [1] de você podem <LSTag Type=""Spell"" Tooltip=""Projectile_Fly"">Voar</LSTag> por três turnos."
Corpse Party,Festa dos Cadáveres
You summon allied zombies from all nearby corpses.,Você invoca zumbis aliados de todos os cadáveres próximos.
Undead Rumination,Ruminação de Mortos-Vivos
"You and all allies within [1] are afflicted with a <LSTag Type=""Status"" Tooltip=""CRAWLING_GNAW_SWITCH"">Crawling Gnaw</LSTag> until your next <LSTag Tooltip=""LongRest"">Long Rest</LSTag>. No affect on Undead, Constructs, Elementals, Plants, or Ooze based creatures.","Você e todos os aliados dentro de [1] são afligidos por <LSTag Type=""Status"" Tooltip=""CRAWLING_GNAW_SWITCH"">Crawling Gnaw</LSTag> até seu próximo <LSTag Tooltip=""LongRest"">Descanso Longo</LSTag>. Sem efeito em Mortos-Vivos, Construtos, Elementais, Plantas ou criaturas baseadas em Lodo."
Reflection of Camraderie,Reflexo de Camaradagem
"You and all allies within [1] of you benefit from the effects of <LSTag Type=""Status"" Tooltip=""MIRROR_IMAGE_1"">Mirror Image</LSTag> for three turns.","Você e todos os aliados dentro de [1] de você se beneficiam dos efeitos de <LSTag Type=""Status"" Tooltip=""MIRROR_IMAGE_1"">Imagem Espelhada</LSTag> por três turnos."
Reflection of Chaos,Reflexo do Caos
"Enemies within [1] of you benefit from the effects of <LSTag Type=""Status"" Tooltip=""MIRROR_IMAGE_1"">Mirror Image</LSTag> for three turns.","Inimigos dentro de [1] de você se beneficiam dos efeitos de <LSTag Type=""Status"" Tooltip=""MIRROR_IMAGE_1"">Imagem Espelhada</LSTag> por três turnos."
BIIIIIIIG,BIIIIIIIG
"You and all allies within [1] of you benefit from the effects of <LSTag Type=""Status"" Tooltip=""ENLARGE"">Enlarge</LSTag> for three turns.","Você e todos os aliados dentro de [1] de você se beneficiam dos efeitos de <LSTag Type=""Status"" Tooltip=""ENLARGE"">Aumentar</LSTag> por três turnos."
Growth Spurt,Crescimento Acelerado
"Enemies within [1] of you benefit from the effects of <LSTag Type=""Status"" Tooltip=""ENLARGE"">Enlarge</LSTag> for three turns.","Inimigos a até [1] de você se beneficiam dos efeitos de <LSTag Type=""Status"" Tooltip=""ENLARGE"">Enlarge</LSTag> por três turnos."
SMAAAAAAALL,PEQUENINOOOOO
"You and all allies within [1] of you suffer from the effects of <LSTag Type=""Status"" Tooltip=""REDUCE"">Reduced</LSTag> for three turns.","Você e todos os aliados dentro de [1] de você sofrem os efeitos de <LSTag Type=""Status"" Tooltip=""REDUCE"">Reduzido</LSTag> por três turnos."
Cut Down to Size,Cortado para o Tamanho
"Enemies within [1] of you suffer from the effects of <LSTag Type=""Status"" Tooltip=""REDUCE"">Reduced</LSTag> for three turns.","Inimigos a até [1] de você sofrem os efeitos de <LSTag Type=""Status"" Tooltip=""REDUCE"">Reduzido</LSTag> por três turnos."
Calming Clowder,Grupo Acalmante
Summon an allied feline familiar next to every ally within [1].,Convoque um familiar felino aliado ao lado de cada aliado dentro de [1].
Not so Calming Clowder,Clowder Não Tão Calmante
Summon a blazing bombadiers next to every ally within [1]. These bombadiers are hostile to all other creatures and cannot move on their own.,Invocar bombardeiros flamejantes ao lado de cada aliado dentro de [1]. Esses bombardeiros são hostis a todas as outras criaturas e não podem se mover por conta própria.
Curse the Greedy,Maldição dos Gananciosos
Characters within [1] of you take [2] damage for every 100 pieces of gold on their person.,Personagens dentro de [1] de você recebem [2] de dano para cada 100 peças de ouro que possuem.
"Characters within [1] of you regain an additional +1d12 <LSTag Tooltip=""HitPoints"">Hit Points</LSTag> when healed.","Personagens a até [1] de você recuperam um adicional de +1d12 <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag> quando são curados."
Save the Needy,Salve os Necessitados
"Affected creature will regain an additional +1d12 <LSTag Tooltip=""HitPoints"">Hit Points</LSTag> when healed.","A criatura afetada recuperará um adicional de +1d12 <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag> quando curada."
"You and all allies within [1] of you will only roll <LSTag Tooltip=""CriticalHit"">Critical Hits</LSTag>.","Você e todos os aliados dentro de [1] de você só rolarão <LSTag Tooltip=""CriticalHit"">Acertos Críticos</LSTag>."
Critical Success,Sucesso Crítico
"Enemies within [1] of you will only roll <LSTag Tooltip=""CriticalHit"">Critical Hits</LSTag>.","Inimigos a até [1] de você só rolarão <LSTag Tooltip=""CriticalHit"">Acertos Críticos</LSTag>."
Critical Fail,Falha Crítica
"Affected creature will only roll <LSTag Tooltip=""CriticalHit"">Critical Hits</LSTag>.","A criatura afetada só realizará <LSTag Tooltip=""CriticalHit"">Acertos Críticos</LSTag>."
"You and all allies within [1] of you can no longer roll <LSTag Tooltip=""CriticalHit"">Critical Hits</LSTag>.","Você e todos os aliados a até [1] de você não podem mais rolar <LSTag Tooltip=""CriticalHit"">Acertos Críticos</LSTag>."
Critical Miss,Falha Crítica
"Enemies within [1] of you can no longer roll <LSTag Tooltip=""CriticalHit"">Critical Hits</LSTag>.","Inimigos a até [1] de você não podem mais rolar <LSTag Tooltip=""CriticalHit"">Acertos Críticos</LSTag>."
Task Failed Successfully,Tarefa Falhou com Sucesso
"Affected creature can no longer roll <LSTag Tooltip=""CriticalHit"">Critical Hits</LSTag>.","A criatura afetada não pode mais rolar <LSTag Tooltip=""CriticalHit"">Acertos Críticos</LSTag>."
"You and all allies within [1] of you gain an additional <LSTag Tooltip=""Action"">Action</LSTag> for three turns.","Você e todos os aliados a até [1] de você ganham uma <LSTag Tooltip=""Action"">Ação</LSTag> adicional por três turnos."
Action Adventure,Aventura de Ação
"Enemies within [1] of you gain an additional <LSTag Tooltip=""Action"">Action</LSTag> for three turns.","Inimigos a até [1] de você ganham uma <LSTag Tooltip=""Action"">Ação</LSTag> adicional por três turnos."
Action Horror,Horror de Ação
"Affected creature has gained an additional <LSTag Tooltip=""Action"">Action</LSTag>.","A criatura afetada ganhou uma <LSTag Tooltip=""Action"">Ação</LSTag> adicional."
"You and all allies within [1] of you gain an additional <LSTag Type=""ActionResource"" Tooltip=""BonusActionPoint"">Bonus Action</LSTag> for three turns.","Você e todos os aliados dentro de [1] de você ganham uma <LSTag Type=""ActionResource"" Tooltip=""BonusActionPoint"">Ação Bônus</LSTag> adicional por três turnos."
Action Adventure: Bonus Clip,Aventura de Ação: Clipe Bônus
"Enemies within [1] of you gain an additional <LSTag Type=""ActionResource"" Tooltip=""BonusActionPoint"">Bonus Action</LSTag> for three turns.","Inimigos dentro de [1] de você ganham uma <LSTag Type=""ActionResource"" Tooltip=""BonusActionPoint"">Ação Bônus</LSTag> adicional por três turnos."
Action Horror: Bonus Clip,Ação de Horror: Clip Bônus
"Affected creature has gained an additional <LSTag Type=""ActionResource"" Tooltip=""BonusActionPoint"">Bonus Action</LSTag>.","A criatura afetada ganhou uma <LSTag Type=""ActionResource"" Tooltip=""BonusActionPoint"">Ação Bônus</LSTag> adicional."
Curse of Bane,Maldição de Doença
"You and all allies within [1] of you suffer from the effects of <LSTag Type=""Status"" Tooltip=""BANE"">Bane</LSTag> for three turns.","Você e todos os aliados dentro de [1] de você sofrem os efeitos de <LSTag Type=""Status"" Tooltip=""BANE"">Maldição</LSTag> por três turnos."
Boon of Bane,Benção da Maldição
"Enemies within [1] of you suffer from the effects of <LSTag Type=""Status"" Tooltip=""BANE"">Bane</LSTag> for three turns.","Inimigos dentro de [1] de você sofrem os efeitos de <LSTag Type=""Status"" Tooltip=""BANE"">Bane</LSTag> por três turnos."
Blessed Blessings,Bênçãos Abençoadas
"You and all allies within [1] of you benefit from the effects of <LSTag Type=""Status"" Tooltip=""BLESS"">Bless</LSTag> for three turns.","Você e todos os aliados dentro de [1] de você se beneficiam dos efeitos de <LSTag Type=""Status"" Tooltip=""BLESS"">Bênção</LSTag> por três turnos."
Cursed Blessings,Bênçãos Amaldiçoadas
"Enemies within [1] of you benefit from the effects of <LSTag Type=""Status"" Tooltip=""BLESS"">Bless</LSTag> for three turns.","Inimigos dentro de [1] de você se beneficiam dos efeitos de <LSTag Type=""Status"" Tooltip=""BLESS"">Bênção</LSTag> por três turnos."
Bed of Feathers,Cama de Penas
"You and all allies within [1] of you benefit from the effects of <LSTag Type=""Status"" Tooltip=""FEATHER_FALL"">Featherfall</LSTag> until your next <LSTag Tooltip=""LongRest"">Long Rest</LSTag>.","Você e todos os aliados dentro de [1] de você se beneficiam dos efeitos de <LSTag Type=""Status"" Tooltip=""FEATHER_FALL"">Queda Suave</LSTag> até seu próximo <LSTag Tooltip=""LongRest"">Descanso Longo</LSTag>."
Descend Upon You,Descer Sobre Você
"Enemies within [1] of you benefit from the effects of <LSTag Type=""Status"" Tooltip=""FEATHER_FALL"">Featherfall</LSTag> until their next <LSTag Tooltip=""LongRest"">Long Rest</LSTag>.","Inimigos a até [1] de você se beneficiam dos efeitos de <LSTag Type=""Status"" Tooltip=""FEATHER_FALL"">Queda Leve</LSTag> até seu próximo <LSTag Tooltip=""LongRest"">Descanso Longo</LSTag>."
Speed Up!,Acelere!
"You and all allies within [1] of you benefit from the effects of <LSTag Type=""Status"" Tooltip=""LONGSTRIDER"">Longstrider</LSTag> until your next <LSTag Tooltip=""LongRest"">Long Rest</LSTag>.","Você e todos os aliados dentro de [1] de você se beneficiam dos efeitos de <LSTag Type=""Status"" Tooltip=""LONGSTRIDER"">Andarilho Longo</LSTag> até sua próxima <LSTag Tooltip=""LongRest"">Long Rest</LSTag>."
Nowhere to Run,Sem Escapatória
"Enemies within [1] of you benefit from the effects of <LSTag Type=""Status"" Tooltip=""LONGSTRIDER"">Longstrider</LSTag> until their next <LSTag Tooltip=""LongRest"">Long Rest</LSTag>.","Inimigos a até [1] de você se beneficiam dos efeitos de <LSTag Type=""Status"" Tooltip=""LONGSTRIDER"">Longstrider</LSTag> até o próximo <LSTag Tooltip=""LongRest"">Long Rest</LSTag>."
Leaps and Bounds,Saltos e Avanços
"You and all allies within [1] of you benefit from the effects of <LSTag Type=""Status"" Tooltip=""LONG_JUMP"">Enhanced Leap</LSTag> until your next <LSTag Tooltip=""LongRest"">Long Rest</LSTag>.","Você e todos os aliados dentro de [1] de você se beneficiam dos efeitos de <LSTag Type=""Status"" Tooltip=""LONG_JUMP"">Salto Aprimorado</LSTag> até seu próximo <LSTag Tooltip=""LongRest"">Long Rest</LSTag>."
Jumping the Gun,"Acelere o processo, agindo antes do tempo."
