en,pt-BR
Valkrana's Corpse Grenade,Granada de Cadáver de Valkrana
"Overcharge a corpse or allied undead with negative energy, causing it to explode. All creatures within [1] must make a Dexterity <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag>, taking half damage on a successful one.","Sobrecarga um cadáver ou morto-vivo aliado com energia negativa, fazendo-o explodir. Todas as criaturas dentro de [1] devem fazer um <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag> de Destreza, sofrendo metade do dano em um sucesso."
Valkrana's Arc Vivisector,Vivissector Arcano de Valkrana
"Discharge a galvanized blast of necrotic energy. All creatures in a [1] line must make a Dexterity <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag>, taking half damage on a successful one. If a humanoid dies to this spell, its meat sloughs cleanly from its skeleton, and it is reanimated as a blood skeleton permanently under your control.","Descarregue uma explosão galvanizada de energia necrótica. Todas as criaturas em uma linha de [1] devem fazer um <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag> de Destreza, sofrendo metade do dano em um sucesso. Se um humanoide morrer devido a este feitiço, sua carne se desprende limpidamente de seu esqueleto, e ele é reanimado como um esqueleto de sangue permanentemente sob seu controle."
Valkrana's Impart Undeath,Transmissão de Morte de Valkrana
"Permanently infuse an allied creature with undeath. The nature of undeath means many spells and effects interact with them differently, or not at all. They are <LSTag Tooltip=""Immune"">Immune</LSTag> to Disease and Poison, and have <LSTag Tooltip=""Advantage"">Advantage</LSTag> on Death Saving Throws. While below 25% of their maximum HP, they regain hit points equal to their Constitution <LSTag Tooltip=""AbilityModifier"">Modifier</LSTag> at the start of their turn (minimum 1), provided they are not downed in combat.","Infunda permanentemente uma criatura aliada com a não-morte. A natureza da não-morte significa que muitos feitiços e efeitos interagem com ela de maneira diferente, ou não interagem de forma alguma. Ela é <LSTag Tooltip=""Immune"">Imune</LSTag> a Doenças e Veneno, e tem <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em Testes de Salvação contra a Morte. Enquanto estiver abaixo de 25% de seus PV máximos, ela recupera pontos de vida iguais ao seu <LSTag Tooltip=""AbilityModifier"">Modificador</LSTag> de Constituição no início de seu turno (mínimo 1), desde que não esteja incapacitada em combate."
Undead,Mortos-vivos
Calibrating negative energy...,Calibrando energia negativa...
Reanimating...,Reanimando...
Necromancers have friends in spades.,Necromantes têm amigos de sobra.
Negative Energy Absorption,Absorção de Energia Negativa
Healed by sources of Necrotic damage.,Curado por fontes de dano Necrótico.
"Your undead nature means many spells and effects interact with you differently, or not at all. You are <LSTag Tooltip=""Immune"">Immune</LSTag> to Disease and Poison, and have <LSTag Tooltip=""Advantage"">Advantage</LSTag> on Death Saving Throws. While below 25% of your maximum HP, you regain hit points equal to your Constitution <LSTag Tooltip=""AbilityModifier"">Modifier</LSTag> at the start of your turn (minimum 1), provided you are not downed in combat.","Sua natureza morta-viva significa que muitos feitiços e efeitos interagem com você de maneira diferente, ou não interagem de forma alguma. Você é <LSTag Tooltip=""Immune"">Imune</LSTag> a Doenças e Veneno, e tem <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em Testes de Salvação contra a Morte. Enquanto estiver abaixo de 25% de seus pontos de vida máximos, você recupera pontos de vida iguais ao seu <LSTag Tooltip=""AbilityModifier"">Modificador</LSTag> de Constituição no início do seu turno (mínimo 1), desde que não esteja incapacitado em combate."
Undying Fervor,Fervor Imortal
"If you reach 0 <LSTag Tooltip=""HitPoints"">hit points</LSTag>, you regain [1] instead of becoming <LSTag Tooltip=""Downed"">Downed</LSTag>. Refreshes after a <LSTag Tooltip=""LongRest"">Long Rest</LSTag>.","Se você atingir 0 <LSTag Tooltip=""HitPoints"">pontos de vida</LSTag>, você recupera [1] em vez de ficar <LSTag Tooltip=""Downed"">Derrubado</LSTag>. Atualiza após um <LSTag Tooltip=""LongRest"">Descanso Longo</LSTag>."
Valkrana's Shadowfell Salvo,Salva das Sombras de Valkrana
"Launch [2] skulls straight from the Shadowfell. Each deals [1], and has <LSTag Tooltip=""Advantage"">Advantage</LSTag> against targets that are Heavily Obscured or in a Negative Energy Field.","Lance [2] crânios diretamente do Shadowfell. Cada um causa [1] e tem <LSTag Tooltip=""Advantage"">Vantagem</LSTag> contra alvos que estão Severamente Obscurecidos ou em um Campo de Energia Negativa."
Valkrana's Unsealed Soul,Alma Deslacrada de Valkrana
"Release the seals on your soul. Target creature must succeed on a Wisdom <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag> or take heavy Force damage. Each seal successfully released reduces your maximum HP by 33% and increases your <LSTag Tooltip=""SpellDifficultyClass"">Spell Save DC</LSTag> by 1. Seal states and effects are reset after a <LSTag Tooltip=""LongRest"">Long Rest</LSTag>.","Libere os selos de sua alma. A criatura alvo deve ter sucesso em um <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag> de Sabedoria ou sofrer dano Pesado de Força. Cada selo liberado com sucesso reduz seu HP máximo em 33% e aumenta sua <LSTag Tooltip=""SpellDifficultyClass"">CD de Magia</LSTag> em 1. Os estados e efeitos dos selos são redefinidos após um <LSTag Tooltip=""LongRest"">Descanso Longo</LSTag>."
Release Minor Seal,Liberar Selo Menor
"Release one soul seal. Target creature must succeed on a Wisdom <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag> or take Force damage equal to your current HP. Your HP is reduced to 1.<br><br>(Each seal successfully released reduces your maximum HP by 33% and increases your <LSTag Tooltip=""SpellDifficultyClass"">Spell Save DC</LSTag> by 1.)","Libere um selo de alma. A criatura alvo deve ter sucesso em um <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag> de Sabedoria ou sofrer dano de Força igual aos seus pontos de vida atuais. Seus pontos de vida são reduzidos a 1.<br><br>(Cada selo liberado com sucesso reduz seu máximo de pontos de vida em 33% e aumenta sua <LSTag Tooltip=""SpellDifficultyClass"">DC de Salvação de Magia</LSTag> em 1.)"
Release Major Seal,Liberar Selo Maior
"Release two soul seals. Target creature must succeed on a Wisdom <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag> or take Force damage equal to twice your current HP. You die.<br><br>(Each seal successfully released reduces your maximum HP by 33% and increases your <LSTag Tooltip=""SpellDifficultyClass"">Spell Save DC</LSTag> by 1.)","Libere dois selos da alma. A criatura alvo deve ter sucesso em um <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag> de Sabedoria ou sofrer dano de Força igual ao dobro dos seus PV atuais. Você morre.<br><br>(Cada selo liberado com sucesso reduz seu máximo de PV em 33% e aumenta seu <LSTag Tooltip=""SpellDifficultyClass"">CD de Magia</LSTag> em 1.)"
1st Soul Seal Released,1ª Selo da Alma Liberado
2nd Soul Seal Released,2ª Selo da Alma Liberado
3rd Soul Seal Released,3ª Selo da Alma Liberado
"[1] soul seals released. Maximum HP reduced by [2]%. <LSTag Tooltip=""SpellDifficultyClass"">Spell Save DC</LSTag> increased by [1]. Soul seals are restored after a <LSTag Tooltip=""LongRest"">Long Rest</LSTag>.","[1] selos de alma liberados. HP máximo reduzido em [2]%. <LSTag Tooltip=""SpellDifficultyClass"">DC de Salvação de Magia</LSTag> aumentado em [1]. Selos de alma são restaurados após um <LSTag Tooltip=""LongRest"">Descanso Longo</LSTag>."
Breaking seal...,Quebrando selo...
Valkrana's Throne of Bone,Trono de Ossos de Valkrana
"Assume the throne of the Bone Emperor to take its form for 5 turns, during which you gain a fraction of its skeletal puissance and an additional health pool.<br><br>When the transformation ends, you must succeed on a DC 17 Intelligence <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag> or become a Glow-in-the-Dark Skeleton for one turn.","Assuma o trono do Imperador Ósseo para assumir sua forma por 5 turnos, durante os quais você ganha uma fração de seu poder esquelético e um adicional de pontos de vida.<br><br>Quando a transformação terminar, você deve ter sucesso em um <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag> de Inteligência CD 17 ou se tornará um Esqueleto que Brilha no Escuro por um turno."
Absorb Undead,Absorver Mortos-Vivos
Consume a friendly undead to harness its latent negative energy and unlock Activate Signet Ring. Target must have maximum HP higher than 1.,Consuma um morto-vivo amigável para aproveitar sua energia negativa latente e desbloquear Ativar Anel de Selo. O alvo deve ter HP máximo maior que 1.
Activate Signet Ring,Ativar Anel de Selo
"Convoke the court of the Bone Emperor. Pull all nearby creatures towards you, and punish those hostile to the Throne.",Convocar a corte do Imperador dos Ossos. Puxe todas as criaturas próximas para você e puna aquelas hostis ao Trono.
Leave Throne of Bone,Deixe o Trono de Ossos
"Withdraw from the throne to dismiss the form of the Bone Emperor.<br><br>You must succeed on a DC 17 Intelligence <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag> or become a Glow-in-the-Dark Skeleton for one turn.","Retire-se do trono para dispensar a forma do Imperador Ósseo.<br><br>Você deve ter sucesso em um <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag> de Inteligência CD 17 ou se tornará um Esqueleto que Brilha no Escuro por um turno."
"You tripped when abdicating the Throne of Bone. Now, you must survive as a skeletal peon... or perish!","Você tropeçou ao abdicar do Trono de Ossos. Agora, você deve sobreviver como um peão esquelético... ou perecer!"
Valkrana's Bone Liquefaction,Liquefação Óssea de Valkrana
"You weaponize the necromancy fundamental to a graftling's caustic stomach acid.<br><br>Target creature within range must succeed on a Constitution <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag> or become inflicted with Bone Liquefaction for one minute. Until the spell ends, the target suffers [1] at the start of its turn, whenever it makes an attack, or upon taking Necrotic damage. This damage increases by 1 per turn for the duration of this spell.","Você arma a necromancia fundamental ao ácido estomacal cáustico de um graftling.<br><br>A criatura alvo dentro do alcance deve ter sucesso em um <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag> de Constituição ou será afetada pela Liquefação Óssea por um minuto. Até que o feitiço termine, o alvo sofre [1] no início de seu turno, sempre que realizar um ataque ou ao receber dano Necrótico. Esse dano aumenta em 1 por turno durante a duração deste feitiço."
This creature's bones are being dissolved. Suffer Acid damage whenever it takes a non-movement action or Necrotic damage.,Os ossos desta criatura estão sendo dissolvidos. Sofre dano de Ácido sempre que realiza uma ação que não seja de movimento ou dano Necrótico.
Valkrana's Rigged Graveyard,Cemitério Manipulado de Valkrana
"You fetter and condense negative energy to rig all corpses within a [2] radius sphere. Whenever an enemy comes within [3] of a rigged corpse, the corpse explodes, and each creature within [3] must make a Dexterity <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag>. On a failed save, a creature takes [1] and is thrown [3] away from the blast. On a successful save, the creature takes half as much damage and isn't thrown back.<br><br>The Corpse Preservation Bill prevents this spell from targeting the same corpse twice.","Você aprisiona e condensa energia negativa para armar todos os corpos dentro de uma esfera de raio [2]. Sempre que um inimigo se aproxima de [3] de um corpo armado, o corpo explode, e cada criatura dentro de [3] deve fazer um <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag> de Destreza. Em uma falha no teste, a criatura sofre [1] e é lançada [3] para longe da explosão. Em um teste bem-sucedido, a criatura sofre metade do dano e não é empurrada para trás.<br><br>A Lei de Preservação de Corpos impede que este feitiço mire no mesmo corpo duas vezes."
Rigged to Explode,Preparado para Explodir
"This corpse has been armed with necromantic magic, and will explode whenever an enemy comes within [1].",Este cadáver foi armado com magia necromântica e irá explodir sempre que um inimigo se aproximar a [1].
Valkrana's Soul Secret,Segredo da Alma de Valkrana
"You ply a gray network, using spirits from the Fugue to extract a secret from even the most guarded soul. Each creature in a [3] radius within range must succeed on a Wisdom <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag> or have its soul exposed, taking [2] on a failed save, or half as much on a successful one. On a failed save, an affected creature also can't benefit from <LSTag Type=""Status"" Tooltip=""INVISIBLE"">invisibility</LSTag> or <LSTag Type=""Status"" Tooltip=""SANCTUARY"">Sanctuary</LSTag> for the duration.<br><br>Creatures with an Intelligence of 3 or lower, or that don't otherwise have a soul, are unaffected by this spell.","Você tece uma rede cinza, usando espíritos do Fugue para extrair um segredo até mesmo da alma mais guardada. Cada criatura em um raio de [3] dentro do alcance deve ter sucesso em um <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag> de Sabedoria ou terá sua alma exposta, sofrendo [2] em uma falha, ou metade disso em um sucesso. Em uma falha, uma criatura afetada também não pode se beneficiar de <LSTag Type=""Status"" Tooltip=""INVISIBLE"">invisibilidade</LSTag> ou <LSTag Type=""Status"" Tooltip=""SANCTUARY"">Santuário</LSTag> durante a duração.<br><br>Criaturas com uma Inteligência de 3 ou inferior, ou que não tenham uma alma, são imunes a este feitiço."
Soul Secret Exposed,Segredo da Alma Exposto
"Can't benefit from <LSTag Type=""Status"" Tooltip=""INVISIBLE"">invisibility</LSTag> or <LSTag Type=""Status"" Tooltip=""SANCTUARY"">Sanctuary</LSTag>.","Não pode se beneficiar de <LSTag Type=""Status"" Tooltip=""INVISIBLE"">invisibilidade</LSTag> ou <LSTag Type=""Status"" Tooltip=""SANCTUARY"">Santuário</LSTag>."
Valkrana's Bone-Learning Juice,Suco de Aprendizado Ósseo de Valkrana
"Drink to learn all necromancy spells crafted by the world's most awkward necromancer, Valkrana. Warning: Learning spells in this manner will prevent you from both adding them to your spellbook later, and from using spell slots to upcast them at a higher level.","Beba para aprender todos os feitiços de necromancia criados pelo necromante mais desajeitado do mundo, Valkrana. Aviso: Aprender feitiços dessa maneira impedirá que você os adicione ao seu grimório mais tarde e de usar espaços de magia para lançá-los em um nível mais alto."
Scroll of Valkrana's Glow-in-the-Dark Skeletons,Pergaminho dos Esqueletos que Brilham no Escuro de Valkrana
Scroll of Valkrana's Shadowfell Salvo,Pergaminho do Salvo do Shadowfell de Valkrana
Scroll of Valkrana's Corpse Grenade,Pergaminho da Granada de Cadáver de Valkrana
Scroll of Valkrana's Bone Liquefaction,Pergaminho de Liquefação Óssea de Valkrana
Scroll of Valkrana's Soul Secret,Pergaminho do Segredo da Alma de Valkrana
Scroll of Valkrana's Skeleport,Pergaminho de Skeleport de Valkrana
Scroll of Valkrana's Impart Undeath,Pergaminho de Transmissão de Morte de Valkrana
Scroll of Valkrana's Negative Energy Field,Pergaminho do Campo de Energia Negativa de Valkrana
Scroll of Valkrana's Unseal Soul,Pergaminho do Deslacramento da Alma de Valkrana
Scroll of Valkrana's Dread Skeleton,Pergaminho do Esqueleto Aterrorizante de Valkrana
Scroll of Valkrana's Rigged Graveyard,Pergaminho do Cemitério Armado de Valkrana
Scroll of Valkrana's Arc Vivisector,Pergaminho do Vivissector Arcano de Valkrana
Scroll of Valkrana's Throne of Bone,Pergaminho do Trono de Ossos de Valkrana
"<LSTag Type=""Image"" Info=""SoftWarning""/> The target must be a corpse.","<LSTag Type=""Image"" Info=""SoftWarning""/> O alvo deve ser um cadáver."
"<LSTag Type=""Image"" Info=""SoftWarning""/> The target must be a corpse or friendly undead.","<LSTag Type=""Image"" Info=""SoftWarning""/> O alvo deve ser um cadáver ou um morto-vivo amigo."
"Duration increases to 10 minutes when using a spell slot of 6th-level or higher, or until a Long Rest if using a 9th-level spell slot.","A duração aumenta para 10 minutos ao usar um espaço de magia de 6º nível ou superior, ou até um Descanso Longo se usar um espaço de magia de 9º nível."
Reanimate additional skeletons per spell slot level.,Reanime esqueletos adicionais por nível de slot de feitiço.
Reanimate a stronger skeleton at higher spell slot levels.,Reanime um esqueleto mais forte em níveis de espaço de feitiço mais altos.
"Increased duration, damage, and healing if using a spell slot of 6th-level or higher.","Duração, dano e cura aumentados se usar um espaço de magia de 6º nível ou superior."
Launch an additional projectile per level.,Lance um projétil adicional por nível.
Cannot have released your 3rd soul seal.,Não pode ter liberado seu 3º selo da alma.
Cannot have released your 2nd or 3rd soul seals.,Não pode ter liberado seus 2º ou 3º selos de alma.
"<LSTag Type=""Image"" Info=""SoftWarning""/> Target must have a skeleton.","<LSTag Type=""Image"" Info=""SoftWarning""/> O alvo deve ter um esqueleto."
Number of targets and initial acid damage both increase by 1 per spell slot level.,O número de alvos e o dano ácido inicial aumentam em 1 por nível de slot de feitiço.
"<LSTag Type=""Image"" Info=""SoftWarning""/> Target must have a soul.","<LSTag Type=""Image"" Info=""SoftWarning""/> O alvo deve ter uma alma."
