en,pt-BR
"Creatures that you damage must succeed a Strength based <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag> or become <LSTag Type=""Status"" Tooltip=""ENSNARED_VINES"">Entangled</LSTag>.","Criaturas que você danifica devem ter sucesso em um <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag> baseado em Força ou se tornar <LSTag Type=""Status"" Tooltip=""ENSNARED_VINES"">Enredada</LSTag>."
"Creatures affected by your <LSTag Type=""Passive"" Tooltip=""Ensnaring_Presence"">Ensnaring Presence</LSTag> suffer <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag> on <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>. Additionally, creatures that your <LSTag Type=""Spell"" Tooltip=""Target_ConjureDryad"">Dryad</LSTag> damages must succeed a Strength based <LSTag Tooltip=""SavingThrow"">Saving Throw</LSTag> or become <LSTag Type=""Status"" Tooltip=""ENSNARED_VINES"">Entangled</LSTag>.","Criaturas afetadas pela sua <LSTag Type=""Passive"" Tooltip=""Ensnaring_Presence"">Presença Enredadora</LSTag> sofrem <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag> em <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag>. Além disso, criaturas que sua <LSTag Type=""Spell"" Tooltip=""Target_ConjureDryad"">Dríade</LSTag> danifica devem ter sucesso em um <LSTag Tooltip=""SavingThrow"">Teste de Resistência</LSTag> baseado em Força ou se tornar <LSTag Type=""Status"" Tooltip=""ENSNARED_VINES"">Enredada</LSTag>."
Nature's Grasp,Apreensão da Natureza
"Affected creature rolls with <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag> on all <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>.","A criatura afetada rola com <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag> em todos os <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag>."
Vineburst,Explosão de Videira
"Once per combat encounter, you may cast <LSTag Type=""Spell"" Tooltip=""Target_Entangle"">Entangle</LSTag> as a third level Spell without expending a <LSTag Tooltip=""SpellSlot"">Spell Slot</LSTag>. Additionally, your <LSTag Type=""Spell"" Tooltip=""Target_ConjureDryad"">Dryad</LSTag> may cast <LSTag Type=""Spell"" Tooltip=""Shout_Shillelagh"">Sylvan Empowerment</LSTag> and <LSTag Type=""Spell"" Tooltip=""Zone_Sunbeam"">Sunbeam</LSTag>. All Spells cast by your Dryad are now cast as a second level Spell.","Uma vez por encontro de combate, você pode lançar <LSTag Type=""Spell"" Tooltip=""Target_Entangle"">Entrelaçar</LSTag> como um feitiço de terceiro nível sem gastar um <LSTag Tooltip=""SpellSlot"">Slot de Feitiço</LSTag>. Além disso, sua <LSTag Type=""Spell"" Tooltip=""Target_ConjureDryad"">Dríade</LSTag> pode lançar <LSTag Type=""Spell"" Tooltip=""Shout_Shillelagh"">Empoderamento Silvestre</LSTag> e <LSTag Type=""Spell"" Tooltip=""Zone_Sunbeam"">Raio de Sol</LSTag>. Todos os feitiços lançados pela sua Dríade agora são lançados como um feitiço de segundo nível."
Sylvan Entanglement,Emaranhamento Silvestre
"At the beginning of each of your turns, create a [1] area of <LSTag Type=""Status"" Tooltip=""ENSNARED_VINES"">Entangling Vines</LSTag>. This can be toggled at any time.","No início de cada um dos seus turnos, crie uma área de [1] <LSTag Type=""Status"" Tooltip=""ENSNARED_VINES"">Vinhas Enredadas</LSTag>. Isso pode ser ativado a qualquer momento."
"You and all allies within [1] of you are unaffected by <LSTag Type=""Status"" Tooltip=""DIFFICULT_TERRAIN"">Difficult Terrain</LSTag>. Additionally, your <LSTag Type=""Spell"" Tooltip=""Target_ConjureDryad"">Dryad</LSTag> creates a [1] area of <LSTag Type=""Status"" Tooltip=""ENSNARED_VINES"">Entangling Vines</LSTag> at the beginning of each of its turns.","Você e todos os aliados dentro de [1] de você não são afetados por <LSTag Type=""Status"" Tooltip=""DIFFICULT_TERRAIN"">Terreno Difícil</LSTag>. Além disso, sua <LSTag Type=""Spell"" Tooltip=""Target_ConjureDryad"">Dríade</LSTag> cria uma área de [1] de <LSTag Type=""Status"" Tooltip=""ENSNARED_VINES"">Vinhas Enredantes</LSTag> no início de cada um de seus turnos."
Untamed Freedom,Liberdade Indomada
"Affected creature is unaffected by <LSTag Type=""Status"" Tooltip=""DIFFICULT_TERRAIN"">Difficult Terrain</LSTag>.","A criatura afetada não é afetada por <LSTag Type=""Status"" Tooltip=""DIFFICULT_TERRAIN"">Terreno Difícil</LSTag>."
Sylvan Resurgence,Ressurgência Silvestre
Heal a creature you can see within the nurturing vines of nature.,Cure uma criatura que você pode ver dentro das vinhas nutritivas da natureza.
Verdant Aftermath,Consequências Verdes
"Upon landing a killing blow, conjure a [1] patch of <LSTag Type=""Status"" Tooltip=""ENSNARED_VINES"">Entangling Vines</LSTag> beneath your targets corpse for three turns. This can be toggled at any time. Additionally, your <LSTag Type=""Spell"" Tooltip=""Target_ConjureDryad"">Dryad</LSTag> may cast <LSTag Type=""Spell"" Tooltip=""Projectile_PoisonSpray"">Poison Spray</LSTag> and <LSTag Type=""Spell"" Tooltip=""Target_SpikeGrowth"">Spike Growth</LSTag>. All Spells cast by your Dryad are now cast as a third level Spell.","Ao desferir um golpe mortal, conjure um [1] patch de <LSTag Type=""Status"" Tooltip=""ENSNARED_VINES"">Vinhas Enredadas</LSTag> sob o corpo de seu alvo por três turnos. Isso pode ser ativado a qualquer momento. Além disso, sua <LSTag Type=""Spell"" Tooltip=""Target_ConjureDryad"">Dríade</LSTag> pode lançar <LSTag Type=""Spell"" Tooltip=""Projectile_PoisonSpray"">Spray Venenoso</LSTag> e <LSTag Type=""Spell"" Tooltip=""Target_SpikeGrowth"">Crescimento de Espinhos</LSTag>. Todos os feitiços lançados pela sua Dríade agora são lançados como um feitiço de terceiro nível."
"Upon landing a killing blow, conjure a [1] patch of <LSTag Type=""Status"" Tooltip=""ENSNARED_VINES"">Entangling Vines</LSTag> beneath your targets corpse for three turns. This can be toggled at any time.","Ao desferir um golpe mortal, conjure um [1] trecho de <LSTag Type=""Status"" Tooltip=""ENSNARED_VINES"">Vinhas Enredadas</LSTag> sob o cadáver do seu alvo por três turnos. Isso pode ser ativado a qualquer momento."
Verdant Recovery,Recuperação Verdante
"Each turn, restore one <LSTag Type=""ActionResource"" Tooltip=""WildShape"">Wild Shape</LSTag> charge.","A cada turno, restaure uma carga de <LSTag Type=""ActionResource"" Tooltip=""WildShape"">Forma Selvagem</LSTag>."
"Creatures affected by your <LSTag Type=""Passive"" Tooltip=""Ensnaring_Presence"">Ensnaring Presence</LSTag> produce an aura across [1] which <LSTag Type=""Status"" Tooltip=""BLESS"">Blesses</LSTag> both you and your allies. Additionally, each turn your <LSTag Type=""Spell"" Tooltip=""Target_ConjureDryad"">Dryad</LSTag> restores one <LSTag Type=""ActionResource"" Tooltip=""WildShape"">Wild Shape</LSTag> charge.","Criaturas afetadas pela sua <LSTag Type=""Passive"" Tooltip=""Ensnaring_Presence"">Presença Enredante</LSTag> produzem uma aura em [1] que <LSTag Type=""Status"" Tooltip=""BLESS"">Abençoa</LSTag> tanto você quanto seus aliados. Além disso, a cada turno, sua <LSTag Type=""Spell"" Tooltip=""Target_ConjureDryad"">Dríade</LSTag> restaura uma carga de <LSTag Type=""ActionResource"" Tooltip=""WildShape"">Forma Selvagem</LSTag>."
Blessing of the Oak Father,Bênção do Pai Carvalho
"Affected creature is perpetually <LSTag Type=""Status"" Tooltip=""BLESS"">Blessing</LSTag> enemies within [1] for as long as they remain <LSTag Type=""Status"" Tooltip=""ENSNARED_VINES"">Entangled</LSTag>.","A criatura afetada está perpetuamente <LSTag Type=""Status"" Tooltip=""BLESS"">Abençoando</LSTag> inimigos dentro de [1] enquanto permanecer <LSTag Type=""Status"" Tooltip=""ENSNARED_VINES"">Enredada</LSTag>."
Primal Strike,Golpe Primal
"While assuming the form of a <LSTag Type=""Spell"" Tooltip=""Shout_WildShape"">Wild Shape</LSTag>, you ignore all physical <LSTag Tooltip=""Resistant"">Resistances</LSTag> when dealing damage.","Enquanto assume a forma de um <LSTag Type=""Spell"" Tooltip=""Shout_WildShape"">Forma Selvagem</LSTag>, você ignora todas as <LSTag Tooltip=""Resistant"">Resistências</LSTag> físicas ao causar dano."
Primal Speed,Velocidade Primal
"While assuming the form of a <LSTag Type=""Spell"" Tooltip=""Shout_WildShape"">Wild Shape</LSTag>, your <LSTag Tooltip=""MovementSpeed"">Movement Speed</LSTag> is doubled.","Enquanto assume a forma de um <LSTag Type=""Spell"" Tooltip=""Shout_WildShape"">Wild Shape</LSTag>, sua <LSTag Tooltip=""MovementSpeed"">Velocidade de Movimento</LSTag> é dobrada."
Improved Wild Strike,Golpe Selvagem Aprimorado
"Once per turn, while assuming the form of a <LSTag Type=""Spell"" Tooltip=""Shout_WildShape"">Wild Shape</LSTag> and after having made an unarmed or weapon based <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag> with your main hand, you may make two additional attacks for free.","Uma vez por turno, ao assumir a forma de uma <LSTag Type=""Spell"" Tooltip=""Shout_WildShape"">Forma Selvagem</LSTag> e após ter feito uma <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> desarmada ou baseada em arma com sua mão principal, você pode fazer dois ataques adicionais gratuitamente."
Fungal Symbiosis Charge,Carga de Simbiose Fúngica
"Point used to cast <LSTag Type=""Spell"" Tooltip=""Shout_SymbioticEntity"">Symbiotic Entity</LSTag> or <LSTag Type=""Spell"" Tooltip=""Target_FungalInfestation"">Fungal Infestation</LSTag>.","Ponto usado para lançar <LSTag Type=""Spell"" Tooltip=""Shout_SymbioticEntity"">Entidade Simbiótica</LSTag> ou <LSTag Type=""Spell"" Tooltip=""Target_FungalInfestation"">Infestação Fúngica</LSTag>."
Halo of Spores,Halo de Esporos
Unleash a cloud of necrotic spores upon a target.,Liberte uma nuvem de esporos necróticos sobre um alvo.
"Gain [1]. Until they are lost, deal an additional [2] with melee attacks. Additionally, <LSTag Type=""Spell"" Tooltip=""Target_HaloOfSpores"">Halo of Spores</LSTag> will deal double damage while active.","Ganhe [1]. Enquanto estiverem ativos, cause um adicional de [2] com ataques corpo a corpo. Além disso, <LSTag Type=""Spell"" Tooltip=""Target_HaloOfSpores"">Halo de Esporos</LSTag> causará dano dobrado enquanto estiver ativo."
Symbiotic Entity,Entidade Simbiótica
"Affected creature has gained [1].<br><br>Until they are lost, all melee attacks will deal an additional [2]. Additionally, <LSTag Type=""Spell"" Tooltip=""Target_HaloOfSpores"">Halo of Spores</LSTag> will deal double damage while active.","A criatura afetada ganhou [1].<br><br>Até que sejam perdidos, todos os ataques corpo a corpo causarão [2] adicionais. Além disso, <LSTag Type=""Spell"" Tooltip=""Target_HaloOfSpores"">Halo de Esporos</LSTag> causará o dobro de dano enquanto estiver ativo."
Fungal Infestation,Infestação Fúngica
"Raise a mildewed, mold-encrusted zombie from a corpse.","Erga um zumbi mofado, coberto de bolor, a partir de um cadáver."
"While <LSTag Type=""Spell"" Tooltip=""Shout_SymbioticEntity"">Symbiotic Entity</LSTag> is active, you may create a pocket of <LSTag Type=""Spell"" Tooltip=""Target_SpreadingSpores"">Spreading Spores</LSTag>.","Enquanto <LSTag Type=""Spell"" Tooltip=""Shout_SymbioticEntity"">Entidade Simbiótica</LSTag> estiver ativa, você pode criar um bolso de <LSTag Type=""Spell"" Tooltip=""Target_SpreadingSpores"">Esporos Espalhados</LSTag>."
Seed an area in deadly spores that deal [1] per turn to all creatures that inhale them except for you and your allies.,"Semeie uma área com esporos mortais que causam [1] por turno a todas as criaturas que os inalam, exceto você e seus aliados."
"These virulent spores deal [1] to any who inhale them, with the exception of the Druid that propagated them and their allies.","Essas esporas virulentas causam [1] a qualquer um que as inale, com exceção do Druida que as propagou e seus aliados."
Spreading Spores,Esporos Espalhados
"Affected creature is inhaling dry, throat-closing spores that deal [1] per turn.",A criatura afetada está inalando esporos secos que fecham a garganta e causam [1] por turno.
Necromantic Spores,Esporos Necromânticos
"Once per turn, killing another creature with <LSTag Type=""Spell"" Tooltip=""Target_HaloOfSpores"">Halo of Spores</LSTag> automatically raises a mildewed, mold-encrusted zombie from it's corpse.","Uma vez por turno, matar outra criatura com <LSTag Type=""Spell"" Tooltip=""Target_HaloOfSpores"">Halo de Esporos</LSTag> automaticamente ressuscita um zumbi mofado e coberto de bolor a partir de seu cadáver."
Perfect Symbiosis,Grandeza de Simbiose
"Killing another creature with <LSTag Type=""Spell"" Tooltip=""Target_HaloOfSpores"">Halo of Spores</LSTag> activates the affects of <LSTag Type=""Status"" Tooltip=""SYMBIOTIC_ENTITY"">Symbiotic Entity</LSTag>.","Matar outra criatura com <LSTag Type=""Spell"" Tooltip=""Target_HaloOfSpores"">Halo de Esporos</LSTag> ativa os efeitos de <LSTag Type=""Status"" Tooltip=""SYMBIOTIC_ENTITY"">Entidade Simbiótica</LSTag>."
Fungal Fleshbringer,Portador de Carne Fúngica
"Killing another creature with <LSTag Type=""Spell"" Tooltip=""Target_HaloOfSpores"">Halo of Spores</LSTag> automatically raises mildewed, mold-encrusted zombies from it's corpse for each instance of damage that occured during the killing blow. This effect may trigger multiple times per turn.","Matar outra criatura com <LSTag Type=""Spell"" Tooltip=""Target_HaloOfSpores"">Halo de Esporos</LSTag> automaticamente levanta zumbis mofados e cobertos de bolor de seu corpo para cada instância de dano que ocorreu durante o golpe mortal. Este efeito pode ser ativado várias vezes por turno."
"While in a Wild Shape, you can't talk or cast spells. You take on the attributes of your Wild Shape form, excluding your <LSTag Tooltip=""Intelligence"">Intelligence</LSTag>, <LSTag Tooltip=""Wisdom"">Wisdom</LSTag>, and <LSTag Tooltip=""Charisma"">Charisma</LSTag> scores. Upon dropping to to 0 <LSTag Tooltip=""HitPoints"">Hit Points</LSTag>, you revert back to your normal form.","Enquanto estiver em uma Forma Selvagem, você não pode falar nem lançar feitiços. Você assume os atributos da sua forma de Forma Selvagem, excluindo seus <LSTag Tooltip=""Intelligence"">Inteligência</LSTag>, <LSTag Tooltip=""Wisdom"">Sabedoria</LSTag> e <LSTag Tooltip=""Charisma"">Carisma</LSTag>. Ao cair para 0 <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag>, você volta à sua forma normal."
"Affected creature has embraced its druidic nature, allowing it to assume the form of a Wildshape.","A criatura afetada abraçou sua natureza druídica, permitindo que ela assuma a forma de um Wildshape."
Wild Shape: Badger,Forma Selvagem: Texugo
"Assume the shape of a giant badger that can <LSTag Type=""Spell"" Tooltip=""Target_Burrow_GiantBadger"">Burrow</LSTag> into the ground.","Assuma a forma de um texugo gigante que pode <LSTag Type=""Spell"" Tooltip=""Target_Burrow_GiantBadger"">Cavar</LSTag> no chão."
Burrow,Toca
"Burrow into the ground and emerge at a target position, possibly knocking nearby creatures <LSTag Type=""Status"" Tooltip=""PRONE"">Prone</LSTag>.","Escavar no chão e emergir em uma posição alvo, possivelmente derrubando criaturas próximas <LSTag Type=""Status"" Tooltip=""PRONE"">Prone</LSTag>."
Tunnel Vision,Visão em Túnel
"Gain the ability to <LSTag Type=""Spell"" Tooltip=""Target_Burrow_GiantBadger"">Burrow</LSTag>, allowing you to move great distances without expending resources.","Ganhe a habilidade de <LSTag Type=""Spell"" Tooltip=""Target_Burrow_GiantBadger"">Cavar</LSTag>, permitindo que você se mova grandes distâncias sem gastar recursos."
Wild Shape: Bear,Forma Selvagem: Urso
"Assume the shape of a polar bear that can <LSTag Type=""Spell"" Tooltip=""Shout_GoadingRoar_Bear_Summon"">Goad</LSTag> enemies into attacking it.","Assuma a forma de um urso polar que pode <LSTag Type=""Spell"" Tooltip=""Shout_GoadingRoar_Bear_Summon"">Provocar</LSTag> inimigos a atacá-lo."
Goading Roar,Rugido Provocador
"Roar at nearby enemies to <LSTag Type=""Status"" Tooltip=""TAUNTED"">Goad</LSTag> them into attacking you.","Rugir para inimigos próximos para <LSTag Type=""Status"" Tooltip=""TAUNTED"">Provocar</LSTag> eles a atacá-lo."
Ursine Protection,Proteção Ursina
"As a bear, you are resistant to even the harshest moments within combat. You have <LSTag Tooltip=""Resistant"">Resistance</LSTag> to all physical damage.","Como um urso, você é resistente até mesmo aos momentos mais difíceis durante o combate. Você tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> a todo dano físico."
Wild Shape: Cat,Forma Selvagem: Gato
"Take the shape of a cat that can avoid attention and distract enemies, forcing them to reroll <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> and <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>.","Assuma a forma de um gato que pode evitar atenção e distrair inimigos, forçando-os a rerolar <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> e <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag>."
Wild Shape: Deep Rothé,Forma Selvagem: Rothé Profundo
"Assume the shape of a deep rothé that can <LSTag Type=""Spell"" Tooltip=""Rush_Rush_DeepRothe"">Charge</LSTag> through multiple enemies.","Assuma a forma de um rothé profundo que pode <LSTag Type=""Spell"" Tooltip=""Rush_Rush_DeepRothe"">Cargar</LSTag> através de múltiplos inimigos."
Gore,Sangue
Impale a target.,Transpassar um alvo.
"Deals an additional [1] to targets with <LSTag Type=""Status"" Tooltip=""DEBRIS_THRESHOLD_LESSER"">Lesser Toughness</LSTag> or <LSTag Type=""Status"" Tooltip=""DEBRIS_THRESHOLD"">Medium Toughness</LSTag>.","Causa [1] de dano adicional a alvos com <LSTag Type=""Status"" Tooltip=""DEBRIS_THRESHOLD_LESSER"">Resistência Inferior</LSTag> ou <LSTag Type=""Status"" Tooltip=""DEBRIS_THRESHOLD"">Resistência Média</LSTag>."
Charge,Cargar
"Charge forward, attacking all enemies in the way and possibly knocking them <LSTag Type=""Status"" Tooltip=""PRONE"">Prone</LSTag>.","Avance, atacando todos os inimigos no caminho e possivelmente os derrubando <LSTag Type=""Status"" Tooltip=""PRONE"">Prone</LSTag>."
"Each time that you deal damage, gain a +1 bonus to your <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag> until the beginning of your next turn. This effect can stack.","Cada vez que você causar dano, ganhe um bônus de +1 na sua <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag> até o início do seu próximo turno. Esse efeito pode se acumular."
Hard Headed,Cabeça Dura
"Affected creature has received a +1 bonus to their <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag> for each stack of Hard Headed that they have until the beginning of their next turn.","A criatura afetada recebeu um bônus de +1 em sua <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag> para cada pilha de Cabeça Dura que ela possui até o início de seu próximo turno."
Wild Shape: Dilophosaurus,Forma Selvagem: Dilofossauro
"Take the shape of a dilophosaurus whose <LSTag Type=""Spell"" Tooltip=""Projectile_CorrosiveSpit_Dilophosaurus"">Corrosive Spit</LSTag> can dissolve a target's <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag>.","Transforme-se na forma de um dilofossauro cujo <LSTag Type=""Spell"" Tooltip=""Projectile_CorrosiveSpit_Dilophosaurus"">Saliva Corrosiva</LSTag> pode dissolver a <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag> de um alvo."
Corrosive Spit,Saliva Corrosiva
"Spray a target with corrosive fluids that slowly melt away its <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag>.","Borrife um alvo com fluidos corrosivos que derretem lentamente sua <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag>."
"The target's Armour Class decreases by [1] per turn, up to a maximum penalty of -[2]. Water removes the spit and its effects.","A Classe de Armadura do alvo diminui em [1] por turno, até um máximo de penalidade de -[2]. Água remove a saliva e seus efeitos."
Clever Girls,Meninas Espertas
"When attacking a target under the affects of your <LSTag Type=""Spell"" Tooltip=""Projectile_CorrosiveSpit_Dilophosaurus"">Corrosive Spit</LSTag>, you attack with <LSTag Tooltip=""Advantage"">Advantage</LSTag>.","Ao atacar um alvo sob os efeitos do seu <LSTag Type=""Spell"" Tooltip=""Projectile_CorrosiveSpit_Dilophosaurus"">Saliva Corrosiva</LSTag>, você ataca com <LSTag Tooltip=""Advantage"">Vantagem</LSTag>."
Wild Shape: Dire Raven,Forma Selvagem: Corvo Direto
"Take the shape of a dire raven that can avoid attention and <LSTag Type=""Spell"" Tooltip=""Target_RendVision_Raven_Summon"">Blind</LSTag> enemies.","Transforme-se na forma de um corvo aterrador que pode evitar atenção e <LSTag Type=""Spell"" Tooltip=""Target_RendVision_Raven_Summon"">Cegar</LSTag> inimigos."
Rend Vision,Visão Rendida
"Attack a creature's eyes and <LSTag Type=""Status"" Tooltip=""BLINDED"">Blind</LSTag> it.","Ataque os olhos de uma criatura e a <LSTag Type=""Status"" Tooltip=""BLINDED"">Cegue</LSTag>."
Wild Shape: Dire Wolf,Forma Selvagem: Lobo Dire
"Assume the shape of a dire wolf that can <LSTag Type=""Spell"" Tooltip=""Target_Bite_Wolf_Dire_Wildshape"">Expose</LSTag> enemies weak points.","Assuma a forma de um lobo feroz que pode <LSTag Type=""Spell"" Tooltip=""Target_Bite_Wolf_Dire_Wildshape"">Expor</LSTag> os pontos fracos dos inimigos."
"Nip at a target to distract it, exposing a weak point. If your attack hits, the next attack against the target from within [1] will be a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag>.","Morda um alvo para distraí-lo, expondo um ponto fraco. Se seu ataque acertar, o próximo ataque contra o alvo de dentro de [1] será um <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag>."
Exposing Bite,Mordida Exposta
"Creature is distracted. The next attack against this creature from within [1] is guaranteed to be a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag>.","A criatura está distraída. O próximo ataque contra esta criatura de dentro de [1] é garantido para ser um <LSTag Tooltip=""CriticalHit"">Acerto Crítico</LSTag>."
Each ally within earshot can move twice as far during their next turn.,Cada aliado ao alcance da audição pode se mover duas vezes mais longe durante seu próximo turno.
Inciting Howl,Uivo Incitante
"<LSTag Tooltip=""MovementSpeed"">Movement speed</LSTag> is doubled.","A velocidade de <LSTag Tooltip=""MovementSpeed"">movimento</LSTag> é dobrada."
Wild Shape: Giant Spider,Forma Selvagem: Aranha Gigante
