en,pt-BR
"Make all Melee and Throw based <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> with <LSTag Tooltip=""Advantage"">Advantage</LSTag>. Additionally, reduce the number needed to roll a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag> by one. However, enemies will also have Advantage when making Attack Rolls against you. This effect can be toggled at any time.","Faça todas as <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> corpo a corpo e baseadas em arremesso com <LSTag Tooltip=""Advantage"">Vantagem</LSTag>. Além disso, reduza o número necessário para rolar um <LSTag Tooltip=""CriticalHit"">Golpe Crítico</LSTag> em um. No entanto, os inimigos também terão Vantagem ao fazer Rolagens de Ataque contra você. Este efeito pode ser ativado ou desativado a qualquer momento."
Reckless Assault,Ataque Temerário
"Affected creature has <LSTag Tooltip=""Advantage"">Advantage</LSTag> on Melee and Throw based <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag>, however enemies also have Advantage when making Attack Rolls against it. The number this creature needs in order to roll a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag> is reduced by one.","A criatura afetada possui <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> corpo a corpo e à distância, no entanto, os inimigos também têm Vantagem ao fazer Rolagens de Ataque contra ela. O número que essa criatura precisa para rolar um <LSTag Tooltip=""CriticalHit"">Golpe Crítico</LSTag> é reduzido em um."
"Make all Melee and Throw based <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> with <LSTag Tooltip=""Advantage"">Advantage</LSTag>. Additionally, reduce the number needed to roll a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag> by one, and when rolling a Critical Hit, roll an additional damage die. However, enemies will also have Advantage when making Attack Rolls against you. This effect can be toggled at any time.","Faça todas as <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> corpo a corpo e de arremesso com <LSTag Tooltip=""Advantage"">Vantagem</LSTag>. Além disso, reduza o número necessário para rolar um <LSTag Tooltip=""CriticalHit"">Acerto Crítico</LSTag> em um. Quando rolar um Acerto Crítico, role um dado de dano adicional. No entanto, os inimigos também terão Vantagem ao fazer Rolagens de Ataque contra você. Esse efeito pode ser ativado ou desativado a qualquer momento."
Reckless Rampage,Fúria Irreprimível
"Affected creature has <LSTag Tooltip=""Advantage"">Advantage</LSTag> on Melee and Throw based <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag>, however enemies also have Advantage when making Attack Rolls against it. The number this creature needs in order to roll a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag> is reduced by one. When rolling a Critical Hit, this creature also rolls an additional damage die.","A criatura afetada tem <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> corpo a corpo e arremessadas, no entanto, os inimigos também têm Vantagem ao fazer Rolagens de Ataque contra ela. O número que essa criatura precisa para rolar um <LSTag Tooltip=""CriticalHit"">Acerto Crítico</LSTag> é reduzido em um. Ao rolar um Acerto Crítico, essa criatura também rola um dado de dano adicional."
Intimidated,Intimidado
"Affected creature has <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag> on <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag> and <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag>. It must run from the source of its intimidation, and can't take any additional actions.","A criatura afetada tem <LSTag Tooltip=""Desvantagem"">Desvantagem</LSTag> em <LSTag Tooltip=""Teste de Habilidade"">Testes de Habilidade</LSTag> e <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag>. Ela deve fugir da fonte de sua intimidação e não pode realizar ações adicionais."
Intimidation Immunity,Imunidade à Intimidação
"Affected creature cannot be <LSTag Type=""Status"" Tooltip=""INTIMIDATING_PRESENCE"">Intimidated</LSTag>.","A criatura afetada não pode ser <LSTag Type=""Status"" Tooltip=""INTIMIDATING_PRESENCE"">Intimidada</LSTag>."
Beastheart,Coração de Besta
"A primal anger lingers within your mind, and beasthood threatens to take hold. You gain access to five Beastial Hearts, each of which have unique passive benefits.","Uma raiva primal paira em sua mente, e a bestialidade ameaça tomar conta. Você ganha acesso a cinco Corações Bestiais, cada um dos quais possui benefícios passivos únicos."
Rage: Beastial Heart,Fúria: Coração Bestial
Enter a blind fury which channels the ferocity of five Beastial Hearts.,Entre em uma fúria cega que canaliza a ferocidade de cinco Corações Bestiais.
"Enter a <LSTag Type=""Status"" Tooltip=""RAGE_TOTEM_BEAR"">Rage</LSTag> which channels the durability of nature. Deal [1] additional damage with <LSTag Tooltip=""MeleeWeaponAttack"">Melee Weapon Attacks</LSTag>, <LSTag Type=""Spell"" Tooltip=""Throw_ImprovisedWeapon"">Improvised Weapons</LSTag>, and when <LSTag Type=""Spell"" Tooltip=""Throw_Throw"">Throwing</LSTag> objects or creatures.","Entre em um <LSTag Type=""Status"" Tooltip=""RAGE_TOTEM_BEAR"">Rage</LSTag> que canaliza a durabilidade da natureza. Cause [1] dano adicional com <LSTag Tooltip=""MeleeWeaponAttack"">Ataques com Armas Corpo a Corpo</LSTag>, <LSTag Type=""Spell"" Tooltip=""Throw_ImprovisedWeapon"">Armas Improvisadas</LSTag>, e ao <LSTag Type=""Spell"" Tooltip=""Throw_Throw"">Arremessar</LSTag> objetos ou criaturas."
"Gain <LSTag Tooltip=""Resistant"">Resistance</LSTag> to all forms of damage, and <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""Strength"">Strength</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag> and <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>.","Ganhe <LSTag Tooltip=""Resistant"">Resistência</LSTag> a todas as formas de dano, e <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""Strength"">Testes de Força</LSTag> e <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag>."
Rage: Bear Heart,Fúria: Coração de Urso
"Affected creature deals an additional [1] damage with <LSTag Tooltip=""MeleeWeaponAttack"">Melee Weapon Attacks</LSTag>, <LSTag Type=""Spell"" Tooltip=""Throw_ImprovisedWeapon"">Improvised Weapons</LSTag>, and when <LSTag Type=""Spell"" Tooltip=""Throw_Throw"">Throwing</LSTag> objects or creatures.<br><br>Additionally, this creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to all forms of damage, as well as <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""Strength"">Strength</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag> and <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>.","A criatura afetada causa [1] de dano adicional com <LSTag Tooltip=""MeleeWeaponAttack"">Ataques com Armas Corpo a Corpo</LSTag>, <LSTag Type=""Spell"" Tooltip=""Throw_ImprovisedWeapon"">Armas Improvisadas</LSTag>, e ao <LSTag Type=""Spell"" Tooltip=""Throw_Throw"">Arremessar</LSTag> objetos ou criaturas.<br><br>Além disso, esta criatura tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> a todas as formas de dano, bem como <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""Strength"">Testes de Habilidade</LSTag> baseados em <LSTag Tooltip=""Strength"">Força</LSTag> e <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag>."
Natural Tank,Tanque Natural
"Present yourself as a easy target for all nearby enemies, potentially <LSTag Type=""Status"" Tooltip=""TAUNTED"">Goading</LSTag> them in the process.","Apresente-se como um alvo fácil para todos os inimigos próximos, potencialmente <LSTag Type=""Status"" Tooltip=""TAUNTED"">Provocando</LSTag> eles no processo."
Goaded,Provocado
"Affected creature has <LSTag Tooltip=""Disadvantage"">Disadvantage</LSTag> on <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> when not attacking the creature who goaded them.","A criatura afetada tem <LSTag Tooltip=""Disadvantage"">Desvantagem</LSTag> em <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> quando não ataca a criatura que a provocou."
Goaded Immunity,Imunidade Provocada
"Affected creature cannot be <LSTag Type=""Status"" Tooltip=""TAUNTED"">Goaded</LSTag>.","A criatura afetada não pode ser <LSTag Type=""Status"" Tooltip=""TAUNTED"">Goaded</LSTag>."
"Enter a <LSTag Type=""Status"" Tooltip=""RAGE_TOTEM_EAGLE"">Rage</LSTag> which channels the freedom of the winds. Deal [1] additional damage with <LSTag Tooltip=""MeleeWeaponAttack"">Melee Weapon Attacks</LSTag>, <LSTag Type=""Spell"" Tooltip=""Throw_ImprovisedWeapon"">Improvised Weapons</LSTag>, and when <LSTag Type=""Spell"" Tooltip=""Throw_Throw"">Throwing</LSTag> objects or creatures.","Entre em um <LSTag Type=""Status"" Tooltip=""RAGE_TOTEM_EAGLE"">Rage</LSTag> que canaliza a liberdade dos ventos. Cause [1] dano adicional com <LSTag Tooltip=""MeleeWeaponAttack"">Ataques com Armas Corpo a Corpo</LSTag>, <LSTag Type=""Spell"" Tooltip=""Throw_ImprovisedWeapon"">Armas Improvisadas</LSTag>, e ao <LSTag Type=""Spell"" Tooltip=""Throw_Throw"">Arremessar</LSTag> objetos ou criaturas."
"Gain <LSTag Tooltip=""Resistant"">Resistance</LSTag> to all physical damage, and <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""Strength"">Strength</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag> and <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>. Additionally, gain the ability to <LSTag Type=""Spell"" Tooltip=""Projectile_Fly_Spell"">Fly</LSTag>.","Ganhe <LSTag Tooltip=""Resistant"">Resistência</LSTag> a todo dano físico, e <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""Strength"">Testes de Força</LSTag> baseados em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag> e <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag>. Além disso, ganhe a habilidade de <LSTag Type=""Spell"" Tooltip=""Projectile_Fly_Spell"">Voar</LSTag>."
Rage: Eagle Heart,Fúria: Coração de Águia
"Affected creature deals an additional [1] damage with <LSTag Tooltip=""MeleeWeaponAttack"">Melee Weapon Attacks</LSTag>, <LSTag Type=""Spell"" Tooltip=""Throw_ImprovisedWeapon"">Improvised Weapons</LSTag>, and when <LSTag Type=""Spell"" Tooltip=""Throw_Throw"">Throwing</LSTag> objects or creatures.<br><br>Additionally, this creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to physical damage, as well as <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""Strength"">Strength</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag> and <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>.<br><br>Due to the nature of its Rage, this creature possesses the ability to <LSTag Type=""Spell"" Tooltip=""Projectile_Fly_Spell"">Fly</LSTag>.","A criatura afetada causa [1] de dano adicional com <LSTag Tooltip=""MeleeWeaponAttack"">Ataques com Armas Corpo a Corpo</LSTag>, <LSTag Type=""Spell"" Tooltip=""Throw_ImprovisedWeapon"">Armas Improvisadas</LSTag>, e ao <LSTag Type=""Spell"" Tooltip=""Throw_Throw"">Arremessar</LSTag> objetos ou criaturas.<br><br>Além disso, esta criatura tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> a dano físico, bem como <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""Strength"">Testes de Habilidade</LSTag> baseados em Força e <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag>.<br><br>Devido à natureza de sua Fúria, esta criatura possui a habilidade de <LSTag Type=""Spell"" Tooltip=""Projectile_Fly_Spell"">Voar</LSTag>."
Diving Strike,Golpe Mergulhador
"Leap down unto a foe from above, knocking them <LSTag Type=""Status"" Tooltip=""PRONE"">Prone</LSTag>. You do not take damage from falling while using this action.","Salte sobre um inimigo de cima, derrubando-o <LSTag Type=""Status"" Tooltip=""PRONE"">Prone</LSTag>. Você não sofre dano de queda ao usar esta ação."
"Enter a <LSTag Type=""Status"" Tooltip=""RAGE_TOTEM_ELK"">Rage</LSTag> which channels the speed of the wild. Deal [1] additional damage with <LSTag Tooltip=""MeleeWeaponAttack"">Melee Weapon Attacks</LSTag>, <LSTag Type=""Spell"" Tooltip=""Throw_ImprovisedWeapon"">Improvised Weapons</LSTag>, and when <LSTag Type=""Spell"" Tooltip=""Throw_Throw"">Throwing</LSTag> objects or creatures.","Entre em um <LSTag Type=""Status"" Tooltip=""RAGE_TOTEM_ELK"">Rage</LSTag> que canaliza a velocidade da selva. Cause [1] dano adicional com <LSTag Tooltip=""MeleeWeaponAttack"">Ataques com Armas Corpo a Corpo</LSTag>, <LSTag Type=""Spell"" Tooltip=""Throw_ImprovisedWeapon"">Armas Improvisadas</LSTag>, e ao <LSTag Type=""Spell"" Tooltip=""Throw_Throw"">Arremessar</LSTag> objetos ou criaturas."
"Gain <LSTag Tooltip=""Resistant"">Resistance</LSTag> to all physical damage, and <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""Strength"">Strength</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag> and <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>. Additionally, gain the ability to <LSTag Type=""Spell"" Tooltip=""Shout_Dash"">Dash</LSTag> as a <LSTag Type=""ActionResource"" Tooltip=""BonusActionPoint"">Bonus Action</LSTag>.","Ganhe <LSTag Tooltip=""Resistant"">Resistência</LSTag> a todo dano físico, e <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""Strength"">Testes de Força</LSTag> baseados em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag> e <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag>. Além disso, ganhe a habilidade de <LSTag Type=""Spell"" Tooltip=""Shout_Dash"">Correr</LSTag> como uma <LSTag Type=""ActionResource"" Tooltip=""BonusActionPoint"">Ação Bônus</LSTag>."
Rage: Elk Heart,Fúria: Coração de Alce
"Affected creature deals an additional [1] damage with <LSTag Tooltip=""MeleeWeaponAttack"">Melee Weapon Attacks</LSTag>, <LSTag Type=""Spell"" Tooltip=""Throw_ImprovisedWeapon"">Improvised Weapons</LSTag>, and when <LSTag Type=""Spell"" Tooltip=""Throw_Throw"">Throwing</LSTag> objects or creatures.<br><br>Additionally, this creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to physical damage, as well as <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""Strength"">Strength</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag> and <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>.<br><br>Due to the nature of its Rage, this creature can <LSTag Type=""Spell"" Tooltip=""Shout_Dash"">Dash</LSTag> as a <LSTag Type=""ActionResource"" Tooltip=""BonusActionPoint"">Bonus Action</LSTag>.","A criatura afetada causa [1] de dano adicional com <LSTag Tooltip=""MeleeWeaponAttack"">Ataques com Armas de Corpo a Corpo</LSTag>, <LSTag Type=""Spell"" Tooltip=""Throw_ImprovisedWeapon"">Armas Improvisadas</LSTag>, e ao <LSTag Type=""Spell"" Tooltip=""Throw_Throw"">lançar</LSTag> objetos ou criaturas.<br><br>Além disso, esta criatura tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> a dano físico, assim como <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""Strength"">Testes de Força</LSTag> e <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> baseados em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag>.<br><br>Devido à natureza de sua Fúria, esta criatura pode <LSTag Type=""Spell"" Tooltip=""Shout_Dash"">Correr</LSTag> como uma <LSTag Type=""ActionResource"" Tooltip=""BonusActionPoint"">Ação Bônus</LSTag>."
Primal Stampede,Estampida Primal
"Charge forward, running through all enemies in the way and possibly knocking them <LSTag Type=""Status"" Tooltip=""PRONE"">Prone</LSTag>.","Avance, correndo por todos os inimigos no caminho e possivelmente derrubando-os <LSTag Type=""Status"" Tooltip=""PRONE"">Prone</LSTag>."
"Enter a <LSTag Type=""Status"" Tooltip=""RAGE_TOTEM_TIGER"">Rage</LSTag> which channels the ruthlessness of survival. Deal [1] additional damage with <LSTag Tooltip=""MeleeWeaponAttack"">Melee Weapon Attacks</LSTag>, <LSTag Type=""Spell"" Tooltip=""Throw_ImprovisedWeapon"">Improvised Weapons</LSTag>, and when <LSTag Type=""Spell"" Tooltip=""Throw_Throw"">Throwing</LSTag> objects or creatures.","Entre em um <LSTag Type=""Status"" Tooltip=""RAGE_TOTEM_TIGER"">Rage</LSTag> que canaliza a implacabilidade da sobrevivência. Cause [1] dano adicional com <LSTag Tooltip=""MeleeWeaponAttack"">Ataques com Armas Corpo a Corpo</LSTag>, <LSTag Type=""Spell"" Tooltip=""Throw_ImprovisedWeapon"">Armas Improvisadas</LSTag>, e ao <LSTag Type=""Spell"" Tooltip=""Throw_Throw"">Arremessar</LSTag> objetos ou criaturas."
"Gain <LSTag Tooltip=""Resistant"">Resistance</LSTag> to all physical damage, and <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""Strength"">Strength</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag> and <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>. Additionally, when dealing damage to a creature, you may potentially cause them to <LSTag Type=""Status"" Tooltip=""BLEEDING"">Bleed</LSTag>.","Ganhe <LSTag Tooltip=""Resistant"">Resistência</LSTag> a todo dano físico, e <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""Strength"">Testes de Força</LSTag> baseados em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag> e <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag>. Além disso, ao causar dano a uma criatura, você pode potencialmente fazê-la <LSTag Type=""Status"" Tooltip=""BLEEDING"">Sangrar</LSTag>."
Tiger's Bloodletting,Sangue de Tigre
"When dealing damage to a creature, you may potentially cause them to <LSTag Type=""Status"" Tooltip=""BLEEDING"">Bleed</LSTag>.","Ao causar dano a uma criatura, você pode potencialmente fazê-la <LSTag Type=""Status"" Tooltip=""BLEEDING"">Bleed</LSTag>."
Rage: Tiger Heart,Fúria: Coração de Tigre
"Affected creature deals an additional [1] damage with <LSTag Tooltip=""MeleeWeaponAttack"">Melee Weapon Attacks</LSTag>, <LSTag Type=""Spell"" Tooltip=""Throw_ImprovisedWeapon"">Improvised Weapons</LSTag>, and when <LSTag Type=""Spell"" Tooltip=""Throw_Throw"">Throwing</LSTag> objects or creatures.<br><br>Additionally, this creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to physical damage, as well as <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""Strength"">Strength</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag> and <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>.<br><br>Due to the nature of its Rage, when this creature deals damage, their target may potentially begin to <LSTag Type=""Status"" Tooltip=""BLEEDING"">Bleed</LSTag>.","A criatura afetada causa [1] de dano adicional com <LSTag Tooltip=""MeleeWeaponAttack"">Ataques com Armas Corpo a Corpo</LSTag>, <LSTag Type=""Spell"" Tooltip=""Throw_ImprovisedWeapon"">Armas Improvisadas</LSTag>, e ao <LSTag Type=""Spell"" Tooltip=""Throw_Throw"">Arremessar</LSTag> objetos ou criaturas.<br><br>Além disso, esta criatura tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> a dano físico, assim como <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""Strength"">Testes de Habilidade</LSTag> baseados em <LSTag Tooltip=""Strength"">Força</LSTag> e <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag>.<br><br>Devido à natureza de sua Fúria, quando esta criatura causa dano, seu alvo pode potencialmente começar a <LSTag Type=""Status"" Tooltip=""BLEEDING"">Sangrar</LSTag>."
Tiger's Bloodlust,Sangue de Tigre
Lash out at surrounding enemies.,Atacar inimigos ao redor.
"Enter a <LSTag Type=""Status"" Tooltip=""RAGE_TOTEM_WOLF"">Rage</LSTag> which channels the camaraderie of the hunt. Deal [1] additional damage with <LSTag Tooltip=""MeleeWeaponAttack"">Melee Weapon Attacks</LSTag>, <LSTag Type=""Spell"" Tooltip=""Throw_ImprovisedWeapon"">Improvised Weapons</LSTag>, and when <LSTag Type=""Spell"" Tooltip=""Throw_Throw"">Throwing</LSTag> objects or creatures.","Entre em uma <LSTag Type=""Status"" Tooltip=""RAGE_TOTEM_WOLF"">Fúria</LSTag> que canaliza a camaradagem da caça. Cause [1] dano adicional com <LSTag Tooltip=""MeleeWeaponAttack"">Ataques com Armas Corpo a Corpo</LSTag>, <LSTag Type=""Spell"" Tooltip=""Throw_ImprovisedWeapon"">Armas Improvisadas</LSTag>, e ao <LSTag Type=""Spell"" Tooltip=""Throw_Throw"">Arremessar</LSTag> objetos ou criaturas."
"Gain <LSTag Tooltip=""Resistant"">Resistance</LSTag> to all physical damage, and <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""Strength"">Strength</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag> and <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>. Additionally, grant <LSTag Tooltip=""Advantage"">Advantage</LSTag> to all allied <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> within [1].","Ganhe <LSTag Tooltip=""Resistant"">Resistência</LSTag> a todo dano físico, e <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""Strength"">Testes de Força</LSTag> baseados em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag> e <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag>. Além disso, conceda <LSTag Tooltip=""Advantage"">Vantagem</LSTag> a todas as <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> de aliados dentro de [1]."
Rage: Wolf Heart,Fúria: Coração de Lobo
"Affected creature deals an additional [1] damage with <LSTag Tooltip=""MeleeWeaponAttack"">Melee Weapon Attacks</LSTag>, <LSTag Type=""Spell"" Tooltip=""Throw_ImprovisedWeapon"">Improvised Weapons</LSTag>, and when <LSTag Type=""Spell"" Tooltip=""Throw_Throw"">Throwing</LSTag> objects or creatures.<br><br>Additionally, this creature has <LSTag Tooltip=""Resistant"">Resistance</LSTag> to physical damage, as well as <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""Strength"">Strength</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag> and <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>.<br><br>Due to the nature of its Rage, this creature grants <LSTag Tooltip=""Advantage"">Advantage</LSTag> on all allied <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> within [2].","A criatura afetada causa [1] de dano adicional com <LSTag Tooltip=""MeleeWeaponAttack"">Ataques com Armas Corpo a Corpo</LSTag>, <LSTag Type=""Spell"" Tooltip=""Throw_ImprovisedWeapon"">Armas Improvisadas</LSTag>, e ao <LSTag Type=""Spell"" Tooltip=""Throw_Throw"">Arremessar</LSTag> objetos ou criaturas.<br><br>Além disso, esta criatura tem <LSTag Tooltip=""Resistant"">Resistência</LSTag> a dano físico, assim como <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""Strength"">Testes de Força</LSTag> baseados em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag> e <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag>.<br><br>Devido à natureza de sua Fúria, esta criatura concede <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em todas as <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> aliadas dentro de [2]."
Rage: Wolf Heart's Prey,Fúria: Presa do Coração do Lobo
