en,pt-BR
"You have recovered one charge of <LSTag Type=""ActionResource"" Tooltip=""ArcaneRecoveryPoint"">Arcane Recovery</LSTag> for free this turn.","Você recuperou uma carga de <LSTag Type=""ActionResource"" Tooltip=""ArcaneRecoveryPoint"">Recuperação Arcana</LSTag> gratuitamente neste turno."
Scholarly Acumen: Mortality,Acuidade Acadêmica: Mortalidade
"Upon landing a killing blow or <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag>, recover one charge of <LSTag Type=""ActionResource"" Tooltip=""ArcaneRecoveryPoint"">Arcane Recovery</LSTag>.","Ao desferir um golpe mortal ou um <LSTag Tooltip=""CriticalHit"">Golpe Crítico</LSTag>, recupere uma carga de <LSTag Type=""ActionResource"" Tooltip=""ArcaneRecoveryPoint"">Recuperação Arcana</LSTag>."
Scholarly Acumen: Transmutation,Acumen Erudito: Transmutação
"Upon casting a Spell or <LSTag Tooltip=""Cantrip"">Cantrip</LSTag> belonging to the Transmutation school, recover one charge of <LSTag Type=""ActionResource"" Tooltip=""ArcaneRecoveryPoint"">Arcane Recovery</LSTag>.","Ao lançar um Feitiço ou um <LSTag Tooltip=""Cantrip"">Truque</LSTag> pertencente à escola de Transmutação, recupere uma carga de <LSTag Type=""ActionResource"" Tooltip=""ArcaneRecoveryPoint"">Recuperação Arcana</LSTag>."
Scholarly Acumen: Abjuration,Perspicácia Acadêmica: Abjuração
"Upon casting a Spell or <LSTag Tooltip=""Cantrip"">Cantrip</LSTag> belonging to the Abjuration school, recover one charge of <LSTag Type=""ActionResource"" Tooltip=""ArcaneRecoveryPoint"">Arcane Recovery</LSTag>.","Ao lançar um Feitiço ou um <LSTag Tooltip=""Cantrip"">Truque</LSTag> pertencente à escola de Abjuração, recupere uma carga de <LSTag Type=""ActionResource"" Tooltip=""ArcaneRecoveryPoint"">Recuperação Arcana</LSTag>."
Scholarly Acumen: Conjuration,Acuidade Acadêmica: Conjuração
"Upon casting a Spell or <LSTag Tooltip=""Cantrip"">Cantrip</LSTag> belonging to the Conjuration school, recover one charge of <LSTag Type=""ActionResource"" Tooltip=""ArcaneRecoveryPoint"">Arcane Recovery</LSTag>.","Ao lançar um Feitiço ou um <LSTag Tooltip=""Cantrip"">Truque</LSTag> pertencente à escola de Conjuração, recupere uma carga de <LSTag Type=""ActionResource"" Tooltip=""ArcaneRecoveryPoint"">Recuperação Arcana</LSTag>."
Scholarly Acumen: Divination,Acumen Acadêmico: Divinação
"Upon casting a Spell or <LSTag Tooltip=""Cantrip"">Cantrip</LSTag> belonging to the Divination school, recover one charge of <LSTag Type=""ActionResource"" Tooltip=""ArcaneRecoveryPoint"">Arcane Recovery</LSTag>.","Ao lançar um Feitiço ou um <LSTag Tooltip=""Cantrip"">Truque</LSTag> pertencente à escola de Adivinhação, recupere uma carga de <LSTag Type=""ActionResource"" Tooltip=""ArcaneRecoveryPoint"">Recuperação Arcana</LSTag>."
Scholarly Acumen: Enchantment,Perspicácia Acadêmica: Encantamento
"Upon casting a Spell or <LSTag Tooltip=""Cantrip"">Cantrip</LSTag> belonging to the Enchantment school, recover one charge of <LSTag Type=""ActionResource"" Tooltip=""ArcaneRecoveryPoint"">Arcane Recovery</LSTag>.","Ao lançar um Feitiço ou um <LSTag Tooltip=""Cantrip"">Truque</LSTag> pertencente à escola de Encantamento, recupere uma carga de <LSTag Type=""ActionResource"" Tooltip=""ArcaneRecoveryPoint"">Recuperação Arcana</LSTag>."
Scholarly Acumen: Evocation,Perspicácia Acadêmica: Evocação
"Upon casting a Spell or <LSTag Tooltip=""Cantrip"">Cantrip</LSTag> belonging to the Evocation school, recover one charge of <LSTag Type=""ActionResource"" Tooltip=""ArcaneRecoveryPoint"">Arcane Recovery</LSTag>.","Ao lançar um Feitiço ou um <LSTag Tooltip=""Cantrip"">Truque</LSTag> pertencente à escola de Evocação, recupere uma carga de <LSTag Type=""ActionResource"" Tooltip=""ArcaneRecoveryPoint"">Recuperação Arcana</LSTag>."
Scholarly Acumen: Illusion,Acuidade Acadêmica: Ilusão
"Upon casting a Spell or <LSTag Tooltip=""Cantrip"">Cantrip</LSTag> belonging to the Illusion school, recover one charge of <LSTag Type=""ActionResource"" Tooltip=""ArcaneRecoveryPoint"">Arcane Recovery</LSTag>.","Ao lançar um Feitiço ou um <LSTag Tooltip=""Cantrip"">Truque</LSTag> pertencente à escola de Ilusão, recupere uma carga de <LSTag Type=""ActionResource"" Tooltip=""ArcaneRecoveryPoint"">Recuperação Arcana</LSTag>."
Scholarly Acumen: Necromancy,Perspicácia Acadêmica: Necromancia
"Upon casting a Spell or <LSTag Tooltip=""Cantrip"">Cantrip</LSTag> belonging to the Necromancy school, recover one charge of <LSTag Type=""ActionResource"" Tooltip=""ArcaneRecoveryPoint"">Arcane Recovery</LSTag>.","Ao lançar um Feitiço ou um <LSTag Tooltip=""Cantrip"">Truque</LSTag> pertencente à escola de Necromancia, recupere uma carga de <LSTag Type=""ActionResource"" Tooltip=""ArcaneRecoveryPoint"">Recuperação Arcana</LSTag>."
Arcane Warden,Guardião Arcano
"Amidst a blend of steel and magic, you twist and harden the Weave into Arcane Wards to protect yourself and others.","Em meio a uma mistura de aço e magia, você torce e endurece a Trama em Barreira Arcanas para proteger a si mesmo e aos outros."
"Upon casting a Spell of Level 1 or higher, you create a magical ward.<br><br>The ward has a maximum charge equal to your levels in Wizard and absorbs damage done to you equal to the number of stacks remaining. When it is reduced to 0 stacks remaining, you take the remaining damage.<br><br>Whenever you cast a Spell of Level 1 or higher, the ward regains a number of stacks equal to the level of the Spell. ","Ao conjurar um Feitiço de Nível 1 ou superior, você cria um escudo mágico.<br><br>O escudo tem uma carga máxima igual ao seu nível em Mago e absorve dano recebido igual ao número de pilhas restantes. Quando ele é reduzido a 0 pilhas restantes, você sofre o dano restante.<br><br>Sempre que você conjura um Feitiço de Nível 1 ou superior, o escudo recupera um número de pilhas igual ao nível do Feitiço."
Arcane Ward,Proteção Arcana
"Affected creature is protected by an Arcane Ward. Arcane Wards block damage equal to the amount of charges it currently has left, then loses 1 charge. Casting Spells will add charges to the ward equal to the level of the Spell cast.","A criatura afetada está protegida por um Escudo Arcano. Escudos Arcanos bloqueiam dano igual à quantidade de cargas que ainda possui, depois perde 1 carga. Conjurar Feitiços adicionará cargas ao escudo igual ao nível do Feitiço conjurado."
Projected Ward,Guarda Projetada
"When a nearby ally takes damage and you have an active <LSTag Type=""Status"" Tooltip=""ARCANE_WARD"">Arcane Ward</LSTag>, you can utilize your Ward to reduce the damage they take.","Quando um aliado próximo recebe dano e você tem um <LSTag Type=""Status"" Tooltip=""ARCANE_WARD"">Arcane Ward</LSTag> ativo, você pode utilizar seu Ward para reduzir o dano que ele recebe."
Aggressive Warding,Proteção Agressiva
"Once per turn, dealing damage will restore one charge of your <LSTag Type=""Status"" Tooltip=""ARCANE_WARD"">Arcane Ward</LSTag>.","Uma vez por turno, causar dano restaurará uma carga do seu <LSTag Type=""Status"" Tooltip=""ARCANE_WARD"">Arcane Ward</LSTag>."
Retaliatory Ward,Proteção Retaliatória
"Being damaged by a melee based <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag> deals Force damage to your aggressor equal to the amount of <LSTag Type=""Status"" Tooltip=""ARCANE_WARD"">Arcane Ward</LSTag> charges you have remaining.","Ser danificado por uma <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> corpo a corpo causa dano de Força ao seu agressor igual à quantidade de cargas de <LSTag Type=""Status"" Tooltip=""ARCANE_WARD"">Proteção Arcana</LSTag> que você tem restantes."
Evoker,Evocador
"As an evoker, you stride unharmed through the unfettered chaos you call, a storm of mysicism contained only by the flick of your wrist.","Como um evocador, você avança ileso através do caos desenfreado que você chama, uma tempestade de misticismo contida apenas pelo movimento do seu pulso."
Sculpt Spells,Feitiços Esculpidos
Create pockets of safety within damaging Spells that you directly cast. Allies will take no damage from them.,Crie áreas de segurança dentro de feitiços danosos que você conjura diretamente. Aliados não sofrerão dano deles.
Eruptive Casting,Conjuração Eruptiva
"When casting a Spell that makes an <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag>, you roll with <LSTag Tooltip=""Advantage"">Advantage</LSTag>.","Ao lançar um feitiço que faz uma <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag>, você rola com <LSTag Tooltip=""Advantage"">Vantagem</LSTag>."
Spellslinger's Sublimity,Sublimidade do Conjurador
"Upon casting a Spell, restore one of your <LSTag Type=""ActionResource"" Tooltip=""ArcaneRecoveryPoint"">Arcane Recovery</LSTag> charges.","Ao lançar um feitiço, restaure uma de suas <LSTag Type=""ActionResource"" Tooltip=""ArcaneRecoveryPoint"">Recuperação Arcana</LSTag> cargas."
Evoke the Weave,Evocar a Trama
"You add your <LSTag Tooltip=""AbilityModifier"">Intelligence Modifier</LSTag> to the damage roll of the first Spell you cast each turn. When casting Spells which allow for multiple targets, only the first target selected will receive this damage bonus.","Você adiciona seu <LSTag Tooltip=""AbilityModifier"">Modificador de Inteligência</LSTag> à rolagem de dano do primeiro Feitiço que você lançar a cada turno. Ao lançar Feitiços que permitem múltiplos alvos, apenas o primeiro alvo selecionado receberá esse bônus de dano."
Explosive Understanding,Compreensão Explosiva
"Once per cast, when dealing damage with a Spell, all enemies within [1] of your target take Force damage equal to your <LSTag Tooltip=""AbilityModifier"">Intelligence Modifier</LSTag>.","Uma vez por lançamento, ao causar dano com um Feitiço, todos os inimigos a até [1] do seu alvo recebem dano de Força igual ao seu <LSTag Tooltip=""AbilityModifier"">Modificador de Inteligência</LSTag>."
Scholar's Focus,Foco do Erudito
"The first Spell you cast each turn will not cost an <LSTag Type=""ActionResource"" Tooltip=""ActionPoint"">Action</LSTag> or <LSTag Type=""ActionResource"" Tooltip=""BonusActionPoint"">Bonus Action</LSTag>.","O primeiro feitiço que você conjurar a cada turno não custará uma <LSTag Type=""ActionResource"" Tooltip=""ActionPoint"">Ação</LSTag> ou <LSTag Type=""ActionResource"" Tooltip=""BonusActionPoint"">Ação Bônus</LSTag>."
Necromancer,Necromante
"Amidst depraved conjurations, you walk comfortably within the shadow of death, making your home there in spite of the living.","Em meio a conjurações depravadas, você caminha confortavelmente na sombra da morte, fazendo sua casa lá apesar dos vivos."
Necromantic Apprentice,Aprendiz Necromântico
"Dealing damage will apply <LSTag Type=""Status"" Tooltip=""CRAWLING_GNAW_SWITCH"">Crawling Gnaw</LSTag> to your target for one turn.","Causar dano aplicará <LSTag Type=""Status"" Tooltip=""CRAWLING_GNAW_SWITCH"">Crawling Gnaw</LSTag> ao seu alvo por um turno."
Lifedrinker,Beija-Flor da Vida
"When you deal damage with a Spell, you recover <LSTag Tooltip=""HitPoints"">Hit Points</LSTag> equal to half of the total damage dealt.","Quando você causa dano com um Feitiço, você recupera <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag> iguais à metade do total de dano causado."
Apostle of the Risen Dead,Apóstolo dos Mortos Ressurgidos
"All allied Undead within [1] gain a bonus to their <LSTag Tooltip=""AttackRoll"">Attack Rolls</LSTag> and damage equal to your <LSTag Tooltip=""AbilityModifier"">Intelligence Modifier</LSTag>.","Todos os Undead aliados dentro de [1] ganham um bônus em suas <LSTag Tooltip=""AttackRoll"">Rolagens de Ataque</LSTag> e dano igual ao seu <LSTag Tooltip=""AbilityModifier"">Modificador de Inteligência</LSTag>."
Preemptive Atrocity,Atrocidade Preemptiva
"At the start of any combat encounter, you immediately summon an Undead minion.","No início de qualquer encontro de combate, você imediatamente invoca um servente Morto-vivo."
Dominion Over Death,Domínio Sobre a Morte
"Your summoned Undead are immune to the effects of <LSTag Type=""Status"" Tooltip=""ZOMBIE_DECAY"">Decay</LSTag>.","Seus mortos-vivos convocados são imunes aos efeitos de <LSTag Type=""Status"" Tooltip=""ZOMBIE_DECAY"">Decadência</LSTag>."
Raise Hell,Levantar o Inferno
"At the start of any combat encounter, all suitable corpses within [1] are raised as Undead.","No início de qualquer encontro de combate, todos os corpos adequados dentro de [1] são erguidos como Mortos-Vivos."
Arcane Threads,Fios Arcanos
"Amidst the tapestry of magic, you weave as a purveyor of influence.<br>Within this knowledge, indelible power manifests.","Em meio à tapeçaria da magia, você se entrelaça como um fornecedor de influência.<br>Dentro desse conhecimento, um poder indelével se manifesta."
Arcane Fortitude,Fortitude Arcana
"Increase your maximum <LSTag Tooltip=""HitPoints"">Hit Points</LSTag> by your level in Wizard multiplied by two.","Aumente seus <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag> máximos pelo seu nível em Mago multiplicado por dois."
Arcane Reverb,Reverberação Arcana
"When damaged by a melee based <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag>, release a shockwave which forces your aggressor back by [1].","Quando for danificado por uma <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> corpo a corpo, libere uma onda de choque que empurra seu agressor para trás em [1]."
Arcane Shield,Escudo Arcano
"While <LSTag Tooltip=""Concentration"">Concentrating</LSTag>, gain <LSTag Tooltip=""Resistant"">Resistance</LSTag> to Bludgeoning, Piercing, and Slashing damage.","Enquanto <LSTag Tooltip=""Concentration"">Concentrando-se</LSTag>, ganhe <LSTag Tooltip=""Resistant"">Resistência</LSTag> a dano de Contusão, Perfurante e Cortante."
"Emit an aura across [1] granting both you and nearby allies the affects of <LSTag Type=""Status"" Tooltip=""FEATHERFALL"">Featherfall</LSTag>. If an ally moves out of range of the aura, its effects will persist for one turn.","Emita uma aura ao redor de [1] concedendo a você e aliados próximos os efeitos de <LSTag Type=""Status"" Tooltip=""FEATHERFALL"">Queda Suave</LSTag>. Se um aliado se mover para fora do alcance da aura, seus efeitos persistirão por um turno."
"Affected creature is emitting an aura across [1] granting both themselves and nearby allies the affects of <LSTag Type=""Status"" Tooltip=""FEATHERFALL"">Featherfall</LSTag>, protecting them from all non-lethal fall damage.<br><br>If an ally moves out of range of the aura, its effects will persist for one turn.","A criatura afetada está emitindo uma aura ao redor de [1] concedendo a si mesma e a aliados próximos os efeitos de <LSTag Type=""Status"" Tooltip=""FEATHERFALL"">Queda Suave</LSTag>, protegendo-os de todo dano de queda não letal.<br><br>Se um aliado se mover para fora do alcance da aura, seus efeitos persistirão por um turno."
Boon of Plumes,Bênção das Plumas
"Affected creature has the affects of <LSTag Type=""Status"" Tooltip=""FEATHERFALL"">Featherfall</LSTag>, protecting them from all non-lethal fall damage.","A criatura afetada tem os efeitos de <LSTag Type=""Status"" Tooltip=""FEATHERFALL"">Queda Leve</LSTag>, protegendo-a de todo dano de queda não letal."
Concentrated Defense,Defesa Concentrada
"When <LSTag Tooltip=""Concentration"">Concentrating</LSTag> on a Spell, receive a +1 bonus to your <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag>.","Ao <LSTag Tooltip=""Concentration"">Concentrar-se</LSTag> em um Feitiço, receba um bônus de +1 à sua <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag>."
"When an enemy fails a <LSTag Tooltip=""MeleeWeaponAttack"">Melee Weapon Attack</LSTag> against you, use your <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reaction</LSTag> in order to retaliate with <LSTag Type=""Spell"" Tooltip=""Target_ShockingGrasp"">Shocking Grasp</LSTag>.","Quando um inimigo falha em um <LSTag Tooltip=""MeleeWeaponAttack"">Ataque Corpo a Corpo</LSTag> contra você, use sua <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">reação</LSTag> para retaliar com <LSTag Type=""Spell"" Tooltip=""Target_ShockingGrasp"">Toque Chocante</LSTag>."
Elemental Countercharge,Contra-ataque Elemental
"When an enemy fails a <LSTag Tooltip=""MeleeWeaponAttack"">Melee Weapon Attack</LSTag> against you, retaliate with <LSTag Type=""Spell"" Tooltip=""Target_ShockingGrasp"">Shocking Grasp</LSTag>.","Quando um inimigo falha em um <LSTag Tooltip=""MeleeWeaponAttack"">Ataque com Arma Corpo a Corpo</LSTag> contra você, retalie com <LSTag Type=""Spell"" Tooltip=""Target_ShockingGrasp"">Toque Chocante</LSTag>."
Enchanted Safeguard,Proteção Encantada
"While not wearing armour, add your <LSTag Tooltip=""AbilityModifier"">Intelligence Modifier</LSTag> to your <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag>.","Enquanto não estiver usando armadura, adicione seu <LSTag Tooltip=""AbilityModifier"">Modificador de Inteligência</LSTag> à sua <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag>."
"When an enemy fails an <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag> against you, use your <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reaction</LSTag> in order to retaliate with <LSTag Type=""Spell"" Tooltip=""Projectile_FireBolt"">Firebolt</LSTag>.","Quando um inimigo falha em uma <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> contra você, use sua <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">reação</LSTag> para retaliar com <LSTag Type=""Spell"" Tooltip=""Projectile_FireBolt"">Bola de Fogo</LSTag>."
Flames Riposte,Chamas da Riposta
"When an enemy fails an <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag> against you, retaliate with <LSTag Type=""Spell"" Tooltip=""Projectile_FireBolt"">Firebolt</LSTag>.","Quando um inimigo falha em uma <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> contra você, retalie com <LSTag Type=""Spell"" Tooltip=""Projectile_FireBolt"">Bola de Fogo</LSTag>."
Illusory Phantasm,Fantasma Ilusório
"Upon the start of any combat encounter, immediately receive the effects of <LSTag Type=""Status"" Tooltip=""MIRROR_IMAGE_1"">Mirror Image</LSTag>.","No início de qualquer encontro de combate, receba imediatamente os efeitos de <LSTag Type=""Status"" Tooltip=""MIRROR_IMAGE_1"">Imagem Espelhada</LSTag>."
Magical Insight,Visão Mágica
"Gain <LSTag Tooltip=""Advantage"">Advantage</LSTag> on <LSTag Tooltip=""Intelligence"">Intelligence</LSTag> based <LSTag Tooltip=""AbilityCheck"">Ability Checks</LSTag> and <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag>. Additionally, your Intelligence increases by 2.","Ganhe <LSTag Tooltip=""Advantage"">Vantagem</LSTag> em <LSTag Tooltip=""Intelligence"">Testes de Inteligência</LSTag> baseados em <LSTag Tooltip=""AbilityCheck"">Testes de Habilidade</LSTag> e <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag>. Além disso, sua Inteligência aumenta em 2."
Mystic Override,Sobrecarga Mística
"You ignore elemental <LSTag Tooltip=""Resistant"">Resistances</LSTag> when dealing damage.","Você ignora todas as <LSTag Tooltip=""Resistant"">Resistências</LSTag> elementares ao causar dano."
Potent Cantrips,Truques Potentes
"When dealing damage with a <LSTag Tooltip=""Cantrip"">Cantrip</LSTag>, deal additional damage equal to your <LSTag Tooltip=""ProficiencyBonus"">Proficiency Bonus</LSTag> multiplied by two.","Ao causar dano com um <LSTag Tooltip=""Cantrip"">Truque</LSTag>, cause dano adicional igual ao seu <LSTag Tooltip=""ProficiencyBonus"">Bônus de Proficiência</LSTag> multiplicado por dois."
Potent Spells,Feitiços Potentes
"The first Spell you cast each turn gains a bonus to its damage equal to 4 multiplied by the level of <LSTag Tooltip=""SpellSlot"">Spell Slot</LSTag> used. When casting Spells which allow for multiple targets, only the first target selected will receive this damage bonus.","O primeiro Feitiço que você lança a cada turno ganha um bônus de dano igual a 4 multiplicado pelo nível do <LSTag Tooltip=""SpellSlot"">Espaço de Feitiço</LSTag> utilizado. Ao lançar Feitiços que permitem múltiplos alvos, apenas o primeiro alvo selecionado receberá esse bônus de dano."
Spellblade,Lâmina Mágica
"Gain the ability to create an <LSTag Type=""Spell"" Tooltip=""Shout_WeaponBond"">Arcane Bond</LSTag> between you and your weapons, restoring a level one <LSTag Tooltip=""SpellSlot"">Spell Slot</LSTag> on every killing blow.","Ganhe a habilidade de criar um <LSTag Type=""Spell"" Tooltip=""Shout_WeaponBond"">Vínculo Arcano</LSTag> entre você e suas armas, restaurando um espaço de <LSTag Tooltip=""SpellSlot"">Magia</LSTag> de nível um a cada golpe mortal."
