en,pt-BR
"Affected creatures Strength based <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag> have been reduced by 1 per stack of <LSTag Type=""Passive"" Tooltip=""TAD_DrainAbility"">Ability Drain</LSTag>.","As criaturas afetadas tiveram seus <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> baseados em Força reduzidos em 1 por pilha de <LSTag Type=""Passive"" Tooltip=""TAD_DrainAbility"">Drenagem de Habilidade</LSTag>."
Ability Drain: Dexterity,Drenagem de Habilidade: Destreza
"Affected creatures Dexterity based <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag> have been reduced by 1 per stack of <LSTag Type=""Passive"" Tooltip=""TAD_DrainAbility"">Ability Drain</LSTag>.","As criaturas afetadas tiveram seus <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> baseados em Destreza reduzidos em 1 por pilha de <LSTag Type=""Passive"" Tooltip=""TAD_DrainAbility"">Drenagem de Habilidade</LSTag>."
Ability Drain: Intelligence,Drenagem de Habilidade: Inteligência
"Affected creatures Intelligence based <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag> have been reduced by 1 per stack of <LSTag Type=""Passive"" Tooltip=""TAD_DrainAbility"">Ability Drain</LSTag>.","As criaturas afetadas tiveram seus <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> baseados em Inteligência reduzidos em 1 por pilha de <LSTag Type=""Passive"" Tooltip=""TAD_DrainAbility"">Drenagem de Habilidade</LSTag>."
Ability Drain: Wisdom,Drenagem de Habilidade: Sabedoria
"Affected creatures Wisdom based <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag> have been reduced by 1 per stack of <LSTag Type=""Passive"" Tooltip=""TAD_DrainAbility"">Ability Drain</LSTag>.","As criaturas afetadas tiveram seus <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> baseados em Sabedoria reduzidos em 1 por pilha de <LSTag Type=""Passive"" Tooltip=""TAD_DrainAbility"">Drenagem de Habilidade</LSTag>."
Ability Drain: Charisma,Drenagem de Habilidade: Carisma
"Affected creatures Charisma based <LSTag Tooltip=""SavingThrow"">Saving Throws</LSTag> have been reduced by 1 per stack of <LSTag Type=""Passive"" Tooltip=""TAD_DrainAbility"">Ability Drain</LSTag>.","As criaturas afetadas tiveram seus <LSTag Tooltip=""SavingThrow"">Testes de Resistência</LSTag> baseados em Carisma reduzidos em 1 por pilha de <LSTag Type=""Passive"" Tooltip=""TAD_DrainAbility"">Drenagem de Habilidade</LSTag>."
"As a <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reaction</LSTag>, you can change a successful <LSTag Tooltip=""AttackRoll"">Attack Roll</LSTag> against a foe into a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag>. This Reaction may be used once per <LSTag Tooltip=""LongRest"">Long Rest</LSTag>.","Como uma <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reação</LSTag>, você pode transformar uma <LSTag Tooltip=""AttackRoll"">Rolagem de Ataque</LSTag> bem-sucedida contra um inimigo em um <LSTag Tooltip=""CriticalHit"">Acerto Crítico</LSTag>. Esta Reação pode ser usada uma vez por <LSTag Tooltip=""LongRest"">Descanso Longo</LSTag>."
Luck of the Far Realms,Sorte dos Planos Distantes
"Once per <LSTag Tooltip=""LongRest"">Long Rest</LSTag>, change a successful <LSTag Tooltip=""AttackRolls"">Attack Roll</LSTag> into a <LSTag Tooltip=""CriticalHit"">Critical Hit</LSTag>.","Uma vez por <LSTag Tooltip=""LongRest"">Descanso Longo</LSTag>, transforme uma <LSTag Tooltip=""AttackRolls"">Rolagem de Ataque</LSTag> bem-sucedida em um <LSTag Tooltip=""CriticalHit"">Acerto Crítico</LSTag>."
"As a <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reaction</LSTag>, channel the dark allure of the tadpole to <LSTag Type=""Status"" Tooltip=""CHARMED"">Charm</LSTag> an enemy that attacks you, preventing them from attacking you until their next turn. ","Como uma <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">reação</LSTag>, canalize o atraente poder do girino para <LSTag Type=""Status"" Tooltip=""CHARMED"">Encantar</LSTag> um inimigo que te atacar, impedindo-o de te atacar até o próximo turno."
Charm,Encanto
"Forcibly <LSTag Type=""Status"" Tooltip=""CHARMED"">Charm</LSTag> an enemy that attacks you, preventing them from attacking you until their next turn. ","Forçadamente <LSTag Type=""Status"" Tooltip=""CHARMED"">Charm</LSTag> um inimigo que o ataca, impedindo-o de atacá-lo até o início do próximo turno."
Displace: Falling Damage,Deslocar: Dano de Queda
Creatures suffering falling damage because of your actions take an additional [1].,Criaturas que sofrem dano de queda devido às suas ações recebem um adicional de [1].
Displace,Deslocar
Creatures suffering falling damage because of the actions of who applied this status take an additional [1].,Criaturas sofrendo dano de queda devido às ações de quem aplicou este status recebem um adicional de [1].
Repulsor,Repulsor
Push anything and anyone back by [1] with a psionic shockwave.,Empurre qualquer coisa e qualquer um para trás por [1] com uma onda de choque psíquica.
Cull the Weak,Elimine os Fracos
"When you bring a creature down to fewer <LSTag Tooltip=""HitPoints"">Hit Points</LSTag> than your number of Illithid Powers, it instantly dies.","Quando você reduz uma criatura a menos de <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag> do que o seu número de Poderes Ilícitos, ela morre instantaneamente."
"When an enemy within [1] casts a spell, you can use your <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reaction</LSTag> to inflict [2] to the caster per the Spell level cast.","Quando um inimigo dentro de [1] conjura um feitiço, você pode usar sua <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">reação</LSTag> para infligir [2] ao conjurador de acordo com o nível do feitiço conjurado."
Psionic Backlash,Retaliação Psíquica
"When an enemy within [1] casts a spell, inflict [2] to the caster per the Spells level cast.","Quando um inimigo a até [1] lançar um feitiço, inflija [2] ao conjurador de acordo com o nível do feitiço lançado."
Shield of Thralls,Escudo dos Escravos
"Conjure a volatile shield around yourself or an ally, granting the target +12 <LSTag Tooltip=""TemporaryHitPoints"">Temporary Hit Points</LSTag>. Upon losing them, the shield bursts, <LSTag Type=""Status"" Tooltip=""STUNNED"">Stunning</LSTag> enemies within [1].","Conjure um escudo volátil ao seu redor ou de um aliado, concedendo ao alvo +12 <LSTag Tooltip=""TemporaryHitPoints"">Pontos de Vida Temporários</LSTag>. Ao perdê-los, o escudo explode, <LSTag Type=""Status"" Tooltip=""STUNNED"">Atordoando</LSTag> inimigos dentro de [1]."
Volatile Shield,Escudo Volátil
"Affected creature is wreathed in a volitile shield providing <LSTag Tooltip=""TemporaryHitPoints"">Temporary Hit Points</LSTag>. Upon losing them, the shield bursts, <LSTag Type=""Status"" Tooltip=""STUNNED"">Stunning</LSTag> enemies within [1].","A criatura afetada está envolta em um escudo volátil que fornece <LSTag Tooltip=""TemporaryHitPoints"">Pontos de Vida Temporários</LSTag>. Ao perder esses Pontos de Vida Temporários, o escudo explode, <LSTag Type=""Status"" Tooltip=""STUNNED"">Atordoando</LSTag> inimigos dentro de [1]."
Empowered Shield of Thralls,Escudo Aprimorado dos Escravos
"Conjure a volatile shield around yourself or an ally, granting the target +24 <LSTag Tooltip=""TemporaryHitPoints"">Temporary Hit Points</LSTag>. Upon losing them, the shield bursts, <LSTag Type=""Status"" Tooltip=""STUNNED"">Stunning</LSTag> enemies within [1].","Conjure um escudo volátil ao seu redor ou de um aliado, concedendo ao alvo +24 <LSTag Tooltip=""TemporaryHitPoints"">Pontos de Vida Temporários</LSTag>. Ao perdê-los, o escudo explode, <LSTag Type=""Status"" Tooltip=""STUNNED"">Aturdir</LSTag> inimigos a até [1]."
"Make an enemy <LSTag Tooltip=""Vulnerable"">Vulnerable</LSTag> to all damage. If not killed before the status is resolved, the target will immediately restore all of their <LSTag Tooltip=""HitPoints"">Hit Points</LSTag>.","Deixe um inimigo <LSTag Tooltip=""Vulnerable"">Vulnerável</LSTag> a todo dano. Se não for morto antes que o status seja resolvido, o alvo restaurará imediatamente todos os seus <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag>."
Perilous Stakes,Apostas Perigosas
"Affected creature is <LSTag Tooltip=""Vulnerable"">Vulnerable</LSTag> to all damage. If not killed before this status is resolved, the creature will immediately restore all of their <LSTag Tooltip=""HitPoints"">Hit Points</LSTag>.","A criatura afetada é <LSTag Tooltip=""Vulnerable"">Vulnerável</LSTag> a todo dano. Se não for morta antes que esse status seja resolvido, a criatura restaurará imediatamente todos os seus <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag>."
Empowered Perilous Stakes,Apostas Perigosas Aprimoradas
"Make an enemy <LSTag Tooltip=""Vulnerable"">Vulnerable</LSTag> to all damage for a longer period of time. If not killed before the status is resolved, the target will immediately restore all of their <LSTag Tooltip=""HitPoints"">Hit Points</LSTag>.","Torne um inimigo <LSTag Tooltip=""Vulnerable"">Vulnerável</LSTag> a todo dano por um período mais longo. Se não for morto antes que o status se resolva, o alvo restaurará imediatamente todos os seus <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag>."
Beast Flayer,Destripador de Bestas
"When dealing damage to a creature with less than 10 <LSTag Tooltip=""Intelligence"">Intelligence</LSTag>, you deal an additional [1].","Ao causar dano a uma criatura com menos de 10 <LSTag Tooltip=""Intelligence"">Inteligência</LSTag>, você causa [1] de dano adicional."
Fracture Psyche,Fratura Psíquica
"Invade a creatures mind and disrupt its defences. The creatures <LSTag Tooltip=""ArmourClass"">Armour Class</LSTag> is reduced by [1].","Invada a mente de uma criatura e perturbe suas defesas. A <LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag> da criatura é reduzida em [1]."
"If the creature dies while its psyche is fractured, you can cast <LSTag Type=""Spell"" Tooltip=""Target_TAD_Imperil_Recast"">Fracture Psyche</LSTag> on another target.","Se a criatura morrer enquanto sua psique estiver fraturada, você pode lançar <LSTag Type=""Spell"" Tooltip=""Target_TAD_Imperil_Recast"">Fraturar Psique</LSTag> em outro alvo."
Fractured Psyche,Psique Fraturada
"<LSTag Tooltip=""ArmourClass"">Armour Class</LSTag> reduced by [1].","<LSTag Tooltip=""ArmourClass"">Classe de Armadura</LSTag> reduzida em [1]."
Devour,Devorar
"Upon killing a creature with less than 10 <LSTag Tooltip=""Intelligence"">Intelligence</LSTag>, immediately restore +1d12 <LSTag Tooltip=""HitPoints"">Hit Points</LSTag>.","Ao matar uma criatura com menos de 10 <LSTag Tooltip=""Intelligence"">Inteligência</LSTag>, restaure imediatamente +1d12 <LSTag Tooltip=""HitPoints"">Pontos de Vida</LSTag>."
"When an enemy within [1] targets you with a Spell, you can use your <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">Reaction</LSTag> to immediately nullify it.<Br><br><LSTag Type=""Passive"" Tooltip=""Dangerous_Encounter"">Dangerous</LSTag> and <LSTag Type=""Passive"" Tooltip=""Fatal_Encounter"">Fatal</LSTag> foes cannot have their Spells nullified.","Quando um inimigo dentro de [1] te mira com um feitiço, você pode usar sua <LSTag Type=""ActionResource"" Tooltip=""ReactionActionPoint"">reação</LSTag> para imediatamente anular isso.<Br><br>Inimigos <LSTag Type=""Passive"" Tooltip=""Dangerous_Encounter"">Perigosos</LSTag> e <LSTag Type=""Passive"" Tooltip=""Fatal_Encounter"">Fatais</LSTag> não podem ter seus feitiços anulados."
Psionic Dominance,Domínio Psíquico
"When an enemy within [1] targets you with a Spell, immediately nullify it.<Br><br><LSTag Type=""Passive"" Tooltip=""Dangerous_Encounter"">Dangerous</LSTag> and <LSTag Type=""Passive"" Tooltip=""Fatal_Encounter"">Fatal</LSTag> foes cannot have their Spells nullified.","Quando um inimigo a até [1] de você o almeja com um Feitiço, anule-o imediatamente.<Br><br><LSTag Type=""Passive"" Tooltip=""Dangerous_Encounter"">Perigoso</LSTag> e <LSTag Type=""Passive"" Tooltip=""Fatal_Encounter"">Fatal</LSTag> inimigos não podem ter seus Feitiços anulados."
Black Hole,Buraco Negro
Create a point of intense gravity that pulls in all nearby enemies and objects.,Crie um ponto de gravidade intensa que puxa todos os inimigos e objetos próximos.
Empowered Black Hole,Buraco Negro Aprimorado
"Create a point of intense gravity that pulls in all nearby enemies and objects, damaging them.","Crie um ponto de gravidade intensa que puxa todos os inimigos e objetos próximos, causando dano a eles."
Mind Blast,Explosão Mental
"Spew forth a conical wave of psychic energy, <LSTag Type=""Status"" Tooltip=""STUNNED"">Stunning</LSTag> targets within it.","Lance uma onda cônica de energia psíquica, <LSTag Type=""Status"" Tooltip=""STUNNED"">Atordoando</LSTag> os alvos dentro dela."
Mind Sanctuary,Santuário Mental
"Sculpt a magical nexus that <LSTag Type=""Status"" Tooltip=""HASTE"">Hastens</LSTag> creatures within it.","Esculpa um nexus mágico que <LSTag Type=""Status"" Tooltip=""HASTE"">Acelera</LSTag> criaturas dentro dele."
Mind Sanctuary Aura,Aura do Santuário Mental
"Anyone within the <LSTag Type=""Spell"" Tooltip=""Target_TAD_MindSanctuary>Mind Sanctuary</LSTag> becomes <LSTag Type=""Status"" Tooltip=""HASTE"">Hastened</LSTag>.","Qualquer um dentro do <LSTag Type=""Spell"" Tooltip=""Target_TAD_MindSanctuary"">Santuário Mental</LSTag> se torna <LSTag Type=""Status"" Tooltip=""HASTE"">Acelerado</LSTag>."
Within the Mind Sanctuary,Dentro do Santuário Mental
"Affected creature can take <LSTag Tooltip=""Action"">Actions</LSTag> and <LSTag Type=""ActionResource"" Tooltip=""BonusActionPoint"">Bonus Actions</LSTag> interchangeably.","A criatura afetada pode realizar <LSTag Tooltip=""Action"">Ações</LSTag> e <LSTag Type=""ActionResource"" Tooltip=""BonusActionPoint"">Ações Bônus</LSTag> de forma intercambiável."
Freecast,Magia Livre
"Draw power deep from within your Illithid connections, causing your next action to not consume any class based resources or <LSTag Tooltip=""SpellSlot"">Spell Slots</LSTag>. Refreshes after a <LSTag Tooltip=""LongRest"">Long Rest</LSTag>.","Extraia poder de suas conexões Illithid, fazendo com que sua próxima ação não consuma recursos baseados em classe ou <LSTag Tooltip=""SpellSlot"">Espaços de Feitiço</LSTag>. É restaurado após um <LSTag Tooltip=""LongRest"">Descanso Longo</LSTag>."
Absorb Intellect,Devorar Intelecto
"Devour a foe's intellect, lowering their <LSTag Tooltip=""Intelligence"">Intelligence</LSTag> by [1] per turn with a condition that steadily worsens, healing you as it progresses.","Devore o intelecto de um inimigo, reduzindo sua <LSTag Tooltip=""Intelligence"">Intelligence</LSTag> em [1] por turno com uma condição que piora progressivamente, curando você à medida que avança."
Absorbed Intellect,Intelect Absorvido
"Affected creature's <LSTag Tooltip=""Intelligence"">Intelligence</LSTag> is reduced by [1].","A <LSTag Tooltip=""Intelligence"">Inteligência</LSTag> da criatura afetada é reduzida em [1]."
Empowered Absorb Intellect,Absorver Intelect Potencializado
